country,year,value
Afghanistan,2010,49.9013229069412
Afghanistan,2011,4.6968178252385
Afghanistan,2012,4.95890140377645
Afghanistan,2013,4.85228704838131
Afghanistan,2014,7.7810908959605
Afghanistan,2015,12.0536179767696
Afghanistan,2016,11.0743789647307
Afghanistan,2017,12.2018301907814
Afghanistan,2018,8.88666018352578
Albania,2010,13.9629797358261
Albania,2011,18.7693391614872
Albania,2012,22.4938973002521
Albania,2013,23.4927778636215
Albania,2014,22.8027340584494
Albania,2015,18.1685740476933
Albania,2016,18.2699521882911
Albania,2017,13.2325333809177
Albania,2018,11.0845819952486
Albania,2019,8.36895800668083
Algeria,2009,21.1415508110567
Algeria,2010,18.31
Algeria,2011,14.3983059633084
Algeria,2012,11.7263814541696
Algeria,2013,10.5639712164989
Algeria,2014,9.9349604753277
Algeria,2015,9.76734535087824
Algeria,2016,12.0891590616386
Algeria,2017,12.9585022894491
Algeria,2018,12.6974012595366
Angola,2010,3.17305056414187
Angola,2011,2.01496821504011
Angola,2012,4.35011884491608
Angola,2013,7.97676918024597
Angola,2014,10.1905320738466
Angola,2015,10.6112339715733
Angola,2016,11.2850858065096
Angola,2017,25.8360610272673
Angola,2018,23.2405057421816
Antigua and Barbuda,2015,9.54253583293225
Antigua and Barbuda,2016,8.65552703703775
Antigua and Barbuda,2017,7.938071
Antigua and Barbuda,2018,6.350929
Antigua and Barbuda,2019,5.33456
Argentina,2005,7.60664677151002
Argentina,2006,4.45654348120973
Argentina,2007,3.24185785401591
Argentina,2008,3.10838474371201
Argentina,2009,3.46682830746549
Argentina,2010,2.11702287385862
Argentina,2011,1.39559840620402
Argentina,2012,1.7345487210843
Argentina,2013,1.73258243136737
Argentina,2014,1.990064383351
Argentina,2015,1.73684181834171
Argentina,2016,1.83660554376284
Argentina,2017,1.83036371198087
Argentina,2018,3.1085722494152
Argentina,2019,5.74849305390468
Armenia,2005,1.97208948345974
Armenia,2006,2.4475556859775
Armenia,2007,2.40401572394746
Armenia,2008,4.28418920018598
Armenia,2009,4.86361900244843
Armenia,2010,3.04141129948019
Armenia,2011,3.42109151341693
Armenia,2012,3.66922217057882
Armenia,2013,4.48533892299217
Armenia,2014,6.96975042813576
Armenia,2015,7.94971668385926
Armenia,2016,6.72411125058909
Armenia,2017,5.43231777940314
Armenia,2018,4.75439825091816
Armenia,2019,5.50666582915208
Australia,2005,0.564453032698765
Australia,2006,0.574013140486956
Australia,2007,0.559225604529488
Australia,2008,1.35526208847002
Australia,2009,2.01806458457878
Australia,2010,2.14856125999861
Australia,2011,1.96838634633669
Australia,2012,1.70189150824109
Australia,2013,1.36517488167218
Australia,2014,1.01384449933768
Australia,2015,0.88872549882617
Australia,2016,0.947676353339703
Australia,2017,0.857013750175751
Australia,2018,0.901855193874304
Australia,2019,0.961493162441897
Austria,2006,2.73942939162815
Austria,2007,2.24246731582086
Austria,2008,1.90306942802893
Austria,2009,2.25042258658752
Austria,2010,2.83071715205898
Austria,2011,2.70681550509306
Austria,2012,2.81336476630545
Austria,2013,2.86654169526513
Austria,2014,3.47337431453068
Austria,2015,3.39283728404187
Austria,2016,2.69521741465076
Austria,2017,2.36889544229069
Austria,2018,1.88242856429559
Austria,2019,1.62862135995416
Bangladesh,2011,5.84900153173375
Bangladesh,2012,9.72807562789872
Bangladesh,2013,8.64185174932391
Bangladesh,2014,9.36516937089291
Bangladesh,2015,8.39790434606775
Bangladesh,2016,8.85852562371804
Bangladesh,2017,8.8956600593628
Bangladesh,2018,9.88732966644866
Bangladesh,2019,8.90213335235851
Belarus,2010,3.54880427143014
Belarus,2011,4.15959581162895
Belarus,2012,5.50187400609008
Belarus,2013,4.44733135755543
Belarus,2014,4.37130403366124
Belarus,2015,6.83494796382143
Belarus,2016,12.791174278387
Belarus,2017,12.8521944714263
Belarus,2018,5.0102862381755
Belarus,2019,4.62787813876966
Belgium,2006,1.28016415707089
Belgium,2007,1.15706380704911
Belgium,2008,1.65216421885301
Belgium,2009,3.07543666306607
