country,year,value
WORLD,2020,8218.401
WORLD,2021,8343.928
WORLD,2022,8496.696
WORLD,2023,8746.249
WORLD,2024,9120.588
WORLD,2025,9583.216
WORLD,2026,10042.338
WORLD,2027,10452.981
WORLD,2028,10983.044
WORLD,2029,11686.477
WORLD,2030,12475.289
WORLD,2031,13210.304
WORLD,2032,13918.463
WORLD,2033,14446.946
WORLD,2034,14773.702
WORLD,2035,15038.356
WORLD,2036,15349.671
WORLD,2037,15663.552
WORLD,2038,16094.829
WORLD,2039,16692.152
WORLD,2040,17395.354
WORLD,2041,18023.585
WORLD,2042,18611.211
WORLD,2043,19212.9
WORLD,2044,19859.552
WORLD,2045,20549.067
WORLD,2046,21145.573
WORLD,2047,21714.056
WORLD,2048,22221.514
WORLD,2049,22671.474
WORLD,2050,23108.262
WORLD,2051,23483.979
WORLD,2052,23925.52
WORLD,2053,24214.238
WORLD,2054,24281.413
WORLD,2055,24273.16
WORLD,2056,24253.922
WORLD,2057,24309.322
WORLD,2058,24572.406
WORLD,2059,25091.88
WORLD,2060,25786.86
WORLD,2061,26303.746
WORLD,2062,26764.102
WORLD,2063,27452.842
WORLD,2064,28476.592
WORLD,2065,29688.979
WORLD,2066,30659.084
WORLD,2067,31665.742
WORLD,2068,32283.322
WORLD,2069,32357.66
WORLD,2070,32164.119
WORLD,2071,31897.965
WORLD,2072,31726.76
WORLD,2073,31692.725
WORLD,2074,31815.736
WORLD,2075,32045.984
WORLD,2076,32088.023
WORLD,2077,32208.759
WORLD,2078,32394.676
WORLD,2079,32631.341
WORLD,2080,32936.719
WORLD,2081,33065.705
WORLD,2082,33265.577
WORLD,2083,33601.916
WORLD,2084,34095.89
WORLD,2085,34710.149
WORLD,2086,35098.47
WORLD,2087,35549.839
WORLD,2088,36031.38
WORLD,2089,36523.948
WORLD,2090,37049.429
WORLD,2091,37342.938
WORLD,2092,37709.722
WORLD,2093,38086.406
WORLD,2094,38442.201
WORLD,2095,38806.067
WORLD,2096,38928.661
WORLD,2097,39145.147
WORLD,2098,39366.734
WORLD,2099,39550.127
WORLD,2100,39735.338
More developed regions,2020,3115.54
More developed regions,2021,3098.811
More developed regions,2022,3090.79
More developed regions,2023,3167.247
More developed regions,2024,3352.272
More developed regions,2025,3594.725
More developed regions,2026,3792.199
More developed regions,2027,3994.313
More developed regions,2028,4151.153
More developed regions,2029,4241.793
More developed regions,2030,4299.777
More developed regions,2031,4341.02
More developed regions,2032,4395.093
More developed regions,2033,4467.17
More developed regions,2034,4559.715
More developed regions,2035,4665.735
More developed regions,2036,4733.09
More developed regions,2037,4806.249
More developed regions,2038,4894.514
More developed regions,2039,4998.599
More developed regions,2040,5111.777
More developed regions,2041,5184.483
More developed regions,2042,5277.134
More developed regions,2043,5342.202
More developed regions,2044,5359.191
More developed regions,2045,5353.026
More developed regions,2046,5316.289
More developed regions,2047,5301.594
More developed regions,2048,5318.948
More developed regions,2049,5366.013
More developed regions,2050,5426.975
More developed regions,2051,5440.972
More developed regions,2052,5479.44
More developed regions,2053,5511.262
More developed regions,2054,5518.406
More developed regions,2055,5513.708
More developed regions,2056,5472.203
More developed regions,2057,5452.376
More developed regions,2058,5471.729
More developed regions,2059,5532.382
More developed regions,2060,5616.496
More developed regions,2061,5647.506
More developed regions,2062,5691.775
More developed regions,2063,5754.487
More developed regions,2064,5830.618
More developed regions,2065,5911.193
More developed regions,2066,5938.489
More developed regions,2067,5982.827
More developed regions,2068,6015.428
More developed regions,2069,6021.102
More developed regions,2070,6010.041
More developed regions,2071,5958.881
More developed regions,2072,5937.129
More developed regions,2073,5911.665
More developed regions,2074,5863.373
More developed regions,2075,5801.38
More developed regions,2076,5704.514
More developed regions,2077,5635.459
More developed regions,2078,5601.885
More developed regions,2079,5601.119
More developed regions,2080,5619.948
More developed regions,2081,5594.518
More developed regions,2082,5584.251
More developed regions,2083,5618.18
More developed regions,2084,5701.852
More developed regions,2085,5812.43
More developed regions,2086,5873.5
More developed regions,2087,5951.795
More developed regions,2088,6020.679
More developed regions,2089,6062.596
More developed regions,2090,6085.566
More developed regions,2091,6068.686
More developed regions,2092,6070.302
More developed regions,2093,6078.114
More developed regions,2094,6083.439
More developed regions,2095,6084.283
More developed regions,2096,6043.802
More developed regions,2097,6019.723
More developed regions,2098,6011.815
More developed regions,2099,6015.542
More developed regions,2100,6024.068
Less developed regions,2020,5102.861
Less developed regions,2021,5245.117
Less developed regions,2022,5405.906
Less developed regions,2023,5579.002
Less developed regions,2024,5768.31600000001
Less developed regions,2025,5988.491
Less developed regions,2026,6250.139
Less developed regions,2027,6458.668
Less developed regions,2028,6831.891
Less developed regions,2029,7444.684
Less developed regions,2030,8175.512
Less developed regions,2031,8869.284
Less developed regions,2032,9523.37
Less developed regions,2033,9979.77600000001
Less developed regions,2034,10213.987
Less developed regions,2035,10372.621
Less developed regions,2036,10616.581
Less developed regions,2037,10857.303
