Country,Our World In Data Name
Tanzania,Tanzania
Comoros,Comoros
Lesotho,Lesotho
Uzbekistan,Uzbekistan
Samoa,Samoa
Nigeria,Nigeria
"Congo, Republic of",Congo
West Bank and Gaza,Palestine
Moldova,Moldova
Tunisia,Tunisia
El Salvador,El Salvador
Bolivia,Bolivia
Ethiopia,Ethiopia
India,India
Brazil,Brazil
Kenya,Kenya
Algeria,Algeria
Serbia,Serbia
Colombia,Colombia
Bosnia and Herzegovina,Bosnia and Herzegovina
Indonesia_R,Indonesia (Rural)
Malta,Malta
China_U,China (Urban)
Suriname,Suriname
China_R,China (Rural)
"Iran, Islamic Republic of",Iran
Lithuania,Lithuania
Rwanda,Rwanda
Belgium,Belgium
Guatemala,Guatemala
Mauritania,Mauritania
St. Lucia,Saint Lucia
Indonesia_U,Indonesia (Urban)
Czech Republic,Czechia
Nicaragua,Nicaragua
Guyana,Guyana
Central African Republic,Central African Republic
Solomon Islands,Solomon Islands
Norway,Norway
China,China
Slovak Republic,Slovakia
Trinidad and Tobago,Trinidad and Tobago
Iraq,Iraq
Vanuatu,Vanuatu
Bhutan,Bhutan
Mongolia,Mongolia
Cameroon,Cameroon
Switzerland,Switzerland
Timor-Leste,Timor
Sudan,Sudan
United Kingdom,United Kingdom
Italy,Italy
Thailand,Thailand
Cabo Verde,Cape Verde
Zambia,Zambia
Haiti,Haiti
Mali,Mali
Canada,Canada
Zimbabwe,Zimbabwe
"Yemen, Republic of",Yemen
Montenegro,Montenegro
Botswana,Botswana
Sweden,Sweden
Angola,Angola
Ghana,Ghana
Costa Rica,Costa Rica
Peru,Peru
Ecuador,Ecuador
Burundi,Burundi
Finland,Finland
Honduras,Honduras
Maldives,Maldives
North Macedonia,North Macedonia
Lebanon,Lebanon
Tajikistan,Tajikistan
Sierra Leone,Sierra Leone
Latvia,Latvia
Cyprus,Cyprus
Sri Lanka,Sri Lanka
Mexico,Mexico
Panama,Panama
France,France
Germany,Germany
Portugal,Portugal
Azerbaijan,Azerbaijan
United States,United States
Malawi,Malawi
South Sudan,South Sudan
Austria,Austria
Lao People's Democratic Republic,Laos
United Arab Emirates,United Arab Emirates
Albania,Albania
Turkey,Turkey
Bangladesh,Bangladesh
Estonia,Estonia
Liberia,Liberia
"Micronesia, Federated States of",Micronesia (country)
Belarus,Belarus
Argentina_U,Argentina (Urban)
Gabon,Gabon
Syrian Arab Republic,Syria
Indonesia,Indonesia
Uruguay,Uruguay
Djibouti,Djibouti
"Egypt, Arab Republic of",Egypt
Australia,Australia
Chile,Chile
Luxembourg,Luxembourg
Cote d'Ivoire,Cote d'Ivoire
Tuvalu,Tuvalu
Japan,Japan
Denmark,Denmark
"Congo, Democratic Republic of",Democratic Republic of Congo
Togo,Togo
Georgia,Georgia
India_U,India (Urban)
Tonga,Tonga
Jordan,Jordan
Madagascar,Madagascar
Papua New Guinea,Papua New Guinea
Kazakhstan,Kazakhstan
Netherlands,Netherlands
Dominican Republic,Dominican Republic
Ireland,Ireland
Kosovo,Kosovo
Mauritius,Mauritius
"Gambia, The",Gambia
Jamaica,Jamaica
Morocco,Morocco
Israel,Israel
Paraguay,Paraguay
"Korea, Republic of",South Korea
Belize,Belize
Myanmar,Myanmar
Senegal,Senegal
Nepal,Nepal
Vietnam,Vietnam
South Africa,South Africa
"Taiwan, China",Taiwan
Armenia,Armenia
Poland,Poland
Mozambique,Mozambique
Greece,Greece
Slovenia,Slovenia
Sao Tome and Principe,Sao Tome and Principe
Turkmenistan,Turkmenistan
Romania,Romania
Benin,Benin
Kyrgyz Republic,Kyrgyzstan
Eswatini,Eswatini
Russian Federation,Russia
Guinea,Guinea
Uganda,Uganda
Pakistan,Pakistan
India_R,India (Rural)
Niger,Niger
Seychelles,Seychelles
Guinea-Bissau,Guinea-Bissau
Chad,Chad
"Venezuela, Republica Bolivariana de",Venezuela
Hungary,Hungary
Ukraine,Ukraine
Namibia,Namibia
Croatia,Croatia
Spain,Spain
Kiribati,Kiribati
Bulgaria,Bulgaria
Iceland,Iceland
Malaysia,Malaysia
Burkina Faso,Burkina Faso
Fiji,Fiji
Philippines,Philippines
