Country,Our World In Data Name
Mexico,Mexico
Suriname,Suriname
Sweden,Sweden
Switzerland,Switzerland
Ghana,Ghana
South Africa,South Africa
Japan,Japan
Burma/Myanmar,Myanmar
Russia,Russia
Albania,Albania
Egypt,Egypt
Yemen,Yemen
Colombia,Colombia
Poland,Poland
Brazil,Brazil
United States of America,United States
Portugal,Portugal
El Salvador,El Salvador
South Yemen,South Yemen
Bangladesh,Bangladesh
Bolivia,Bolivia
Haiti,Haiti
Honduras,Honduras
Mali,Mali
Pakistan,Pakistan
Peru,Peru
Senegal,Senegal
South Sudan,South Sudan
Sudan,Sudan
Vietnam,Vietnam
Republic of Vietnam,Republic of Vietnam
Afghanistan,Afghanistan
Argentina,Argentina
Ethiopia,Ethiopia
India,India
Kenya,Kenya
North Korea,North Korea
South Korea,South Korea
Kosovo,Kosovo
Lebanon,Lebanon
Nigeria,Nigeria
Philippines,Philippines
Tanzania,Tanzania
Taiwan,Taiwan
Thailand,Thailand
Uganda,Uganda
Venezuela,Venezuela
Benin,Benin
Bhutan,Bhutan
Burkina Faso,Burkina Faso
Cambodia,Cambodia
Indonesia,Indonesia
Mozambique,Mozambique
Nepal,Nepal
Nicaragua,Nicaragua
Niger,Niger
Zambia,Zambia
Zimbabwe,Zimbabwe
Guinea,Guinea
Ivory Coast,Cote d'Ivoire
Mauritania,Mauritania
Canada,Canada
Australia,Australia
Botswana,Botswana
Burundi,Burundi
Cape Verde,Cape Verde
Central African Republic,Central African Republic
Chile,Chile
Costa Rica,Costa Rica
Timor-Leste,Timor
Ecuador,Ecuador
France,France
Germany,Germany
Guatemala,Guatemala
Iran,Iran
Iraq,Iraq
Ireland,Ireland
Italy,Italy
Jordan,Jordan
Latvia,Latvia
Lesotho,Lesotho
Liberia,Liberia
Malawi,Malawi
Maldives,Maldives
Mongolia,Mongolia
Morocco,Morocco
Netherlands,Netherlands
Panama,Panama
Papua New Guinea,Papua New Guinea
Qatar,Qatar
Sierra Leone,Sierra Leone
Spain,Spain
Syria,Syria
Tunisia,Tunisia
Turkey,Turkey
Ukraine,Ukraine
United Kingdom,United Kingdom
Uruguay,Uruguay
Algeria,Algeria
Angola,Angola
Armenia,Armenia
Azerbaijan,Azerbaijan
Belarus,Belarus
Cameroon,Cameroon
Chad,Chad
China,China
Democratic Republic of the Congo,Democratic Republic of Congo
Republic of the Congo,Congo
Djibouti,Djibouti
Dominican Republic,Dominican Republic
Eritrea,Eritrea
Gabon,Gabon
The Gambia,Gambia
Georgia,Georgia
Guinea-Bissau,Guinea-Bissau
Jamaica,Jamaica
Kazakhstan,Kazakhstan
Kyrgyzstan,Kyrgyzstan
Laos,Laos
Libya,Libya
Madagascar,Madagascar
Moldova,Moldova
Namibia,Namibia
Palestine/West Bank,Palestine/West Bank
Rwanda,Rwanda
Somalia,Somalia
Sri Lanka,Sri Lanka
Eswatini,Eswatini
Tajikistan,Tajikistan
Togo,Togo
Trinidad and Tobago,Trinidad and Tobago
Turkmenistan,Turkmenistan
German Democratic Republic,East Germany
Palestine/Gaza,Palestine/Gaza
Somaliland,Somaliland
Uzbekistan,Uzbekistan
Austria,Austria
Bahrain,Bahrain
Barbados,Barbados
Belgium,Belgium
Bosnia and Herzegovina,Bosnia and Herzegovina
Bulgaria,Bulgaria
Comoros,Comoros
Croatia,Croatia
Cuba,Cuba
Cyprus,Cyprus
Czech Republic,Czechia
Denmark,Denmark
Equatorial Guinea,Equatorial Guinea
Estonia,Estonia
Fiji,Fiji
Finland,Finland
Greece,Greece
Guyana,Guyana
Hong Kong,Hong Kong
Iceland,Iceland
Israel,Israel
Kuwait,Kuwait
Lithuania,Lithuania
Luxembourg,Luxembourg
North Macedonia,North Macedonia
Malaysia,Malaysia
Malta,Malta
Mauritius,Mauritius
Montenegro,Montenegro
New Zealand,New Zealand
Norway,Norway
Oman,Oman
Paraguay,Paraguay
Romania,Romania
Sao Tome and Principe,Sao Tome and Principe
Saudi Arabia,Saudi Arabia
Serbia,Serbia
Seychelles,Seychelles
Singapore,Singapore
Slovakia,Slovakia
Slovenia,Slovenia
Solomon Islands,Solomon Islands
Vanuatu,Vanuatu
United Arab Emirates,United Arab Emirates
Palestine/British Mandate,Palestine/British Mandate
Hungary,Hungary
Zanzibar,Zanzibar
Baden,Baden
Bavaria,Bavaria
Modena,Modena
Parma,Parma
Saxony,Saxony
Tuscany,Tuscany
Würtemberg,Wurtemberg
Two Sicilies,Two Sicilies
Hanover,Hanover
Hesse-Kassel,Hesse Electoral
Hesse-Darmstadt,Hesse-Darmstadt
Mecklenburg Schwerin,Mecklenburg Schwerin
Papal States,Papal States
Hamburg,Hamburg
Brunswick,Brunswick
Oldenburg,Oldenburg
Saxe-Weimar-Eisenach,Saxe-Weimar-Eisenach
Nassau,Nassau
Piedmont-Sardinia,Piedmont-Sardinia
