id,dataset_id,name,description
0,0,Statistical Review of World Energy - BP (2021),"{""link"": ""https://www.bp.com/en/global/corporate/energy-economics/statistical-review-of-world-energy.html"", ""retrievedDate"": ""08-July-2021"", ""dataPublishedBy"": ""BP"", ""dataPublisherSource"": ""Statistical Review of World Energy""}"
