country,year,value
Algeria,1965,7.4305
Algeria,1966,7.71925
Algeria,1967,7.48825
Algeria,1968,7.87325
Algeria,1969,10.3516875
Algeria,1970,9.730875
Algeria,1971,11.0495
Algeria,1972,12.830124999999999
Algeria,1973,17.8591875
Algeria,1974,20.6745
Algeria,1975,28.49
Algeria,1976,33.6875
Algeria,1977,35.901250000000005
Algeria,1978,57.65375
Algeria,1979,81.52375
Algeria,1980,109.43625
Algeria,1981,142.2575
Algeria,1982,161.41125
Algeria,1983,176.715
Algeria,1984,155.25125
Algeria,1985,153.80749999999998
Algeria,1986,168.4375
Algeria,1987,172.2875
Algeria,1988,194.13625
Algeria,1989,182.6825
Algeria,1990,195.09875
Algeria,1991,192.6925
Algeria,1992,198.94875
Algeria,1993,178.54375
Algeria,1994,188.16875000000002
Algeria,1995,202.22125
Algeria,1996,207.7075
Algeria,1997,194.04000000000002
Algeria,1998,200.68125
Algeria,1999,205.10875
Algeria,2000,191.0129375
Algeria,2001,197.322125
Algeria,2002,194.838875
Algeria,2003,205.93168749999998
Algeria,2004,211.89918749999998
Algeria,2005,223.559875
Algeria,2006,228.49749999999997
Algeria,2007,233.80681444444443
Algeria,2008,244.041875
Algeria,2009,262.117625
Algeria,2010,253.27224999999999
Algeria,2011,267.969625
Algeria,2012,298.74075
Algeria,2013,321.215125
Algeria,2014,360.91824999999994
Algeria,2015,379.225
Algeria,2016,385.9625
Algeria,2017,394.625
Algeria,2018,434.08750000000003
Algeria,2019,450.54625
Algeria,2020,436.0125
Algeria,2021,458.15
Argentina,1965,41.234
Argentina,1966,44.6572
Argentina,1967,46.69945
Argentina,1968,51.999575
Argentina,1969,51.805074999999995
Argentina,1970,58.5445
Argentina,1971,63.202774999999995
Argentina,1972,70.924425
Argentina,1973,80.707775
Argentina,1974,85.42439999999999
Argentina,1975,87.52499999999999
Argentina,1976,98.51425
Argentina,1977,102.8905
Argentina,1978,100.07024999999999
Argentina,1979,102.8905
Argentina,1980,112.12925
Argentina,1981,117.18624999999999
Argentina,1982,133.13525
Argentina,1983,143.152
Argentina,1984,152.39075
Argentina,1985,155.69725
Argentina,1986,168.2425
Argentina,1987,168.33975
Argentina,1988,196.6395
Argentina,1989,206.55899999999997
Argentina,1990,197.32025
Argentina,1991,200.9185
Argentina,1992,217.2565
Argentina,1993,229.41275
Argentina,1994,235.83125
Argentina,1995,262.47775
Argentina,1996,301.18325
Argentina,1997,277.5515
Argentina,1998,296.70975
Argentina,1999,314.701
Argentina,2000,322.96725
Argentina,2001,302.35025
Argentina,2002,294.37575
Argentina,2003,336.2905
Argentina,2004,368.09124999999995
Argentina,2005,392.89
Argentina,2006,406.505
Argentina,2007,427.122
Argentina,2008,431.88725
Argentina,2009,418.3555827777778
Argentina,2010,420.8741655555555
Argentina,2011,438.3978869444444
Argentina,2012,456.6420933333333
Argentina,2013,460.2768897222222
Argentina,2014,461.54979055555555
Argentina,2015,466.5256827777777
Argentina,2016,482.10011194444445
Argentina,2017,483.00028555555554
Argentina,2018,487.0214119444444
Argentina,2019,465.58916166666666
Argentina,2020,439.31244555555554
Argentina,2021,459.35156027777776
Australia,1965,0.029474999999999998
Australia,1966,0.0393
Australia,1967,0.0393
Australia,1968,0.304575
