Year,Country,undesa_five_year_change_in_international_migrants_by_destination_per_capita
1995,World,0.001447495243092091
1995,Burundi,-0.013071058104800966
1995,Comoros,-0.00029449256826968786
1995,Djibouti,-0.03560839804246611
1995,Eritrea,0.00025042792779509553
1995,Ethiopia,-0.006108655416729932
1995,Kenya,0.011547557273677964
1995,Madagascar,-0.00020333343648423725
1995,Malawi,-0.09001039980220263
1995,Mauritius,0.0034376561564168993
1995,Mozambique,0.002966038778483392
1995,Rwanda,0.009545291776393003
1995,Seychelles,0.018616362047147533
1995,Somalia,-0.06123713517201224
1995,Uganda,0.003072234245785696
1995,Tanzania,0.017943799224044633
1995,Zambia,-0.003861329409819572
1995,Zimbabwe,-0.017824903439493438
1995,Angola,0.00045148135147529206
1995,Cameroon,-0.0015570606553654768
1995,Central African Republic,0.010078003836579821
1995,Chad,0.0021742730799686567
1995,Congo,0.02298920197434416
1995,Democratic Republic of Congo,0.025561932141096266
1995,Equatorial Guinea,0.0017895677660396804
1995,Gabon,0.03985341273476867
1995,Sao Tome and Principe,-0.004905869576773822
1995,Algeria,-0.00041456596035828626
1995,Egypt,-0.00011034102161700612
1995,Libya,0.010298666584761224
1995,Morocco,-0.00016799870935500904
1995,Sudan,-0.014505239960869469
1995,Tunisia,-1.2821355776185154e-05
1995,Botswana,0.008615731435304079
1995,Eswatini,-0.0429784773142174
1995,Lesotho,-0.0005456658018179731
1995,Namibia,-0.003236752902265911
1995,South Africa,-0.00386323301748941
1995,Benin,0.004902505303483908
1995,Burkina Faso,0.011343246896890745
1995,Cape Verde,0.0027130016982148033
1995,Cote d'Ivoire,0.01830791635266486
1995,Gambia,0.029033907300963956
1995,Ghana,0.005173839186395157
1995,Guinea,0.05101827039089054
1995,Guinea-Bissau,0.011565413050466088
1995,Liberia,0.05555895194157259
1995,Mali,0.0016118869227575358
1995,Mauritania,-0.009546902486568726
1995,Niger,0.0032174994881610033
1995,Nigeria,5.908381786217201e-05
1995,Senegal,0.0019843144339772995
1995,Sierra Leone,-0.028725220744743263
1995,Togo,0.00396068138200546
1995,Kazakhstan,-0.02318477953366415
1995,Kyrgyzstan,-0.022939727942645094
1995,Tajikistan,-0.013973236913783396
1995,Turkmenistan,-0.0078270543017191
1995,Uzbekistan,-0.006161326693704493
1995,China,5.3054968413251476e-05
1995,Hong Kong,0.03703424293017001
1995,North Korea,4.757047520160276e-05
1995,Japan,0.0022716171091210777
1995,Mongolia,0.0003072214000157527
1995,South Korea,0.0017804043188499046
1995,Brunei,0.03886749777861547
1995,Cambodia,0.00505389144010334
1995,Indonesia,-0.0004400047067484049
1995,Laos,0.00013618139526918213
1995,Malaysia,0.011785077454640377
1995,Myanmar,-0.0004528764533810364
1995,Philippines,0.0007634118649427913
1995,Singapore,0.07493837146380394
1995,Thailand,0.004725742253655086
1995,Vietnam,0.0003089555101128598
1995,Afghanistan,0.0007639698648232737
1995,Bangladesh,0.00046121412608618955
1995,Bhutan,0.007790449077771688
1995,India,-0.0006666126609466126
1995,Iran,-0.022035716618900178
1995,Maldives,0.038643446235205235
1995,Nepal,0.012062018326411005
1995,Pakistan,-0.020511883342307146
1995,Sri Lanka,-3.946737246022662e-05
1995,Armenia,0.010943792544731703
1995,Azerbaijan,-0.002125930721666668
1995,Bahrain,0.058128643351581875
1995,Cyprus,0.02120200002104301
1995,Georgia,-0.030592301193749834
1995,Iraq,0.005748177781686369
1995,Israel,0.030254195874771028
1995,Jordan,0.08515176595751173
1995,Kuwait,-0.09492268232220172
1995,Lebanon,0.023979850237176904
1995,Oman,0.10690311110223943
1995,Qatar,0.10112046618248817
1995,Saudi Arabia,0.006666580824184402
1995,Palestine,-0.0025069968697862387
1995,Syria,0.008118927403739614
1995,Turkey,0.0008974214934867054
1995,United Arab Emirates,0.2142951489773297
1995,Yemen,0.0011836404157815235
1995,Belarus,-0.006221219603147811
1995,Bulgaria,0.0013038074160088456
1995,Czechia,0.005328923296444649
1995,Hungary,-0.0024422888950642882
1995,Poland,-0.004239515269415909
1995,Moldova,-0.0407618574566385
1995,Romania,-3.431346315289256e-05
1995,Russia,0.0027253989916619435
1995,Slovakia,0.005214055701175897
1995,Ukraine,-0.014155765201183574
1995,Denmark,0.012979701336344138
1995,Estonia,-0.046225260393042415
1995,Finland,0.007125203066529244
1995,Iceland,0.011785059056074312
1995,Ireland,-0.0002975908779626856
1995,Latvia,-0.04301974585365776
1995,Lithuania,-0.020865497217924512
1995,Norway,0.009323342636448488
1995,Sweden,0.016664552311393944
1995,United Kingdom,0.008717169738203719
1995,Albania,0.0017157507590133132
1995,Andorra,0.0832289383025368
1995,Bosnia and Herzegovina,0.0035194117390506103
1995,Croatia,0.0430273332202671
1995,Greece,0.0223080317699443
1995,Vatican,0.02056555269922879
1995,Italy,0.006064513614936696
1995,Malta,0.007065665852111873
1995,North Macedonia,0.007160436433163797
1995,Portugal,0.009616183092760295
1995,San Marino,0.013461909353905496
1995,Serbia,0.07807564538966193
1995,Slovenia,-0.0018371514409434662
1995,Spain,0.004988059917341196
1995,Austria,0.012722473386796907
1995,Belgium,0.0007284290749618311
1995,France,0.00329965006159747
1995,Germany,0.01883473466092665
1995,Liechtenstein,0.07787203730086777
1995,Luxembourg,0.030163299807666393
1995,Monaco,0.022810842471771176
1995,Netherlands,0.010596235340239873
1995,Switzerland,0.012371776847436195
1995,Antigua and Barbuda,0.08039666821994408
1995,Bahamas,0.017128335813890404
1995,Barbados,0.008272076103100148
1995,Cuba,-0.0007685351708622307
1995,Dominica,0.008466352577174601
1995,Dominican Republic,0.004121884495409336
1995,Grenada,0.012773467881857887
1995,Haiti,-0.00012331317582560755
1995,Jamaica,0.0008832914644759354
1995,Saint Kitts and Nevis,0.024669059105924852
1995,Saint Lucia,0.012596087723240123
1995,Saint Vincent and the Grenadines,0.0015271697379746953
1995,Trinidad and Tobago,-0.0037250837187051506
1995,Belize,0.014698350421816565
1995,Costa Rica,-0.01504460271598782
1995,El Salvador,-0.0013898655474307829
1995,Guatemala,-0.01038277805244682
1995,Honduras,-0.021191239812156575
1995,Mexico,-0.002586913474303617
1995,Nicaragua,-0.0031817307351276873
1995,Panama,0.0029580237306212763
