Year,Country,undesa_five_year_change_in_international_migrants_by_destination_per_1000
1995,World,1.4474952430920909
1995,Burundi,-13.071058104800967
1995,Comoros,-0.29449256826968784
1995,Djibouti,-35.60839804246611
1995,Eritrea,0.25042792779509554
1995,Ethiopia,-6.108655416729932
1995,Kenya,11.547557273677963
1995,Madagascar,-0.20333343648423724
1995,Malawi,-90.01039980220263
1995,Mauritius,3.4376561564168995
1995,Mozambique,2.966038778483392
1995,Rwanda,9.545291776393002
1995,Seychelles,18.616362047147533
1995,Somalia,-61.237135172012245
1995,Uganda,3.072234245785696
1995,Tanzania,17.943799224044632
1995,Zambia,-3.861329409819572
1995,Zimbabwe,-17.824903439493436
1995,Angola,0.45148135147529206
1995,Cameroon,-1.5570606553654769
1995,Central African Republic,10.078003836579821
1995,Chad,2.1742730799686565
1995,Congo,22.989201974344162
1995,Democratic Republic of Congo,25.561932141096264
1995,Equatorial Guinea,1.7895677660396805
1995,Gabon,39.85341273476867
1995,Sao Tome and Principe,-4.905869576773822
1995,Algeria,-0.41456596035828625
1995,Egypt,-0.11034102161700612
1995,Libya,10.298666584761223
1995,Morocco,-0.16799870935500905
1995,Sudan,-14.505239960869469
1995,Tunisia,-0.012821355776185154
1995,Botswana,8.61573143530408
1995,Eswatini,-42.9784773142174
1995,Lesotho,-0.5456658018179731
1995,Namibia,-3.236752902265911
1995,South Africa,-3.86323301748941
1995,Benin,4.902505303483908
1995,Burkina Faso,11.343246896890745
1995,Cape Verde,2.713001698214803
1995,Cote d'Ivoire,18.307916352664858
1995,Gambia,29.033907300963957
1995,Ghana,5.173839186395156
1995,Guinea,51.01827039089054
1995,Guinea-Bissau,11.565413050466088
1995,Liberia,55.558951941572595
1995,Mali,1.6118869227575359
1995,Mauritania,-9.546902486568726
1995,Niger,3.2174994881610033
1995,Nigeria,0.05908381786217201
1995,Senegal,1.9843144339772993
1995,Sierra Leone,-28.72522074474326
1995,Togo,3.96068138200546
1995,Kazakhstan,-23.184779533664152
1995,Kyrgyzstan,-22.939727942645092
1995,Tajikistan,-13.973236913783396
1995,Turkmenistan,-7.827054301719099
1995,Uzbekistan,-6.161326693704493
1995,China,0.053054968413251476
1995,Hong Kong,37.03424293017001
1995,North Korea,0.047570475201602756
1995,Japan,2.2716171091210775
1995,Mongolia,0.3072214000157527
1995,South Korea,1.7804043188499046
1995,Brunei,38.86749777861547
1995,Cambodia,5.05389144010334
1995,Indonesia,-0.44000470674840486
1995,Laos,0.13618139526918213
1995,Malaysia,11.785077454640376
1995,Myanmar,-0.4528764533810364
1995,Philippines,0.7634118649427913
1995,Singapore,74.93837146380395
1995,Thailand,4.725742253655087
1995,Vietnam,0.3089555101128598
1995,Afghanistan,0.7639698648232738
1995,Bangladesh,0.46121412608618956
1995,Bhutan,7.790449077771688
1995,India,-0.6666126609466125
1995,Iran,-22.035716618900178
1995,Maldives,38.64344623520523
1995,Nepal,12.062018326411005
1995,Pakistan,-20.511883342307147
1995,Sri Lanka,-0.03946737246022662
1995,Armenia,10.943792544731703
1995,Azerbaijan,-2.125930721666668
1995,Bahrain,58.12864335158188
1995,Cyprus,21.20200002104301
1995,Georgia,-30.592301193749833
1995,Iraq,5.748177781686369
1995,Israel,30.25419587477103
1995,Jordan,85.15176595751173
1995,Kuwait,-94.92268232220172
1995,Lebanon,23.979850237176905
1995,Oman,106.90311110223944
1995,Qatar,101.12046618248817
1995,Saudi Arabia,6.666580824184402
1995,Palestine,-2.5069968697862386
1995,Syria,8.118927403739614
1995,Turkey,0.8974214934867054
1995,United Arab Emirates,214.29514897732972
1995,Yemen,1.1836404157815235
1995,Belarus,-6.221219603147811
1995,Bulgaria,1.3038074160088455
1995,Czechia,5.32892329644465
1995,Hungary,-2.442288895064288
1995,Poland,-4.239515269415909
1995,Moldova,-40.7618574566385
1995,Romania,-0.03431346315289256
1995,Russia,2.7253989916619434
1995,Slovakia,5.214055701175897
1995,Ukraine,-14.155765201183574
1995,Denmark,12.979701336344139
1995,Estonia,-46.22526039304242
1995,Finland,7.125203066529244
1995,Iceland,11.785059056074312
1995,Ireland,-0.2975908779626856
1995,Latvia,-43.01974585365776
1995,Lithuania,-20.865497217924514
1995,Norway,9.323342636448487
1995,Sweden,16.664552311393944
1995,United Kingdom,8.717169738203719
1995,Albania,1.7157507590133132
1995,Andorra,83.2289383025368
1995,Bosnia and Herzegovina,3.5194117390506103
1995,Croatia,43.027333220267096
1995,Greece,22.3080317699443
1995,Vatican,20.56555269922879
1995,Italy,6.064513614936696
1995,Malta,7.065665852111873
1995,North Macedonia,7.160436433163797
1995,Portugal,9.616183092760295
1995,San Marino,13.461909353905495
1995,Serbia,78.07564538966193
1995,Slovenia,-1.8371514409434662
1995,Spain,4.988059917341196
1995,Austria,12.722473386796906
1995,Belgium,0.7284290749618311
1995,France,3.29965006159747
1995,Germany,18.83473466092665
1995,Liechtenstein,77.87203730086776
1995,Luxembourg,30.163299807666395
1995,Monaco,22.810842471771174
1995,Netherlands,10.596235340239874
1995,Switzerland,12.371776847436195
1995,Antigua and Barbuda,80.39666821994408
1995,Bahamas,17.128335813890406
1995,Barbados,8.272076103100147
1995,Cuba,-0.7685351708622307
1995,Dominica,8.466352577174602
1995,Dominican Republic,4.121884495409336
1995,Grenada,12.773467881857886
1995,Haiti,-0.12331317582560755
1995,Jamaica,0.8832914644759354
1995,Saint Kitts and Nevis,24.669059105924852
1995,Saint Lucia,12.596087723240123
1995,Saint Vincent and the Grenadines,1.5271697379746954
1995,Trinidad and Tobago,-3.7250837187051506
1995,Belize,14.698350421816565
1995,Costa Rica,-15.04460271598782
1995,El Salvador,-1.3898655474307828
1995,Guatemala,-10.38277805244682
1995,Honduras,-21.191239812156574
1995,Mexico,-2.586913474303617
1995,Nicaragua,-3.181730735127687
1995,Panama,2.958023730621276
1995,Argentina,-1.574874681895413
1995,Bolivia,1.2909431678013585
1995,Brazil,-0.351561776468073
1995,Chile,2.4279486962674843
1995,Colombia,0.07319864745592966
1995,Ecuador,3.1802137107105457
1995,Guyana,2.9646734918520736
1995,Paraguay,-1.9498253865841797
1995,Peru,0.0018107615865695485
1995,Suriname,9.589205410873802
1995,Uruguay,-1.4539702723868155
1995,Venezuela,-0.22857964131007277
1995,Canada,18.223056229337434
1995,United States,19.610626175318593
1995,Australia,11.010731179309294
1995,New Zealand,19.20303460736774
1995,Fiji,-0.3636701279809344
1995,Papua New Guinea,-0.03547286778664535
1995,Solomon Islands,-0.13360202184393058
1995,Vanuatu,0.9098423534588876
1995,Micronesia (country),90.37057702143487
1995,Kiribati,0.7849091564156673
1995,Marshall Islands,6.382050977127681
1995,Nauru,-19.76284584980237
1995,Palau,113.53304580953491
1995,Samoa,7.862393413701853
1995,Tonga,3.782353186346018
1995,Tuvalu,-5.9152505915250595
2000,World,1.9440523173790638
2000,Burundi,-20.258287085598692
2000,Comoros,-0.2581320824990136
