Year,Country,unhcr_resettlement_arrivals_by_origin_per_capita
2009,United Arab Emirates,6.31523001078136e-07
2009,Uganda,1.2097635816337005e-06
2009,Ukraine,1.2138102369100899e-05
2009,Uzbekistan,8.765219636985221e-06
2009,Venezuela,1.7837387949988244e-07
2009,Yemen,2.797952644784723e-06
2009,Zimbabwe,1.4369004333372395e-06
2010,Colombia,1.4306974468728635e-05
2010,Afghanistan,9.09697966227146e-05
2010,Angola,2.568905869166395e-07
2010,Egypt,4.954009632817989e-07
2010,Armenia,3.4754635747089126e-06
2010,Azerbaijan,3.4320642260999628e-06
2010,Burundi,7.215634273847845e-05
2010,Benin,1.1957491335710483e-06
2010,Bangladesh,5.1499086572221e-07
2010,Bhutan,0.02107944251074395
2010,Belarus,8.704350986606339e-06
2010,Cambodia,1.676890458178876e-06
2010,Central African Republic,1.8236673266062804e-05
2010,Chad,3.597683894775611e-06
2010,China,1.2711765929598248e-07
2010,Cameroon,1.3273529691116116e-06
2010,Congo,4.9605286987644075e-05
2010,Democratic Republic of Congo,7.268773132235463e-05
2010,Cuba,0.0004342662143646712
2010,Djibouti,5.951006553248417e-06
2010,Ecuador,2.3316057688989637e-06
2010,Eritrea,0.001224436883622037
2010,Ethiopia,2.2056148312798217e-05
2010,Fiji,1.2793434874438253e-05
2010,Gambia,5.0189633163971204e-06
2010,Palestine,0.0002625977899375486
2010,United Kingdom,7.879003591580755e-08
2010,Georgia,2.43956228397676e-06
2010,Ghana,1.7756531639274122e-06
2010,Guinea-Bissau,3.283850090929809e-06
2010,Greece,9.184726901330316e-07
2010,Guinea,8.14350783856781e-06
2010,Haiti,1.8091692314990837e-06
2010,Honduras,2.4045782207491778e-06
2010,Cote d'Ivoire,3.214346661638e-06
2010,India,5.752336025888131e-08
2010,Indonesia,2.9358954344204363e-07
2010,Iran,5.2248757936263e-05
2010,Iraq,0.0008251637071738707
2010,Jamaica,3.558131326357498e-06
2010,Jordan,5.233049018107865e-06
2010,Kazakhstan,1.6613060831552607e-06
2010,Kenya,2.5695513306421566e-06
2010,Kyrgyzstan,8.48348799715545e-06
2010,North Korea,6.924970792917302e-07
2010,Kuwait,1.9051540768291817e-05
2010,Laos,5.248698706771845e-05
2010,Liberia,0.00011692579221078919
2010,Libya,8.067551870728131e-07
2010,Lebanon,2.2208475400277484e-06
2010,Sri Lanka,1.8606498613297634e-05
2010,Lithuania,1.6006018262866838e-06
2010,Mauritania,2.031938641176807e-05
2010,Moldova,6.28963140802087e-05
2010,Malaysia,2.4461121493498234e-06
2010,Malawi,8.941093257734785e-07
2010,Montenegro,8.009239458639487e-06
2010,Mongolia,1.8383015270403124e-06
2010,Morocco,1.5459112132484343e-07
2010,Myanmar,0.0003883138115509456
2010,Namibia,4.719481121367593e-06
2010,Nepal,1.3474890263862415e-05
2010,Nigeria,2.145067062146372e-07
2010,Pakistan,1.192701272366472e-06
2010,Peru,1.7224938403620268e-07
2010,Romania,2.4423769994519304e-07
2010,South Africa,2.3429735696766269e-07
2010,Russia,2.167560467078754e-06
2010,Rwanda,3.904639927453384e-05
2010,El Salvador,2.587373584565152e-06
2010,Saudi Arabia,5.834844436483124e-07
2010,Senegal,5.521313334295094e-07
2010,Sierra Leone,3.460296064178205e-05
2010,Somalia,0.0005139537189242741
2010,Vietnam,5.797585487529479e-06
2010,Sudan,2.886089436814239e-05
2010,Syria,3.4171964842571863e-06
2010,Tanzania,2.999107122965106e-06
2010,Thailand,5.863528720397068e-06
2010,Tajikistan,6.642402413477063e-07
2010,Turkmenistan,9.82856814863783e-07
2010,Togo,1.4015037200580409e-05
2010,Turkey,6.913048450846676e-08
2010,United Arab Emirates,5.847954584316861e-07
2010,Uganda,3.422950494514583e-06
2010,Ukraine,9.455782381261252e-06
2010,United States,1.9416755046072417e-08
2010,Uzbekistan,1.1747828615522256e-05
2010,Yemen,4.318748889541692e-07
2010,Zambia,4.115835485939792e-06
2010,Zimbabwe,2.2051189000110887e-06
2011,Colombia,1.3774904956988242e-05
2011,Iraq,0.0004465700177752507
2011,Afghanistan,0.00010286408748746696
2011,Egypt,2.1294403756162467e-07
2011,Armenia,5.909886057396813e-06
2011,Azerbaijan,6.560046235205865e-07
2011,Burundi,3.2148576432012573e-05
2011,Belgium,6.8096017200146e-06
2011,Benin,7.398928783090784e-07
2011,Bangladesh,3.349564563975725e-08
2011,Bhutan,0.02510612334973323
2011,Belarus,5.310496217014915e-07
2011,Cambodia,6.876907009294346e-07
2011,Central African Republic,4.1415467522918256e-05
2011,Chad,1.6179939043697647e-06
2011,China,1.1841647678300076e-07
2011,Cameroon,8.609806991086745e-07
2011,Congo,5.051376135933897e-05
2011,Democratic Republic of Congo,3.3660323830291385e-05
2011,Costa Rica,1.0791942994367037e-06
2011,Cuba,0.00019311769473360927
2011,Djibouti,5.857057344105633e-06
2011,Ecuador,2.558402926812948e-06
2011,Equatorial Guinea,6.079883590495521e-06
2011,Eritrea,0.001166159350012399
2011,Estonia,5.27227139242947e-06
2011,Ethiopia,2.2886639092944473e-05
2011,Gabon,2.968012541633796e-06
2011,Gambia,3.787587750291915e-06
2011,Palestine,3.518365627592083e-05
2011,Georgia,4.165633426218791e-06
2011,Ghana,5.120587269912812e-07
2011,Guatemala,1.672375935125728e-06
2011,Guinea,2.878951877263756e-06
2011,Honduras,5.895760594387e-07
2011,Cote d'Ivoire,4.8505248933692945e-06
2011,India,6.47850766798447e-08
2011,Indonesia,1.1423163469859013e-07
2011,Iran,4.330410364397735e-05
2011,Jordan,1.4354957380131538e-06
2011,Kazakhstan,3.3352194504662e-06
2011,Kenya,2.315979774085437e-06
2011,Kyrgyzstan,2.718412186315622e-06
2011,North Korea,6.484718436767835e-07
2011,Kuwait,1.609821044717041e-05
2011,Laos,2.331603115777958e-05
2011,Liberia,6.24775043647133e-05
2011,Lebanon,2.1145623759376642e-06
2011,Sri Lanka,2.4413564607900504e-05
2011,Latvia,2.388223954268377e-06
2011,Mauritania,3.612469801141874e-06
2011,Moldova,7.427987135608814e-05
2011,Malaysia,3.874215462643104e-06
2011,Malawi,2.9407601250036926e-06
2011,Myanmar,0.0003528884885711903
2011,Namibia,7.882420255408962e-06
2011,Nepal,1.5014115487392951e-05
2011,Pakistan,1.98538053046837e-06
2011,Philippines,9.417176295473073e-08
2011,Russia,1.2873771963063799e-06
2011,Rwanda,2.457901633999405e-05
2011,El Salvador,1.6101589436198016e-06
2011,Saudi Arabia,2.1225721003250684e-07
2011,Sierra Leone,1.4474562708224203e-05
2011,Somalia,0.0004423775916963908
2011,Vietnam,2.362965338764163e-06
2011,Sudan,2.7553293557768394e-05
2011,Syria,5.170333065266584e-06
2011,Tanzania,6.787302577073105e-07
2011,Thailand,5.331881560722896e-06
2011,Togo,7.580421832281954e-06
2011,Turkey,5.854860406920423e-07
2011,Uganda,1.3442156250907346e-06
2011,Ukraine,1.014909080148225e-05
2011,Uzbekistan,5.314558722871507e-06
2011,Venezuela,1.730830096075263e-07
2011,Yemen,3.7803076716807826e-07
2011,Zambia,1.568828909865716e-06
2011,Zimbabwe,2.0163912444259384e-06
2012,Bosnia and Herzegovina,1.3869733246194422e-06
2012,Iraq,0.0006450295471823592
2012,Afghanistan,9.87761195926573e-05
2012,Angola,9.957015563811028e-07
2012,Egypt,1.0182564117754875e-06
2012,Armenia,4.507254773269483e-06
2012,Azerbaijan,1.8349249688386566e-06
2012,Burundi,3.49340557508594e-05
2012,Bhutan,0.023277393091612954
2012,Belarus,7.0085679743486415e-06
2012,Botswana,2.4515199668946743e-06
2012,Central African Republic,2.8626743554643607e-05
2012,Chad,1.8772368450281538e-06
2012,China,5.996215558626427e-08
2012,Cameroon,6.05065787639502e-07
2012,Congo,5.033039576763498e-05
2012,Democratic Republic of Congo,5.291162516941101e-05
2012,Colombia,1.6212442991396705e-05
2012,Cuba,0.00024393467880571854
2012,Cape Verde,9.896267325890021e-06
2012,Ecuador,2.06797177657969e-06
2012,Eritrea,0.0010722733795595464
2012,Ethiopia,2.4922627159374173e-05
2012,Gambia,2.6246443606891268e-06
2012,Palestine,5.351789383747347e-05
2012,Georgia,2.460571192075386e-06
2012,Ghana,3.8466784739180196e-07
2012,Guatemala,7.203302203280593e-07
2012,Guinea,1.1265456205914514e-06
2012,Haiti,4.877610033516985e-07
2012,Cote d'Ivoire,3.109454468026176e-06
2012,India,1.8960637229664835e-08
2012,Indonesia,2.41495617132269e-08
2012,Iran,4.110411558630864e-05
2012,Israel,6.566034742728313e-07
2012,Jordan,1.4833195158000106e-06
2012,Kazakhstan,6.56656711153965e-07
2012,Kenya,2.2100210518035927e-06
2012,Kyrgyzstan,1.0673150249671667e-05
2012,North Korea,9.273954968416538e-07
2012,Kuwait,3.881927299265539e-06
2012,Laos,2.7930676681159067e-06
2012,Liberia,2.4179925728940133e-05
2012,Libya,5.568149295127981e-06
2012,Lebanon,1.444663953106208e-06
2012,Sri Lanka,8.62043816274793e-06
2012,Mauritania,3.2375076047704675e-06
2012,Moldova,7.213300737719478e-05
2012,Malaysia,6.364345573781703e-06
2012,Malawi,2.4681719484463832e-06
2012,Morocco,1.5041259076121345e-07
2012,Malta,1.1853706298348305e-05
2012,Myanmar,0.00033905357877062466
2012,Namibia,4.1006443934850786e-06
2012,Nepal,1.1374937197007984e-05
2012,Niger,2.809745027439689e-07
2012,Pakistan,2.37078013483812e-06
2012,South Africa,1.7034917739044708e-07
2012,Russia,1.5695110614694978e-06
2012,Rwanda,3.118581551571102e-05
2012,El Salvador,8.015489773677837e-07
2012,Saudi Arabia,3.429954464610519e-07
2012,Senegal,1.0446209853909755e-06
2012,Sierra Leone,4.022294835403226e-06
2012,Somalia,0.00063104150080921
2012,Vietnam,1.0244769137802233e-06
2012,Sudan,5.7965759366229244e-05
2012,Syria,9.54064906063014e-06
2012,Tanzania,4.4630491726218795e-07
2012,Thailand,2.1669919685233654e-06
2012,Turkmenistan,1.138972487360253e-06
2012,Togo,5.462216446379414e-06
2012,Tunisia,4.6095724409520685e-07
2012,Turkey,3.348914896651281e-07
2012,Uganda,1.6493675977394982e-06
2012,Ukraine,7.788126868586689e-06
2012,Uzbekistan,5.976349615094221e-06
2012,Venezuela,2.3841290301529995e-07
2012,Yemen,2.8602744490539354e-07
2012,Zambia,6.913168119676342e-07
2012,Zimbabwe,3.3548989797980944e-06
2013,Colombia,2.0776207723535864e-05
2013,Iraq,0.000794039013288904
2013,Afghanistan,0.00014623674200777003
2013,Angola,2.3062920336137453e-07
2013,Egypt,2.6469195308862255e-06
2013,Armenia,1.7255701542625207e-06
2013,Azerbaijan,5.327385414066237e-07
2013,Burundi,2.882508331497263e-05
2013,Belgium,8.965387150520244e-07
2013,Bhutan,0.014505058184966948
2013,Botswana,3.3938554731495123e-06
2013,Cambodia,4.59193961532856e-06
2013,Central African Republic,0.00010544195128312063
2013,Chad,3.70638389831861e-06
2013,China,9.699088753009605e-08
2013,Congo,0.0001360659883268794
2013,Democratic Republic of Congo,6.824665951520152e-05
2013,Cuba,0.0003657805270749381
2013,Djibouti,5.660616599644966e-06
2013,Ecuador,1.8462549641180348e-06
2013,Equatorial Guinea,8.361110801440341e-06
2013,Eritrea,0.0010925038390005891
2013,Ethiopia,1.8629608709129252e-05
2013,Gambia,4.583166132642939e-06
2013,Palestine,4.89209582692688e-05
2013,Ghana,4.5099826775323677e-07
2013,Greece,6.517386851879628e-07
2013,Guatemala,3.205987039733272e-07
2013,Guinea,1.8360716659164783e-06
2013,Haiti,8.076401217152123e-06
2013,Cote d'Ivoire,2.218448746544766e-06
2013,India,8.431952572290449e-08
2013,Indonesia,4.76558648003751e-08
2013,Iran,6.269452053682251e-05
2013,Israel,7.757115408035906e-07
2013,Jordan,9.860321502825687e-06
2013,Kazakhstan,2.93666471711285e-07
2013,Kenya,2.416520954114529e-06
2013,Kyrgyzstan,1.221360833261215e-06
2013,North Korea,5.61583665937945e-07
2013,Kuwait,3.119344415891415e-06
2013,Liberia,2.7069415632516913e-05
2013,Libya,1.740409945651744e-06
2013,Lebanon,6.257382019598797e-06
2013,Sri Lanka,1.630930337351407e-05
2013,Mauritania,2.3575657033915154e-06
2013,Moldova,1.8406782531227106e-05
2013,Malaysia,6.5492722621725945e-06
2013,Malawi,2.90417112841001e-06
2013,Morocco,1.4829884174155636e-07
2013,Mozambique,1.2127968692000923e-06
2013,Myanmar,0.00032673471409188964
2013,Namibia,5.820445523763983e-06
2013,Nepal,1.8315702148045486e-05
2013,Nigeria,6.404068087609445e-08
2013,Pakistan,3.5919540417689044e-06
2013,South Africa,9.313219882793128e-08
2013,Russia,6.790208928908564e-07
2013,Rwanda,2.4048382385558836e-05
2013,Saudi Arabia,4.658582783248987e-07
2013,Senegal,5.07893057167209e-07
2013,Sierra Leone,6.2645915814087315e-06
2013,Somalia,0.0007810185023229616
2013,Vietnam,6.941950407962448e-07
2013,South Sudan,3.283428440091434e-06
2013,Sudan,7.355845854163545e-05
2013,Syria,3.100345042354186e-05
2013,Tanzania,8.662806685013666e-07
2013,Thailand,5.825853727135413e-06
2013,Tajikistan,1.9851653555890223e-06
2013,Turkmenistan,1.4907639718126348e-06
2013,Togo,2.1568083033093635e-06
2013,Turkey,2.107330171512705e-07
2013,Uganda,1.1206202274360385e-06
2013,Ukraine,4.615012153159756e-06
2013,Uzbekistan,1.703826225760984e-06
2013,Yemen,6.362559645020072e-07
2013,Zambia,1.5408783984994256e-06
2013,Zimbabwe,1.7227976616092817e-06
2014,Iraq,0.0007497105147982173
2014,Afghanistan,0.00011797737926841679
2014,Egypt,1.780487598804344e-06
2014,Armenia,1.545115837334325e-05
2014,Azerbaijan,2.7352251553187084e-06
2014,Burundi,4.540698217171539e-05
2014,Benin,4.860579620231249e-07
2014,Bangladesh,3.235881839444798e-08
2014,Bhutan,0.01144004683938458
2014,Belarus,6.361497165634938e-06
2014,Cambodia,3.731708246407445e-06
2014,Central African Republic,7.392189949712948e-05
2014,Chad,3.0006816670499246e-06
2014,China,7.074187676424077e-08
2014,Cameroon,6.613216301154936e-07
2014,Congo,4.0110070477615945e-05
2014,Democratic Republic of Congo,9.61264145721734e-05
2014,Colombia,2.3441638814550575e-05
2014,Cuba,0.0003303290050357706
2014,Djibouti,6.6762582243156e-06
2014,Ecuador,4.012078361908526e-06
2014,Eritrea,0.0011870954181921844
2014,Ethiopia,1.6871526759199704e-05
2014,Gabon,2.6542081674232044e-06
2014,Palestine,4.628966855242497e-05
2014,Georgia,3.7171865358547424e-06
2014,Ghana,2.203898843981593e-07
2014,Guinea,2.1522791290802506e-06
2014,Haiti,4.7397826165059897e-07
2014,Cote d'Ivoire,5.431021784490698e-06
2014,India,1.7906750731410495e-07
2014,Indonesia,1.0974879926582443e-07
2014,Iran,6.175630942229464e-05
2014,Israel,6.366007759399538e-07
2014,Jordan,6.054611247987683e-06
2014,Kazakhstan,2.658557065840726e-06
2014,Kenya,1.6059935508009915e-06
2014,Kyrgyzstan,2.908707146402588e-06
2014,North Korea,5.986161670343433e-07
2014,Kuwait,7.315211657521297e-06
2014,Liberia,2.3397135640076817e-05
2014,Libya,3.4580108672706972e-06
2014,Lebanon,2.0284150603589242e-05
2014,Sri Lanka,1.3132253044373738e-05
2014,Mauritania,1.2719752809411802e-06
2014,North Macedonia,0.00011598918076023448
2014,Malaysia,5.0223316301825525e-06
2014,Malawi,3.0694525017572615e-07
2014,Morocco,1.754778070585246e-07
2014,Myanmar,0.00034144455587686314
2014,Nepal,1.3900254597657874e-05
2014,Pakistan,3.860628010918634e-06
2014,Philippines,9.948948265339683e-08
2014,South Africa,3.483414473667807e-07
2014,Russia,1.4516312626820296e-06
2014,Rwanda,1.2721465144674186e-05
2014,El Salvador,1.5885310599124021e-06
2014,Saudi Arabia,5.175212813645794e-07
2014,Singapore,9.048745228596641e-07
2014,Sierra Leone,1.0830603237523821e-05
2014,Somalia,0.0008861278418388072
2014,Vietnam,1.4392591740505931e-06
2014,South Sudan,1.4211433154818784e-05
2014,Sudan,3.868063793403579e-05
2014,Syria,0.0003402863739384356
2014,Tanzania,1.8014208526833455e-07
2014,Thailand,6.458329716960924e-06
2014,Togo,5.884003593725243e-06
2014,Turkey,2.97814577070541e-07
2014,United Arab Emirates,1.0852835335789982e-06
2014,Uganda,3.0884658533525972e-06
2014,Ukraine,1.4785576991070797e-05
2014,Uzbekistan,2.136303105783748e-06
2014,Yemen,9.293864562370506e-07
2014,Zambia,1.29871875550535e-06
2014,Zimbabwe,1.9872360564110076e-06
2015,Iraq,0.00042440362744361346
2015,Afghanistan,0.00012930933154543567
2015,Angola,1.7931185846699838e-07
2015,Egypt,1.5469067171654906e-06
2015,Armenia,1.2305340620373747e-05
2015,Azerbaijan,2.4940918601051406e-06
2015,Burundi,0.0001683065233836816
2015,Bangladesh,6.399742494841184e-08
2015,Bhutan,0.008755503960103588
2015,Burkina Faso,2.7608116697963226e-07
2015,Belarus,1.0805744079299754e-05
2015,Botswana,6.130005149204325e-06
2015,Central African Republic,0.00012129518329037555
2015,Chad,2.5512064336323844e-06
2015,China,3.482963660431833e-08
2015,Cameroon,6.009002515883511e-07
2015,Congo,4.5303909953948574e-06
2015,Democratic Republic of Congo,0.00013730820722986404
2015,Colombia,1.7360867430585517e-05
2015,Cuba,9.421819078644992e-05
2015,Cyprus,4.3066804365595825e-06
2015,Djibouti,5.470471488996694e-06
2015,Ecuador,7.401914455827903e-07
2015,Eritrea,0.0012223220049670668
2015,Ethiopia,1.653188388016663e-05
2015,Gambia,6.711859856366199e-06
2015,Palestine,3.974246880216199e-05
2015,Georgia,2.9819739673672647e-06
2015,Guinea,4.373651165980412e-07
2015,Cote d'Ivoire,8.438764792164417e-06
2015,India,7.938007871072146e-08
2015,Indonesia,8.127461602513974e-08
2015,Iran,5.159747831275176e-05
2015,Israel,6.266845280112944e-07
2015,Jordan,5.611567512606872e-06
2015,Kazakhstan,3.300703789720129e-06
2015,Kenya,4.0937092658957944e-06
2015,Kyrgyzstan,1.3424787460443024e-06
2015,North Korea,5.559122217778454e-07
2015,Kuwait,5.214324374776436e-06
2015,Liberia,3.3093117548318745e-05
2015,Lebanon,1.3164579749110663e-05
2015,Sri Lanka,6.7438223717363245e-06
2015,Mauritania,2.2242520581745713e-06
2015,Moldova,6.362534253894595e-05
2015,Mali,4.587478980744745e-07
2015,Malaysia,5.0213133278043826e-06
2015,Malawi,5.374640832161612e-07
2015,Myanmar,0.000370799763496037
2015,Namibia,2.1599195818741275e-06
2015,Nepal,7.18118685992351e-06
2015,Nigeria,6.072736343086726e-08
2015,Oman,1.1716898180857823e-06
2015,Pakistan,4.718519667700083e-06
2015,Philippines,1.9586105248717781e-07
2015,South Africa,2.3471479056516595e-07
2015,Russia,2.06917872827158e-06
2015,Rwanda,3.0433458649989364e-05
2015,El Salvador,1.7390971650977112e-06
2015,Saudi Arabia,6.305632228540326e-07
2015,Senegal,1.3032935600149535e-06
2015,Sierra Leone,1.045746676373055e-05
2015,Somalia,0.0006763689222830944
2015,Vietnam,5.934584776849146e-07
2015,South Sudan,2.034406289786991e-05
2015,Sudan,6.246313261401167e-05
2015,Syria,0.0009844193700971767
2015,Tanzania,5.827207222753426e-07
2015,Thailand,5.428255999288884e-06
2015,Tajikistan,2.48402564508076e-06
2015,Turkmenistan,8.984269083890253e-07
2015,Togo,6.827651771188457e-07
2015,Tunisia,6.261208121574056e-07
2015,Turkey,3.438202193106932e-07
2015,United Arab Emirates,5.397879885513127e-07
2015,Uganda,2.5375766044017747e-06
2015,Ukraine,3.929064382250014e-05
2015,United States,1.5582231060851503e-08
2015,Uzbekistan,1.26092983682016e-06
2015,Venezuela,1.662133087860654e-07
2015,Yemen,6.038218678693591e-07
2015,Zambia,1.6373445546013475e-06
2015,Zimbabwe,7.962566094727609e-07
2016,Afghanistan,0.00016734011571875647
2016,Angola,3.813818796870533e-07
2016,Egypt,1.9905328774038954e-06
2016,Armenia,2.4181350593141284e-05
2016,Azerbaijan,4.519290746618672e-06
2016,Bahrain,3.5068204150251824e-06
2016,Burundi,0.00010097252079089993
2016,Bangladesh,6.330029334432041e-08
2016,Bhutan,0.008486424706735116
2016,Belarus,1.979749806206844e-05
2016,Botswana,3.7038323089922105e-06
2016,Cambodia,1.8393674098345267e-06
2016,Central African Republic,0.00014302453476807436
2016,Chad,1.3047964730389904e-06
2016,China,5.5867922737205904e-08
2016,Cameroon,9.612752762632004e-07
2016,Congo,5.139534342127559e-05
2016,Democratic Republic of Congo,0.00028575007745357766
2016,Colombia,1.6066408485986354e-05
2016,Cuba,3.2112618600546194e-05
2016,Ecuador,1.0914967792355593e-06
2016,Eritrea,0.0019291835058068009
2016,Ethiopia,2.4236642055809313e-05
2016,Gambia,1.023668137956963e-05
2016,Palestine,6.06172518856064e-05
2016,United Kingdom,7.541712002411417e-08
2016,Georgia,2.7394142186057527e-06
2016,Ghana,1.7554979650794237e-07
2016,Guatemala,1.7487705389330895e-06
2016,Guinea,1.4482340659750696e-06
2016,Honduras,1.5101187665263622e-05
2016,Cote d'Ivoire,9.696623299953163e-06
2016,India,1.6609825202352027e-08
2016,Indonesia,5.734901077888421e-08
2016,Iran,6.18244502088891e-05
2016,Iraq,0.0004480119327085094
2016,Israel,6.166000574177974e-07
2016,Jordan,1.6118420570621393e-05
2016,Kazakhstan,4.598757819430559e-06
2016,Kenya,3.77154384844787e-06
2016,Kyrgyzstan,9.713010182033334e-06
2016,North Korea,7.507606885107733e-07
2016,Kuwait,7.329040032227558e-06
2016,Laos,1.0225175902240307e-06
2016,Liberia,3.1394518342683376e-05
2016,Libya,7.701597003154574e-07
2016,Lebanon,3.306385300227977e-05
2016,Sri Lanka,6.94537703573877e-06
2016,Latvia,4.052140923330961e-06
2016,Moldova,0.0001352676442500307
2016,Mali,2.783120131487954e-07
2016,Malaysia,3.0960103441942246e-06
2016,Malawi,2.3248713634144176e-06
2016,Mongolia,1.6359340103482642e-06
2016,Morocco,1.4234359158047906e-07
2016,Myanmar,0.0002453379428362593
2016,Namibia,8.057525644135563e-06
2016,Nepal,6.418854854286493e-06
2016,Nigeria,3.764245437320463e-08
2016,Pakistan,4.832261687635179e-06
2016,Qatar,1.8836797608781565e-06
2016,South Africa,3.202411116679155e-07
2016,Russia,3.6275934832561504e-06
2016,Rwanda,2.4338346204233518e-05
2016,El Salvador,0.00011909749585322029
2016,Saudi Arabia,3.390515612045244e-07
2016,Senegal,3.001297761151922e-06
2016,Sierra Leone,6.549462220928097e-06
2016,Somalia,0.0008603774170137607
2016,Vietnam,8.32973490565267e-07
2016,South Sudan,3.9049085531344504e-05
2016,Sudan,4.85853128857761e-05
2016,Syria,0.0037698747484121186
2016,Tanzania,9.425207313561247e-08
2016,Thailand,6.306969971704033e-06
2016,Togo,2.9294461535839376e-06
2016,Turkey,4.259164230717022e-07
2016,United Arab Emirates,5.34132395396847e-07
2016,Uganda,2.875217599116128e-06
2016,Ukraine,8.156335412844759e-05
2016,United States,2.7862397599187595e-08
2016,Uzbekistan,1.622046964111702e-06
2016,Yemen,1.2146549220578021e-06
2016,Zambia,3.0555905420672623e-07
2016,Zimbabwe,1.4254824081928746e-06
2017,Iraq,0.0003453272139121278
2017,Afghanistan,0.00012081184124657322
2017,Angola,2.012290466482133e-07
2017,Egypt,1.4931162674084136e-06
2017,Armenia,2.3091637465366788e-05
2017,Azerbaijan,1.1172825737640113e-06
2017,Burundi,5.68947474879953e-05
2017,Bangladesh,6.262312449926158e-08
2017,Bhutan,0.005342271545127642
2017,Belarus,1.0475932180719777e-05
2017,Cambodia,6.246325208800598e-07
2017,Central African Republic,7.528247791623323e-05
2017,Chad,6.659225647927672e-07
2017,China,2.5333883091732513e-08
2017,Cameroon,8.955441387246719e-07
2017,Congo,0.00034007076524335896
2017,Democratic Republic of Congo,7.928867225442548e-05
2017,Colombia,1.3023963028792322e-05
2017,Cuba,9.259867601531141e-06
2017,Ecuador,1.608544972176938e-06
2017,Eritrea,0.0020185215245477886
2017,Ethiopia,1.849625346543944e-05
2017,Gambia,9.485523284701206e-06
2017,Palestine,5.308355414617315e-05
2017,Ghana,1.716946648011927e-07
2017,Guatemala,2.3056487389076864e-06
2017,Guinea,2.651747053826156e-06
2017,Honduras,5.4088358742842305e-06
2017,Cote d'Ivoire,6.424559002106396e-06
2017,India,5.677247950530111e-08
2017,Indonesia,8.690691776760508e-08
2017,Iran,2.7332263941462696e-05
2017,Israel,7.278153687676715e-07
2017,Jordan,1.001446988710218e-05
2017,Kazakhstan,1.6592899245758702e-06
2017,Kenya,3.8230907753478984e-06
2017,Kyrgyzstan,1.7771381516503071e-06
2017,Kuwait,1.7257948641331011e-06
2017,Liberia,1.063326630122257e-05
2017,Libya,7.597949343863889e-07
2017,Lebanon,1.9943182459736402e-05
2017,Sri Lanka,1.514575804235019e-06
2017,Moldova,6.552229272847883e-05
2017,Mali,8.102664431555686e-07
2017,Malaysia,3.4399995756262207e-06
2017,Malawi,7.922946851797261e-07
2017,Myanmar,9.377601331342144e-05
2017,Nepal,1.1725246213885428e-05
2017,Nigeria,4.7151710056045726e-08
2017,New Zealand,1.063370727828348e-06
2017,Pakistan,3.905607244728284e-06
2017,Philippines,5.70489052025093e-08
2017,South Africa,8.770429465654042e-08
2017,Russia,2.782929614192298e-06
2017,Rwanda,1.3104125212003045e-05
2017,El Salvador,0.00014151259430781243
2017,Saudi Arabia,6.646288140215412e-07
2017,Senegal,1.297071200259103e-06
2017,Sierra Leone,6.676969676008059e-07
2017,Somalia,0.00028226426940815324
2017,Vietnam,8.668017193075527e-07
2017,South Sudan,4.060206911077069e-05
2017,Sudan,3.6581124659113165e-05
2017,Syria,0.0023510048071239565
2017,Tanzania,4.7566476208666447e-07
2017,Thailand,5.981810355025212e-06
2017,Turkey,8.876127975569346e-07
2017,United Arab Emirates,9.486459975676716e-07
2017,Uganda,2.13765590677566e-06
2017,Ukraine,6.943490997558248e-05
2017,United States,3.998957096598174e-08
2017,Uzbekistan,1.2202839732220884e-06
2017,Yemen,1.2574182738298457e-06
2017,Zambia,4.1534133225360407e-07
2017,Zimbabwe,3.512074758866215e-07
2018,Afghanistan,0.00010386872112773722
2018,Angola,1.6228609435047375e-07
2018,Egypt,1.9101109508266117e-06
2018,Armenia,1.0841059564507862e-05
2018,Burundi,5.27946300523678e-05
2018,Bhutan,0.0011439615268373639
2018,Belarus,1.8830767993830278e-05
2018,Cambodia,3.0769618939808164e-07
2018,Central African Republic,0.00012450778173635853
2018,Chad,1.2275704307228058e-06
2018,China,4.90317013337244e-09
2018,Cameroon,1.4276501976244615e-06
2018,Congo,3.279711949763966e-05
2018,Democratic Republic of Congo,0.00016198773727373283
2018,Colombia,9.806476930333499e-06
2018,Ecuador,1.6974590618237418e-06
2018,Equatorial Guinea,3.819808917878692e-06
2018,Eritrea,0.0021469550628085
2018,Ethiopia,1.7587643641197055e-05
2018,Gambia,2.192893970945032e-06
2018,Palestine,6.74483824520695e-05
2018,Ghana,1.679706338956408e-07
2018,Guatemala,3.6526281094083874e-06
2018,Guinea,1.2888370919582044e-06
2018,Honduras,8.344178157382256e-06
2018,Cote d'Ivoire,3.350721717535276e-06
2018,India,1.8260555884160542e-07
2018,Indonesia,6.724684530011555e-08
2018,Iran,6.907073239083853e-06
2018,Iraq,0.00021655528323599317
2018,Jamaica,4.088790818483924e-06
2018,Jordan,9.733754714599287e-06
2018,Kazakhstan,2.783901147272956e-06
2018,Kenya,4.88397447335286e-06
2018,Kyrgyzstan,5.234750813964094e-06
2018,North Korea,2.3483728085669893e-07
2018,Liberia,9.753109374273704e-06
2018,Libya,7.486638222432513e-07
2018,Lebanon,1.3995376860510411e-05
2018,Sri Lanka,4.427955283304348e-06
2018,Mauritania,1.1355089078402802e-06
2018,Moldova,3.134293364923062e-05
2018,Mali,7.443223796510648e-06
