Year,Country,undesa_child_migrants_by_destination_under_20_per_1000
2000,Zimbabwe,7.515644933855895
2005,Zimbabwe,6.857255754615687
2010,Zimbabwe,6.098413826473524
2015,Zimbabwe,4.707179527344972
2020,Zimbabwe,4.113119845101843
1990,Angola,0.9861259572507138
1995,Angola,0.9345864761400066
2000,Angola,0.8677393161540833
2005,Angola,1.0695391343777512
2010,Angola,3.19610423712337
2015,Angola,4.917555993714044
2020,Angola,4.266836745808803
1990,Cameroon,8.009618945056937
1995,Cameroon,5.235373806322126
2000,Cameroon,3.746436109347823
2005,Cameroon,2.9050253622992264
2010,Cameroon,4.787811320806661
2015,Cameroon,8.957362521748298
2020,Cameroon,8.638257168800383
1990,Central African Republic,10.191538938412535
1995,Central African Republic,11.130239534893823
2000,Central African Republic,12.161780189708827
2005,Central African Republic,8.383559744253885
2010,Central African Republic,7.122560702476654
2015,Central African Republic,5.340326464316626
2020,Central African Republic,4.791331419092113
1990,Chad,4.92986207185679
1995,Chad,4.126867878460389
2000,Chad,5.625532124714595
2005,Chad,15.178529865905753
2010,Chad,12.323406012683593
2015,Chad,9.86664914838249
2020,Chad,9.69696622867638
1990,Congo,15.764997411678843
1995,Congo,22.38496165511617
2000,Congo,32.16549104373573
2005,Congo,29.216553608766763
2010,Congo,33.272746246962264
2015,Congo,25.78822110696809
2020,Congo,18.079256380647514
1990,Democratic Republic of Congo,6.945534504007465
1995,Democratic Republic of Congo,13.930023829235731
2000,Democratic Republic of Congo,5.036998605055892
2005,Democratic Republic of Congo,3.624673898722908
2010,Democratic Republic of Congo,2.9121867928173373
2015,Democratic Republic of Congo,3.386367431568732
2020,Democratic Republic of Congo,2.2695602226155365
1990,Equatorial Guinea,1.8058723055049286
1995,Equatorial Guinea,1.8741142746714763
2000,Equatorial Guinea,1.8228908904945726
2005,Equatorial Guinea,2.0386190223967917
2010,Equatorial Guinea,2.0558687635115085
2015,Equatorial Guinea,3.8790834991335603
2020,Equatorial Guinea,3.822564033115108
1990,Gabon,49.09040930264889
1995,Gabon,55.23383083659999
2000,Gabon,59.53715485456613
2005,Gabon,55.10841034123189
2010,Gabon,53.21442776696183
2015,Gabon,59.58597107342544
2020,Gabon,51.20302211231561
1990,Sao Tome and Principe,12.876328526729916
1995,Sao Tome and Principe,7.176542956735698
2000,Sao Tome and Principe,6.0872743631558235
2005,Sao Tome and Principe,3.7149461491566753
2010,Sao Tome and Principe,2.6888874104628213
2015,Sao Tome and Principe,2.2964415184592784
2020,Sao Tome and Principe,1.7521365571429224
1990,Algeria,2.723411180427466
1995,Algeria,2.2573711163042165
2000,Algeria,1.9230250086994374
2005,Algeria,1.360795807626731
2010,Algeria,1.3155462292200744
2015,Algeria,1.1370312439431918
2020,Algeria,0.8920426362492678
1990,Egypt,1.322752123926404
1995,Egypt,0.9526097504533038
2000,Egypt,0.6087033243369274
2005,Egypt,0.855746025585441
2010,Egypt,0.6974520585988292
2015,Egypt,0.5893606417105612
2020,Egypt,1.008487829845453
1990,Libya,30.637891586537
1995,Libya,29.736525813551417
2000,Libya,30.006944894196284
2005,Libya,28.948981782718803
2010,Libya,28.437958993279246
2015,Libya,30.76897908563229
2020,Libya,26.54670078545693
1990,Morocco,0.6171933516291732
1995,Morocco,0.5065151825823679
2000,Morocco,0.48861430386509924
2005,Morocco,0.480339174816765
2010,Morocco,0.5281141886699301
2015,Morocco,0.611361633214869
2020,Morocco,0.5960354216265168
1990,Sudan,33.49417637601555
1995,Sudan,20.512027915137168
2000,Sudan,13.50642505510262
2005,Sudan,7.750267096278151
2010,Sudan,7.547630462676901
2015,Sudan,6.4518246791991185
2020,Sudan,15.094892459894828
1990,Tunisia,1.0547759183520455
1995,Tunisia,0.8979332412825739
2000,Tunisia,0.7840675657761306
2005,Tunisia,0.6925055640877835
2010,Tunisia,0.8205734799715474
2015,Tunisia,0.9732600795835331
2020,Tunisia,1.0269390211275125
1990,Western Sahara,1.846715381328621
2000,Western Sahara,2.1328989360859243
2005,Western Sahara,1.8179024384478093
2010,Western Sahara,1.5852968897266728
2015,Western Sahara,1.5363567038980845
1990,Botswana,6.892526632865905
1995,Botswana,6.8378604834148184
2000,Botswana,10.196350952606684
2005,Botswana,9.04241452700468
2010,Botswana,7.985482405065457
2015,Botswana,8.266547713130848
2020,Botswana,7.7303991920480515
1990,Eswatini,26.43894929981287
1995,Eswatini,9.5712725875991
2000,Eswatini,8.186530764885143
2005,Eswatini,7.3871382480654
2010,Eswatini,6.976628435606818
2015,Eswatini,6.67458909928825
2020,Eswatini,6.291351912315845
1990,Lesotho,1.5289739088379388
1995,Lesotho,1.2525031628601735
2000,Lesotho,1.0576518652797489
2005,Lesotho,0.6442514584580548
2010,Lesotho,0.5642483995840798
2015,Lesotho,0.8436088976698036
2020,Lesotho,1.1161151909299185
1990,Namibia,28.524690156110097
1995,Namibia,22.24507422601123
2000,Namibia,21.271236827719868
2005,Namibia,13.99204257716492
2010,Namibia,8.96654218248629
2015,Namibia,6.299621452494081
2020,Namibia,5.388607887864062
1990,South Africa,5.025093811886886
1995,South Africa,3.8802714399284235
2000,South Africa,2.976246534930518
2005,South Africa,3.6619427974944756
2010,South Africa,6.87039902226151
2015,South Africa,6.494829079696486
2020,South Africa,5.368521881026203
1990,Benin,6.214134449227466
1995,Benin,7.214736234648345
2000,Benin,7.904955850220786
2005,Benin,9.162610465781274
2010,Benin,7.685731908261256
2015,Benin,11.678843021561537
2020,Benin,8.542300472202136
1990,Burkina Faso,26.191821095210972
1995,Burkina Faso,30.359330338913843
2000,Burkina Faso,21.422902284821845
2005,Burkina Faso,25.025601748183103
2010,Burkina Faso,16.4407261138603
2015,Burkina Faso,10.868873814120956
2020,Burkina Faso,7.523700349772892
1990,Cape Verde,11.79453947738295
1995,Cape Verde,7.069854616244874
2000,Cape Verde,5.341236588521596
2005,Cape Verde,4.446757689500123
2010,Cape Verde,3.7633666501571117
2015,Cape Verde,2.906201166291878
2020,Cape Verde,2.6547335554004765
1990,Cote d'Ivoire,32.499633329428335
1995,Cote d'Ivoire,29.456415422261742
2000,Cote d'Ivoire,25.27010585451173
2005,Cote d'Ivoire,20.066345535836337
2010,Cote d'Ivoire,19.10485900122262
2015,Cote d'Ivoire,14.811926626834548
2020,Cote d'Ivoire,12.062691741594172
1990,Gambia,46.00903102255663
1995,Gambia,50.03912006004021
2000,Gambia,52.02062976015931
2005,Gambia,43.04791270579014
2010,Gambia,36.707582370947115
2015,Gambia,27.904557352842474
2020,Gambia,22.270783195346972
1990,Ghana,6.067240071496677
1995,Ghana,5.837408100995071
2000,Ghana,5.289578994597707
2005,Ghana,4.807732859132084
2010,Ghana,4.841479774462992
2015,Ghana,3.8032686249584953
2020,Ghana,3.4311199018953626
1990,Guinea,30.490932235061354
1995,Guinea,51.686667452584594
2000,Guinea,32.37162704540311
2005,Guinea,11.132230502267667
2010,Guinea,7.29619056514767
2015,Guinea,4.5786004596182535
2020,Guinea,2.8248372470987126
1990,Guinea-Bissau,7.870681302005096
1995,Guinea-Bissau,12.509528401524543
2000,Guinea-Bissau,8.139481647042176
2005,Guinea-Bissau,7.435325678417703
2010,Guinea-Bissau,6.122410109529536
2015,Guinea-Bissau,5.337878560240662
2020,Guinea-Bissau,3.2540683476304344
1990,Liberia,21.647782642562298
1995,Liberia,45.55140544355361
2000,Liberia,22.40764879950373
2005,Liberia,10.787995701830326
2010,Liberia,10.143762188871388
2015,Liberia,8.080981541866484
2020,Liberia,3.492314752405106
1990,Mali,9.88353137280079
1995,Mali,9.776791582426249
2000,Mali,9.32448589716043
2005,Mali,6.722080505755192
2010,Mali,10.016843250127978
2015,Mali,6.414557171800858
2020,Mali,4.987350150616019
1990,Mauritania,21.828134531621206
1995,Mauritania,15.241417166962739
2000,Mauritania,8.558989619487669
2005,Mauritania,7.506783616681183
2010,Mauritania,10.828802014767328
2015,Mauritania,19.135981873828563
2020,Mauritania,17.136736879685827
1990,Niger,4.503779437150911
1995,Niger,4.968341849231357
2000,Niger,4.838256617954049
2005,Niger,3.9774012560044523
2010,Niger,3.41654000160957
2015,Niger,4.793601412042589
2020,Niger,4.727959721458198
1990,Nigeria,2.4037191605207444
1995,Nigeria,2.1408573966107993
2000,Nigeria,1.9854133971391954
2005,Nigeria,3.4256576678125708
2010,Nigeria,2.683371641392004
2015,Nigeria,2.417456966133575
2020,Nigeria,1.9346599350662326
1990,Senegal,11.171483062208738
1995,Senegal,10.34411929361444
2000,Senegal,7.979602624321897
2005,Senegal,7.216150803737704
2010,Senegal,6.599862456197252
2015,Senegal,5.929025376497502
2020,Senegal,5.266147194834187
1990,Sierra Leone,25.263654510675703
1995,Sierra Leone,10.773351846546651
2000,Sierra Leone,9.636890700763649
2005,Sierra Leone,12.172425782848997
2010,Sierra Leone,5.016494077905916
2015,Sierra Leone,3.153135378600035
2020,Sierra Leone,1.529023810374471
1990,Togo,11.97781846218249
1995,Togo,12.48446333465285
2000,Togo,13.266777759591715
2005,Togo,16.832859823762846
2010,Togo,18.969508573621148
2015,Togo,17.916167906704782
2020,Togo,13.566441354520624
1990,Kazakhstan,34.184818603113634
1995,Kazakhstan,29.2136227499639
2000,Kazakhstan,25.176502627804414
2005,Kazakhstan,27.689116065433026
2010,Kazakhstan,26.79114484478571
2015,Kazakhstan,24.408249255492112
2020,Kazakhstan,22.992849598175017
1990,Kyrgyzstan,26.264811445990464
1995,Kyrgyzstan,14.534298008627063
2000,Kyrgyzstan,10.656181463170372
2005,Kyrgyzstan,6.319970681767132
2010,Kyrgyzstan,5.07589217708064
2015,Kyrgyzstan,2.791684552399127
2020,Kyrgyzstan,2.057573115195432
1990,Tajikistan,11.003043068724448
1995,Tajikistan,7.368504681683998
2000,Tajikistan,4.935388715751692
2005,Tajikistan,3.7900714033427216
2010,Tajikistan,2.9827043797477404
2015,Tajikistan,2.2893253492806203
2020,Tajikistan,2.141619490435896
1990,Turkmenistan,11.273682959018757
1995,Turkmenistan,8.809268220923746
2000,Turkmenistan,5.589744134798659
2005,Turkmenistan,5.163153896436585
2010,Turkmenistan,3.8325518638798353
2015,Turkmenistan,3.2469148469179374
2020,Turkmenistan,2.6822249086290975
1990,Uzbekistan,10.981232940100488
1995,Uzbekistan,8.993361555836454
2000,Uzbekistan,6.544178219136853
2005,Uzbekistan,5.419863980276818
2010,Uzbekistan,4.261270586228571
2015,Uzbekistan,3.611076731912996
2020,Uzbekistan,3.2471646542840777
1990,China,0.07554697327815187
1995,China,0.08077390682950088
2000,China,0.0864793566079063
2005,China,0.11814231328632388
2010,China,0.14873788923394402
2015,China,0.1706844112017377
2020,China,0.16498720044069806
1990,Hong Kong,30.715045648157748
1995,Hong Kong,33.88561320948537
2000,Hong Kong,39.66908697236953
2005,Hong Kong,37.93293497276566
2010,Hong Kong,29.28100961138184
2015,Hong Kong,21.253154748850264
2020,Hong Kong,24.523448616964572
1990,North Korea,0.3390814897922969
1995,North Korea,0.3168010685060584
2000,North Korea,0.3050275287998933
2005,North Korea,0.2989436946286394
2010,North Korea,0.26852592627594624
2015,North Korea,0.25464750559009447
2020,North Korea,0.21265523648003215
1990,Japan,2.065696141005082
1995,Japan,2.12814438904623
2000,Japan,2.237795427138172
2005,Japan,2.1708987293817787
2010,Japan,2.2431440085166017
2015,Japan,2.3640635339701435
2020,Japan,2.4394895688808744
1990,Mongolia,0.6194660687804211
1995,Mongolia,0.5365495555515908
2000,Mongolia,0.47008926690684183
2005,Mongolia,0.5398924727352322
2010,Mongolia,0.6463468169073739
2015,Mongolia,1.2479851976015472
2020,Mongolia,1.2415001470277816
1990,South Korea,0.307257378743894
1995,South Korea,0.4377985495662739
2000,South Korea,0.6934261098379444
2005,South Korea,0.6042988501956702
2010,South Korea,2.8549233738800575
2015,South Korea,4.232289156304103
2020,South Korea,5.3215398419748565
1990,Brunei,44.02931422342819
1995,Brunei,34.747839198686016
2000,Brunei,28.979547732961947
2005,Brunei,22.03159578430728
2010,Brunei,18.338591065115253
2015,Brunei,17.560265500802576
2020,Brunei,20.345933441985174
1990,Cambodia,2.0357420236224955
1995,Cambodia,3.51327801939632
2000,Cambodia,6.712989071956698
2005,Cambodia,2.484827686745363
2010,Cambodia,1.0864852760283967
2015,Cambodia,0.4690932249498838
2020,Cambodia,0.5301761693348234
1990,Indonesia,0.8302804625268085
1995,Indonesia,0.637126327899366
2000,Indonesia,0.5326554970955988
2005,Indonesia,0.5555141435040185
2010,Indonesia,0.47422567887475114
2015,Indonesia,0.3416630048904446
2020,Indonesia,0.21463228581636828
1990,Laos,2.241649643733631
1995,Laos,1.434650365616096
2000,Laos,1.218513211016171
2005,Laos,0.8154146400831062
2010,Laos,1.1113479426381239
2015,Laos,0.9786149564763336
2020,Laos,0.8698991527245478
1990,Malaysia,14.675684022206761
1995,Malaysia,14.700450086793946
2000,Malaysia,17.444321981152918
2005,Malaysia,21.874057900132012
2010,Malaysia,12.970704651881372
2015,Malaysia,17.985353291512183
2020,Malaysia,16.686091372804263
1990,Myanmar,0.8221808498850907
1995,Myanmar,0.6547142088085267
2000,Myanmar,0.5265230952477475
2005,Myanmar,0.35906077170977013
2010,Myanmar,0.31965880715744033
2015,Myanmar,0.29450999952088736
2020,Myanmar,0.27224877932822167
1990,Philippines,0.789997035148252
1995,Philippines,0.8760879826370732
2000,Philippines,1.1759063204589686
2005,Philippines,0.8549195539604749
2010,Philippines,0.6539119184923898
2015,Philippines,0.6155227365988293
2020,Philippines,0.600751489182645
1990,Singapore,33.57519894004849
1995,Singapore,27.038563070978604
2000,Singapore,31.208983556687826
2005,Singapore,36.82144964487599
2010,Singapore,51.70302289731192
2015,Singapore,48.9957070124995
2020,Singapore,39.76433518513359
1990,Thailand,4.037487334284849
1995,Thailand,5.0549317278250125
2000,Thailand,6.068577998771425
2005,Thailand,7.892939162200354
2010,Thailand,8.3602460372368
2015,Thailand,7.990145430545763
2020,Thailand,8.233684543568193
1990,Vietnam,0.1726753598071331
1995,Vietnam,0.2856743828385413
2000,Vietnam,0.23973096571859703
2005,Vietnam,0.18509492159511767
2010,Vietnam,0.14799757933754173
2015,Vietnam,0.1425163558774973
2020,Vietnam,0.13035940743045335
1990,Afghanistan,1.3988531225168304
1995,Afghanistan,1.1486051697061102
2000,Afghanistan,1.0344102251992149
2005,Afghanistan,0.9580469905326496
2010,Afghanistan,0.9847351995995548
2015,Afghanistan,4.350576137000243
2020,Afghanistan,1.5322769598632524
1990,Bangladesh,3.3284238274165916
1995,Bangladesh,1.6942876922573187
2000,Bangladesh,1.2068038551358473
2005,Bangladesh,1.4135741802067034
2010,Bangladesh,1.9572973233288768
2015,Bangladesh,1.8860937096246246
2020,Bangladesh,3.812959819030957
1990,Bhutan,5.29953786824064
1995,Bhutan,7.008598486052945
2000,Bhutan,7.827225750997438
2005,Bhutan,6.774629129517961
2010,Bhutan,7.273501754918294
2015,Bhutan,5.760525357714474
2020,Bhutan,5.576636962618518
1990,India,0.6714472767674241
1995,India,0.4990307385535211
2000,India,0.33881628311163603
2005,India,0.4208259181976192
2010,India,0.3744268436186124
2015,India,0.3328689110235964
2020,India,0.27118537018271865
1990,Iran,36.20058768540273
1995,Iran,22.79019244252096
2000,Iran,18.105508923897982
2005,Iran,18.410633988866056
2010,Iran,17.54104954034989
2015,Iran,16.042127391804293
2020,Iran,15.355800146709926
1990,Maldives,9.222124135705931
1995,Maldives,16.57328128934777
2000,Maldives,22.358945725779897
2005,Maldives,32.33063415977272
2010,Maldives,34.35047712793591
2015,Maldives,5.11305433554474
2020,Maldives,8.596926788297672
1990,Nepal,4.781893927051839
1995,Nepal,7.008967433092786
2000,Nepal,7.0601604379147345
2005,Nepal,4.928897434403465
2010,Nepal,4.748418060839647
2015,Nepal,2.340289571365691
2020,Nepal,1.4526642726272556
1990,Pakistan,5.172064730504124
1995,Pakistan,2.051078459067078
2000,Pakistan,1.758758594688459
2005,Pakistan,1.1200531001074727
2010,Pakistan,1.154986274655706
2015,Pakistan,0.9551015905056726
2020,Pakistan,1.0464328886094283
1990,Sri Lanka,0.18636979403338463
1995,Sri Lanka,0.186757413849989
2000,Sri Lanka,0.19123843582616443
2005,Sri Lanka,0.19232552099801747
2010,Sri Lanka,0.8851165679864186
2015,Sri Lanka,0.8341295188871028
2020,Sri Lanka,0.6848563389490152
1990,Armenia,25.60904469097532
1995,Armenia,46.15445822010605
2000,Armenia,59.02826983476984
2005,Armenia,36.94240895298702
2010,Armenia,6.747960076654825
2015,Armenia,5.117312622989316
2020,Armenia,5.426841079712234
1990,Azerbaijan,8.21496452042164
1995,Azerbaijan,6.871013236844631
2000,Azerbaijan,5.93777249877289
2005,Azerbaijan,4.8769061943337375
2010,Azerbaijan,4.111170095870839
2015,Azerbaijan,3.6340996811615316
2020,Azerbaijan,3.1463112136835587
1990,Bahrain,62.52331492336574
1995,Bahrain,44.174362868060555
2000,Bahrain,61.13058786355908
2005,Bahrain,45.35419504092078
2010,Bahrain,67.9421757742992
2015,Bahrain,47.73835097492224
2020,Bahrain,36.649402350634674
1990,Cyprus,19.451720287601614
1995,Cyprus,18.14024229855119
2000,Cyprus,17.45066193993775
2005,Cyprus,19.394603452319206
2010,Cyprus,21.453024715602943
2015,Cyprus,18.322341249299086
2020,Cyprus,19.945981359344884
1990,Georgia,9.74327221647198
1995,Georgia,2.7789991342882154
2000,Georgia,2.3921503540428373
2005,Georgia,2.317965264011469
2010,Georgia,2.3329534121669755
2015,Georgia,4.81762744211243
2020,Georgia,4.254263099513057
1990,Iraq,1.6640916216571993
1995,Iraq,2.8909628909966387
2000,Iraq,2.3373887423088386
2005,Iraq,1.28265515709127
2010,Iraq,0.704324396458245
2015,Iraq,4.178142248952407
2020,Iraq,2.9787057259962166
1990,Israel,37.25922522248709
1995,Israel,39.67793559470711
2000,Israel,36.25577683226008
2005,Israel,31.619871138086246
2010,Israel,19.68992898062546
2015,Israel,14.155299444907913
2020,Israel,12.06002028065028
1990,Jordan,155.76737126909202
1995,Jordan,159.6535683730231
2000,Jordan,177.70344334157477
2005,Jordan,180.06642455415607
2010,Jordan,181.2138773298946
2015,Jordan,163.54255235457595
2020,Jordan,166.886762310426
1990,Kuwait,170.43167012670915
1995,Kuwait,136.45310718491172
2000,Kuwait,115.0214436980074
2005,Kuwait,97.38234055561723
2010,Kuwait,179.89668048627556
2015,Kuwait,127.56244935587452
2020,Kuwait,152.4997992068025
1990,Lebanon,83.98334375062433
1995,Lebanon,73.8650808203994
2000,Lebanon,63.53665346960295
2005,Lebanon,43.298435481183226
2010,Lebanon,31.289117200989125
2015,Lebanon,113.35667545989159
2020,Lebanon,82.15438648515364
1990,Oman,21.499229095917684
1995,Oman,31.376870406352772
2000,Oman,39.45770077509741
2005,Oman,35.75265584445062
2010,Oman,31.175415552198224
2015,Oman,26.151882401711042
2020,Oman,65.65083532714974
1990,Qatar,176.2427169177471
1995,Qatar,198.53655781414633
2000,Qatar,104.06317989018797
2005,Qatar,169.33823274517283
2010,Qatar,96.5723209625018
2015,Qatar,106.58734353246744
2020,Qatar,127.03102330392285
1990,Saudi Arabia,78.12817047113964
1995,Saudi Arabia,67.71984662094481
2000,Saudi Arabia,61.75788236842716
2005,Saudi Arabia,65.7214687077165
2010,Saudi Arabia,73.53585154521997
2015,Saudi Arabia,76.07073733901564
2020,Saudi Arabia,73.82075653934106
1990,Palestine,49.64345961945233
1995,Palestine,35.813968230449724
2000,Palestine,21.50769430234221
2005,Palestine,11.897016061684381
2010,Palestine,9.960716356908122
2015,Palestine,14.71023324413357
2020,Palestine,7.561626026969766
1990,Syria,10.131712829201728
1995,Syria,10.860485709412107
2000,Syria,9.974866013923595
2005,Syria,9.688376203313316
2010,Syria,15.402662070958693
2015,Syria,8.64974412152948
2020,Syria,9.615924704998218
1990,Turkey,7.348239647527812
1995,Turkey,4.916591539582679
2000,Turkey,2.307772733658194
2005,Turkey,2.058289782902229
2010,Turkey,1.8438068045191205
2015,Turkey,11.800419290030858
2020,Turkey,16.65205758085989
1990,United Arab Emirates,173.24851772306073
1995,United Arab Emirates,183.1192013246662
2000,United Arab Emirates,163.9872408598795
2005,United Arab Emirates,133.23025782100342
2010,United Arab Emirates,125.99897684186593
2015,United Arab Emirates,124.64395584275155
2020,United Arab Emirates,152.29222276146567
1990,Yemen,5.003763027234787
1995,Yemen,4.014802076507078
2000,Yemen,3.173805196153201
2005,Yemen,2.984321804452646
2010,Yemen,3.9504459842415764
2015,Yemen,4.4741313465782415
2020,Yemen,4.165497662976102
1990,Belarus,19.533776272308465
1995,Belarus,17.72593610030001
2000,Belarus,15.553350584781548
2005,Belarus,10.893756098958773
2010,Belarus,5.816841772732368
2015,Belarus,5.006979239411218
2020,Belarus,5.5069565315857085
1990,Bulgaria,0.5779584516866321
1995,Bulgaria,0.6801280058429667
2000,Bulgaria,0.7862013658248219
2005,Bulgaria,1.2138732534717218
2010,Bulgaria,1.6018831487253016
2015,Bulgaria,5.096851427530915
2020,Bulgaria,9.831696156478177
1990,Czechia,0.6282832684307144
1995,Czechia,0.9460146994793492
2000,Czechia,1.2715059244614881
2005,Czechia,2.637508755220841
2010,Czechia,3.0362034350260436
2015,Czechia,2.666631451158763
2020,Czechia,3.501826784282577
1990,Hungary,5.8894868381301775
1995,Hungary,4.3929507170914235
2000,Hungary,2.909541980736967
2005,Hungary,3.7458077787875443
2010,Hungary,4.612294482532148
2015,Hungary,5.852468698624708
2020,Hungary,8.781048305703209
1990,Poland,2.3472483398595996
1995,Poland,1.769277240730445
2000,Poland,1.2734492649383704
2005,Poland,2.1109773716288407
2010,Poland,1.7341083894446156
2015,Poland,2.0450871476409733
2020,Poland,4.819798235535262
1990,Moldova,15.881345861082721
1995,Moldova,8.36819408920698
2000,Moldova,5.6592742832573375
2005,Moldova,5.368216159657788
2010,Moldova,3.5853346353115083
2015,Moldova,3.5411556474861237
2020,Moldova,3.9016223004524333
1990,Romania,0.08684858664142721
1995,Romania,0.35245326238516805
2000,Romania,0.6554963511335533
2005,Romania,1.1764795419699985
2010,Romania,1.9650388386790452
2015,Romania,5.883409245647041
2020,Romania,16.441741785730734
1990,Russia,15.130884332397972
1995,Russia,13.4928632763356
2000,Russia,11.560542820666713
2005,Russia,9.013376811959871
2010,Russia,6.610467004526849
2015,Russia,5.929583406246019
2020,Russia,5.034993105809279
1990,Slovakia,0.7826482403650973
1995,Slovakia,1.0289332839733083
2000,Slovakia,1.6856179064814518
2005,Slovakia,2.7084835936981957
2010,Slovakia,3.015380550240337
2015,Slovakia,4.023832450207097
2020,Slovakia,6.016693765508111
1990,Ukraine,18.669551218843186
1995,Ukraine,16.90149433491024
2000,Ukraine,10.75706163418701
2005,Ukraine,10.237258821164717
2010,Ukraine,5.996319975464756
2015,Ukraine,6.234701692520726
2020,Ukraine,7.814969666796765
1990,Denmark,9.320348087779369
1995,Denmark,9.784415682202088
2000,Denmark,12.78497384104522
2005,Denmark,11.640258287943212
2010,Denmark,11.883851388219554
2015,Denmark,11.922418058974863
2020,Denmark,14.045433145212625
1990,Estonia,23.67615058591429
1995,Estonia,15.694062773459798
2000,Estonia,5.284784409528622
2005,Estonia,4.906133589053222
2010,Estonia,4.435092481587384
2015,Estonia,3.019014239772529
2020,Estonia,6.353375211735199
1990,Faeroe Islands,29.122334833256236
2000,Faeroe Islands,25.752574164353014
