Year,Country,undesa_child_migrants_by_destination_under_15_per_capita
1990,World,0.0036273276369075363
1995,World,0.0032476926615516784
2000,World,0.0030089365112811813
2005,World,0.002992947031938035
2010,World,0.003101131023257993
2015,World,0.0032112278470864965
2020,World,0.0036484387761027133
1990,Burundi,0.012267788744132839
1995,Burundi,0.008526578391606943
2000,Burundi,0.003983777066505969
2005,Burundi,0.007790511071701731
2010,Burundi,0.006889778074292447
2015,Burundi,0.007131669047564211
2020,Burundi,0.0076118633418612285
1990,Comoros,0.006066598963065904
1995,Comoros,0.005098928467755167
2000,Comoros,0.004343994188340542
2005,Comoros,0.0035511955855303495
2010,Comoros,0.0028896789310072844
2015,Comoros,0.0024297851267308522
2020,Comoros,0.0015478469862407213
1990,Djibouti,0.04133856600603327
1995,Djibouti,0.02976593668948341
2000,Djibouti,0.024538133189887637
2005,Djibouti,0.02151042837006925
2010,Djibouti,0.02318631173276648
2015,Djibouti,0.02274622045124825
2020,Djibouti,0.016871423337199723
1990,Eritrea,0.0009572093760473628
1995,Eritrea,0.0010112388606073695
2000,Eritrea,0.00100243716991659
2005,Eritrea,0.0010758306732379249
2010,Eritrea,0.0010112170656600336
2015,Eritrea,0.0009557804223861425
2020,Eritrea,0.0006147031928191388
1990,Ethiopia,0.00547982261225934
1995,Ethiopia,0.003078658136899889
2000,Ethiopia,0.001857068398641965
2005,Ethiopia,0.0013824636711322394
2010,Ethiopia,0.0013611370575445935
2015,Ethiopia,0.004527207310706483
2020,Ethiopia,0.0035508113904209127
1990,Kenya,0.002834824347109457
1995,Kenya,0.0061236380466544275
2000,Kenya,0.005023470214212573
2005,Kenya,0.004659699111235726
2010,Kenya,0.005534337723364198
2015,Kenya,0.0062538092643522995
2020,Kenya,0.004709445373275335
1990,Madagascar,0.00030926020940201044
1995,Madagascar,0.00025446363273885016
2000,Madagascar,0.00024386676667423953
2005,Madagascar,0.0002301392800741594
2010,Madagascar,0.00021780816995750683
2015,Madagascar,0.00020739388497520846
2020,Madagascar,0.000187136486382101
1990,Malawi,0.04632357343012105
1995,Malawi,0.004994505515714591
2000,Malawi,0.004013992240027605
2005,Malawi,0.0032744466752996806
2010,Malawi,0.00279876852259232
2015,Malawi,0.0019735083953382753
2020,Malawi,0.0017337207536557194
1990,Mauritius,0.0009584522322371431
1995,Mauritius,0.0012341894396620465
2000,Mauritius,0.0006986475095494483
2005,Mauritius,0.0010531828708439375
2010,Mauritius,0.001302933684201248
2015,Mauritius,0.001365667902913716
2020,Mauritius,0.0011086936522177412
1990,Mayotte,15.035
2000,Mayotte,46.635
2005,Mayotte,60.24352331606217
2010,Mayotte,64.41935483870968
2015,Mayotte,64.82795698924731
1990,Mozambique,0.003090713599109037
1995,Mozambique,0.00356571803242944
2000,Mozambique,0.003777398560574302
2005,Mozambique,0.003713978292203344
2010,Mozambique,0.0035151080248926898
2015,Mozambique,0.002810073115521296
2020,Mozambique,0.002119183431617573
1990,Reunion,0.023654247648565465
2000,Reunion,0.029825814590014217
2005,Reunion,0.03161458219881066
2010,Reunion,0.03151023840839668
2015,Reunion,0.03083967462904975
1990,Rwanda,0.005075537637248396
1995,Rwanda,0.00743803210491237
2000,Rwanda,0.009370169333606262
2005,Rwanda,0.010517837791367184
2010,Rwanda,0.009585691805575228
2015,Rwanda,0.011716881580245905
2020,Rwanda,0.010226672531303348
1990,Seychelles,0.007850138865272346
1995,Seychelles,0.00998003992015968
2000,Seychelles,0.009395293710955826
2005,Seychelles,0.010513017190813517
2010,Seychelles,0.009016905327972127
2015,Seychelles,0.010170455143660311
2020,Seychelles,0.009833231645312182
1990,Somalia,0.027775021179669897
1995,Somalia,0.0010826724750912582
2000,Somalia,0.0007252951618811462
2005,Somalia,0.0006297588480208782
2010,Somalia,0.00125300090020779
2015,Somalia,0.0009428721935255868
2020,Somalia,0.001087570743220741
2010,South Sudan,0.007341214668504766
2015,South Sudan,0.020050847092250152
2020,South Sudan,0.02006158984195526
1990,Uganda,0.009492408119096057
1995,Uganda,0.01021796873457643
2000,Uganda,0.008935035066783273
2005,Uganda,0.008100354746087985
2010,Uganda,0.005056314628234889
2015,Uganda,0.009108199571871586
2020,Uganda,0.018264620362475677
1990,Tanzania,0.0053507702474638
1995,Tanzania,0.0087641700626069
2000,Tanzania,0.006029670519965311
2005,Tanzania,0.004054530309147208
2010,Tanzania,0.0013725312274700534
2015,Tanzania,0.001328389582522947
2020,Tanzania,0.001268268153126919
1990,Zambia,0.008461276303685686
1995,Zambia,0.006535842810858729
2000,Zambia,0.008287392537324037
2005,Zambia,0.004786338742691193
2010,Zambia,0.0022280634420761567
2015,Zambia,0.0011758023145754524
2020,Zambia,0.001467964784075854
1990,Zimbabwe,0.010900262825201734
1995,Zimbabwe,0.00677161416881545
2000,Zimbabwe,0.005158531570388273
2005,Zimbabwe,0.004644067827486274
2010,Zimbabwe,0.0040754534984526365
2015,Zimbabwe,0.0030224453156296053
2020,Zimbabwe,0.002763183860083549
1990,Angola,0.0006199157100313671
1995,Angola,0.000594684696280908
2000,Angola,0.0005575318119747294
2005,Angola,0.0007284804197924379
2010,Angola,0.0022119135835479047
2015,Angola,0.003631495482417038
2020,Angola,0.0033705378414123563
1990,Cameroon,0.0057620971527712105
1995,Cameroon,0.0033781657390185163
2000,Cameroon,0.0024487648015230684
2005,Cameroon,0.0017632820493387396
2010,Cameroon,0.0038551737957319802
2015,Cameroon,0.0074199592280595
2020,Cameroon,0.006499204546516173
1990,Central African Republic,0.007882454377676592
1995,Central African Republic,0.008957811895879866
2000,Central African Republic,0.009883197575225502
2005,Central African Republic,0.007045399392825836
2010,Central African Republic,0.005768943629303143
2015,Central African Republic,0.004129600231106272
2020,Central African Republic,0.0037341369060682884
1990,Chad,0.00355208988387205
1995,Chad,0.002876396954762367
2000,Chad,0.004267888545887611
2005,Chad,0.011810277290541498
2010,Chad,0.00953185431153968
2015,Chad,0.007265906789830409
2020,Chad,0.0074195206472915665
1990,Congo,0.011236284019450597
1995,Congo,0.016827871286470484
2000,Congo,0.02465354829220252
2005,Congo,0.022708559046587216
2010,Congo,0.026119757458225094
2015,Congo,0.02007086767077978
2020,Congo,0.012872565372233736
1990,Democratic Republic of Congo,0.004526288451848076
1995,Democratic Republic of Congo,0.009077973599295502
2000,Democratic Republic of Congo,0.003282523628179357
2005,Democratic Republic of Congo,0.002362140882468761
2010,Democratic Republic of Congo,0.0018978266368334616
2015,Democratic Republic of Congo,0.0022068336651341765
2020,Democratic Republic of Congo,0.0012311776621992214
1990,Equatorial Guinea,0.0014265675544147256
1995,Equatorial Guinea,0.0014292385982994074
2000,Equatorial Guinea,0.0013593322115543237
2005,Equatorial Guinea,0.001468926402918107
2010,Equatorial Guinea,0.0014528845746259167
2015,Equatorial Guinea,0.0022625847720514304
2020,Equatorial Guinea,0.00213901075207504
1990,Gabon,0.03778016267629145
1995,Gabon,0.042156742562567344
2000,Gabon,0.04519688462412047
2005,Gabon,0.04068605947287045
2010,Gabon,0.038570424087489674
2015,Gabon,0.04333800553476169
2020,Gabon,0.03838294706271386
1990,Sao Tome and Principe,0.007734185603677513
1995,Sao Tome and Principe,0.004435027605009151
2000,Sao Tome and Principe,0.0036340887364336725
2005,Sao Tome and Principe,0.0022416683600894128
2010,Sao Tome and Principe,0.0021289335373561305
2015,Sao Tome and Principe,0.0017398803644222043
2020,Sao Tome and Principe,0.0012137195942708784
1990,Algeria,0.0019953901708118275
1995,Algeria,0.0016618802530987433
2000,Algeria,0.0014236731256296663
2005,Algeria,0.0010140960466634408
2010,Algeria,0.0009880911240765778
2015,Algeria,0.0007960124869047085
2020,Algeria,0.0005845927085474341
1990,Egypt,0.0010025033099978235
1995,Egypt,0.0007045750695547095
2000,Egypt,0.00041241255592038657
2005,Egypt,0.0005797924610985052
2010,Egypt,0.00044279179757133666
2015,Egypt,0.00035877418308748714
2020,Egypt,0.0007056668909281662
1990,Libya,0.02084652361470772
1995,Libya,0.02064582981395879
2000,Libya,0.02119135264552689
2005,Libya,0.020347272581469886
2010,Libya,0.019903941273385614
2015,Libya,0.02201870740217643
2020,Libya,0.018778287095270508
1990,Morocco,0.0004569189890089921
1995,Morocco,0.00037608002147123526
2000,Morocco,0.00036608738197754006
2005,Morocco,0.0003679787498920969
2010,Morocco,0.00039241410237098257
2015,Morocco,0.00045990596247222733
2020,Morocco,0.00045650894792758213
1990,Sudan,0.026610425702485934
1995,Sudan,0.016363487783495993
2000,Sudan,0.010500964270639004
2005,Sudan,0.005901643560541855
2010,Sudan,0.005680414545497072
2015,Sudan,0.00483058507545495
2020,Sudan,0.011574879389665537
1990,Tunisia,0.0007507422800508923
1995,Tunisia,0.0006389856882985951
2000,Tunisia,0.0005575614468662893
2005,Tunisia,0.0004926396918978531
2010,Tunisia,0.0005822150782610085
2015,Tunisia,0.0007013447554466025
2020,Tunisia,0.0007776712979470188
1990,Western Sahara,0.001390468051823903
2000,Western Sahara,0.0015244047373808762
2005,Western Sahara,0.0013001903005803576
2010,Western Sahara,0.0011366635249764373
2015,Western Sahara,0.0011134180492274961
1990,Botswana,0.005628883797705237
1995,Botswana,0.005162768441837687
2000,Botswana,0.0073655187353993375
2005,Botswana,0.006535017678509591
2010,Botswana,0.00577372319342803
2015,Botswana,0.005586792385213296
2020,Botswana,0.005207037686706001
1990,Eswatini,0.01649394532983635
1995,Eswatini,0.005764773919010483
2000,Eswatini,0.005445420475974507
2005,Eswatini,0.0055493292579385295
2010,Eswatini,0.005338825233062964
2015,Eswatini,0.0051474677502042505
2020,Eswatini,0.004710540923524605
1990,Lesotho,0.001186202022941065
1995,Lesotho,0.0009433276554594495
2000,Lesotho,0.0007674125162029806
2005,Lesotho,0.00044135733662639676
2010,Lesotho,0.0003743282011450334
2015,Lesotho,0.0006270000500240163
2020,Lesotho,0.0008439716709332048
