Year,Country,undesa_child_migrants_by_destination_under_15_per_capita
1990,Namibia,0.019177904374278996
1995,Namibia,0.014985877215937922
2000,Namibia,0.015954124161434716
2005,Namibia,0.009418484911644954
2010,Namibia,0.005664321241865384
2015,Namibia,0.0037319090535621177
2020,Namibia,0.003264177170752595
1990,South Africa,0.003101614877208078
1995,South Africa,0.0023336122630883984
2000,South Africa,0.0015801782047488162
2005,South Africa,0.0020933950382195543
2010,South Africa,0.004184628894561445
2015,South Africa,0.004296707011069817
2020,South Africa,0.003551587465513064
1990,Benin,0.004720910300293924
1995,Benin,0.005481113365863174
2000,Benin,0.0060054361045076676
2005,Benin,0.006678340106509177
2010,Benin,0.0050668238968072845
2015,Benin,0.008402734427374077
2020,Benin,0.005275093255096551
1990,Burkina Faso,0.020084705164536327
1995,Burkina Faso,0.023280554377257213
2000,Burkina Faso,0.01385119561583263
2005,Burkina Faso,0.017883188973870014
2010,Burkina Faso,0.010875213414288343
2015,Burkina Faso,0.006484594450017603
2020,Burkina Faso,0.005353753607448554
1990,Cape Verde,0.0070453583782360265
1995,Cape Verde,0.003921944248850598
2000,Cape Verde,0.0033934485190738432
2005,Cape Verde,0.0026412747228065324
2010,Cape Verde,0.0019791167658593225
2015,Cape Verde,0.001591264245149979
2020,Cape Verde,0.0015809693734397145
1990,Cote d'Ivoire,0.017876836088736543
1995,Cote d'Ivoire,0.01609851265785567
2000,Cote d'Ivoire,0.013733009372420944
2005,Cote d'Ivoire,0.013899960189627478
2010,Cote d'Ivoire,0.012488077696018653
2015,Cote d'Ivoire,0.009592421438113629
2020,Cote d'Ivoire,0.008065576691425045
1990,Gambia,0.032367268560425703
1995,Gambia,0.035467673007690215
2000,Gambia,0.037045384865235696
2005,Gambia,0.03097273189548792
2010,Gambia,0.026730440960540353
2015,Gambia,0.021341796668999838
2020,Gambia,0.015617396543334116
1990,Ghana,0.004809428160609489
1995,Ghana,0.004627173599619797
2000,Ghana,0.004192936819364225
2005,Ghana,0.003457401650487324
2010,Ghana,0.003334595930348229
2015,Ghana,0.002635551186150641
2020,Ghana,0.002487694681015913
1990,Guinea,0.02303030627418619
1995,Guinea,0.03926733007493778
2000,Guinea,0.02435219673973256
2005,Guinea,0.00793471930938676
2010,Guinea,0.0050550579621529
2015,Guinea,0.0031579510878844965
2020,Guinea,0.0016411590163005704
1990,Guinea-Bissau,0.0060486124284168915
1995,Guinea-Bissau,0.009835147173623549
2000,Guinea-Bissau,0.006507922634135378
2005,Guinea-Bissau,0.005946773477598479
2010,Guinea-Bissau,0.005042023429613629
2015,Guinea-Bissau,0.004402469020675141
2020,Guinea-Bissau,0.0027276450484197646
1990,Liberia,0.016152861602848283
1995,Liberia,0.034507010222252436
2000,Liberia,0.01744389135553514
2005,Liberia,0.008559671907210247
2010,Liberia,0.008048606180311906
2015,Liberia,0.005317035420145078
2020,Liberia,0.0019240058232267501
1990,Mali,0.007970849410911234
1995,Mali,0.007701399799283513
2000,Mali,0.006871726792106444
2005,Mali,0.004060268753284115
2010,Mali,0.00664659847148236
2015,Mali,0.004094210303340166
2020,Mali,0.0032764082703951847
1990,Mauritania,0.016926315913656814
1995,Mauritania,0.012184316420516678
2000,Mauritania,0.0068709159738531075
2005,Mauritania,0.005966540550585643
2010,Mauritania,0.008721881975845686
2015,Mauritania,0.015471155899309592
2020,Mauritania,0.013591531423803031
1990,Niger,0.0031672221535615614
1995,Niger,0.0034630136131786923
2000,Niger,0.00367063284573061
2005,Niger,0.003094871772664398
2010,Niger,0.002446364118130287
2015,Niger,0.003683993675925847
2020,Niger,0.003423028296868677
1990,Nigeria,0.0020840655992334783
1995,Nigeria,0.0018749524251595942
2000,Nigeria,0.001703610042447714
2005,Nigeria,0.002876448059120204
2010,Nigeria,0.002170624905289769
2015,Nigeria,0.0018987735137317322
2020,Nigeria,0.0014999399411817003
1990,Senegal,0.007401107528713289
1995,Senegal,0.006922201042444007
2000,Senegal,0.00524743943266048
2005,Senegal,0.004717711426645133
2010,Senegal,0.004285801161889403
2015,Senegal,0.003833192143197665
2020,Senegal,0.003382001716442914
1990,Sierra Leone,0.019670060602861777
1995,Sierra Leone,0.007325823492961006
2000,Sierra Leone,0.006461892827462554
2005,Sierra Leone,0.00884206170827024
2010,Sierra Leone,0.0031270477315109525
2015,Sierra Leone,0.00186198681550477
2020,Sierra Leone,0.0009531169984649589
1990,Togo,0.009596985939151792
1995,Togo,0.0097721573019192
2000,Togo,0.01006293957078275
2005,Togo,0.012709646711310751
2010,Togo,0.014544182716220102
2015,Togo,0.013636595776523857
2020,Togo,0.009805601989772112
1990,Kazakhstan,0.022642803618996014
1995,Kazakhstan,0.01938292065770094
2000,Kazakhstan,0.016748148662402387
2005,Kazakhstan,0.017080787178801158
2010,Kazakhstan,0.016381277868024985
2015,Kazakhstan,0.014966187704195479
2020,Kazakhstan,0.013620066606993442
1990,Kyrgyzstan,0.018129678690384038
1995,Kyrgyzstan,0.008964988909563005
2000,Kyrgyzstan,0.006941475136118513
2005,Kyrgyzstan,0.0037433945312038207
2010,Kyrgyzstan,0.002675987192146208
2015,Kyrgyzstan,0.0016483960902991478
2020,Kyrgyzstan,0.0012642180463447498
1990,Tajikistan,0.007287353767952714
1995,Tajikistan,0.004845436255790741
2000,Tajikistan,0.0032010853994375137
2005,Tajikistan,0.0024223346144634852
2010,Tajikistan,0.0018674450145249413
2015,Tajikistan,0.0013912909351161855
2020,Tajikistan,0.0013277915023440804
1990,Turkmenistan,0.007467199858413921
1995,Turkmenistan,0.005834821230174809
2000,Turkmenistan,0.003718450849931623
2005,Turkmenistan,0.003434741385910052
2010,Turkmenistan,0.002462252892596749
2015,Turkmenistan,0.002054342968722345
2020,Turkmenistan,0.001674463086619599
1990,Uzbekistan,0.007273530546372213
1995,Uzbekistan,0.0059568164374120295
2000,Uzbekistan,0.0043533789221659866
2005,Uzbekistan,0.0035504678125692335
2010,Uzbekistan,0.002737699953303258
2015,Uzbekistan,0.0023051413993786397
2020,Uzbekistan,0.0019784459138086933
1990,China,5.079431465071016e-05
1995,China,5.757016485323884e-05
2000,China,6.438336416098538e-05
2005,China,8.561092735956134e-05
2010,China,0.00010596060519706494
2015,China,0.00012523244624201258
2020,China,0.00011794358091385212
1990,Hong Kong,0.01752287296205164
1995,Hong Kong,0.022542525484720015
2000,Hong Kong,0.02735210846327945
2005,Hong Kong,0.021982164622054046
2010,Hong Kong,0.015324150872109882
2015,Hong Kong,0.01036321777146426
2020,Hong Kong,0.014530902277021118
1990,North Korea,0.00024333445670605467
1995,North Korea,0.0002295275428477333
2000,North Korea,0.0002230791835589726
2005,North Korea,0.00020042530660030946
2010,North Korea,0.0001805380620835852
2015,North Korea,0.00016494709780465498
2020,North Korea,0.00013875734784550803
1990,Japan,0.001401724102494222
1995,Japan,0.0014579693065874017
2000,Japan,0.0015458167898025415
2005,Japan,0.0014793948994715534
2010,Japan,0.0015894217087941967
2015,Japan,0.0016115230378426983
2020,Japan,0.0017881667748791638
1990,Mongolia,0.00046242478157296766
1995,Mongolia,0.0003946881158842602
2000,Mongolia,0.00033953208807645897
2005,Mongolia,0.00038869091512169947
2010,Mongolia,0.0004643549657303829
2015,Mongolia,0.001059219932544766
2020,Mongolia,0.0008592889224022754
1990,South Korea,0.0002360991141891164
1995,South Korea,0.0001925262671954162
2000,South Korea,0.00021389116080531225
2005,South Korea,0.0003250441997484696
2010,South Korea,0.0015571703809727912
2015,South Korea,0.0023493260061121434
2020,South Korea,0.002913329046027513
1990,Brunei,0.03474879596774817
1995,Brunei,0.023008158539540646
2000,Brunei,0.017414742200584695
2005,Brunei,0.013006967724972063
2010,Brunei,0.012456450027532331
2015,Brunei,0.011920542570267574
2020,Brunei,0.013746819876429485
1990,Cambodia,0.0014217438684022913
1995,Cambodia,0.0021185897902102494
2000,Cambodia,0.005040294964122883
2005,Cambodia,0.001255522812431371
2010,Cambodia,0.0003118317547855135
2015,Cambodia,0.0002742014510900571
2020,Cambodia,0.00031832102585739277
1990,Indonesia,0.0006046686805348301
1995,Indonesia,0.0004456664946820299
2000,Indonesia,0.00038469826335982906
2005,Indonesia,0.00041537505404361106
2010,Indonesia,0.0003133096636205663
2015,Indonesia,0.0001833284422140402
2020,Indonesia,0.0001209511627516806
1990,Laos,0.0016198302160564202
1995,Laos,0.0009697766026744788
2000,Laos,0.0008415198374213728
2005,Laos,0.0005589676050889523
2010,Laos,0.0007476195231109165
2015,Laos,0.0006669475283185683
2020,Laos,0.0006196090030782527
1990,Malaysia,0.008845510638373397
1995,Malaysia,0.009301868583559112
2000,Malaysia,0.013164382278850811
2005,Malaysia,0.011731988510201099
2010,Malaysia,0.0056956480616085605
2015,Malaysia,0.0092561304206853
2020,Malaysia,0.007887166031463019
1990,Myanmar,0.0005241780925249451
1995,Myanmar,0.00042715984962551933
2000,Myanmar,0.0003542831120184039
2005,Myanmar,0.00025812089500187445
2010,Myanmar,0.00022979861574199173
2015,Myanmar,0.00021170931515671654
2020,Myanmar,0.0001953508590751143
1990,Philippines,0.0006160577734265496
1995,Philippines,0.0006877069266522037
2000,Philippines,0.0008994796719350739
2005,Philippines,0.0006962424442595104
2010,Philippines,0.0005319858557679276
2015,Philippines,0.0004907592461644971
2020,Philippines,0.00048029274395302804
1990,Singapore,0.02077220866600641
1995,Singapore,0.017177713669226345
2000,Singapore,0.024557742216680004
2005,Singapore,0.02437751615036525
2010,Singapore,0.03830315503091888
2015,Singapore,0.03289275685546668
2020,Singapore,0.022568420347319807
1990,Thailand,0.0025884312151681784
1995,Thailand,0.002947352284799612
2000,Thailand,0.003201009571655924
2005,Thailand,0.0039689105092930435
2010,Thailand,0.00476942997809719
2015,Thailand,0.005376476549301029
2020,Thailand,0.005540345585782276
1990,Vietnam,0.00012477044950970272
1995,Vietnam,0.00020641976550618525
2000,Vietnam,0.00017011550597581084
2005,Vietnam,0.0001394325280998473
2010,Vietnam,9.957068879464844e-05
2015,Vietnam,9.69926955619945e-05
2020,Vietnam,9.26662349296784e-05
1990,Afghanistan,0.0009662181361714189
1995,Afghanistan,0.0007962712793160184
2000,Afghanistan,0.0007192507664958113
2005,Afghanistan,0.0006654641639829683
2010,Afghanistan,0.000683489831649684
2015,Afghanistan,0.0035830598731553913
2020,Afghanistan,0.0012006419693045742
1990,Bangladesh,0.0017360337557617521
1995,Bangladesh,0.0009093345569628837
2000,Bangladesh,0.0008124372316371709
2005,Bangladesh,0.0010435895493025324
2010,Bangladesh,0.0014399957749065184
2015,Bangladesh,0.0013817044046362116
2020,Bangladesh,0.003218197738952
1990,Bhutan,0.003937445483335563
1995,Bhutan,0.00518677437999061
2000,Bhutan,0.005246914624695862
2005,Bhutan,0.0039753739533621895
2010,Bhutan,0.004493057642428469
2015,Bhutan,0.0035197867795050044
2020,Bhutan,0.0034602883314411906
1990,India,0.00030675233048034923
1995,India,0.00023217320898008298
2000,India,0.00019604277270289432
2005,India,0.00025348508575636893
2010,India,0.0002351984367114578
2015,India,0.00019006949231292172
2020,India,0.0001500966245118127
1990,Iran,0.0282762481892521
1995,Iran,0.01769615826190332
2000,Iran,0.013827324422111218
2005,Iran,0.014080862677422899
2010,Iran,0.013230025400840771
2015,Iran,0.01236707470377187
2020,Iran,0.011832766494112905
1990,Maldives,0.007111521381615799
1995,Maldives,0.012610960715185093
2000,Maldives,0.0170904379447093
2005,Maldives,0.024668026683020237
2010,Maldives,0.026226998058677165
2015,Maldives,0.0025169592494405538
2020,Maldives,0.005500035149905096
1990,Nepal,0.0026852531646908728
1995,Nepal,0.004906453324177513
2000,Nepal,0.004456604101591159
2005,Nepal,0.003132941016527802
2010,Nepal,0.002907022479781834
2015,Nepal,0.0012677385957662905
2020,Nepal,0.0007234148641127744
1990,Pakistan,0.002362860375989808
1995,Pakistan,0.0009542496380683833
2000,Pakistan,0.0008404031813643471
2005,Pakistan,0.0005801726465889278
2010,Pakistan,0.0006623783556866266
2015,Pakistan,0.0005477444164731334
2020,Pakistan,0.0006020625496500374
1990,Sri Lanka,0.00014833396428175859
1995,Sri Lanka,0.00015123677863578507
2000,Sri Lanka,0.00015273512502072948
2005,Sri Lanka,0.00015078034327777536
2010,Sri Lanka,0.0006945603580502325
2015,Sri Lanka,0.000628658164922711
2020,Sri Lanka,0.00048521359438665314
1990,Armenia,0.015112640341148686
1995,Armenia,0.03160396960354627
2000,Armenia,0.04266130048993402
2005,Armenia,0.026445176572874173
2010,Armenia,0.004342244190241315
2015,Armenia,0.0033904631559302
2020,Armenia,0.003026085688811616
1990,Azerbaijan,0.005441297362137462
1995,Azerbaijan,0.004343689303906234
2000,Azerbaijan,0.003941279442178584
2005,Azerbaijan,0.0033977427239328182
2010,Azerbaijan,0.002822928181841834
2015,Azerbaijan,0.002505730955452298
2020,Azerbaijan,0.0022631032603737484
1990,Bahrain,0.05438703680178736
1995,Bahrain,0.03398273543635067
2000,Bahrain,0.04933570063646349
2005,Bahrain,0.03415707237304548
2010,Bahrain,0.05585946566263507
2015,Bahrain,0.033866602325467815
2020,Bahrain,0.032452134277317066
1990,Cyprus,0.013245223162574222
1995,Cyprus,0.011836692226128168
2000,Cyprus,0.010975439102373825
2005,Cyprus,0.01225506175698701
2010,Cyprus,0.013638116261031424
2015,Cyprus,0.010951888350171019
2020,Cyprus,0.011078708025188821
1990,Georgia,0.006968615998817093
1995,Georgia,0.0017344378861842205
2000,Georgia,0.0017204684625866308
2005,Georgia,0.0015322465332654974
2010,Georgia,0.0012688163438963128
2015,Georgia,0.003423803110198848
2020,Georgia,0.0027509447442140293
1990,Iraq,0.001019741935194978
1995,Iraq,0.001683479291780347
2000,Iraq,0.0013069000398296183
2005,Iraq,0.00074284201571494
2010,Iraq,0.000344160040201766
2015,Iraq,0.0032626257267985913
2020,Iraq,0.0019964197653239034
1990,Israel,0.024479649523823227
1995,Israel,0.0267606055961185
2000,Israel,0.022373552144493672
2005,Israel,0.016323836391008765
2010,Israel,0.00987402616176584
2015,Israel,0.007305261543027658
2020,Israel,0.006806275887318886
1990,Jordan,0.12712457598219573
1995,Jordan,0.13185984612239862
2000,Jordan,0.14777271622519886
2005,Jordan,0.1497379561918462
2010,Jordan,0.15069211893178044
2015,Jordan,0.13640792556212528
2020,Jordan,0.13685414490049141
1990,Kuwait,0.1392755386928198
1995,Kuwait,0.11215468890788818
2000,Kuwait,0.08932861250888088
2005,Kuwait,0.07473539729609249
2010,Kuwait,0.14050043384034944
2015,Kuwait,0.10205866740640548
2020,Kuwait,0.12201037661779021
1990,Lebanon,0.06485976613895239
1995,Lebanon,0.05912063301589767
2000,Lebanon,0.04609144331672901
2005,Lebanon,0.0272399468711007
2010,Lebanon,0.00971984210177781
2015,Lebanon,0.09356893440839986
2020,Lebanon,0.06554725686629526
1990,Oman,0.019499403473648546
1995,Oman,0.028457986260285166
2000,Oman,0.03377421159775711
2005,Oman,0.030580737750940366
2010,Oman,0.0266791826884349
2015,Oman,0.021809131259957898
2020,Oman,0.041509044530807254
1990,Qatar,0.14896855808094064
1995,Qatar,0.1637695808915039
2000,Qatar,0.0833126570762591
2005,Qatar,0.13557273431090466
2010,Qatar,0.07576512568623342
2015,Qatar,0.079551920951254
2020,Qatar,0.09560613107675647
1990,Saudi Arabia,0.06744501867894526
1995,Saudi Arabia,0.05616560946284603
2000,Saudi Arabia,0.05086639269371036
2005,Saudi Arabia,0.05273936725775655
2010,Saudi Arabia,0.06022405510893873
2015,Saudi Arabia,0.06107165606963133
2020,Saudi Arabia,0.05878479400176947
1990,Palestine,0.03444391835142009
1995,Palestine,0.023565770575990647
2000,Palestine,0.013303933084554045
2005,Palestine,0.005591181110108676
2010,Palestine,0.004467367847970427
2015,Palestine,0.006816495774050817
2020,Palestine,0.0036534954216633185
1990,Syria,0.008504625680771784
1995,Syria,0.009042701989077962
2000,Syria,0.008162162501423601
2005,Syria,0.00776377201942054
2010,Syria,0.012146916417854974
2015,Syria,0.006798144466445757
2020,Syria,0.0071859587900042834
1990,Turkey,0.0045804886405966215
1995,Turkey,0.0031593811989248178
2000,Turkey,0.001639289669500708
2005,Turkey,0.0014108853744583063
2010,Turkey,0.0012093825220880195
2015,Turkey,0.009192186372257742
2020,Turkey,0.012297361553691363
1990,United Arab Emirates,0.1437572090260698
1995,United Arab Emirates,0.1519478083507136
2000,United Arab Emirates,0.13293429910719842
2005,United Arab Emirates,0.10615637168384616
2010,United Arab Emirates,0.09596622127864825
2015,United Arab Emirates,0.09949642098972071
2020,United Arab Emirates,0.11817418911267492
1990,Yemen,0.004022207710392847
1995,Yemen,0.0032802235157271893
2000,Yemen,0.0024278147869004614
2005,Yemen,0.0023894666525027383
2010,Yemen,0.0031909939920156697
2015,Yemen,0.0036619531954272116
2020,Yemen,0.0035217633171201685
1990,Belarus,0.011504329318839716
1995,Belarus,0.011108392211404177
2000,Belarus,0.010225763006837267
2005,Belarus,0.006344328950083366
2010,Belarus,0.0021638804251459783
2015,Belarus,0.0030952100467147147
2020,Belarus,0.0038655687535644094
1990,Bulgaria,0.0004003860898181365
1995,Bulgaria,0.0004307039784325788
2000,Bulgaria,0.0004598677836360838
2005,Bulgaria,0.0008208702421398096
2010,Bulgaria,0.001160671681159799
2015,Bulgaria,0.004661696764285483
2020,Bulgaria,0.008907604507195495
1990,Czechia,0.0003962913396997179
1995,Czechia,0.000578286360841035
2000,Czechia,0.0007711839418024848
2005,Czechia,0.0016118867263297091
2010,Czechia,0.001622832750945901
2015,Czechia,0.0014422637031559068
2020,Czechia,0.0019164286577379624
1990,Hungary,0.0038308261384283815
1995,Hungary,0.002770426776360313
2000,Hungary,0.0017156679770058418
2005,Hungary,0.0023376101111824755
2010,Hungary,0.002976918381284891
2015,Hungary,0.004225231835997924
2020,Hungary,0.006629676978577381
1990,Poland,0.0017048385396776038
1995,Poland,0.0013173372060303118
2000,Poland,0.0009903596778344536
2005,Poland,0.001755872592523169
2010,Poland,0.0013522904277258646
2015,Poland,0.001721666644405927
