Year,Country,undesa_child_migrants_by_destination_under_20_per_capita
1995,Rwanda,0.010211445577735933
2000,Rwanda,0.012875852945061616
2005,Rwanda,0.014511629801068298
2010,Rwanda,0.013242905060074679
2015,Rwanda,0.01574614836434233
2020,Rwanda,0.013855011141342763
1990,Seychelles,0.009706399138468514
1995,Seychelles,0.01235437621489048
2000,Seychelles,0.012259561964492951
2005,Seychelles,0.014179037133962008
2010,Seychelles,0.01249000251991279
2015,Seychelles,0.013960686874216949
2020,Seychelles,0.013229611551759203
1990,Somalia,0.032962638937734885
1995,Somalia,0.001285965556038612
2000,Somalia,0.0008848939107892587
2005,Somalia,0.0007733427166986891
2010,Somalia,0.0015479223234095706
2015,Somalia,0.001160597465979339
2020,Somalia,0.0013595106189627161
2010,South Sudan,0.009882448856649698
2015,South Sudan,0.02711135677448429
2020,South Sudan,0.027125902369085405
1990,Uganda,0.011241532764466869
1995,Uganda,0.01213437980220306
2000,Uganda,0.010714431137651125
2005,Uganda,0.009742929189126514
2010,Uganda,0.006244849384627511
2015,Uganda,0.011027601586974248
2020,Uganda,0.02163448547255198
1990,Tanzania,0.007439022803184657
1995,Tanzania,0.01218457419725801
2000,Tanzania,0.008278740698614775
2005,Tanzania,0.005397822015695421
2010,Tanzania,0.001785844268498831
2015,Tanzania,0.0017816103362846324
2020,Tanzania,0.0017009682541561232
1990,Zambia,0.011951076846161972
1995,Zambia,0.009231462980486792
2000,Zambia,0.011623528625639428
2005,Zambia,0.006890715137104129
2010,Zambia,0.0032892140268261337
2015,Zambia,0.0018635500022985798
2020,Zambia,0.0021079793707078063
1990,Zimbabwe,0.01569541608270918
1995,Zimbabwe,0.009750567032530197
2000,Zimbabwe,0.007515644933855895
2005,Zimbabwe,0.006857255754615686
2010,Zimbabwe,0.006098413826473524
2015,Zimbabwe,0.004707179527344972
2020,Zimbabwe,0.004113119845101843
1990,Angola,0.0009861259572507138
1995,Angola,0.0009345864761400066
2000,Angola,0.0008677393161540832
2005,Angola,0.001069539134377751
2010,Angola,0.00319610423712337
2015,Angola,0.004917555993714044
2020,Angola,0.004266836745808803
1990,Cameroon,0.008009618945056937
1995,Cameroon,0.005235373806322125
2000,Cameroon,0.003746436109347823
2005,Cameroon,0.0029050253622992265
2010,Cameroon,0.004787811320806661
2015,Cameroon,0.008957362521748297
2020,Cameroon,0.008638257168800383
1990,Central African Republic,0.010191538938412535
1995,Central African Republic,0.011130239534893824
2000,Central African Republic,0.012161780189708827
2005,Central African Republic,0.008383559744253885
2010,Central African Republic,0.007122560702476654
2015,Central African Republic,0.005340326464316626
2020,Central African Republic,0.004791331419092113
1990,Chad,0.00492986207185679
1995,Chad,0.004126867878460389
2000,Chad,0.0056255321247145945
2005,Chad,0.015178529865905753
2010,Chad,0.012323406012683592
2015,Chad,0.009866649148382488
2020,Chad,0.009696966228676381
1990,Congo,0.015764997411678843
1995,Congo,0.02238496165511617
2000,Congo,0.03216549104373573
2005,Congo,0.029216553608766762
2010,Congo,0.03327274624696226
2015,Congo,0.02578822110696809
2020,Congo,0.018079256380647515
1990,Democratic Republic of Congo,0.006945534504007466
1995,Democratic Republic of Congo,0.013930023829235732
2000,Democratic Republic of Congo,0.0050369986050558925
2005,Democratic Republic of Congo,0.0036246738987229083
2010,Democratic Republic of Congo,0.002912186792817337
2015,Democratic Republic of Congo,0.003386367431568732
2020,Democratic Republic of Congo,0.0022695602226155366
1990,Equatorial Guinea,0.0018058723055049287
1995,Equatorial Guinea,0.0018741142746714764
2000,Equatorial Guinea,0.0018228908904945726
2005,Equatorial Guinea,0.0020386190223967916
2010,Equatorial Guinea,0.0020558687635115085
2015,Equatorial Guinea,0.00387908349913356
2020,Equatorial Guinea,0.003822564033115108
1990,Gabon,0.04909040930264889
1995,Gabon,0.055233830836599995
2000,Gabon,0.059537154854566135
2005,Gabon,0.05510841034123189
2010,Gabon,0.053214427766961836
2015,Gabon,0.05958597107342544
2020,Gabon,0.05120302211231561
1990,Sao Tome and Principe,0.012876328526729916
1995,Sao Tome and Principe,0.007176542956735698
2000,Sao Tome and Principe,0.006087274363155823
2005,Sao Tome and Principe,0.0037149461491566755
2010,Sao Tome and Principe,0.0026888874104628213
2015,Sao Tome and Principe,0.0022964415184592783
2020,Sao Tome and Principe,0.0017521365571429224
1990,Algeria,0.0027234111804274657
1995,Algeria,0.0022573711163042165
2000,Algeria,0.0019230250086994373
2005,Algeria,0.001360795807626731
2010,Algeria,0.0013155462292200745
2015,Algeria,0.0011370312439431918
2020,Algeria,0.0008920426362492678
1990,Egypt,0.001322752123926404
1995,Egypt,0.0009526097504533038
2000,Egypt,0.0006087033243369274
2005,Egypt,0.000855746025585441
2010,Egypt,0.0006974520585988292
2015,Egypt,0.0005893606417105612
2020,Egypt,0.001008487829845453
1990,Libya,0.030637891586537
1995,Libya,0.029736525813551417
2000,Libya,0.030006944894196284
2005,Libya,0.028948981782718805
2010,Libya,0.028437958993279246
2015,Libya,0.030768979085632288
2020,Libya,0.02654670078545693
1990,Morocco,0.0006171933516291732
1995,Morocco,0.000506515182582368
2000,Morocco,0.0004886143038650993
2005,Morocco,0.000480339174816765
2010,Morocco,0.0005281141886699301
2015,Morocco,0.000611361633214869
2020,Morocco,0.0005960354216265168
1990,Sudan,0.03349417637601555
1995,Sudan,0.020512027915137166
2000,Sudan,0.01350642505510262
2005,Sudan,0.007750267096278151
2010,Sudan,0.007547630462676901
2015,Sudan,0.006451824679199119
2020,Sudan,0.015094892459894827
1990,Tunisia,0.0010547759183520454
1995,Tunisia,0.000897933241282574
2000,Tunisia,0.0007840675657761305
2005,Tunisia,0.0006925055640877835
2010,Tunisia,0.0008205734799715474
2015,Tunisia,0.0009732600795835331
2020,Tunisia,0.0010269390211275124
1990,Western Sahara,0.001846715381328621
2000,Western Sahara,0.0021328989360859243
2005,Western Sahara,0.0018179024384478092
2010,Western Sahara,0.001585296889726673
2015,Western Sahara,0.0015363567038980846
1990,Botswana,0.006892526632865905
1995,Botswana,0.006837860483414819
2000,Botswana,0.010196350952606684
2005,Botswana,0.009042414527004682
2010,Botswana,0.007985482405065457
2015,Botswana,0.008266547713130849
2020,Botswana,0.007730399192048052
1990,Eswatini,0.02643894929981287
1995,Eswatini,0.0095712725875991
2000,Eswatini,0.008186530764885144
2005,Eswatini,0.0073871382480654
2010,Eswatini,0.006976628435606818
2015,Eswatini,0.006674589099288249
2020,Eswatini,0.006291351912315845
1990,Lesotho,0.0015289739088379388
1995,Lesotho,0.0012525031628601736
2000,Lesotho,0.0010576518652797488
2005,Lesotho,0.0006442514584580548
2010,Lesotho,0.0005642483995840797
2015,Lesotho,0.0008436088976698036
2020,Lesotho,0.0011161151909299186
1990,Namibia,0.028524690156110095
1995,Namibia,0.02224507422601123
2000,Namibia,0.021271236827719867
2005,Namibia,0.01399204257716492
2010,Namibia,0.00896654218248629
2015,Namibia,0.0062996214524940804
2020,Namibia,0.005388607887864062
1990,South Africa,0.005025093811886885
1995,South Africa,0.0038802714399284234
2000,South Africa,0.002976246534930518
2005,South Africa,0.0036619427974944755
2010,South Africa,0.00687039902226151
2015,South Africa,0.006494829079696486
2020,South Africa,0.005368521881026204
1990,Benin,0.0062141344492274665
1995,Benin,0.007214736234648344
2000,Benin,0.007904955850220786
2005,Benin,0.009162610465781275
2010,Benin,0.0076857319082612565
2015,Benin,0.011678843021561537
2020,Benin,0.008542300472202136
1990,Burkina Faso,0.02619182109521097
1995,Burkina Faso,0.030359330338913842
2000,Burkina Faso,0.021422902284821844
2005,Burkina Faso,0.025025601748183104
2010,Burkina Faso,0.0164407261138603
2015,Burkina Faso,0.010868873814120956
2020,Burkina Faso,0.007523700349772892
1990,Cape Verde,0.011794539477382949
1995,Cape Verde,0.007069854616244874
2000,Cape Verde,0.005341236588521596
2005,Cape Verde,0.004446757689500123
2010,Cape Verde,0.0037633666501571115
2015,Cape Verde,0.002906201166291878
2020,Cape Verde,0.0026547335554004763
1990,Cote d'Ivoire,0.03249963332942833
1995,Cote d'Ivoire,0.029456415422261743
2000,Cote d'Ivoire,0.02527010585451173
2005,Cote d'Ivoire,0.020066345535836336
2010,Cote d'Ivoire,0.01910485900122262
2015,Cote d'Ivoire,0.014811926626834549
2020,Cote d'Ivoire,0.012062691741594172
1990,Gambia,0.04600903102255663
1995,Gambia,0.05003912006004021
2000,Gambia,0.05202062976015931
2005,Gambia,0.04304791270579014
2010,Gambia,0.036707582370947116
2015,Gambia,0.027904557352842474
2020,Gambia,0.022270783195346974
1990,Ghana,0.006067240071496677
1995,Ghana,0.005837408100995071
2000,Ghana,0.005289578994597707
2005,Ghana,0.004807732859132084
2010,Ghana,0.004841479774462992
2015,Ghana,0.0038032686249584954
2020,Ghana,0.0034311199018953625
1990,Guinea,0.030490932235061354
1995,Guinea,0.05168666745258459
2000,Guinea,0.03237162704540311
2005,Guinea,0.011132230502267667
2010,Guinea,0.00729619056514767
2015,Guinea,0.0045786004596182536
2020,Guinea,0.0028248372470987128
1990,Guinea-Bissau,0.007870681302005095
1995,Guinea-Bissau,0.012509528401524543
2000,Guinea-Bissau,0.008139481647042176
2005,Guinea-Bissau,0.0074353256784177035
2010,Guinea-Bissau,0.006122410109529536
2015,Guinea-Bissau,0.005337878560240662
2020,Guinea-Bissau,0.0032540683476304346
1990,Liberia,0.0216477826425623
1995,Liberia,0.045551405443553614
2000,Liberia,0.02240764879950373
2005,Liberia,0.010787995701830326
2010,Liberia,0.010143762188871388
2015,Liberia,0.008080981541866483
2020,Liberia,0.003492314752405106
1990,Mali,0.009883531372800791
1995,Mali,0.00977679158242625
2000,Mali,0.00932448589716043
2005,Mali,0.006722080505755191
2010,Mali,0.010016843250127978
2015,Mali,0.006414557171800859
2020,Mali,0.004987350150616019
1990,Mauritania,0.021828134531621204
1995,Mauritania,0.015241417166962739
2000,Mauritania,0.008558989619487669
2005,Mauritania,0.007506783616681183
2010,Mauritania,0.010828802014767328
2015,Mauritania,0.01913598187382856
2020,Mauritania,0.017136736879685827
1990,Niger,0.00450377943715091
1995,Niger,0.0049683418492313565
2000,Niger,0.004838256617954049
2005,Niger,0.003977401256004452
2010,Niger,0.00341654000160957
2015,Niger,0.004793601412042589
2020,Niger,0.004727959721458198
1990,Nigeria,0.0024037191605207446
1995,Nigeria,0.0021408573966107992
2000,Nigeria,0.0019854133971391953
2005,Nigeria,0.003425657667812571
2010,Nigeria,0.002683371641392004
2015,Nigeria,0.002417456966133575
2020,Nigeria,0.0019346599350662326
1990,Senegal,0.011171483062208738
1995,Senegal,0.01034411929361444
2000,Senegal,0.007979602624321897
2005,Senegal,0.007216150803737704
2010,Senegal,0.0065998624561972525
2015,Senegal,0.005929025376497502
2020,Senegal,0.0052661471948341875
1990,Sierra Leone,0.025263654510675703
1995,Sierra Leone,0.010773351846546651
2000,Sierra Leone,0.009636890700763649
2005,Sierra Leone,0.012172425782848996
2010,Sierra Leone,0.005016494077905916
2015,Sierra Leone,0.003153135378600035
2020,Sierra Leone,0.001529023810374471
1990,Togo,0.011977818462182491
1995,Togo,0.01248446333465285
2000,Togo,0.013266777759591715
2005,Togo,0.016832859823762845
2010,Togo,0.018969508573621147
2015,Togo,0.01791616790670478
2020,Togo,0.013566441354520623
1990,Kazakhstan,0.034184818603113634
1995,Kazakhstan,0.0292136227499639
2000,Kazakhstan,0.025176502627804413
2005,Kazakhstan,0.027689116065433027
2010,Kazakhstan,0.02679114484478571
2015,Kazakhstan,0.024408249255492113
2020,Kazakhstan,0.022992849598175016
1990,Kyrgyzstan,0.026264811445990462
1995,Kyrgyzstan,0.014534298008627064
2000,Kyrgyzstan,0.01065618146317037
2005,Kyrgyzstan,0.006319970681767133
2010,Kyrgyzstan,0.00507589217708064
2015,Kyrgyzstan,0.002791684552399127
2020,Kyrgyzstan,0.002057573115195432
1990,Tajikistan,0.011003043068724449
1995,Tajikistan,0.007368504681683998
2000,Tajikistan,0.004935388715751692
2005,Tajikistan,0.0037900714033427215
2010,Tajikistan,0.0029827043797477403
2015,Tajikistan,0.00228932534928062
2020,Tajikistan,0.002141619490435896
1990,Turkmenistan,0.011273682959018757
1995,Turkmenistan,0.008809268220923747
2000,Turkmenistan,0.005589744134798659
2005,Turkmenistan,0.005163153896436585
2010,Turkmenistan,0.0038325518638798353
2015,Turkmenistan,0.0032469148469179373
2020,Turkmenistan,0.0026822249086290973
1990,Uzbekistan,0.01098123294010049
1995,Uzbekistan,0.008993361555836455
2000,Uzbekistan,0.006544178219136853
2005,Uzbekistan,0.0054198639802768185
2010,Uzbekistan,0.004261270586228571
2015,Uzbekistan,0.0036110767319129963
2020,Uzbekistan,0.0032471646542840777
1990,China,7.554697327815186e-05
1995,China,8.077390682950088e-05
2000,China,8.64793566079063e-05
2005,China,0.00011814231328632388
2010,China,0.00014873788923394402
2015,China,0.0001706844112017377
2020,China,0.00016498720044069807
1990,Hong Kong,0.03071504564815775
1995,Hong Kong,0.03388561320948537
2000,Hong Kong,0.039669086972369524
2005,Hong Kong,0.03793293497276566
2010,Hong Kong,0.02928100961138184
2015,Hong Kong,0.021253154748850263
2020,Hong Kong,0.024523448616964573
1990,North Korea,0.0003390814897922969
1995,North Korea,0.0003168010685060584
2000,North Korea,0.0003050275287998933
2005,North Korea,0.0002989436946286394
2010,North Korea,0.0002685259262759462
2015,North Korea,0.00025464750559009447
2020,North Korea,0.00021265523648003216
1990,Japan,0.002065696141005082
1995,Japan,0.0021281443890462303
2000,Japan,0.002237795427138172
2005,Japan,0.0021708987293817786
2010,Japan,0.002243144008516602
2015,Japan,0.0023640635339701433
2020,Japan,0.0024394895688808742
1990,Mongolia,0.0006194660687804211
1995,Mongolia,0.0005365495555515908
2000,Mongolia,0.0004700892669068418
2005,Mongolia,0.0005398924727352322
2010,Mongolia,0.0006463468169073739
2015,Mongolia,0.0012479851976015472
2020,Mongolia,0.0012415001470277816
1990,South Korea,0.000307257378743894
1995,South Korea,0.0004377985495662739
2000,South Korea,0.0006934261098379444
2005,South Korea,0.0006042988501956702
2010,South Korea,0.0028549233738800577
2015,South Korea,0.004232289156304103
2020,South Korea,0.005321539841974856
1990,Brunei,0.044029314223428186
1995,Brunei,0.034747839198686015
2000,Brunei,0.028979547732961946
2005,Brunei,0.02203159578430728
2010,Brunei,0.01833859106511525
2015,Brunei,0.017560265500802575
2020,Brunei,0.020345933441985174
1990,Cambodia,0.0020357420236224956
1995,Cambodia,0.00351327801939632
2000,Cambodia,0.0067129890719566975
2005,Cambodia,0.002484827686745363
2010,Cambodia,0.0010864852760283966
2015,Cambodia,0.0004690932249498838
2020,Cambodia,0.0005301761693348233
1990,Indonesia,0.0008302804625268085
1995,Indonesia,0.000637126327899366
2000,Indonesia,0.0005326554970955988
2005,Indonesia,0.0005555141435040185
2010,Indonesia,0.00047422567887475117
2015,Indonesia,0.0003416630048904446
2020,Indonesia,0.0002146322858163683
1990,Laos,0.002241649643733631
1995,Laos,0.001434650365616096
2000,Laos,0.001218513211016171
2005,Laos,0.0008154146400831062
2010,Laos,0.001111347942638124
2015,Laos,0.0009786149564763335
2020,Laos,0.0008698991527245478
1990,Malaysia,0.014675684022206762
1995,Malaysia,0.014700450086793946
2000,Malaysia,0.017444321981152918
2005,Malaysia,0.021874057900132013
2010,Malaysia,0.012970704651881371
2015,Malaysia,0.01798535329151218
2020,Malaysia,0.016686091372804263
1990,Myanmar,0.0008221808498850906
1995,Myanmar,0.0006547142088085267
2000,Myanmar,0.0005265230952477475
2005,Myanmar,0.0003590607717097701
2010,Myanmar,0.00031965880715744034
2015,Myanmar,0.00029450999952088737
2020,Myanmar,0.0002722487793282217
1990,Philippines,0.000789997035148252
1995,Philippines,0.0008760879826370732
2000,Philippines,0.0011759063204589686
2005,Philippines,0.0008549195539604749
2010,Philippines,0.0006539119184923899
2015,Philippines,0.0006155227365988293
2020,Philippines,0.000600751489182645
1990,Singapore,0.033575198940048484
1995,Singapore,0.027038563070978603
2000,Singapore,0.031208983556687827
2005,Singapore,0.03682144964487599
2010,Singapore,0.05170302289731192
2015,Singapore,0.0489957070124995
2020,Singapore,0.03976433518513359
1990,Thailand,0.004037487334284849
1995,Thailand,0.005054931727825012
2000,Thailand,0.006068577998771425
2005,Thailand,0.007892939162200354
2010,Thailand,0.0083602460372368
2015,Thailand,0.007990145430545763
2020,Thailand,0.008233684543568194
1990,Vietnam,0.0001726753598071331
1995,Vietnam,0.0002856743828385413
2000,Vietnam,0.00023973096571859703
2005,Vietnam,0.00018509492159511767
2010,Vietnam,0.00014799757933754172
2015,Vietnam,0.00014251635587749731
2020,Vietnam,0.00013035940743045334
1990,Afghanistan,0.0013988531225168303
1995,Afghanistan,0.00114860516970611
2000,Afghanistan,0.001034410225199215
2005,Afghanistan,0.0009580469905326497
2010,Afghanistan,0.0009847351995995548
2015,Afghanistan,0.004350576137000244
2020,Afghanistan,0.0015322769598632524
1990,Bangladesh,0.0033284238274165915
1995,Bangladesh,0.0016942876922573186
2000,Bangladesh,0.0012068038551358473
2005,Bangladesh,0.0014135741802067034
2010,Bangladesh,0.001957297323328877
2015,Bangladesh,0.0018860937096246246
2020,Bangladesh,0.003812959819030957
1990,Bhutan,0.00529953786824064
1995,Bhutan,0.007008598486052945
2000,Bhutan,0.007827225750997438
2005,Bhutan,0.0067746291295179605
2010,Bhutan,0.007273501754918294
2015,Bhutan,0.005760525357714474
2020,Bhutan,0.005576636962618518
1990,India,0.0006714472767674241
1995,India,0.0004990307385535211
2000,India,0.00033881628311163605
2005,India,0.0004208259181976192
2010,India,0.0003744268436186124
2015,India,0.0003328689110235964
2020,India,0.00027118537018271864
1990,Iran,0.036200587685402734
1995,Iran,0.02279019244252096
2000,Iran,0.018105508923897982
2005,Iran,0.018410633988866058
2010,Iran,0.01754104954034989
2015,Iran,0.016042127391804294
2020,Iran,0.015355800146709927
1990,Maldives,0.00922212413570593
1995,Maldives,0.01657328128934777
2000,Maldives,0.022358945725779896
2005,Maldives,0.03233063415977272
2010,Maldives,0.03435047712793591
2015,Maldives,0.00511305433554474
2020,Maldives,0.008596926788297671
1990,Nepal,0.004781893927051839
1995,Nepal,0.007008967433092786
2000,Nepal,0.007060160437914734
2005,Nepal,0.004928897434403465
2010,Nepal,0.0047484180608396475
2015,Nepal,0.002340289571365691
2020,Nepal,0.0014526642726272556
1990,Pakistan,0.005172064730504124
1995,Pakistan,0.002051078459067078
2000,Pakistan,0.0017587585946884589
2005,Pakistan,0.0011200531001074726
2010,Pakistan,0.001154986274655706
2015,Pakistan,0.0009551015905056725
2020,Pakistan,0.0010464328886094284
1990,Sri Lanka,0.00018636979403338462
1995,Sri Lanka,0.00018675741384998902
2000,Sri Lanka,0.00019123843582616442
2005,Sri Lanka,0.0001923255209980175
2010,Sri Lanka,0.0008851165679864186
2015,Sri Lanka,0.0008341295188871028
2020,Sri Lanka,0.0006848563389490152
1990,Armenia,0.02560904469097532
1995,Armenia,0.046154458220106054
2000,Armenia,0.05902826983476984
2005,Armenia,0.036942408952987026
2010,Armenia,0.006747960076654825
2015,Armenia,0.005117312622989316
2020,Armenia,0.005426841079712233
1990,Azerbaijan,0.00821496452042164
1995,Azerbaijan,0.00687101323684463
2000,Azerbaijan,0.00593777249877289
2005,Azerbaijan,0.004876906194333738
2010,Azerbaijan,0.004111170095870839
2015,Azerbaijan,0.0036340996811615317
2020,Azerbaijan,0.003146311213683559
1990,Bahrain,0.06252331492336574
1995,Bahrain,0.044174362868060556
2000,Bahrain,0.06113058786355908
2005,Bahrain,0.04535419504092078
2010,Bahrain,0.0679421757742992
2015,Bahrain,0.04773835097492224
2020,Bahrain,0.03664940235063467
1990,Cyprus,0.019451720287601615
1995,Cyprus,0.018140242298551188
2000,Cyprus,0.01745066193993775
2005,Cyprus,0.019394603452319206
2010,Cyprus,0.021453024715602943
2015,Cyprus,0.018322341249299087
2020,Cyprus,0.019945981359344885
1990,Georgia,0.00974327221647198
1995,Georgia,0.0027789991342882154
2000,Georgia,0.002392150354042837
2005,Georgia,0.0023179652640114693
2010,Georgia,0.0023329534121669755
2015,Georgia,0.0048176274421124305
2020,Georgia,0.004254263099513057
1990,Iraq,0.0016640916216571992
1995,Iraq,0.002890962890996639
2000,Iraq,0.0023373887423088387
2005,Iraq,0.00128265515709127
2010,Iraq,0.0007043243964582449
2015,Iraq,0.0041781422489524074
2020,Iraq,0.0029787057259962166
1990,Israel,0.03725922522248709
1995,Israel,0.03967793559470711
2000,Israel,0.036255776832260084
2005,Israel,0.031619871138086245
2010,Israel,0.01968992898062546
2015,Israel,0.014155299444907912
2020,Israel,0.01206002028065028
1990,Jordan,0.15576737126909201
1995,Jordan,0.15965356837302308
2000,Jordan,0.17770344334157476
2005,Jordan,0.18006642455415608
2010,Jordan,0.18121387732989458
2015,Jordan,0.16354255235457596
2020,Jordan,0.166886762310426
1990,Kuwait,0.17043167012670915
1995,Kuwait,0.13645310718491171
2000,Kuwait,0.1150214436980074
2005,Kuwait,0.09738234055561723
2010,Kuwait,0.17989668048627555
2015,Kuwait,0.12756244935587452
2020,Kuwait,0.15249979920680248
1990,Lebanon,0.08398334375062433
1995,Lebanon,0.0738650808203994
2000,Lebanon,0.06353665346960295
2005,Lebanon,0.04329843548118323
2010,Lebanon,0.031289117200989126
2015,Lebanon,0.11335667545989159
2020,Lebanon,0.08215438648515364
1990,Oman,0.021499229095917685
1995,Oman,0.03137687040635277
2000,Oman,0.03945770077509741
2005,Oman,0.03575265584445062
2010,Oman,0.031175415552198223
2015,Oman,0.02615188240171104
2020,Oman,0.06565083532714973
1990,Qatar,0.1762427169177471
1995,Qatar,0.19853655781414634
2000,Qatar,0.10406317989018797
2005,Qatar,0.16933823274517282
2010,Qatar,0.0965723209625018
2015,Qatar,0.10658734353246745
2020,Qatar,0.12703102330392285
1990,Saudi Arabia,0.07812817047113964
1995,Saudi Arabia,0.06771984662094481
2000,Saudi Arabia,0.061757882368427164
2005,Saudi Arabia,0.0657214687077165
2010,Saudi Arabia,0.07353585154521997
2015,Saudi Arabia,0.07607073733901563
2020,Saudi Arabia,0.07382075653934106
1990,Palestine,0.04964345961945233
1995,Palestine,0.03581396823044972
2000,Palestine,0.021507694302342208
2005,Palestine,0.011897016061684381
2010,Palestine,0.009960716356908123
2015,Palestine,0.01471023324413357
2020,Palestine,0.007561626026969767
1990,Syria,0.010131712829201727
1995,Syria,0.010860485709412107
2000,Syria,0.009974866013923596
2005,Syria,0.009688376203313316
2010,Syria,0.015402662070958693
2015,Syria,0.00864974412152948
2020,Syria,0.009615924704998217
1990,Turkey,0.007348239647527812
1995,Turkey,0.004916591539582679
2000,Turkey,0.002307772733658194
2005,Turkey,0.002058289782902229
2010,Turkey,0.0018438068045191205
2015,Turkey,0.011800419290030858
2020,Turkey,0.01665205758085989
1990,United Arab Emirates,0.17324851772306074
1995,United Arab Emirates,0.1831192013246662
2000,United Arab Emirates,0.1639872408598795
2005,United Arab Emirates,0.13323025782100342
2010,United Arab Emirates,0.12599897684186592
2015,United Arab Emirates,0.12464395584275155
2020,United Arab Emirates,0.15229222276146567
1990,Yemen,0.005003763027234787
1995,Yemen,0.004014802076507078
2000,Yemen,0.003173805196153201
2005,Yemen,0.002984321804452646
2010,Yemen,0.003950445984241577
2015,Yemen,0.004474131346578242
2020,Yemen,0.004165497662976102
1990,Belarus,0.019533776272308467
1995,Belarus,0.017725936100300013
2000,Belarus,0.015553350584781548
2005,Belarus,0.010893756098958773
2010,Belarus,0.005816841772732368
2015,Belarus,0.005006979239411218
2020,Belarus,0.005506956531585709
1990,Bulgaria,0.000577958451686632
1995,Bulgaria,0.0006801280058429667
2000,Bulgaria,0.0007862013658248219
2005,Bulgaria,0.0012138732534717218
2010,Bulgaria,0.0016018831487253015
2015,Bulgaria,0.005096851427530915
2020,Bulgaria,0.009831696156478177
1990,Czechia,0.0006282832684307144
1995,Czechia,0.0009460146994793492
2000,Czechia,0.001271505924461488
2005,Czechia,0.002637508755220841
2010,Czechia,0.0030362034350260437
2015,Czechia,0.002666631451158763
2020,Czechia,0.003501826784282577
1990,Hungary,0.0058894868381301774
1995,Hungary,0.004392950717091423
2000,Hungary,0.002909541980736967
2005,Hungary,0.0037458077787875443
2010,Hungary,0.004612294482532148
2015,Hungary,0.005852468698624708
2020,Hungary,0.008781048305703209
1990,Poland,0.0023472483398596
1995,Poland,0.001769277240730445
2000,Poland,0.0012734492649383704
2005,Poland,0.0021109773716288405
2010,Poland,0.0017341083894446157
2015,Poland,0.0020450871476409734
2020,Poland,0.004819798235535262
1990,Moldova,0.01588134586108272
1995,Moldova,0.008368194089206981
2000,Moldova,0.0056592742832573375
2005,Moldova,0.005368216159657788
