Country,Year,undesa_share_of_population_that_are_international_migrants_by_origin
Guyana,2005,52.61031205270748
Paraguay,2005,9.36966172426789
Peru,2005,3.477345624474721
Suriname,2005,49.81009528271477
Uruguay,2005,9.000725209442233
Venezuela,2005,1.6536003385233564
Canada,2005,3.6846924104985543
Greenland,2005,25.760406019807565
Saint Pierre and Miquelon,2005,8.114285714285714
United States,2005,0.7786608619920514
Australia,2005,2.1248759139844737
New Zealand,2005,13.433218397558806
Fiji,2005,19.114393030235906
New Caledonia,2005,2.2552362186010537
Papua New Guinea,2005,0.06917733323766856
Solomon Islands,2005,0.638196451295758
Vanuatu,2005,3.4709148421746736
Micronesia (country),2005,37.623781033589296
Kiribati,2005,4.355549778485469
Marshall Islands,2005,12.041913241761225
Nauru,2005,18.978472786352558
Palau,2005,19.11645774363122
American Samoa,2005,4.038953742430864
Samoa,2005,55.21305126806958
Tonga,2005,47.902049391524955
Tuvalu,2005,29.17875362608783
World,2010,3.1771553081455113
Burundi,2010,3.274445612214294
Comoros,2010,15.822188326451075
Djibouti,2010,1.642120748303368
Eritrea,2010,10.357121116111124
Ethiopia,2010,0.7762326505801087
Kenya,2010,1.0531163375785177
Madagascar,2010,0.760314566624621
Malawi,2010,1.7918707442545396
Mauritius,2010,11.87432539526729
Mozambique,2010,3.390373450267889
Reunion,2010,0.32839839778853724
Rwanda,2010,3.3293430303870637
Seychelles,2010,28.4114688900332
Somalia,2010,13.245957326397809
South Sudan,2010,4.234331597459586
Uganda,2010,2.256581655378331
Tanzania,2010,0.5911894080015095
Zambia,2010,1.3432764078986998
Zimbabwe,2010,5.943134078789528
Angola,2010,2.788902686292023
Cameroon,2010,1.3710966236270008
Central African Republic,2010,5.60624970792828
Chad,2010,1.6936138768189848
Congo,2010,4.167569467290695
Democratic Republic of Congo,2010,2.011255431115612
Equatorial Guinea,2010,8.943029121275064
Gabon,2010,2.2739950718716173
Sao Tome and Principe,2010,17.146785532122504
Algeria,2010,4.600837341144596
Egypt,2010,3.1254278874783465
Libya,2010,2.055596081557786
Morocco,2010,8.844782599124446
Sudan,2010,3.575604282574614
Tunisia,2010,5.789542224932289
Western Sahara,2010,32.08199811498586
Botswana,2010,2.2268062196983953
Eswatini,2010,6.482657974289118
Lesotho,2010,12.183355674429675
Namibia,2010,4.7005560020709085
South Africa,2010,1.4522667849503856
Benin,2010,5.882563955729454
Burkina Faso,2010,9.192621618509357
Cape Verde,2010,31.02910012097986
Cote d'Ivoire,2010,4.577010486172854
Gambia,2010,4.318539102464366
Ghana,2010,3.0751165050432183
Guinea,2010,4.472708848598257
Guinea-Bissau,2010,6.012466808485206
Liberia,2010,5.631428830611018
Mali,2010,6.61046402529491
Mauritania,2010,3.2680441875107316
Niger,2010,2.0401876211922665
Nigeria,2010,0.6289551132919377
Senegal,2010,4.318416348514132
Sierra Leone,2010,1.9753302712310985
Togo,2010,6.496405765848594
Kazakhstan,2010,23.3661285409124
Kyrgyzstan,2010,13.399189790011542
Tajikistan,2010,7.766921287664248
Turkmenistan,2010,4.612252175111274
Uzbekistan,2010,6.624169218108012
China,2010,0.6366584226140317
Hong Kong,2010,12.374819201633457
Taiwan,2010,0.0
North Korea,2010,0.3929269163023589
Japan,2010,0.5887491600141834
Mongolia,2010,2.1105539831949827
South Korea,2010,4.545952158290908
Brunei,2010,11.460911809054277
Cambodia,2010,6.659064763256256
Indonesia,2010,1.4125225599787516
Laos,2010,19.184345820115574
Malaysia,2010,5.668815274857215
Myanmar,2010,4.925362188250401
Philippines,2010,4.993993409415821
Singapore,2010,5.504027346589569
Thailand,2010,1.1448123129102759
Vietnam,2010,2.9905787530655443
Afghanistan,2010,18.055253512607678
Bangladesh,2010,4.282468207293013
Bhutan,2010,13.411193548669441
India,2010,1.07122780419521
Iran,2010,1.3363033331331864
Maldives,2010,0.9687474366335821
Nepal,2010,6.340220914902847
Pakistan,2010,2.669969921578721
Sri Lanka,2010,7.177528403535768
Armenia,2010,31.871495429417852
Azerbaijan,2010,12.852117334526067
Bahrain,2010,4.209566882430306
Cyprus,2010,14.692477285534913
Georgia,2010,19.65162562672355
Iraq,2010,8.590313280115843
Israel,2010,4.545980464567493
Jordan,2010,8.291614686194018
Kuwait,2010,5.943278549569435
Lebanon,2010,14.126690064977963
Oman,2010,0.682309501929188
Qatar,2010,1.1137034437322264
Saudi Arabia,2010,0.7852898320396268
Palestine,2010,87.28375750068054
Syria,2010,4.949420576887366
Turkey,2010,3.745392867990418
United Arab Emirates,2010,1.8199887298219253
Yemen,2010,3.7848781080632166
Belarus,2010,15.547902803395461
Bulgaria,2010,14.902105868934065
Czechia,2010,7.3974940858048495
Hungary,2010,5.1493848326547385
Poland,2010,9.695692519425625
Moldova,2010,20.24940713493829
Romania,2010,16.42919109450729
Russia,2010,7.052363584250947
Slovakia,2010,4.823128575745246
Ukraine,2010,11.857673397975361
Denmark,2010,4.2040926765065985
Estonia,2010,11.533117183881426
Faeroe Islands,2010,25.264620540275452
Finland,2010,5.439708344577419
Iceland,2010,10.131047443045246
Ireland,2010,16.016977250221217
Latvia,2010,13.128222554162509
Lithuania,2010,16.574103863052507
Norway,2010,3.683493529719735
Sweden,2010,3.1086168207837206
United Kingdom,2010,6.985411126643778
Albania,2010,37.92160796247256
Andorra,2010,9.364861344637317
Bosnia and Herzegovina,2010,42.44863955473491
Croatia,2010,18.95508556401411
Greece,2010,7.250946945343527
Vatican,2010,22.349936143039592
Italy,2010,4.313903062359706
Malta,2010,23.96917855341008
Montenegro,2010,23.828128128609162
North Macedonia,2010,25.408876163414284
Portugal,2010,18.18976024567634
San Marino,2010,7.2579353640178095
Serbia,2010,10.410122810400948
Slovenia,2010,6.017023142547286
Spain,2010,2.3163170296927973
Austria,2010,6.1522518874974805
Belgium,2010,4.424935790107357
France,2010,3.112010926925589
Germany,2010,4.573518693338628
Liechtenstein,2010,9.973330370041115
Luxembourg,2010,12.216818602453287
Monaco,2010,75.69434693476367
Netherlands,2010,5.121331526536081
Switzerland,2010,7.996043886580487
Anguilla,2010,14.697704494018751
Antigua and Barbuda,2010,46.969215040327164
Aruba,2010,13.138388303298198
Bahamas,2010,10.139856199427502
Barbados,2010,34.095154378639705
Cuba,2010,11.711727762207046
Dominica,2010,103.81788168235111
Dominican Republic,2010,12.21663441503594
Grenada,2010,60.182439492784326
Guadeloupe,2010,2.5677063109976155
Haiti,2010,11.289115495152533
Jamaica,2010,35.21802805515388
Martinique,2010,3.6068248015100517
Montserrat,2010,291.4793693391479
Puerto Rico,2010,46.194033194914496
Saint Kitts and Nevis,2010,73.03462488012894
Saint Lucia,2010,28.903108701146518
Saint Vincent and the Grenadines,2010,51.205431368926654
Trinidad and Tobago,2010,26.391490681733305
Turks and Caicos Islands,2010,44.855042874642706
United States Virgin Islands,2010,6.946446287179679
Belize,2010,17.791388212674246
Costa Rica,2010,2.8906767662048805
El Salvador,2010,21.622115058239356
Guatemala,2010,6.321746060605232
Honduras,2010,7.063484592124021
Mexico,2010,10.881672183089366
Nicaragua,2010,10.477419696026379
Panama,2010,3.839029991838451
Argentina,2010,2.2951993227853915
Bolivia,2010,7.761889545376334
Brazil,2010,0.7640775691067455
Chile,2010,3.351448855975705
Colombia,2010,5.647650530544406
Ecuador,2010,7.680289417560882
Falkland Islands,2010,38.643844634628046
French Guiana,2010,1.7045134998334421
Guyana,2010,58.608942796525355
Paraguay,2010,12.256864858082173
Peru,2010,4.475366271090215
Suriname,2010,48.89478120523278
Uruguay,2010,10.07473938557539
Venezuela,2010,1.9709182247980672
Canada,2010,3.7134623299359024
Greenland,2010,26.86272798673532
Saint Pierre and Miquelon,2010,7.565470417070805
United States,2010,0.8642565949550565
Australia,2010,2.197950257658797
New Zealand,2010,15.15576445174666
Fiji,2010,21.35421997264531
New Caledonia,2010,2.143341172718938
Papua New Guinea,2010,0.05787556329843929
Solomon Islands,2010,0.638615089957394
Vanuatu,2010,3.2563416534019707
Micronesia (country),2010,37.9241323020716
Kiribati,2010,3.4635188963373165
Marshall Islands,2010,11.518603289508702
Nauru,2010,21.28084723748626
Palau,2010,14.587278600868887
American Samoa,2010,3.0338406143632732
Samoa,2010,56.371810867788156
Tonga,2010,49.54847520220041
Tuvalu,2010,28.61895257104838
World,2015,3.360564869709573
Burundi,2015,4.527337211666811
Comoros,2015,15.660344594724961
Djibouti,2015,1.8565686139356978
Eritrea,2015,18.689530809035972
Ethiopia,2015,0.8355156593584203
Kenya,2015,1.003892386492355
Madagascar,2015,0.725705287760047
Malawi,2015,1.7764442033154964
Mauritius,2015,13.169881941185766
Mozambique,2015,2.207488269821453
Reunion,2015,0.32874091212880946
Rwanda,2015,4.4301528375330035
Seychelles,2015,28.935260736357797
Somalia,2015,14.557224782644369
South Sudan,2015,9.898394470819662
Uganda,2015,2.0568209444352608
Tanzania,2015,0.5712644328754094
Zambia,2015,1.1610725110630964
Zimbabwe,2015,8.448022033433801
Angola,2015,2.2173274069568696
Cameroon,2015,1.497846888555666
Central African Republic,2015,15.272599240046727
Chad,2015,1.3554630648734236
Congo,2015,4.2179793508896966
Democratic Republic of Congo,2015,2.06207836648535
Equatorial Guinea,2015,10.007658900797981
Gabon,2015,2.211594247544527
Sao Tome and Principe,2015,17.630453421848287
Algeria,2015,4.6226869599844145
Egypt,2015,3.4086781834628987
Libya,2015,2.376698557175832
Morocco,2015,8.573169878911624
Sudan,2015,4.736407122668441
Tunisia,2015,6.926470429074332
Western Sahara,2015,29.77952720584937
Botswana,2015,2.607326959385415
Eswatini,2015,4.187899329552063
Lesotho,2015,9.2984933057667
Namibia,2015,2.1776309224454957
South Africa,2015,1.420121979832258
Benin,2015,6.003453870201122
Burkina Faso,2015,8.384960511558525
Cape Verde,2015,32.66932194991806
Cote d'Ivoire,2015,4.548235893442167
Gambia,2015,4.648586194663112
Ghana,2015,3.2038726566070848
Guinea,2015,4.316015190915122
Guinea-Bissau,2015,5.64993118263972
Liberia,2015,4.600412903722059
Mali,2015,7.04489972115009
Mauritania,2015,2.832955704761679
Niger,2015,1.8748091096225348
Nigeria,2015,0.7212898112170661
Senegal,2015,4.077984970967421
Sierra Leone,2015,1.9422443870941477
Togo,2015,6.764564268822676
Kazakhstan,2015,22.112302462837206
Kyrgyzstan,2015,12.465603177378696
Tajikistan,2015,6.920495447194996
Turkmenistan,2015,4.2860533776988525
Uzbekistan,2015,6.38878876890441
China,2015,0.7279263972271948
Hong Kong,2015,13.321598465458909
Taiwan,2015,0.0
North Korea,2015,0.41255834298767563
Japan,2015,0.5972630931783416
Mongolia,2015,2.1839740958027076
South Korea,2015,4.235342886590105
Brunei,2015,10.872132538309144
Cambodia,2015,6.923148536201711
Indonesia,2015,1.5732811201462642
Laos,2015,19.109159254490322
Malaysia,2015,5.883651214951357
Myanmar,2015,5.395700332440382
Philippines,2015,5.384447531693403
Singapore,2015,5.8052700011426746
Thailand,2015,1.341332244499885
Vietnam,2015,3.1393856358144725
Afghanistan,2015,15.694131184113443
Bangladesh,2015,4.371844570964367
Bhutan,2015,7.060318594283438
India,2015,1.2125045221456956
Iran,2015,1.4722697060579568
Maldives,2015,0.7926772972473918
Nepal,2015,8.403343427342842
Pakistan,2015,2.907435485914484
Sri Lanka,2015,7.9216142089754635
Armenia,2015,32.28511200765392
Azerbaijan,2015,11.746632274525522
Bahrain,2015,4.134626669183943
Cyprus,2015,14.34856721048556
Georgia,2015,20.598755522864284
Iraq,2015,4.710447343125624
Israel,2015,4.152737558557402
Jordan,2015,7.627760553982578
Kuwait,2015,5.084852700550737
Lebanon,2015,11.590693009500999
Oman,2015,0.5342202556580316
Qatar,2015,0.9188107142356027
Saudi Arabia,2015,0.8919505956237146
Palestine,2015,83.32644463874097
Syria,2015,35.82650304535469
Turkey,2015,3.91386345903286
United Arab Emirates,2015,1.9251430654084856
Yemen,2015,4.13331164103273
Belarus,2015,15.5717340380091
Bulgaria,2015,16.384274485505653
Czechia,2015,7.732721841192523
Hungary,2015,6.1453426979650585
Poland,2015,10.719434856258898
Moldova,2015,22.840245117246276
Romania,2015,17.16779299682181
Russia,2015,7.021412461541986
Slovakia,2015,6.390906344711011
Ukraine,2015,12.90591909876123
Denmark,2015,4.163204390462136
Estonia,2015,14.37730455475052
Faeroe Islands,2015,26.78132678132678
Finland,2015,5.1489948784264845
Iceland,2015,11.205891526388625
Ireland,2015,15.833458716109035
Latvia,2015,18.483386937314627
Lithuania,2015,18.97395247814366
Norway,2015,3.5689264277446155
Sweden,2015,3.0968722929326105
United Kingdom,2015,6.649493003728249
Albania,2015,39.53760633020172
Andorra,2015,11.206133883810084
Bosnia and Herzegovina,2015,46.46432776708904
Croatia,2015,19.047153305295645
Greece,2015,7.693613829309297
Vatican,2015,39.24050632911392
Italy,2015,4.395390251480191
Malta,2015,21.57814738017202
Montenegro,2015,21.37754263849036
North Macedonia,2015,27.09298886422823
Portugal,2015,19.016099578467
San Marino,2015,11.085061617072437
Serbia,2015,9.31521654762759
Slovenia,2015,6.592220255031023
Spain,2015,2.7195860534468275
Austria,2015,5.936787296943183
Belgium,2015,4.569420206413381
France,2015,3.288069789062742
Germany,2015,4.4386757761533735
Liechtenstein,2015,9.43814226611504
Luxembourg,2015,12.239453295244212
Monaco,2015,77.71651247249689
Netherlands,2015,5.119068450721588
Switzerland,2015,7.77235733161379
Anguilla,2015,15.51315549614146
Antigua and Barbuda,2015,55.7747592737066
Aruba,2015,15.885197645079899
Bahamas,2015,11.481827899518974
Barbados,2015,35.70604955016525
Cuba,2015,13.296747476793582
Dominica,2015,101.98103266596416
Dominican Republic,2015,14.147519737785915
Grenada,2015,63.00466228114195
Guadeloupe,2015,2.7864712210241147
Haiti,2015,13.716390196287426
Jamaica,2015,35.68272003276348
Martinique,2015,3.0684574676692313
Montserrat,2015,324.7741935483871
Puerto Rico,2015,46.424185359399665
Saint Kitts and Nevis,2015,78.5309741426451
Saint Lucia,2015,32.344485320798746
Saint Vincent and the Grenadines,2015,57.07793100288633
Trinidad and Tobago,2015,26.90099917392282
Turks and Caicos Islands,2015,47.50290360046458
United States Virgin Islands,2015,7.229202099449535
Belize,2015,17.482531045144988
Costa Rica,2015,2.851537964088902
El Salvador,2015,23.918830959913652
Guatemala,2015,6.879681032215193
Honduras,2015,8.009027638171103
Mexico,2015,9.784511021744438
Nicaragua,2015,10.534345968671595
Panama,2015,3.7850668642229164
Argentina,2015,2.191140765767648
Bolivia,2015,7.580757280860283
Brazil,2015,0.7356668751502254
Chile,2015,3.4392718358966237
Colombia,2015,5.678977527819633
Ecuador,2015,6.9749103473952845
Falkland Islands,2015,44.06561595368286
French Guiana,2015,1.7490938942411944
Guyana,2015,62.71009977418224
Paraguay,2015,12.64199597353525
Peru,2015,4.628043317229688
Suriname,2015,45.53668517140731
Uruguay,2015,10.35239314738836
Venezuela,2015,2.3573701158510088
Canada,2015,3.507268560056678
Greenland,2015,29.25902580803306
Saint Pierre and Miquelon,2015,7.763975155279502
United States,2015,0.8469755974034168
Australia,2015,2.1650810473239757
New Zealand,2015,15.993925271214145
Fiji,2015,24.011088700393262
New Caledonia,2015,2.063516699555812
Papua New Guinea,2015,0.061422546169280536
Solomon Islands,2015,0.6443023346426079
Vanuatu,2015,2.489967838069104
Micronesia (country),2015,38.526532336572195
Kiribati,2015,3.720464810190486
Marshall Islands,2015,13.273797089339181
Nauru,2015,21.85270869481396
Palau,2015,14.486272289838665
American Samoa,2015,2.531367790571591
Samoa,2015,60.38706010025322
Tonga,2015,58.74479063306212
Tuvalu,2015,28.858455716731235
World,2020,3.603673743851559
Burundi,2020,4.634725002504041
Comoros,2020,17.344050966254407
Djibouti,2020,1.858801905259301
Eritrea,2020,22.63748837914893
Ethiopia,2020,0.8229814827535429
Kenya,2020,0.9956017429372175
Madagascar,2020,0.6988764118792451
Malawi,2020,1.6259944155644905
Mauritius,2020,14.38730522178984
Mozambique,2020,2.048155784745917
Rwanda,2020,3.8023552584736704
Seychelles,2020,29.751881228391298
Somalia,2020,12.799301387591777
South Sudan,2020,23.011723796422086
Uganda,2020,1.7084016527841541
Tanzania,2020,0.5488697072145238
Zambia,2020,1.0917127956572568
Zimbabwe,2020,8.365202897114411
Angola,2020,2.0326798284490346
Cameroon,2020,1.661332251231303
Central African Republic,2020,16.90906636431925
Chad,2020,1.3533721432772559
Congo,2020,4.055151671990971
Democratic Republic of Congo,2020,2.0456010269780944
Equatorial Guinea,2020,9.178572828647491
Gabon,2020,2.174209966357075
Sao Tome and Principe,2020,18.072558530030435
Algeria,2020,4.61183329208384
Egypt,2020,3.528100906593455
Libya,2020,2.699901779681157
Morocco,2020,8.838181205496811
Sudan,2020,4.800278426534317
Tunisia,2020,7.634293620455454
Botswana,2020,2.702854409185138
Eswatini,2020,4.313097113856317
Lesotho,2020,9.436985004565289
Namibia,2020,1.8800306661062387
South Africa,2020,1.5426086801107899
Benin,2020,5.624151317168952
Burkina Faso,2020,7.651177963571072
Cape Verde,2020,33.73418131326575
Cote d'Ivoire,2020,4.356986952331038
Gambia,2020,5.76042014942913
Ghana,2020,3.2321493826864494
Guinea,2020,4.194005356972074
Guinea-Bissau,2020,5.680391951617837
Liberia,2020,4.618009414203398
Mali,2020,6.436826256143327
Mauritania,2020,2.8007639268247573
Niger,2020,1.6512290266189815
Nigeria,2020,0.8103513858306121
Senegal,2020,4.143382109218087
Sierra Leone,2020,1.9115743604883297
Togo,2020,6.588070136785358
Kazakhstan,2020,22.38890450812275
Kyrgyzstan,2020,11.869318356866009
Tajikistan,2020,6.152998822979516
Turkmenistan,2020,4.021662734052186
Uzbekistan,2020,6.058773620486107
China,2020,0.7268114505555301
Hong Kong,2020,13.442571870196405
Taiwan,2020,0.0
North Korea,2020,0.42816940964896955
Japan,2020,0.6395063656826949
Mongolia,2020,2.504291869058644
South Korea,2020,4.299959295235892
Brunei,2020,10.363831280301177
Cambodia,2020,6.608175826131883
Indonesia,2020,1.6822565390065527
Laos,2020,17.813772583153785
Malaysia,2020,5.746885975831797
Myanmar,2020,6.821843508541862
Philippines,2020,5.561458895939934
Singapore,2020,5.956300339997159
Thailand,2020,1.557285591121533
Vietnam,2020,3.484769240990492
Afghanistan,2020,15.03747102914044
Bangladesh,2020,4.494377758401099
Bhutan,2020,6.738879125778241
India,2020,1.2948866100885614
Iran,2020,1.5776478295744645
Maldives,2020,0.6872731443625102
Nepal,2020,8.922394656271202
Pakistan,2020,2.8649251747902467
Sri Lanka,2020,9.153327962826754
Armenia,2020,32.33595456855584
Azerbaijan,2020,11.479454689360821
Bahrain,2020,3.424458283845102
Cyprus,2020,14.346164900141714
Georgia,2020,21.58534032726065
Iraq,2020,5.166202610513821
Israel,2020,4.144062167806727
Jordan,2020,7.986845226077463
Kuwait,2020,4.970562429356503
Lebanon,2020,12.55323831042737
Oman,2020,0.49149907708070034
Qatar,2020,0.8922063407218177
Saudi Arabia,2020,0.8596229772463944
Palestine,2020,78.85636066535253
Syria,2020,48.32512287967246
Turkey,2020,4.044872822697932
United Arab Emirates,2020,2.054659063334142
Yemen,2020,4.362527311770736
Belarus,2020,15.70087416863074
Bulgaria,2020,24.222311610727292
Czechia,2020,9.581751094548482
Hungary,2020,7.395384225209231
Poland,2020,12.749085419947178
Moldova,2020,28.74203357839425
Romania,2020,20.72543355275339
Russia,2020,7.3709095165048755
Slovakia,2020,7.686418324421579
Ukraine,2020,14.037540198636938
Denmark,2020,4.437430801372121
Estonia,2020,15.57669996886635
Finland,2020,5.629035803662991
Iceland,2020,12.674285714285713
Ireland,2020,14.871351509863914
Latvia,2020,20.14683475046681
Lithuania,2020,24.17291171296529
Norway,2020,3.5304087144606346
Sweden,2020,3.243610676811294
United Kingdom,2020,6.97126023207965
Albania,2020,43.45162971714504
Andorra,2020,14.407558402899113
Bosnia and Herzegovina,2020,51.43962704389001
Croatia,2020,25.321757312799065
Greece,2020,10.443261554001053
Vatican,2020,21.508034610630407
Italy,2020,5.389898234634917
Malta,2020,23.280616208307762
Montenegro,2020,21.170680601596658
North Macedonia,2020,33.30626193973255
Portugal,2020,20.412658714229995
San Marino,2020,7.0923448641640645
Serbia,2020,11.49043705371296
Slovenia,2020,7.7057354449303785
Spain,2020,3.1864611584230857
Austria,2020,6.6701456741872445
Belgium,2020,4.982589587092445
France,2020,3.587838203037091
Germany,2020,4.601440049164551
Liechtenstein,2020,9.71759708419645
Luxembourg,2020,13.060724372819404
Monaco,2020,82.94771175211497
Netherlands,2020,5.663321811606074
Switzerland,2020,8.24557479024493
Antigua and Barbuda,2020,67.96932440160117
Bahamas,2020,13.679154121572138
Barbados,2020,34.66285742124292
Cuba,2020,15.514783938998198
Dominica,2020,108.61218763456544
Dominican Republic,2020,14.828366843954372
Grenada,2020,55.283107741803605
Haiti,2020,15.519981393607893
Jamaica,2020,37.78690182668217
Saint Kitts and Nevis,2020,94.53489246503234
Saint Lucia,2020,38.78853557989206
Saint Vincent and the Grenadines,2020,50.04641856021343
Trinidad and Tobago,2020,23.617086497876727
Belize,2020,13.267910900078213
Costa Rica,2020,2.9493058066623554
El Salvador,2020,24.653229216917577
Guatemala,2020,7.638223227877744
Honduras,2020,9.945643482306417
Mexico,2020,8.675636515726923
Nicaragua,2020,10.840790187535644
Panama,2020,3.2335458128919097
Argentina,2020,2.3810808695688537
Bolivia,2020,7.943473797589297
Brazil,2020,0.8925165952075074
Chile,2020,3.367822563563728
Colombia,2020,5.94359588579924
Ecuador,2020,6.3928309488263375
Guyana,2020,55.738094662955994
Paraguay,2020,12.568948185286285
Peru,2020,4.608886624061024
Suriname,2020,46.57230913994075
Uruguay,2020,10.566748624748001
Venezuela,2020,19.043985986327232
Canada,2020,3.4240994758195726
United States,2020,0.9051960844288958
Australia,2020,2.3481089970576727
New Zealand,2020,16.717545585209177
Fiji,2020,26.087072923685138
Papua New Guinea,2020,0.05376087498115296
Solomon Islands,2020,0.6216533358180055
Vanuatu,2020,2.359107927722611
Micronesia (country),2020,44.33799045391711
Kiribati,2020,4.272223431508799
Marshall Islands,2020,18.39037740311518
Nauru,2020,22.650913789920622
Palau,2020,14.680521777581252
Samoa,2020,68.40985837407388
Tonga,2020,70.53180317322156
Tuvalu,2020,31.12279511533243
