Country,Year,undesa_refugees_by_destination_per_1000
India,1990,8.696890048844583
Iran,1990,76.13782881134536
Maldives,1990,38.93636375857572
Nepal,1990,22.74335272100999
Pakistan,1990,57.67138013760749
Sri Lanka,1990,2.398796844168937
Armenia,1990,186.19515658403623
Azerbaijan,1990,49.78766376013115
Bahrain,1990,349.2691464671212
Cyprus,1990,57.1407327788619
Georgia,1990,56.27495194440337
Iraq,1990,4.8015074016685
Israel,1990,367.0360322528723
Jordan,1990,321.4764456987993
Kuwait,1990,512.7501372085809
Lebanon,1990,186.83090310777757
Oman,1990,167.7557917135261
Qatar,1990,650.3658600598394
Saudi Arabia,1990,307.90383709628793
Palestine,1990,137.206541213308
Syria,1990,57.37830310501996
Turkey,1990,21.58101002567461
United Arab Emirates,1990,714.5851894268164
Yemen,1990,10.150566349902865
Belarus,1990,123.03816272761617
Bulgaria,1990,2.432854461013592
Czechia,1990,10.675496865497964
Hungary,1990,33.488048483516884
Poland,1990,29.70930627249445
Moldova,1990,124.64878519649933
Romania,1990,5.7824555296920845
Russia,1990,78.11852490248833
Slovakia,1990,7.808518745077722
Ukraine,1990,133.93907219077218
Denmark,1990,45.74667333966529
Estonia,1990,244.04917821224268
Faeroe Islands,1990,90.10050885234871
Finland,1990,12.660571391972331
Iceland,1990,37.57782970781512
Ireland,1990,64.92985663712328
Latvia,1990,242.45443801284094
Lithuania,1990,94.49531727919243
Norway,1990,45.34354408909595
Sweden,1990,92.06635638103853
United Kingdom,1990,63.889486359499465
Albania,1990,20.088738219210178
Andorra,1990,713.4915975636604
Bosnia and Herzegovina,1990,12.546427382398527
Croatia,1990,99.53960853116487
Greece,1990,60.44783928010882
Vatican,1990,1000.0
Italy,1990,25.03528724296949
Malta,1990,41.64721546225729
North Macedonia,1990,47.661127191519164
Portugal,1990,44.03903325175299
San Marino,1990,137.2077599071464
Serbia,1990,10.429961008342687
Slovenia,1990,88.7543087035313
Spain,1990,20.95796178837873
Austria,1990,102.69856604531824
Belgium,1990,127.97454066313598
France,1990,104.06906075139754
Germany,1990,75.09021936199952
Liechtenstein,1990,378.8120875303925
Luxembourg,1990,298.06433024254807
Monaco,1990,691.7065878435769
Netherlands,1990,78.99953773500309
Switzerland,1990,209.27530106166162
Anguilla,1990,305.87955248750296
Antigua and Barbuda,1990,192.36243263556844
Aruba,1990,228.42503123369127
Bahamas,1990,104.80940728338544
Barbados,1990,92.06961173941203
Cuba,1990,3.2608328443578203
Dominica,1990,35.770071852546074
Dominican Republic,1990,40.81465862927422
Grenada,1990,44.255045262021426
Guadeloupe,1990,187.22229950911782
Haiti,1990,2.711598534509155
Jamaica,1990,8.461089937150321
Martinique,1990,107.70027018980069
Montserrat,1990,187.5698844576966
Puerto Rico,1990,91.2229484336956
Saint Kitts and Nevis,1990,79.73174366616989
Saint Lucia,1990,38.43673697099675
Saint Vincent and the Grenadines,1990,36.93401185237559
Trinidad and Tobago,1990,41.49138373674681
Turks and Caicos Islands,1990,3438.858695652174
United States Virgin Islands,1990,1022.7295090032471
Belize,1990,162.10797956855092
Costa Rica,1990,133.87932946853212
El Salvador,1990,8.986591080125251
Guatemala,1990,28.525705378558737
Honduras,1990,54.57245592700505
Mexico,1990,8.287443636695246
Nicaragua,1990,9.92491796326048
Panama,1990,25.392703847028628
Argentina,1990,50.5820780799989
Bolivia,1990,10.744316072088507
Brazil,1990,5.359058503599503
Chile,1990,8.098237410540733
Colombia,1990,3.150118046729243
Ecuador,1990,7.688743087017203
Falkland Islands,1990,426.85971043434853
French Guiana,1990,543.5157811992685
Guyana,1990,5.509171189254492
Paraguay,1990,46.38049842627278
Peru,1990,2.5683878341746094
Suriname,1990,44.63075901660789
Uruguay,1990,31.552631562021844
Venezuela,1990,52.209366379959114
Canada,1990,157.33877417580845
Greenland,1990,167.0866935483871
Saint Pierre and Miquelon,1990,196.91811503314818
United States,1990,92.22194789551841
Australia,1990,233.20006367699256
New Zealand,1990,152.44859373045827
Fiji,1990,18.231479257454623
New Caledonia,1990,222.01203377944356
Papua New Guinea,1990,7.303108012989177
Solomon Islands,1990,13.55056129336356
Vanuatu,1990,15.746205014497697
Micronesia (country),1990,1131.5106329955142
Kiribati,1990,29.864353399452995
Marshall Islands,1990,24.500158679784196
Nauru,1990,296.1287607826636
Palau,1990,185.95233353249685
American Samoa,1990,451.79162774900226
Samoa,1990,20.620773110069596
Tonga,1990,30.61986557132188
Tuvalu,1990,35.69023569023569
World,1995,28.115554182772712
Burundi,1995,42.56741724296664
Comoros,1995,29.320942207936998
Djibouti,1995,158.27470514050938
Eritrea,1995,5.625554899744899
Ethiopia,1995,14.144322843331006
Kenya,1995,22.282425169969912
Madagascar,1995,1.571529994316311
Malawi,1995,24.544264577144123
Mauritius,1995,6.63875195361645
Mozambique,1995,10.866950194070673
Rwanda,1995,36.963140517674155
Seychelles,1995,67.15979805095691
Somalia,1995,2.6065029492179757
Uganda,1995,29.735087032348794
Tanzania,1995,37.304402341950826
Zambia,1995,26.86034178893935
Zimbabwe,1995,37.791301706526696
Angola,1995,2.854959823107656
Cameroon,1995,17.99935941101107
Central African Republic,1995,30.940880551544033
Chad,1995,12.779168061665933
Congo,1995,70.77848018047432
Democratic Republic of Congo,1995,43.701956783536865
Equatorial Guinea,1995,7.305220948209224
Gabon,1995,158.0043707042991
Sao Tome and Principe,1995,37.48509633274858
Algeria,1995,9.11168828423104
Egypt,1995,2.6783927397597056
Libya,1995,102.65951556701873
Morocco,1995,1.8655821396071128
Sudan,1995,43.7189177505581
Tunisia,1995,4.149626317750455
Botswana,1995,27.340551453096403
Eswatini,1995,37.93227712346089
Lesotho,1995,3.794378799514168
Namibia,1995,70.8731554071404
South Africa,1995,24.225619990423247
Benin,1995,17.898919525219657
Burkina Faso,1995,45.996979151387336
Cape Verde,1995,25.833057200844966
Cote d'Ivoire,1995,146.2274113243753
Gambia,1995,133.6993399652837
Ghana,1995,14.862944513296004
Guinea,1995,106.5397954861808
Guinea-Bissau,1995,25.679386508701842
Liberia,1995,102.00390578957742
Mali,1995,18.380268025362888
Mauritania,1995,38.710597632292114
Niger,1995,15.38404151865133
Nigeria,1995,4.289079427150797
Senegal,1995,33.101135710467766
Sierra Leone,1995,22.88965516119716
Togo,1995,24.03595775304741
Kazakhstan,1995,205.30934431239854
Kyrgyzstan,1995,113.5188572469786
Tajikistan,1995,60.426491368486644
Turkmenistan,1995,65.01315044936347
Uzbekistan,1995,66.36719801160396
China,1995,0.35634674912895453
Hong Kong,1995,401.66075137806996
North Korea,1995,1.6074703942403132
Japan,1995,10.781195428631518
Mongolia,1995,3.2306114358597
South Korea,1995,2.7352418735976296
Brunei,1995,285.2392363822397
Cambodia,1995,8.655099944679806
Indonesia,1995,1.924297000292844
Laos,1995,4.85424773500421
Malaysia,1995,45.752934310913076
Myanmar,1995,2.589040152934752
Philippines,1995,2.9712361214957212
Singapore,1995,281.19742572527684
Thailand,1995,13.616229108340468
Vietnam,1995,0.6843102903303413
Afghanistan,1995,3.9491654142736468
Bangladesh,1995,8.1161373949918
Bhutan,1995,52.32039414248011
India,1995,7.212444340421337
Iran,1995,47.811538361507736
Maldives,1995,72.83272475446991
Nepal,1995,31.990296288379433
Pakistan,1995,29.644545362627827
Sri Lanka,1995,2.238731887011271
Armenia,1995,215.70522812414816
Azerbaijan,1995,44.250997181116176
Bahrain,1995,365.4066539175232
Cyprus,1995,72.41249907936837
Georgia,1995,30.592301193749833
Iraq,1995,9.899082560611657
Israel,1995,339.98480090936545
Jordan,1995,334.9640279617385
Kuwait,1995,574.1017381454842
Lebanon,1995,172.40296464750526
Oman,1995,244.8174381778614
Qatar,1995,704.4018175196271
Saudi Arabia,1995,274.8409097371664
Palestine,1995,107.5992364065589
Syria,1995,57.900423206148886
Turkey,1995,20.794097395511404
United Arab Emirates,1995,755.2974018870448
Yemen,1995,9.153901617970467
Belarus,1995,117.71466358180703
Bulgaria,1995,3.8708460904573827
Czechia,1995,15.986576805407122
Hungary,1995,31.13580154344619
Poland,1995,25.084739081530753
Moldova,1995,84.60370243574508
Romania,1995,5.8801867053009556
Russia,1995,80.47716742060585
Slovakia,1995,12.896174660076236
Ukraine,1995,121.25499592044073
Denmark,1995,57.92563660620149
Estonia,1995,220.34143134876828
Finland,1995,19.482079745075804
Iceland,1995,47.59609456444978
Ireland,1995,63.162759104499216
Latvia,1995,214.50992554842063
Lithuania,1995,75.43879144401836
Norway,1995,53.42390970818384
Sweden,1995,105.92772797946137
United Kingdom,1995,71.72651942046298
Albania,1995,22.92186475540834
Andorra,1995,692.2330097087379
Bosnia and Herzegovina,1995,18.14445310049571
Croatia,1995,146.00814466759502
Greece,1995,79.83340378141477
Vatican,1995,1000.0
Italy,1995,31.044551888001926
Malta,1995,47.069062041481274
North Macedonia,1995,55.13299069864299
Portugal,1995,52.800019660456776
San Marino,1995,141.13789778206365
Serbia,1995,88.1189015337189
Slovenia,1995,87.59817309401815
Spain,1995,25.637932277728133
Austria,1995,112.00004305320839
Belgium,1995,126.44458677062848
France,1995,105.3251600592209
Germany,1995,91.99568545955526
Liechtenstein,1995,430.99987048309805
Luxembourg,1995,308.9735265653138
Monaco,1995,685.3014870977189
Netherlands,1995,87.029795733758
Switzerland,1995,211.39660974403756
Antigua and Barbuda,1995,255.56267474370924
Bahamas,1995,112.97777492246028
Barbados,1995,98.60314714895377
Cuba,1995,2.405070568758274
Dominica,1995,43.89283454046832
Dominican Republic,1995,41.35709370182955
Grenada,1995,55.28189378377839
Haiti,1995,2.340884360777423
Jamaica,1995,8.964342731296659
Saint Kitts and Nevis,1995,100.95776790170402
Saint Lucia,1995,48.716220356639504
Saint Vincent and the Grenadines,1995,38.27179919106282
Trinidad and Tobago,1995,36.67198214000957
Belize,1995,161.60454576202395
Costa Rica,1995,102.745602624605
El Salvador,1995,7.024301949222916
Guatemala,1995,15.005832740707918
Honduras,1995,26.17651746975395
Mexico,1995,5.002537002544857
Nicaragua,1995,5.721827485364404
Panama,1995,25.860077155362312
Argentina,1995,45.7982458336597
Bolivia,1995,10.967506803034345
Brazil,1995,4.576950426129473
Chile,1995,9.903229736405267
Colombia,1995,2.9362651743734007
Ecuador,1995,10.047223074576143
Guyana,1995,8.34364467002409
Paraguay,1995,39.057217347542455
Peru,1995,2.3347301438469
Suriname,1995,50.51476628999369
Uruguay,1995,28.976436563258407
Venezuela,1995,46.50914019902434
Canada,1995,166.80676445498005
United States,1995,107.29616686166756
Australia,1995,230.82925810990812
New Zealand,1995,160.170506185135
Fiji,1995,16.766224588227406
Papua New Guinea,1995,6.463387855516696
Solomon Islands,1995,11.628942651332123
Vanuatu,1995,14.634784521975964
Micronesia (country),1995,1103.7057702143488
Kiribati,1995,28.604148437902108
Marshall Islands,1995,29.333650453878782
Nauru,1995,245.15339732731036
Palau,1995,276.78051054901505
Samoa,1995,27.603645986474564
Tonga,1995,34.11411661734673
Tuvalu,1995,28.285652828565283
World,2000,28.203697165712473
Burundi,2000,19.69439419608893
Comoros,2000,25.442604331456344
Djibouti,2000,140.06441120604478
Eritrea,2000,5.649941786231365
Ethiopia,2000,9.231948105731798
Kenya,2000,22.144902555665016
Madagascar,2000,1.4930734861581985
Malawi,2000,20.865117536484583
Mauritius,2000,13.114828793390187
Mayotte,2000,227370.0
Mozambique,2000,11.049166027972678
Reunion,2000,139.10239316688057
Rwanda,2000,43.747119876657614
Seychelles,2000,81.16249783945283
Somalia,2000,2.2651525824903493
Uganda,2000,24.705119318648133
Tanzania,2000,28.346965061261056
Zambia,2000,32.997783589808776
Zimbabwe,2000,34.51665373056997
Angola,2000,2.8122390095756287
Cameroon,2000,14.64759702626231
Central African Republic,2000,33.93261383779513
Chad,2000,12.545397403961436
Congo,2000,97.8058591426799
Democratic Republic of Congo,2000,15.802438891321945
Equatorial Guinea,2000,7.451582038338447
Gabon,2000,174.56704432498967
Sao Tome and Principe,2000,30.682393296969014
Algeria,2000,8.057086605675789
Egypt,2000,2.684437158122856
Libya,2000,105.90655692452239
Morocco,2000,1.841863031571659
Sudan,2000,29.517339657948543
Tunisia,2000,3.7822092679629193
Western Sahara,2000,10.423632393442208
Botswana,2000,45.59879221070836
Eswatini,2000,33.899855982304125
Lesotho,2000,3.033739094502424
Namibia,2000,75.53119582655135
South Africa,2000,22.61540407892214
Benin,2000,19.61200976529673
Burkina Faso,2000,44.82815270326348
Cape Verde,2000,25.75330820359757
Cote d'Ivoire,2000,131.49126144204743
Gambia,2000,138.50868325911355
Ghana,2000,9.938404002313417
Guinea,2000,67.96420464922122
Guinea-Bissau,2000,17.023153986706124
Liberia,2000,53.316070125229636
Mali,2000,17.309267809978177
Mauritania,2000,21.81036773771898
Niger,2000,10.789334320311209
Nigeria,2000,3.989749979500564
Senegal,2000,23.66884740967067
Sierra Leone,2000,21.370379337647805
Togo,2000,28.01718623525355
Kazakhstan,2000,192.6051838792971
Kyrgyzstan,2000,79.22105581468698
Tajikistan,2000,48.179399771151104
Turkmenistan,2000,48.507703944618044
Uzbekistan,2000,56.78242047674289
China,2000,0.3936567340012282
Hong Kong,2000,404.02504992183253
North Korea,2000,1.5780399019969316
Japan,2000,13.22450502088357
Mongolia,2000,3.422850509527546
South Korea,2000,5.154663001432463
Brunei,2000,289.03309461349596
Cambodia,2000,12.018272611789433
Indonesia,2000,1.3819758786260314
Laos,2000,4.122695846367029
Malaysia,2000,63.1017546933611
Myanmar,2000,2.097851745531403
Philippines,2000,4.078572047043382
Singapore,2000,335.5011030382697
Thailand,2000,19.980433226953362
Vietnam,2000,0.7102203491357341
Afghanistan,2000,3.653376183598455
Bangladesh,2000,7.7382856372763005
Bhutan,2000,54.37603846947788
India,2000,6.068028937576738
Iran,2000,37.73759227977789
Maldives,2000,96.96631304671506
Nepal,2000,29.98609211715803
Pakistan,2000,29.37899912214518
Sri Lanka,2000,2.1372266517893705
Armenia,2000,214.32780915540377
Azerbaijan,2000,40.323816720533934
Bahrain,2000,360.1525706805495
Cyprus,2000,84.89029861505712
Georgia,2000,17.449286870980224
Iraq,2000,8.959429837673984
Israel,2000,311.3563537124183
Jordan,2000,376.34883001349925
Kuwait,2000,551.3800392445834
Lebanon,2000,180.3158343425869
Oman,2000,274.96270899168553
Qatar,2000,607.1173584351534
Saudi Arabia,2000,254.7148545478478
Palestine,2000,85.36018354787471
Syria,2000,50.875862775394836
Turkey,2000,20.25551913216714
United Arab Emirates,2000,780.7778200019336
Yemen,2000,8.325544769160858
Belarus,2000,113.81964588439504
Bulgaria,2000,5.421388553143173
Czechia,2000,21.45796236000363
Hungary,2000,29.055010861005066
Poland,2000,21.403569843984826
Moldova,2000,58.96933346245793
Romania,2000,6.064572195236997
Russia,2000,81.28346669294994
Slovakia,2000,21.554276396515267
Ukraine,2000,113.17171948155678
Denmark,2000,69.46501829554153
Estonia,2000,178.336100566717
Faeroe Islands,2000,78.54753732811577
Finland,2000,26.253707387094682
Iceland,2000,56.66829506595017
Ireland,2000,92.66275364483313
Latvia,2000,180.43243923410859
Lithuania,2000,61.19950586005879
Norway,2000,64.99569384636756
Sweden,2000,113.01941690511732
United Kingdom,2000,80.27664096574352
Albania,2000,24.50909899701078
Andorra,2000,644.5480960391498
Bosnia and Herzegovina,2000,22.113598508840962
Croatia,2000,132.178881342344
Greece,2000,100.31173686077453
Vatican,2000,1000.0
Italy,2000,37.424704339282926
Malta,2000,54.67053136169531
North Macedonia,2000,61.757214263845064
Portugal,2000,63.26741747228861
San Marino,2000,147.30517115804807
Serbia,2000,103.06840119515849
Slovenia,2000,107.91715089223278
Spain,2000,40.59510965714544
Austria,2000,123.49893596401958
Belgium,2000,123.35754965500057
France,2000,106.3917345075053
Germany,2000,110.47338393122837
Liechtenstein,2000,466.58027965284475
Luxembourg,2000,320.4496154604615
Monaco,2000,677.7093442826925
Netherlands,2000,97.72187795346885
Switzerland,2000,219.87792429873105
Anguilla,2000,364.13335723247894
Antigua and Barbuda,2000,303.53783204178563
Aruba,2000,332.06481573403045
Bahamas,2000,122.31038937073261
Barbados,2000,104.6882078442494
Cuba,2000,1.6667530975588472
Dominica,2000,53.452979181622396
Dominican Republic,2000,41.9782425802269
Grenada,2000,66.36716356953237
Guadeloupe,2000,213.68226104334113
Haiti,2000,2.034782949790177
Jamaica,2000,9.399185896098162
Martinique,2000,141.40947556630485
Montserrat,2000,244.25171440096813
Puerto Rico,2000,93.07950603405244
Saint Kitts and Nevis,2000,133.1805911575891
Saint Lucia,2000,62.9781098272903
Saint Vincent and the Grenadines,2000,39.958436546151205
Trinidad and Tobago,2000,32.95008755807282
Turks and Caicos Islands,2000,3740.663900414938
United States Virgin Islands,2000,1064.9973662427572
Belize,2000,147.53952529214345
Costa Rica,2000,78.47477102713049
El Salvador,2000,5.386103435332961
Guatemala,2000,4.130122505481195
Honduras,2000,4.328991818401676
Mexico,2000,5.440362419172649
Nicaragua,2000,5.994701448520607
Panama,2000,27.52502777747528
Argentina,2000,41.77341329978338
Bolivia,2000,11.006774551065718
Brazil,2000,3.9166695591796983
Chile,2000,11.558333632070706
Colombia,2000,2.765811173439088
Ecuador,2000,11.948705173824116
Falkland Islands,2000,367.9310344827586
French Guiana,2000,464.5900764931932
Guyana,2000,11.530457281061926
Paraguay,2000,33.1770239040337
Peru,2000,2.5056742372546217
Suriname,2000,58.406094992185906
Uruguay,2000,26.771422047670082
Venezuela,2000,41.90307479825626
Canada,2000,180.19634188526305
Greenland,2000,117.46387643248629
Saint Pierre and Miquelon,2000,272.778297474275
United States,2000,123.58077472284229
Australia,2000,230.95938937523098
New Zealand,2000,175.90422576672873
Fiji,2000,15.682894559999802
New Caledonia,2000,234.2415021347864
Papua New Guinea,2000,4.498263387138975
Solomon Islands,2000,9.647050270800772
Vanuatu,2000,14.197357323587292
Micronesia (country),2000,1212.1037195661281
Kiribati,2000,27.048160653989694
Marshall Islands,2000,37.25814714111203
Nauru,2000,231.6400580551524
Palau,2000,330.29731993299833
American Samoa,2000,436.6389736039541
Samoa,2000,34.38155616953466
Tonga,2000,37.60641881545906
Tuvalu,2000,23.21124361158433
World,2005,29.271243706654396
Burundi,2005,26.174846300478066
Comoros,2005,21.59656652360515
Djibouti,2005,117.60004494106592
Eritrea,2005,5.626796072952711
Ethiopia,2005,6.738387225263408
Kenya,2005,21.115526959707218
Madagascar,2005,1.4210827867707216
Malawi,2005,17.555985886210543
Mauritius,2005,16.07760983952668
Mayotte,2005,327336.7875647668
Mozambique,2005,13.11090841691785
Reunion,2005,147.45185673044767
Rwanda,2005,47.87064122838572
Seychelles,2005,101.48671208771376
Somalia,2005,1.98796652313385
Uganda,2005,21.430983807237165
Tanzania,2005,20.05582631906629
Zambia,2005,21.33011095250739
Zimbabwe,2005,33.305961058723256
Angola,2005,3.2073824289102526
Cameroon,2005,14.97191064458676
Central African Republic,2005,23.87318677291389
Chad,2005,34.875993276964685
Congo,2005,87.97786227408547
Democratic Republic of Congo,2005,11.371704548619759
Equatorial Guinea,2005,8.789543271956848
Gabon,2005,168.15217000467442
Sao Tome and Principe,2005,21.800701077016868
Algeria,2005,5.964695931066688
Egypt,2005,3.7737355021430656
Libya,2005,107.85541030056315
Morocco,2005,1.8460338428155145
Sudan,2005,17.655172226613963
Tunisia,2005,3.466980277987703
Western Sahara,2005,9.198255381014857
Botswana,2005,47.05801919539853
Eswatini,2005,32.401329354971736
Lesotho,2005,3.1511210526447626
Namibia,2005,55.38157864868267
South Africa,2005,28.216671075202804
Benin,2005,31.109128371883372
Burkina Faso,2005,44.528452864657744
Cape Verde,2005,27.42779147967536
Cote d'Ivoire,2005,123.40779621883729
Gambia,2005,117.79082685288049
Ghana,2005,14.207517810968117
Guinea,2005,25.623450464538173
Guinea-Bissau,2005,15.541317733028684
Liberia,2005,27.101898814025855
Mali,2005,20.244203185955254
Mauritania,2005,19.248408999675284
Niger,2005,9.138628030704158
Nigeria,2005,6.983141196385146
Senegal,2005,21.487408209990097
Sierra Leone,2005,25.90092264298628
Togo,2005,36.392015671702566
Kazakhstan,2005,201.45859166023223
Kyrgyzstan,2005,60.961236094527656
Tajikistan,2005,41.30989298188714
Turkmenistan,2005,44.8093782678522
Uzbekistan,2005,50.32324880802534
China,2005,0.5101886464200694
Hong Kong,2005,401.9799458725572
North Korea,2005,1.6774062865273656
Japan,2005,15.675336232223659
Mongolia,2005,4.5427755935353815
South Korea,2005,9.98058174041313
Brunei,2005,269.61863756874607
Cambodia,2005,8.5958674351737
Indonesia,2005,1.278495205972202
Laos,2005,3.541750881265023
Malaysia,2005,74.67723135471844
Myanmar,2005,1.6961208791080828
Philippines,2005,2.9824994948523824
Singapore,2005,401.0119809372123
Thailand,2005,33.56371004737069
Vietnam,2005,0.6175158794313367
Afghanistan,2005,3.40348746567531
Bangladesh,2005,7.640278646810396
Bhutan,2005,62.087664779944014
India,2005,5.1731340726886215
Iran,2005,36.584291998785304
Maldives,2005,140.94003829739302
Nepal,2005,26.44172541707938
Pakistan,2005,19.803360249129643
Sri Lanka,2005,2.0223087371555306
Armenia,2005,157.37932459475215
Azerbaijan,2005,35.34931329572378
Bahrain,2005,454.3831966683049
Cyprus,2005,119.54280465174665
Georgia,2005,16.934281326259015
Iraq,2005,5.009345605548475
Israel,2005,289.38076137879494
Jordan,2005,381.3523531390016
Kuwait,2005,587.4074309002395
Lebanon,2005,157.96568499653418
Oman,2005,265.271454022572
Qatar,2005,746.4970360869414
Saudi Arabia,2005,273.0001354121726
Palestine,2005,76.72537057470802
Syria,2005,48.05780979847807
Turkey,2005,19.499860250127753
United Arab Emirates,2005,715.1168796976258
Yemen,2005,8.547642322613706
Belarus,2005,115.76787191661064
Bulgaria,2005,7.945139329389341
Czechia,2005,31.44227062052521
Hungary,2005,36.36616193113147
Poland,2005,18.830561383255738
Moldova,2005,41.14205865608026
Romania,2005,6.777795899172476
Russia,2005,81.20982410471065
Slovakia,2005,24.169645943053496
Ukraine,2005,107.70353017197945
Denmark,2005,81.2259842436903
Estonia,2005,172.39036624497473
Faeroe Islands,2005,96.81030840726658
Finland,2005,36.54144291246913
Iceland,2005,86.4205901497071
Ireland,2005,142.23979515205428
Latvia,2005,167.2849330105382
Lithuania,2005,60.16549555521866
Norway,2005,77.96114247622
Sweden,2005,124.5532092429525
United Kingdom,2005,98.29751559154778
Albania,2005,20.972784201165606
Andorra,2005,637.7248925460563
Bosnia and Herzegovina,2005,12.55852073602009
Croatia,2005,132.3125325200671
Greece,2005,106.07823747416435
Vatican,2005,1000.0
Italy,2005,67.85703433159735
Malta,2005,60.69307738120244
North Macedonia,2005,61.96584930203662
Portugal,2005,73.38672886904632
San Marino,2005,143.8412222070659
Serbia,2005,92.98073988412649
Slovenia,2005,108.88234913750972
Spain,2005,93.30550421296492
Austria,2005,136.56542022105114
Belgium,2005,118.39827588904211
France,2005,110.23537123482464
Germany,2005,115.2221986078188
Liechtenstein,2005,544.3285903565874
Luxembourg,2005,328.9694396393563
Monaco,2005,629.7500147745405
Netherlands,2005,106.07385413944624
Switzerland,2005,244.4133590403879
Anguilla,2005,351.88941476973935
Antigua and Barbuda,2005,303.7121602710466
Aruba,2005,336.17091615356003
Bahamas,2005,140.1609368073684
Barbados,2005,110.82802547770702
Cuba,2005,1.0383084585066438
Dominica,2005,67.2145083593086
Dominican Republic,2005,41.26703177285649
Grenada,2005,65.94813583290336
Guadeloupe,2005,220.15874467617024
Haiti,2005,1.7791719216220392
Jamaica,2005,8.862773722627738
Martinique,2005,144.17780429292608
Montserrat,2005,227.83882783882783
Puerto Rico,2005,93.11837777961705
Saint Kitts and Nevis,2005,142.61931187569368
Saint Lucia,2005,60.21125036717908
Saint Vincent and the Grenadines,2005,40.84075236841379
Trinidad and Tobago,2005,34.563905662720394
Turks and Caicos Islands,2005,3589.2172961138476
United States Virgin Islands,2005,1063.014881119931
Belize,2005,146.01230452645896
Costa Rica,2005,83.63030346022312
El Salvador,2005,5.95311662484113
Guatemala,2005,4.368805564557437
Honduras,2005,3.7450150704211382
Mexico,2005,6.722764607045359
Nicaragua,2005,6.420477570710016
Panama,2005,32.868979905844114
Argentina,2005,43.045439319501924
Bolivia,2005,11.670438388003165
Brazil,2005,3.4308919687292407
Chile,2005,17.07748261987962
Colombia,2005,2.4977413218067803
Ecuador,2005,13.734645687686657
Falkland Islands,2005,392.7248231727855
French Guiana,2005,436.5593460798619
Guyana,2005,14.565318780523107
Paraguay,2005,28.887406541273794
Peru,2005,2.7946820047555923
Suriname,2005,67.3966535925728
Uruguay,2005,24.78084917239123
Venezuela,2005,40.725479614163575
Canada,2005,188.99781879376687
Greenland,2005,115.5323723258027
Saint Pierre and Miquelon,2005,218.47619047619045
United States,2005,133.0818875746856
Australia,2005,241.74342022612834
New Zealand,2005,203.1149456890379
Fiji,2005,15.133774582950952
New Caledonia,2005,239.41629180224444
Papua New Guinea,2005,4.614542297943834
Solomon Islands,2005,6.9607889035959465
Vanuatu,2005,13.37907703481427
Micronesia (country),2005,1209.6857775474632
Kiribati,2005,26.93919994800637
