Year,Country,unicef_under_eighteen_migrants_by_destination_per_capita
2020,Afghanistan,0.001387164174296562
2020,Albania,0.008339703940510111
2020,Algeria,0.00077535213928663
2020,Andorra,0.03882741215298
2020,Angola,0.0038945705670020096
2020,Antigua and Barbuda,0.02042316804182665
2020,Argentina,0.007655582511613862
2020,Armenia,0.0043870986901473185
2020,Australia,0.024823645255442565
2020,Austria,0.015433469532776693
2020,Azerbaijan,0.0027615659064963373
2020,Bahamas,0.017800471966799576
2020,Bahrain,0.03467359511701751
2020,Bangladesh,0.003576429696138943
2020,Barbados,0.010439466752038306
2020,Belarus,0.004868074647903273
2020,Belgium,0.016911690603036374
2020,Belize,0.012574788554930449
2020,Benin,0.007258810752740325
2020,Bhutan,0.005183952556466203
2020,Bolivia,0.005311389186131552
2020,Bosnia and Herzegovina,0.0015240115641997492
2020,Botswana,0.006803805878913517
2020,Brazil,0.0011479143696715868
2020,Brunei,0.018286424843936794
2020,Bulgaria,0.0094985280879391
2020,Burkina Faso,0.006649674754361493
2020,Burundi,0.008578074055858904
2020,Cape Verde,0.0017985999697835205
2020,Cambodia,0.0004186860543032224
2020,Cameroon,0.007797824926700446
2020,Canada,0.016771696434838106
2020,Central African Republic,0.004348038537700807
2020,Chad,0.008766664805779716
2020,Chile,0.010514637081023754
2020,China,0.00014590184904428598
2020,Hong Kong,0.01987464832543416
2020,Colombia,0.013599858058360057
2020,Comoros,0.0022999212276979515
2020,Congo,0.01594754128782195
2020,Costa Rica,0.015311789253244038
2020,Cote d'Ivoire,0.010463155759806128
2020,Croatia,0.00170512619395372
2020,Cuba,0.0
2020,Cyprus,0.016565053865413907
2020,Czechia,0.0027080071663207576
2020,North Korea,0.00019395771295150689
2020,Democratic Republic of Congo,0.0018534769731836718
2020,Denmark,0.011912565909723814
2020,Djibouti,0.02226716140250728
2020,Dominica,0.027781250434082038
2020,Dominican Republic,0.007098145411316324
2020,Ecuador,0.017287250624324804
2020,Egypt,0.0008892415192963015
2020,El Salvador,0.0009250407133543965
2020,Equatorial Guinea,0.0028510639814395733
2020,Eritrea,0.0008459218249804662
2020,Estonia,0.006030731097992596
2020,Eswatini,0.006033629728210839
2020,Ethiopia,0.0040447591129792815
2020,Fiji,0.003346555947722334
2020,Finland,0.008121691087689358
2020,France,0.010632184154577128
2020,Gabon,0.0462769934151882
2020,Gambia,0.019448297322259115
2020,Georgia,0.003760175976235688
2020,Germany,0.013713844579650672
2020,Ghana,0.003057322052994977
2020,Greece,0.009210350591995283
2020,Grenada,0.0
2020,Guatemala,0.0007256259319060346
2020,Guinea,0.0023605033872462155
2020,Guinea-Bissau,0.003048783586162181
2020,Guyana,0.005085441778684117
2020,Haiti,0.00043849905981416585
2020,Vatican,0.0
2020,Honduras,0.001312520394547669
2020,Hungary,0.007660177943863317
2020,Iceland,0.023443223443223443
2020,India,0.0002224630612315047
2020,Indonesia,0.00017548758613428856
2020,Iran,0.013941645794975204
2020,Iraq,0.0025856173097929783
2020,Ireland,0.030985484211984455
2020,Israel,0.009589233070468963
2020,Italy,0.006814216731918856
2020,Jamaica,0.002363937658236077
