Year,Country,unicef_under_eighteen_migrants_by_destination_per_capita
2020,Japan,0.0021426912508887624
2020,Jordan,0.15485428995387696
2020,Kazakhstan,0.019225948405117044
2020,Kenya,0.005523392590471125
2020,Kiribati,0.0
2020,Kuwait,0.13838924750671047
2020,Kyrgyzstan,0.001686032797016519
2020,Laos,0.0008246792410092095
2020,Latvia,0.005301659101199129
2020,Lebanon,0.07545298897858922
2020,Lesotho,0.0009335969811208019
2020,Liberia,0.00276806921438439
2020,Libya,0.02343083617377647
2020,Liechtenstein,0.1048850197970475
2020,Lithuania,0.006244740183911272
2020,Luxembourg,0.04313264406303117
2020,Madagascar,0.000216676749959978
2020,Malawi,0.002195509607837551
2020,Malaysia,0.013161960894887283
2020,Maldives,0.007399980020053946
2020,Mali,0.0042961193598248845
2020,Malta,0.01811844480329031
2020,Marshall Islands,0.0
2020,Mauritania,0.015700072693487267
2020,Mauritius,0.0015726151095287108
2020,Mexico,0.005305091096596689
2020,Monaco,0.05096320456630313
2020,Mongolia,0.0012201475646464682
2020,Montenegro,0.006368797984912317
2020,Morocco,0.0005418503832968334
2020,Mozambique,0.002591549277749614
2020,Myanmar,0.00023892757248814432
2020,Namibia,0.004722706299617933
2020,Nauru,0.0
2020,Nepal,0.0011669088803413195
2020,Netherlands,0.01108849770873703
2020,New Zealand,0.032557530919804165
2020,Nicaragua,0.0013585820268051253
2020,Niger,0.004213720568194606
2020,Nigeria,0.0017609426955919921
2020,North Macedonia,0.009119795716575948
2020,Norway,0.017892578859235578
2020,Oman,0.05463494262939376
2020,Pakistan,0.0008692017469814288
2020,Palau,0.0
2020,Panama,0.017382162841663794
2020,Papua New Guinea,0.0011176897085478786
2020,Paraguay,0.0037854730369167745
2020,Peru,0.012283206709142097
2020,Philippines,0.0005566654135611087
2020,Poland,0.0046767735177303225
2020,Portugal,0.006276536140540275
2020,Qatar,0.11245860898419331
2020,South Korea,0.004213057188759962
2020,Moldova,0.0034705325755342823
2020,Romania,0.01569835700579727
2020,Russia,0.004248482503721191
2020,Rwanda,0.012430312080356332
2020,Saint Kitts and Nevis,0.03759963904346518
2020,Saint Lucia,0.010891525848313719
2020,Saint Vincent and the Grenadines,0.009013312662802959
2020,Samoa,0.010080137089864423
2020,San Marino,0.0
2020,Sao Tome and Principe,0.0
2020,Saudi Arabia,0.06689862979024996
2020,Senegal,0.004538958297126182
2020,Serbia,0.002174567404150219
2020,Seychelles,0.01016880211511084
2020,Sierra Leone,0.001253606469110823
2020,Singapore,0.03179300769202763
2020,Slovakia,0.0056780269332628525
2020,Slovenia,0.008658291853701804
2020,Solomon Islands,0.0
2020,Somalia,0.0012583983144006257
2020,South Africa,0.004636757277896376
2020,South Sudan,0.02429931973518387
2020,Spain,0.011699337798231253
2020,Sri Lanka,0.0006071007436984111
2020,Palestine,0.006076744182399553
2020,Sudan,0.013683238368238248
2020,Suriname,0.02045568446424858
2020,Sweden,0.0229719573790977
2020,Switzerland,0.019642692490875968
2020,Syria,0.008628247499508161
2020,Tajikistan,0.0017824112081371894
2020,Thailand,0.0071633260400168035
2020,Togo,0.012079137192062026
2020,Tonga,0.009461006461867413
2020,Trinidad and Tobago,0.013576364549682706
2020,Tunisia,0.0009307348794926785
2020,Turkey,0.01491598193752843
2020,Turkmenistan,0.0023212677703410623
2020,Tuvalu,0.0
2020,Uganda,0.02028814411578234
2020,Ukraine,0.006402376708574262
2020,United Arab Emirates,0.1365971042627194
2020,United Kingdom,0.013552130716075143
2020,United States,0.010045236888996842
2020,Uruguay,0.008348382011597343
2020,Uzbekistan,0.0027487959900086047
2020,Vanuatu,0.0
2020,Venezuela,0.005626681696471258
2020,Vietnam,0.00011300760357277853
2020,Yemen,0.0039227561700595935
2020,Zambia,0.0018494387171074603
2020,Zimbabwe,0.0035659194181603664
2020,World,0.0045595899134087845
