Year,Country,undesa_child_migrants_by_destination_under_15_per_1000
2010,Zimbabwe,4.075453498452637
2015,Zimbabwe,3.0224453156296054
2020,Zimbabwe,2.763183860083549
1990,Angola,0.6199157100313671
1995,Angola,0.594684696280908
2000,Angola,0.5575318119747295
2005,Angola,0.7284804197924379
2010,Angola,2.2119135835479047
2015,Angola,3.631495482417038
2020,Angola,3.3705378414123564
1990,Cameroon,5.762097152771211
1995,Cameroon,3.3781657390185162
2000,Cameroon,2.4487648015230685
2005,Cameroon,1.7632820493387396
2010,Cameroon,3.85517379573198
2015,Cameroon,7.419959228059501
2020,Cameroon,6.499204546516173
1990,Central African Republic,7.882454377676592
1995,Central African Republic,8.957811895879866
2000,Central African Republic,9.883197575225502
2005,Central African Republic,7.045399392825836
2010,Central African Republic,5.768943629303143
2015,Central African Republic,4.129600231106272
2020,Central African Republic,3.7341369060682883
1990,Chad,3.55208988387205
1995,Chad,2.876396954762367
2000,Chad,4.267888545887611
2005,Chad,11.810277290541498
2010,Chad,9.53185431153968
2015,Chad,7.265906789830409
2020,Chad,7.4195206472915665
1990,Congo,11.236284019450597
1995,Congo,16.827871286470483
2000,Congo,24.65354829220252
2005,Congo,22.708559046587215
2010,Congo,26.119757458225095
2015,Congo,20.07086767077978
2020,Congo,12.872565372233735
1990,Democratic Republic of Congo,4.526288451848076
1995,Democratic Republic of Congo,9.077973599295502
2000,Democratic Republic of Congo,3.282523628179357
2005,Democratic Republic of Congo,2.362140882468761
2010,Democratic Republic of Congo,1.8978266368334615
2015,Democratic Republic of Congo,2.2068336651341767
2020,Democratic Republic of Congo,1.2311776621992214
1990,Equatorial Guinea,1.4265675544147256
1995,Equatorial Guinea,1.4292385982994074
2000,Equatorial Guinea,1.3593322115543238
2005,Equatorial Guinea,1.468926402918107
2010,Equatorial Guinea,1.4528845746259167
2015,Equatorial Guinea,2.2625847720514303
2020,Equatorial Guinea,2.13901075207504
1990,Gabon,37.780162676291454
1995,Gabon,42.156742562567345
2000,Gabon,45.19688462412047
2005,Gabon,40.68605947287045
2010,Gabon,38.57042408748968
2015,Gabon,43.33800553476169
2020,Gabon,38.38294706271386
1990,Sao Tome and Principe,7.7341856036775125
1995,Sao Tome and Principe,4.435027605009151
2000,Sao Tome and Principe,3.6340887364336725
2005,Sao Tome and Principe,2.2416683600894127
2010,Sao Tome and Principe,2.1289335373561307
2015,Sao Tome and Principe,1.7398803644222043
2020,Sao Tome and Principe,1.2137195942708785
1990,Algeria,1.9953901708118273
1995,Algeria,1.6618802530987433
2000,Algeria,1.4236731256296662
2005,Algeria,1.0140960466634408
2010,Algeria,0.9880911240765777
2015,Algeria,0.7960124869047085
2020,Algeria,0.5845927085474342
1990,Egypt,1.0025033099978236
1995,Egypt,0.7045750695547095
2000,Egypt,0.41241255592038656
2005,Egypt,0.5797924610985051
2010,Egypt,0.4427917975713367
2015,Egypt,0.35877418308748715
2020,Egypt,0.7056668909281661
1990,Libya,20.84652361470772
1995,Libya,20.64582981395879
2000,Libya,21.191352645526887
2005,Libya,20.347272581469884
2010,Libya,19.903941273385612
2015,Libya,22.018707402176428
2020,Libya,18.778287095270507
1990,Morocco,0.45691898900899214
1995,Morocco,0.37608002147123526
2000,Morocco,0.36608738197754004
2005,Morocco,0.3679787498920969
2010,Morocco,0.39241410237098256
2015,Morocco,0.4599059624722273
2020,Morocco,0.4565089479275821
1990,Sudan,26.610425702485934
1995,Sudan,16.363487783495994
2000,Sudan,10.500964270639004
2005,Sudan,5.901643560541855
2010,Sudan,5.680414545497072
2015,Sudan,4.83058507545495
2020,Sudan,11.574879389665538
1990,Tunisia,0.7507422800508923
1995,Tunisia,0.6389856882985951
2000,Tunisia,0.5575614468662894
2005,Tunisia,0.49263969189785317
2010,Tunisia,0.5822150782610085
2015,Tunisia,0.7013447554466026
2020,Tunisia,0.7776712979470188
1990,Western Sahara,1.390468051823903
2000,Western Sahara,1.5244047373808762
2005,Western Sahara,1.3001903005803577
2010,Western Sahara,1.1366635249764374
2015,Western Sahara,1.113418049227496
1990,Botswana,5.628883797705237
1995,Botswana,5.162768441837687
2000,Botswana,7.365518735399338
2005,Botswana,6.5350176785095915
2010,Botswana,5.77372319342803
2015,Botswana,5.586792385213296
2020,Botswana,5.207037686706001
1990,Eswatini,16.49394532983635
1995,Eswatini,5.764773919010483
2000,Eswatini,5.445420475974506
2005,Eswatini,5.549329257938529
2010,Eswatini,5.338825233062964
2015,Eswatini,5.1474677502042505
2020,Eswatini,4.710540923524605
1990,Lesotho,1.186202022941065
1995,Lesotho,0.9433276554594495
2000,Lesotho,0.7674125162029806
2005,Lesotho,0.44135733662639676
2010,Lesotho,0.3743282011450334
2015,Lesotho,0.6270000500240164
2020,Lesotho,0.8439716709332048
1990,Namibia,19.177904374278995
1995,Namibia,14.985877215937922
2000,Namibia,15.954124161434716
2005,Namibia,9.418484911644953
2010,Namibia,5.664321241865385
2015,Namibia,3.7319090535621178
2020,Namibia,3.264177170752595
1990,South Africa,3.101614877208078
1995,South Africa,2.333612263088398
2000,South Africa,1.5801782047488162
2005,South Africa,2.0933950382195543
2010,South Africa,4.184628894561445
2015,South Africa,4.296707011069818
2020,South Africa,3.551587465513064
1990,Benin,4.720910300293924
1995,Benin,5.481113365863174
2000,Benin,6.005436104507668
2005,Benin,6.678340106509177
2010,Benin,5.066823896807285
2015,Benin,8.402734427374078
2020,Benin,5.275093255096551
1990,Burkina Faso,20.084705164536327
1995,Burkina Faso,23.280554377257214
2000,Burkina Faso,13.85119561583263
2005,Burkina Faso,17.883188973870013
2010,Burkina Faso,10.875213414288343
2015,Burkina Faso,6.484594450017603
2020,Burkina Faso,5.353753607448554
1990,Cape Verde,7.045358378236027
1995,Cape Verde,3.9219442488505982
2000,Cape Verde,3.3934485190738433
2005,Cape Verde,2.6412747228065325
2010,Cape Verde,1.9791167658593225
2015,Cape Verde,1.591264245149979
2020,Cape Verde,1.5809693734397146
1990,Cote d'Ivoire,17.876836088736543
1995,Cote d'Ivoire,16.09851265785567
2000,Cote d'Ivoire,13.733009372420945
2005,Cote d'Ivoire,13.899960189627478
2010,Cote d'Ivoire,12.488077696018653
2015,Cote d'Ivoire,9.592421438113629
2020,Cote d'Ivoire,8.065576691425045
1990,Gambia,32.36726856042571
1995,Gambia,35.467673007690216
2000,Gambia,37.0453848652357
2005,Gambia,30.972731895487918
2010,Gambia,26.730440960540353
2015,Gambia,21.341796668999837
2020,Gambia,15.617396543334117
1990,Ghana,4.80942816060949
1995,Ghana,4.6271735996197965
2000,Ghana,4.192936819364225
2005,Ghana,3.457401650487324
2010,Ghana,3.3345959303482293
2015,Ghana,2.635551186150641
2020,Ghana,2.487694681015913
1990,Guinea,23.03030627418619
1995,Guinea,39.26733007493778
2000,Guinea,24.35219673973256
2005,Guinea,7.934719309386761
2010,Guinea,5.0550579621529
2015,Guinea,3.1579510878844967
2020,Guinea,1.6411590163005705
1990,Guinea-Bissau,6.048612428416892
1995,Guinea-Bissau,9.835147173623549
2000,Guinea-Bissau,6.507922634135378
2005,Guinea-Bissau,5.946773477598478
2010,Guinea-Bissau,5.042023429613629
2015,Guinea-Bissau,4.402469020675142
2020,Guinea-Bissau,2.7276450484197645
1990,Liberia,16.152861602848283
1995,Liberia,34.50701022225244
2000,Liberia,17.44389135553514
2005,Liberia,8.559671907210248
2010,Liberia,8.048606180311905
2015,Liberia,5.317035420145078
2020,Liberia,1.92400582322675
1990,Mali,7.970849410911234
1995,Mali,7.701399799283513
2000,Mali,6.871726792106443
2005,Mali,4.060268753284116
2010,Mali,6.64659847148236
2015,Mali,4.094210303340167
2020,Mali,3.276408270395185
1990,Mauritania,16.926315913656815
1995,Mauritania,12.184316420516678
2000,Mauritania,6.870915973853108
2005,Mauritania,5.966540550585643
2010,Mauritania,8.721881975845687
2015,Mauritania,15.471155899309592
2020,Mauritania,13.591531423803032
1990,Niger,3.1672221535615614
1995,Niger,3.4630136131786924
2000,Niger,3.6706328457306103
2005,Niger,3.094871772664398
2010,Niger,2.4463641181302873
2015,Niger,3.683993675925847
2020,Niger,3.423028296868677
1990,Nigeria,2.0840655992334782
1995,Nigeria,1.8749524251595941
2000,Nigeria,1.7036100424477139
2005,Nigeria,2.876448059120204
2010,Nigeria,2.170624905289769
2015,Nigeria,1.898773513731732
2020,Nigeria,1.4999399411817003
1990,Senegal,7.401107528713289
1995,Senegal,6.922201042444007
2000,Senegal,5.24743943266048
2005,Senegal,4.717711426645133
2010,Senegal,4.2858011618894025
2015,Senegal,3.833192143197665
2020,Senegal,3.382001716442914
1990,Sierra Leone,19.670060602861778
1995,Sierra Leone,7.325823492961006
2000,Sierra Leone,6.461892827462553
2005,Sierra Leone,8.84206170827024
2010,Sierra Leone,3.1270477315109524
2015,Sierra Leone,1.86198681550477
2020,Sierra Leone,0.9531169984649589
1990,Togo,9.596985939151791
1995,Togo,9.772157301919199
2000,Togo,10.062939570782751
2005,Togo,12.709646711310752
2010,Togo,14.544182716220101
2015,Togo,13.636595776523857
2020,Togo,9.805601989772113
1990,Kazakhstan,22.642803618996012
1995,Kazakhstan,19.38292065770094
2000,Kazakhstan,16.748148662402386
2005,Kazakhstan,17.08078717880116
2010,Kazakhstan,16.381277868024984
2015,Kazakhstan,14.966187704195479
2020,Kazakhstan,13.620066606993442
1990,Kyrgyzstan,18.129678690384036
1995,Kyrgyzstan,8.964988909563004
2000,Kyrgyzstan,6.941475136118513
2005,Kyrgyzstan,3.743394531203821
2010,Kyrgyzstan,2.675987192146208
2015,Kyrgyzstan,1.648396090299148
2020,Kyrgyzstan,1.2642180463447497
1990,Tajikistan,7.287353767952714
1995,Tajikistan,4.845436255790741
2000,Tajikistan,3.2010853994375137
2005,Tajikistan,2.422334614463485
2010,Tajikistan,1.8674450145249413
2015,Tajikistan,1.3912909351161855
2020,Tajikistan,1.3277915023440805
1990,Turkmenistan,7.467199858413921
1995,Turkmenistan,5.83482123017481
2000,Turkmenistan,3.7184508499316227
2005,Turkmenistan,3.434741385910052
2010,Turkmenistan,2.462252892596749
2015,Turkmenistan,2.054342968722345
2020,Turkmenistan,1.674463086619599
1990,Uzbekistan,7.273530546372213
1995,Uzbekistan,5.956816437412029
2000,Uzbekistan,4.353378922165986
2005,Uzbekistan,3.5504678125692335
2010,Uzbekistan,2.737699953303258
2015,Uzbekistan,2.30514139937864
2020,Uzbekistan,1.9784459138086934
1990,China,0.05079431465071016
1995,China,0.05757016485323884
2000,China,0.06438336416098538
2005,China,0.08561092735956134
2010,China,0.10596060519706495
2015,China,0.12523244624201257
2020,China,0.11794358091385211
1990,Hong Kong,17.522872962051643
1995,Hong Kong,22.542525484720016
2000,Hong Kong,27.35210846327945
2005,Hong Kong,21.982164622054047
2010,Hong Kong,15.324150872109882
2015,Hong Kong,10.36321777146426
2020,Hong Kong,14.530902277021118
1990,Taiwan,0.0
1995,Taiwan,0.0
2000,Taiwan,0.0
2005,Taiwan,0.0
2010,Taiwan,0.0
2015,Taiwan,0.0
2020,Taiwan,0.0
1990,North Korea,0.24333445670605466
1995,North Korea,0.2295275428477333
2000,North Korea,0.2230791835589726
2005,North Korea,0.20042530660030947
2010,North Korea,0.1805380620835852
2015,North Korea,0.16494709780465497
2020,North Korea,0.13875734784550803
1990,Japan,1.401724102494222
1995,Japan,1.4579693065874018
2000,Japan,1.5458167898025414
2005,Japan,1.4793948994715533
2010,Japan,1.5894217087941966
2015,Japan,1.6115230378426983
2020,Japan,1.7881667748791639
1990,Mongolia,0.4624247815729677
1995,Mongolia,0.3946881158842602
2000,Mongolia,0.33953208807645896
2005,Mongolia,0.38869091512169945
2010,Mongolia,0.46435496573038293
2015,Mongolia,1.059219932544766
2020,Mongolia,0.8592889224022754
1990,South Korea,0.2360991141891164
1995,South Korea,0.1925262671954162
2000,South Korea,0.21389116080531226
2005,South Korea,0.3250441997484696
2010,South Korea,1.5571703809727913
2015,South Korea,2.3493260061121433
2020,South Korea,2.913329046027513
1990,Brunei,34.74879596774817
1995,Brunei,23.008158539540645
2000,Brunei,17.414742200584694
2005,Brunei,13.006967724972062
2010,Brunei,12.456450027532332
2015,Brunei,11.920542570267573
2020,Brunei,13.746819876429486
1990,Cambodia,1.4217438684022914
1995,Cambodia,2.1185897902102493
2000,Cambodia,5.040294964122883
2005,Cambodia,1.2555228124313709
2010,Cambodia,0.3118317547855135
2015,Cambodia,0.27420145109005706
2020,Cambodia,0.31832102585739275
1990,Indonesia,0.6046686805348301
1995,Indonesia,0.4456664946820299
2000,Indonesia,0.38469826335982904
2005,Indonesia,0.4153750540436111
2010,Indonesia,0.3133096636205663
2015,Indonesia,0.1833284422140402
2020,Indonesia,0.1209511627516806
1990,Laos,1.6198302160564202
1995,Laos,0.9697766026744787
2000,Laos,0.8415198374213728
2005,Laos,0.5589676050889523
2010,Laos,0.7476195231109165
2015,Laos,0.6669475283185683
2020,Laos,0.6196090030782527
1990,Malaysia,8.845510638373396
1995,Malaysia,9.301868583559113
2000,Malaysia,13.16438227885081
2005,Malaysia,11.731988510201099
2010,Malaysia,5.69564806160856
2015,Malaysia,9.2561304206853
2020,Malaysia,7.8871660314630185
1990,Myanmar,0.5241780925249451
1995,Myanmar,0.42715984962551934
2000,Myanmar,0.3542831120184039
2005,Myanmar,0.25812089500187446
2010,Myanmar,0.22979861574199173
2015,Myanmar,0.21170931515671654
2020,Myanmar,0.1953508590751143
1990,Philippines,0.6160577734265497
1995,Philippines,0.6877069266522037
2000,Philippines,0.8994796719350739
2005,Philippines,0.6962424442595104
2010,Philippines,0.5319858557679276
2015,Philippines,0.4907592461644971
2020,Philippines,0.480292743953028
1990,Singapore,20.77220866600641
1995,Singapore,17.177713669226346
2000,Singapore,24.557742216680005
2005,Singapore,24.37751615036525
2010,Singapore,38.30315503091888
2015,Singapore,32.89275685546668
2020,Singapore,22.568420347319808
1990,Thailand,2.5884312151681783
1995,Thailand,2.9473522847996123
2000,Thailand,3.201009571655924
2005,Thailand,3.9689105092930435
2010,Thailand,4.7694299780971905
2015,Thailand,5.376476549301029
2020,Thailand,5.540345585782276
1990,Vietnam,0.12477044950970272
1995,Vietnam,0.20641976550618524
2000,Vietnam,0.17011550597581085
2005,Vietnam,0.1394325280998473
2010,Vietnam,0.09957068879464845
2015,Vietnam,0.0969926955619945
2020,Vietnam,0.09266623492967839
1990,Afghanistan,0.9662181361714189
1995,Afghanistan,0.7962712793160184
2000,Afghanistan,0.7192507664958113
2005,Afghanistan,0.6654641639829683
2010,Afghanistan,0.683489831649684
2015,Afghanistan,3.583059873155391
2020,Afghanistan,1.2006419693045742
1990,Bangladesh,1.736033755761752
1995,Bangladesh,0.9093345569628837
2000,Bangladesh,0.8124372316371709
2005,Bangladesh,1.0435895493025324
2010,Bangladesh,1.4399957749065184
2015,Bangladesh,1.3817044046362115
2020,Bangladesh,3.218197738952
1990,Bhutan,3.937445483335563
1995,Bhutan,5.18677437999061
2000,Bhutan,5.246914624695862
2005,Bhutan,3.9753739533621895
2010,Bhutan,4.493057642428469
2015,Bhutan,3.5197867795050044
2020,Bhutan,3.4602883314411907
1990,India,0.3067523304803492
1995,India,0.23217320898008298
2000,India,0.19604277270289433
2005,India,0.2534850857563689
2010,India,0.2351984367114578
2015,India,0.19006949231292172
2020,India,0.1500966245118127
1990,Iran,28.2762481892521
1995,Iran,17.696158261903317
2000,Iran,13.827324422111218
2005,Iran,14.080862677422898
2010,Iran,13.230025400840772
2015,Iran,12.36707470377187
2020,Iran,11.832766494112905
1990,Maldives,7.111521381615799
1995,Maldives,12.610960715185092
2000,Maldives,17.0904379447093
2005,Maldives,24.668026683020237
2010,Maldives,26.226998058677164
2015,Maldives,2.516959249440554
2020,Maldives,5.500035149905096
1990,Nepal,2.685253164690873
1995,Nepal,4.906453324177513
2000,Nepal,4.456604101591159
2005,Nepal,3.132941016527802
2010,Nepal,2.9070224797818343
2015,Nepal,1.2677385957662906
2020,Nepal,0.7234148641127744
1990,Pakistan,2.3628603759898077
1995,Pakistan,0.9542496380683833
2000,Pakistan,0.8404031813643471
2005,Pakistan,0.5801726465889278
2010,Pakistan,0.6623783556866265
2015,Pakistan,0.5477444164731334
2020,Pakistan,0.6020625496500374
1990,Sri Lanka,0.14833396428175857
1995,Sri Lanka,0.15123677863578508
2000,Sri Lanka,0.15273512502072947
2005,Sri Lanka,0.15078034327777537
2010,Sri Lanka,0.6945603580502324
2015,Sri Lanka,0.6286581649227111
2020,Sri Lanka,0.4852135943866531
1990,Armenia,15.112640341148685
1995,Armenia,31.603969603546272
2000,Armenia,42.66130048993402
2005,Armenia,26.44517657287417
2010,Armenia,4.342244190241315
2015,Armenia,3.3904631559302
2020,Armenia,3.026085688811616
1990,Azerbaijan,5.441297362137462
1995,Azerbaijan,4.343689303906234
2000,Azerbaijan,3.941279442178584
2005,Azerbaijan,3.397742723932818
2010,Azerbaijan,2.8229281818418337
2015,Azerbaijan,2.505730955452298
2020,Azerbaijan,2.2631032603737484
1990,Bahrain,54.38703680178736
1995,Bahrain,33.98273543635067
2000,Bahrain,49.33570063646349
2005,Bahrain,34.15707237304548
2010,Bahrain,55.85946566263507
2015,Bahrain,33.86660232546782
2020,Bahrain,32.452134277317064
1990,Cyprus,13.245223162574222
1995,Cyprus,11.836692226128168
2000,Cyprus,10.975439102373825
2005,Cyprus,12.255061756987011
2010,Cyprus,13.638116261031424
2015,Cyprus,10.95188835017102
2020,Cyprus,11.07870802518882
1990,Georgia,6.968615998817094
1995,Georgia,1.7344378861842205
2000,Georgia,1.7204684625866309
2005,Georgia,1.5322465332654975
2010,Georgia,1.2688163438963127
2015,Georgia,3.4238031101988478
2020,Georgia,2.750944744214029
1990,Iraq,1.0197419351949781
1995,Iraq,1.683479291780347
2000,Iraq,1.3069000398296182
2005,Iraq,0.74284201571494
2010,Iraq,0.344160040201766
2015,Iraq,3.2626257267985914
2020,Iraq,1.9964197653239033
1990,Israel,24.479649523823227
1995,Israel,26.760605596118502
2000,Israel,22.373552144493672
2005,Israel,16.323836391008765
2010,Israel,9.87402616176584
2015,Israel,7.305261543027658
2020,Israel,6.806275887318886
1990,Jordan,127.12457598219574
1995,Jordan,131.8598461223986
2000,Jordan,147.77271622519885
2005,Jordan,149.73795619184622
2010,Jordan,150.69211893178044
2015,Jordan,136.40792556212529
2020,Jordan,136.8541449004914
1990,Kuwait,139.2755386928198
1995,Kuwait,112.15468890788819
2000,Kuwait,89.32861250888088
2005,Kuwait,74.73539729609249
2010,Kuwait,140.50043384034944
2015,Kuwait,102.05866740640549
2020,Kuwait,122.01037661779021
1990,Lebanon,64.8597661389524
1995,Lebanon,59.120633015897674
2000,Lebanon,46.091443316729006
2005,Lebanon,27.2399468711007
2010,Lebanon,9.71984210177781
2015,Lebanon,93.56893440839985
2020,Lebanon,65.54725686629526
1990,Oman,19.499403473648545
1995,Oman,28.457986260285168
2000,Oman,33.774211597757116
2005,Oman,30.580737750940365
2010,Oman,26.6791826884349
2015,Oman,21.809131259957898
2020,Oman,41.50904453080725
1990,Qatar,148.96855808094065
1995,Qatar,163.7695808915039
2000,Qatar,83.3126570762591
2005,Qatar,135.57273431090465
2010,Qatar,75.76512568623342
2015,Qatar,79.551920951254
2020,Qatar,95.60613107675647
1990,Saudi Arabia,67.44501867894526
1995,Saudi Arabia,56.16560946284603
2000,Saudi Arabia,50.86639269371037
2005,Saudi Arabia,52.73936725775655
2010,Saudi Arabia,60.22405510893873
2015,Saudi Arabia,61.07165606963133
2020,Saudi Arabia,58.78479400176947
1990,Palestine,34.443918351420095
1995,Palestine,23.565770575990648
2000,Palestine,13.303933084554044
2005,Palestine,5.591181110108677
2010,Palestine,4.4673678479704275
2015,Palestine,6.816495774050817
2020,Palestine,3.6534954216633184
1990,Syria,8.504625680771785
1995,Syria,9.042701989077962
2000,Syria,8.162162501423602
2005,Syria,7.76377201942054
2010,Syria,12.146916417854973
2015,Syria,6.798144466445757
2020,Syria,7.185958790004284
1990,Turkey,4.580488640596622
1995,Turkey,3.1593811989248177
2000,Turkey,1.639289669500708
2005,Turkey,1.4108853744583063
2010,Turkey,1.2093825220880194
2015,Turkey,9.192186372257742
2020,Turkey,12.297361553691363
1990,United Arab Emirates,143.7572090260698
1995,United Arab Emirates,151.9478083507136
2000,United Arab Emirates,132.93429910719843
2005,United Arab Emirates,106.15637168384616
2010,United Arab Emirates,95.96622127864825
2015,United Arab Emirates,99.4964209897207
2020,United Arab Emirates,118.17418911267492
1990,Yemen,4.022207710392847
1995,Yemen,3.2802235157271893
2000,Yemen,2.4278147869004614
2005,Yemen,2.389466652502738
2010,Yemen,3.19099399201567
2015,Yemen,3.6619531954272118
2020,Yemen,3.5217633171201683
1990,Belarus,11.504329318839716
1995,Belarus,11.108392211404176
2000,Belarus,10.225763006837267
2005,Belarus,6.344328950083366
2010,Belarus,2.1638804251459782
2015,Belarus,3.0952100467147146
2020,Belarus,3.8655687535644097
1990,Bulgaria,0.4003860898181365
1995,Bulgaria,0.43070397843257885
2000,Bulgaria,0.45986778363608377
2005,Bulgaria,0.8208702421398096
2010,Bulgaria,1.160671681159799
2015,Bulgaria,4.661696764285483
2020,Bulgaria,8.907604507195495
1990,Czechia,0.3962913396997179
1995,Czechia,0.578286360841035
2000,Czechia,0.7711839418024848
2005,Czechia,1.6118867263297092
2010,Czechia,1.622832750945901
2015,Czechia,1.442263703155907
2020,Czechia,1.9164286577379623
1990,Hungary,3.8308261384283813
1995,Hungary,2.770426776360313
2000,Hungary,1.7156679770058418
2005,Hungary,2.3376101111824754
2010,Hungary,2.976918381284891
2015,Hungary,4.225231835997924
2020,Hungary,6.629676978577381
1990,Poland,1.7048385396776038
1995,Poland,1.3173372060303117
2000,Poland,0.9903596778344537
2005,Poland,1.755872592523169
2010,Poland,1.3522904277258647
2015,Poland,1.721666644405927
2020,Poland,4.414953468085183
1990,Moldova,10.43325006035878
1995,Moldova,6.083718341372925
2000,Moldova,3.8575577985270755
2005,Moldova,4.472631906938097
2010,Moldova,3.0545093230937153
2015,Moldova,2.6948648944101823
2020,Moldova,2.938301615557703
1990,Romania,0.06411469190293598
1995,Romania,0.20418252376131119
2000,Romania,0.3644507312346157
2005,Romania,0.9232261770596808
2010,Romania,1.7164537076748279
2015,Romania,5.3372159913018615
2020,Romania,14.59739276280791
1990,Russia,9.51306948136291
1995,Russia,7.890865249937375
2000,Russia,6.078526475447644
2005,Russia,4.391603451260988
2010,Russia,3.1328497183004265
2015,Russia,3.1742167308425895
2020,Russia,3.062964018231198
1990,Slovakia,0.47650968004833166
1995,Slovakia,0.5980872370229952
2000,Slovakia,0.9627339718592007
2005,Slovakia,2.157266526417485
2010,Slovakia,2.540942913346852
2015,Slovakia,3.539434551460056
2020,Slovakia,5.28587675054944
1990,Ukraine,11.484830655657536
1995,Ukraine,10.397184036400594
2000,Ukraine,4.679444870637567
2005,Ukraine,4.453306647202995
2010,Ukraine,2.7625952659155995
2015,Ukraine,2.8724020647867765
2020,Ukraine,4.263937156648254
1990,Denmark,6.177840340922021
1995,Denmark,6.355407877640435
2000,Denmark,8.274931887863234
2005,Denmark,7.150707868250205
2010,Denmark,7.1206256011639555
2015,Denmark,7.429471961495563
2020,Denmark,9.340142256754467
1990,Estonia,14.54787298609931
