Country,Our World In Data Name
Malawi,Malawi
Colombia,Colombia
Europe & Central Asia - WB,Europe & Central Asia
Latin America & Caribbean - WB,Latin America & Caribbean
Vanuatu,Vanuatu
Zambia,Zambia
Timor-Leste,Timor
Libya,Libya
Germany,Germany
Greece,Greece
Bahrain,Bahrain
Eritrea,Eritrea
Poland,Poland
Costa Rica,Costa Rica
Burkina Faso,Burkina Faso
Sweden,Sweden
Tonga,Tonga
Romania,Romania
Tajikistan,Tajikistan
Turkmenistan,Turkmenistan
Uganda,Uganda
Zimbabwe,Zimbabwe
Albania,Albania
Europe,Europe
African Region,African Region
Algeria,Algeria
Malaysia,Malaysia
Guatemala,Guatemala
Egypt,Egypt
Cambodia,Cambodia
New Zealand,New Zealand
Thailand,Thailand
South Sudan,South Sudan
Ethiopia,Ethiopia
America,America
Congo,Congo
Lithuania,Lithuania
Republic of Moldova,Moldova
Haiti,Haiti
Niger,Niger
World Bank Regions,World Bank Regions
Central African Republic,Central African Republic
Kenya,Kenya
Benin,Benin
Antigua and Barbuda,Antigua and Barbuda
Barbados,Barbados
South Asia - WB,South Asia
Yemen,Yemen
Saudi Arabia,Saudi Arabia
South-East Asia Region,South-East Asia Region
Indonesia,Indonesia
Sub-Saharan Africa - WB,Sub-Saharan Africa
United Kingdom,United Kingdom
Ukraine,Ukraine
Bosnia and Herzegovina,Bosnia and Herzegovina
Mongolia,Mongolia
Bahamas,Bahamas
Viet Nam,Vietnam
Uzbekistan,Uzbekistan
Cameroon,Cameroon
Cabo Verde,Cape Verde
Morocco,Morocco
Puerto Rico,Puerto Rico
Middle East & North Africa - WB,Middle East & North Africa
Austria,Austria
Fiji,Fiji
Ireland,Ireland
Andorra,Andorra
Scotland,Scotland
Botswana,Botswana
Jamaica,Jamaica
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
Argentina,Argentina
Lao People's Democratic Republic,Laos
Nauru,Nauru
Mauritania,Mauritania
Bangladesh,Bangladesh
Kiribati,Kiribati
Northern Ireland,Northern Ireland
Western Pacific Region,Western Pacific Region
Asia,Asia
Sudan,Sudan
Iceland,Iceland
Armenia,Armenia
El Salvador,El Salvador
World Bank Income Levels,World Bank Income Levels
Africa,Africa
Democratic Republic of the Congo,Democratic Republic of Congo
European Region,European Region
Angola,Angola
Saint Lucia,Saint Lucia
Grenada,Grenada
Guyana,Guyana
World Bank High Income,World Bank High Income
Djibouti,Djibouti
Mali,Mali
World Bank Upper Middle Income,World Bank Upper Middle Income
World Bank Lower Middle Income,World Bank Lower Middle Income
France,France
Switzerland,Switzerland
Madagascar,Madagascar
Afghanistan,Afghanistan
Serbia,Serbia
Qatar,Qatar
Palau,Palau
United States Virgin Islands,United States Virgin Islands
Eastern Mediterranean Region,Eastern Mediterranean Region
China,China
Lebanon,Lebanon
Paraguay,Paraguay
Brazil,Brazil
Comoros,Comoros
World Bank Low Income,World Bank Low Income
Czechia,Czechia
Niue,Niue
Montenegro,Montenegro
Wales,Wales
United Arab Emirates,United Arab Emirates
Kuwait,Kuwait
Hungary,Hungary
Togo,Togo
Seychelles,Seychelles
Monaco,Monaco
Sri Lanka,Sri Lanka
East Asia & Pacific - WB,East Asia & Pacific - WB
Guinea,Guinea
Australia,Australia
North America,North America
Equatorial Guinea,Equatorial Guinea
Solomon Islands,Solomon Islands
Spain,Spain
Liberia,Liberia
Lesotho,Lesotho
Denmark,Denmark
Honduras,Honduras
Taiwan (Province of China),Taiwan
Jordan,Jordan
Palestine,Palestine
San Marino,San Marino
Tokelau,Tokelau
Saint Kitts and Nevis,Saint Kitts and Nevis
Russian Federation,Russia
Samoa,Samoa
Bulgaria,Bulgaria
Chad,Chad
OECD Countries,OECD Countries
Syrian Arab Republic,Syria
Four World Regions,Four World Regions
Region of the Americas,Region of the Americas
Belgium,Belgium
Northern Mariana Islands,Northern Mariana Islands
Peru,Peru
American Samoa,American Samoa
United Republic of Tanzania,Tanzania
Nigeria,Nigeria
Democratic People's Republic of Korea,North Korea
Nordic Region,Nordic Region
Gabon,Gabon
Portugal,Portugal
Netherlands,Netherlands
Tuvalu,Tuvalu
Belize,Belize
Mexico,Mexico
Venezuela (Bolivarian Republic of),Venezuela
Israel,Israel
Côte d'Ivoire,Cote d'Ivoire
Bhutan,Bhutan
Guinea-Bissau,Guinea-Bissau
Azerbaijan,Azerbaijan
Burundi,Burundi
Chile,Chile
Slovakia,Slovakia
Latvia,Latvia
Namibia,Namibia
Italy,Italy
Brunei Darussalam,Brunei
Norway,Norway
Suriname,Suriname
Oman,Oman
Uruguay,Uruguay
Marshall Islands,Marshall Islands
England,England
Mauritius,Mauritius
Sao Tome and Principe,Sao Tome and Principe
Bermuda,Bermuda
WHO region,WHO region
India,India
Cuba,Cuba
Belarus,Belarus
Kyrgyzstan,Kyrgyzstan
Somalia,Somalia
Senegal,Senegal
Slovenia,Slovenia
Bolivia (Plurinational State of),Bolivia
Trinidad and Tobago,Trinidad and Tobago
Micronesia (Federated States of),Micronesia (country)
Croatia,Croatia
Eswatini,Eswatini
Canada,Canada
Iran (Islamic Republic of),Iran
Luxembourg,Luxembourg
Georgia,Georgia
Kazakhstan,Kazakhstan
Ecuador,Ecuador
Nicaragua,Nicaragua
Turkey,Turkey
South Africa,South Africa
Mozambique,Mozambique
Malta,Malta
Iraq,Iraq
Japan,Japan
United States of America,United States
Papua New Guinea,Papua New Guinea
Estonia,Estonia
Dominica,Dominica
Sierra Leone,Sierra Leone
G20,G20
Nepal,Nepal
Singapore,Singapore
Greenland,Greenland
Panama,Panama
Finland,Finland
Maldives,Maldives
Ghana,Ghana
Dominican Republic,Dominican Republic
Cyprus,Cyprus
Philippines,Philippines
North Macedonia,North Macedonia
Republic of Korea,South Korea
Cook Islands,Cook Islands
Myanmar,Myanmar
Gambia,Gambia
Pakistan,Pakistan
Guam,Guam
Rwanda,Rwanda
Tunisia,Tunisia
Global,World
