Report generated on: 03-01-2022 10:34:37
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.55-1-MTQ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-MTQ-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MTQ-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MTQ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MTQ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0.0291784018739726","0.0265173485315068","0.025351195863388","0.0488942633643835","0.0167727451726028","0.0185456604931506","0.0181593622786886","-0.1","","","","","","","-0.075082434136612","-0.0699218322575342","-0.0638301195452055","-0.0824618171671233","-0.09","-0.078","-0.097","-0.081","-0.088","-0.249","-0.207","-0.22","-0.225","-0.229","-0.25","-0.247","-0.24","-0.25","-0.253","-0.256","-0.242",""
"","Mauritania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MRT-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","-0.3","0.2","0.1","0.1","0.1","-0.0466602249617486","-0.1","0","0","0","0","0","0","-0.0926584642896175","0","0","0","0","0","30.61917808219178","14.991780821917809","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0","0","0","0",""
"INTL.55-1-MRT-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.61917808219178","14.991780821917809","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0","0","0","0",""
"INTL.57-1-MRT-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30.61917808219178","14.991780821917809","12.833333333333334","11.245219178082191","8.23223287671233","7.737641095890411","6.577076502732241","6.7504109589041095","6.003005479452055","5.2465753424657535","4.836065573770492","0","0","0","0",""
"INTL.58-1-MRT-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MRT-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MRT-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","-0.3","0.2","0.1","0.1","0.1","-0.0466602249617486","-0.1","","","","","","","-0.0926584642896175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Mauritius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MUS-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0","0","0","0",""
"INTL.55-1-MUS-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0","0","0","0",""
"INTL.57-1-MUS-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MUS-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MUS-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.517","0.482","0.431","0.414","0.603","0.517","0.517","0","0","0","0",""
"INTL.56-1-MUS-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MEX-TBPD.A","        Total petroleum and other liquids (Mb/d)","464.6986301369863","571.2821917808219","705.054794520548","830.9262295081967","980.9561643835616","1209.0246575342467","1461.2410958904109","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2780.2868852459014","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2553.0264328767125","2679.7954328767123","2669.3197919482877","3139.80817260274","3159.3561643835615","3075.109589041096","3293.3060109289618","3422.345205479452","3501.4027397260274","3354.3739726027397","3460.0852049180326","3570.030169863014","3593.3492493150684","3807.677515068493","3847.932879781421","3784.0672191780823","3709.5777671232877","3500.289479452055","3186.842524590164","3000.7913835616437","2974.8186438356165","2955.386273972603","2934.982157377049","2907.7364068493152","2813.74517260274","2615.5716178082193","2478.1006797814207","2245.236012328767","2079.0121698630137","1916.3405643835617","1933.643169945355",""
"INTL.55-1-MEX-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","464.6986301369863","571.2821917808219","705.054794520548","830.9262295081967","980.9561643835616","1209.0246575342467","1461.2410958904109","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2780.2868852459014","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2553.0264328767125","2679.7954328767123","2669.3197919482877","3132.1191726027396","3146.3561643835615","3064.109589041096","3278.3060109289618","3410.345205479452","3494.6027397260273","3345.0739726027396","3449.9338797814207","3560.0341917808223","3585.2016438356163","3788.785479452055","3824.983879781421","3759.948219178082","3683.0087671232877","3471.425479452055","3156.938524590164","2971.587383561644","2953.5416438356165","2934.587073972603","2910.6065573770493","2882.431506849315","2788.77397260274","2592.0219178082193","2459.1338797814205","2229.1767123287673","2064.006169863014","1898.7961643835617","1917.0584699453552",""
"INTL.57-1-MEX-TBPD.A","                Crude oil including lease condensate (Mb/d)","464.6986301369863","571.2821917808219","705.054794520548","830.9262295081967","980.9561643835616","1209.0246575342467","1461.2410958904109","1936.1994535519125","2313.1835616438357","2748.150684931507","2689.4657534246576","2780.2868852459014","2744.849315068493","2434.8273972602738","2548.3698630136987","2511.846994535519","2520.0164383561646","2553.0264328767125","2679.7954328767123","2669.3197919482877","2672.818197260274","2782.158904109589","2711.564383561644","2944.1448087431695","3104.0520547945207","3159.372602739726","2998.380821917808","3104.070491803279","3217.9821369863016","3262.8947945205477","3458.6813698630135","3475.825409836066","3423.1235616438357","3345.4279452054793","3142.952876712329","2838.988797814208","2645.8432876712327","2621.138904109589","2599.8473479452055","2592.5054644808743","2561.857534246575","2468.5479452054797","2302.4931506849316","2186.874316939891","1980.682191780822","1851.708909589041","1703.8167123287672","1710.2606557377048",""
"INTL.58-1-MEX-TBPD.A","                NGPL (Mb/d)","","","","","","","","193","241","255","265","257","271","352","338","370","384","428","457","454","459.0009753424658","364.1972602739726","352.5452054794521","334.1612021857924","306.2931506849315","335.2301369863014","346.6931506849315","345.8633879781421","342.05205479452053","322.3068493150685","330.1041095890411","349.1584699453552","336.82465753424657","337.58082191780824","328.372602739726","317.8497267759563","325.64109589041095","332.0027397260274","334.33972602739726","317.60109289617486","320.07397260273973","319.7260273972603","288.52876712328765","271.25956284153006","247.9945205479452","211.7972602739726","194.4794520547945","206.29781420765028",""
"INTL.59-1-MEX-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0.3","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.103","0.4","0.4","0.5","0.5","0.5","1","1","0.5","0.5","0.5","0.5",""
"INTL.56-1-MEX-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","13","11","15","12","6.8","9.3","10","12","10","7.689","13","11","15","12","6.8","9.3","10.151325136612","9.99597808219179","8.14760547945206","18.8920356164384","22.949","24.119","26.569","28.864","29.904","29.204","21.277","20.7992","24.3756","25.3049","24.9712","23.5497","18.9668","16.0593","15.006","17.5444","16.5847",""
"","Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","        Total petroleum and other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"none","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Moldova","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MDA-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.025","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MDA-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-MDA-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MDA-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MDA-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MDA-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","-0.025","0","0","0","0","0","0","0","0","0","0","0",""
"","Mongolia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MNG-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.179","0.202","0.381","0.501","0.589","0.55","1.032","2.329","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20","19.408860273972603","18.462572602739726","17.562166666666666",""
"INTL.55-1-MNG-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.179","0.202","0.381","0.501","0.589","0.55","1.032","2.329","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20","19.408860273972603","18.462572602739726","17.562166666666666",""
"INTL.57-1-MNG-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0.2","0.179","0.202","0.381","0.501","0.589","0.55","1.032","2.329","3.208","5.123","5.976","6.983295890410959","9.93450819672131","14.051495890410958","20.288024657534248","23.17655890410959","23.42622950819672","20","19.408860273972603","18.462572602739726","17.562166666666666",""
"INTL.58-1-MNG-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MNG-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MNG-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MNE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MNE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-MNE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MNE-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MNE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MNE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MSR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-MSR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-MSR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MSR-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MSR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MSR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MAR-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","2","2","2","2","2","2","-1.2","-0.060861756356164","0.2","-0.012583412390411","-0.7","-0.8","-0.8","-1.4","-1.5","-1.2","3.9","4.7","4.5","3.8","4.02364537482514","4.03491495306849","4.484379377232877","3.72307340163288","3.446","-1.05","-1.247","-1.342","-0.598","-0.58","-0.6130000000000001","-1.55","-0.781","-0.5259999999999999","0.0836","0.5586","0.16","0.16","0.1","0.07","0.05",""
"INTL.55-1-MAR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","1","1","1","1","1","1","0.5","0.4","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.3","5.3","5","5.1","5.2","5.3","5.4","5.26","5.2","5.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.16","0.1","0.07","0.05",""
"INTL.57-1-MAR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","1","1","1","1","1","1","0.5","0.4","0.4","0.3","0.3","0.3","0.2","0.2","0.2","0.3","0.3","","0.1","0.2","0.3","0.4","0.26","0.2","0.2","0.14","0.2","0.22","0.18","0.16","0.2","0.2","0.14","0.16","0.16","0.16","0.16","0.16","0.1","0.07","0.05",""
"INTL.58-1-MAR-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MAR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","5","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-MAR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1","1","1","1","1","1","-1.7","-0.5","-0.3","-0.3","-1","-1.1","-1.1","-1.6","-1.7","-1.5","-1.4","-0.3","-0.6","-1.4","-1.27635462517486","-1.36508504693151","-0.775620622767123","-1.47692659836712","-1.754","-1.19","-1.447","-1.562","-0.778","-0.74","-0.8130000000000001","-1.75","-0.921","-0.6859999999999999","-0.0764","0.3986","0","0","0","0","0",""
"","Mozambique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MOZ-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0",""
"INTL.55-1-MOZ-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0",""
"INTL.57-1-MOZ-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MOZ-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MOZ-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0.02","0.03","0.04","0.16","0.282","0","0","0","0",""
"INTL.56-1-MOZ-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Namibia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NAM-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NAM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-NAM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-NAM-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-NAM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-NAM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Nauru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NRU-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NRU-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-NRU-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-NRU-TBPD.A","                NGPL (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-NRU-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-NRU-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Nepal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-NPL-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-NPL-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-NPL-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
