country_code,Our World In Data Name
World,World
Africa,Africa
South America,South America
Albania,Albania
Oceania,Oceania
Western Africa,Western Africa
Algeria,Algeria
Central America,Central America
Eastern Africa,Eastern Africa
Northern Africa,Northern Africa
Middle Africa,Middle Africa
Southern Africa,Southern Africa
Americas,Americas
Northern America,Northern America
Angola,Angola
Caribbean,Caribbean
Eastern Asia,Eastern Asia
Azerbaijan,Azerbaijan
Argentina,Argentina
Southern Asia,Southern Asia
South-Eastern Asia,South-Eastern Asia
Australia,Australia
Southern Europe,Southern Europe
Austria,Austria
Bangladesh,Bangladesh
Armenia,Armenia
Australia and New Zealand,Australia and New Zealand
Melanesia,Melanesia
Belgium,Belgium
Central and Southern Asia,Central and Southern Asia
Bhutan,Bhutan
Bolivia (Plurinational State of),Bolivia
Bosnia and Herzegovina,Bosnia and Herzegovina
Botswana,Botswana
Brazil,Brazil
Belize,Belize
Solomon Islands,Solomon Islands
Bulgaria,Bulgaria
Myanmar,Myanmar
Burundi,Burundi
Belarus,Belarus
Cameroon,Cameroon
Canada,Canada
Cabo Verde,Cape Verde
Caucasus and Central Asia,Caucasus and Central Asia
Central African Republic,Central African Republic
Asia,Asia
Central Asia,Central Asia
Sri Lanka,Sri Lanka
Western Asia,Western Asia
Chad,Chad
Europe,Europe
Eastern Europe,Eastern Europe
Chile,Chile
Northern Europe,Northern Europe
Western Europe,Western Europe
China,China
Colombia,Colombia
Comoros,Comoros
Congo,Congo
Democratic Republic of the Congo,Democratic Republic of Congo
Costa Rica,Costa Rica
Croatia,Croatia
Cyprus,Cyprus
Least Developed Countries (LDCs),Least Developed Countries (LDCs)
Sub-Saharan Africa,Sub-Saharan Africa
Czechia,Czechia
Benin,Benin
Denmark,Denmark
Dominican Republic,Dominican Republic
Ecuador,Ecuador
El Salvador,El Salvador
Ethiopia,Ethiopia
Estonia,Estonia
Fiji,Fiji
Finland,Finland
France,France
Djibouti,Djibouti
Gabon,Gabon
Georgia,Georgia
Gambia,Gambia
State of Palestine,Palestine
Germany,Germany
Ghana,Ghana
Kiribati,Kiribati
Greece,Greece
Guatemala,Guatemala
Guinea,Guinea
Guyana,Guyana
Haiti,Haiti
Honduras,Honduras
Hungary,Hungary
Iceland,Iceland
India,India
Indonesia,Indonesia
Iran (Islamic Republic of),Iran
Iraq,Iraq
Ireland,Ireland
Israel,Israel
Italy,Italy
Côte d'Ivoire,Cote d'Ivoire
Jamaica,Jamaica
Japan,Japan
Kazakhstan,Kazakhstan
Jordan,Jordan
Kenya,Kenya
Republic of Korea,South Korea
Kosovo,Kosovo
Kyrgyzstan,Kyrgyzstan
Lao People's Democratic Republic,Laos
Latin America and the Caribbean,Latin America and the Caribbean
Lebanon,Lebanon
Lesotho,Lesotho
Latvia,Latvia
Liberia,Liberia
Landlocked developing countries (LLDCs),Landlocked developing countries (LLDCs)
Lithuania,Lithuania
Luxembourg,Luxembourg
Madagascar,Madagascar
Malawi,Malawi
Malaysia,Malaysia
Maldives,Maldives
Mali,Mali
Malta,Malta
Mauritania,Mauritania
Mauritius,Mauritius
Mexico,Mexico
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)"
Mongolia,Mongolia
Republic of Moldova,Moldova
Montenegro,Montenegro
Morocco,Morocco
Mozambique,Mozambique
Europe and Northern America,Europe and Northern America
"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)"
Developing regions,Developing regions
Namibia,Namibia
Eastern Asia (excluding Japan),Eastern Asia (excluding Japan)
Nauru,Nauru
Nepal,Nepal
Netherlands,Netherlands
Oceania (exc. Australia and New Zealand),Oceania (exc. Australia and New Zealand)
Vanuatu,Vanuatu
Nicaragua,Nicaragua
Niger,Niger
Nigeria,Nigeria
Norway,Norway
Micronesia (Federated States of),Micronesia (country)
Pakistan,Pakistan
Panama,Panama
Papua New Guinea,Papua New Guinea
Paraguay,Paraguay
Peru,Peru
Philippines,Philippines
Poland,Poland
Portugal,Portugal
Guinea-Bissau,Guinea-Bissau
Timor-Leste,Timor
Romania,Romania
Russian Federation,Russia
Rwanda,Rwanda
Saint Lucia,Saint Lucia
Sao Tome and Principe,Sao Tome and Principe
Senegal,Senegal
Serbia,Serbia
Seychelles,Seychelles
Sierra Leone,Sierra Leone
Slovakia,Slovakia
Viet Nam,Vietnam
Slovenia,Slovenia
Somalia,Somalia
South Africa,South Africa
Zimbabwe,Zimbabwe
Small island developing States (SIDS),Small island developing States (SIDS)
Spain,Spain
South Sudan,South Sudan
Sudan,Sudan
Sub-Saharan Africa (inc. Sudan),Sub-Saharan Africa (inc. Sudan)
Suriname,Suriname
Northern Africa (exc. Sudan),Northern Africa (exc. Sudan)
Northern Africa and Western Asia,Northern Africa and Western Asia
Eswatini,Eswatini
Sweden,Sweden
Eastern and South-Eastern Asia,Eastern and South-Eastern Asia
Switzerland,Switzerland
Syrian Arab Republic,Syria
Tajikistan,Tajikistan
Thailand,Thailand
Togo,Togo
Tonga,Tonga
Trinidad and Tobago,Trinidad and Tobago
United Arab Emirates,United Arab Emirates
Tunisia,Tunisia
Turkey,Turkey
Turkmenistan,Turkmenistan
Tuvalu,Tuvalu
Uganda,Uganda
Ukraine,Ukraine
North Macedonia,North Macedonia
Egypt,Egypt
United Kingdom of Great Britain and Northern Ireland,United Kingdom
United Republic of Tanzania,Tanzania
United States of America,United States
Burkina Faso,Burkina Faso
Uruguay,Uruguay
Uzbekistan,Uzbekistan
Venezuela (Bolivarian Republic of),Venezuela
Samoa,Samoa
Yemen,Yemen
Zambia,Zambia
Cambodia,Cambodia
Afghanistan,Afghanistan
Equatorial Guinea,Equatorial Guinea
Eritrea,Eritrea
Palau,Palau
Antigua and Barbuda,Antigua and Barbuda
Bahamas,Bahamas
Polynesia,Polynesia
Brunei Darussalam,Brunei
Other non-specified areas in Eastern Asia,Other non-specified areas in Eastern Asia
Cuba,Cuba
Dominica,Dominica
Grenada,Grenada
Liechtenstein,Liechtenstein
Aruba,Aruba
New Zealand,New Zealand
Saint Kitts and Nevis,Saint Kitts and Nevis
