Report generated on: 02-28-2022 15:46:23
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","dry natural gas exports (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-WORL-BCF.A","    World","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10898.187515228232","11354.869274524272","17854.85234291262","17790.512518","17101.903837","17852.687477","19210.143822","19205.7719125","19736.9897255","21398.133807","22977.04081","23948.0500185","24755.530772","26612.609698","28861.651864","30899.900157","32486.749383","33269.409419","34724.120034","32118.338578","34593.196227","35786.45794152464","35739.97996481","36577.29039305246","35238.27808856711","36438.784430592845","38737.30421900426","41463.33490539293","41715.31739673049","43648.62608581766",""
"INTL.26-4-AFG-BCF.A","        Afghanistan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36.209261228231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-4-ALB-BCF.A","        Albania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-4-DZA-BCF.A","        Algeria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1083","1158","1240.6159","1246.973","1116.31","1309.83","1432.02325","1721.2531","1868.1635","2123.1378","2213.5442","2065.2212","2077.9346","2125.2567","2149.62405","2305.01005","2175.404","2061.33655","2077.58145","1860.04105","1970.22385","1761.86535","1787.29215","1649.2105","1568.294287","1529.140529","1896.707855","1898.099254","1807.311531","1506.787037",""
"INTL.26-4-ASM-BCF.A","        American Samoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-4-AGO-BCF.A","        Angola","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.257855","17.6575","0","32.136377","141.2588","187.33351","207.578182",""
"INTL.26-4-ATA-BCF.A","        Antarctica","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-4-ATG-BCF.A","        Antigua and Barbuda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-4-ARG-BCF.A","        Argentina","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","23.66105","43.7906","120.42415","148.323","209.0648","206.2396","228.1349","274.39755","244.73295","216.8341","91.46585","33.54925","31.0772","14.8323","7.063","3.5315","3.072405","2.47205","2.8252","2.7545706","2.7192559","9.524857024","24.4111134",""
