"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SI.RMT.COST.OB.ZS","Average transaction cost of sending remittances from a specific country (%)","Average transaction cost of sending remittance from a specific country is the average of the total transaction cost in percentage of the amount sent for sending USD 200 charged by each single remittance service provider (RSP) included in the Remittance Prices Worldwide (RPW) database from a specific country.","World Bank, Remittance Prices Worldwide, available at http://remittanceprices.worldbank.org",
