Report generated on: 02-28-2022 15:44:48
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.26-2-CHN-BCF.A","        China","505","450","381","431","438","457","484","494","503","505","494.3705","511.3005","516.7746","540.951","569.9368","581.5198","646.017295","697.32999","724.7167725","782.36851","902.36888","974.234905","1061.28638","1143.42907","1350.30434","1654.50775","1993.46112","2490.06065","2725.576385","3125.271555","3768.46365","4623.545745","5073.91794","5760.123705","6397.24162","6738.15162","7313.30862","8425.91162","9896.408044","10826.6704",""
"INTL.26-2-COL-BCF.A","        Colombia","99","106","106","102","143","144","144","140","146","146","151","155","150.79505","157","162.45","160.68","167.3931","210.83055","221.0719","182.9317","201.2955","215.06835","217.5404","215.06835","224.6034","235.55105","254.9743","266.2751","264.8625","306.88735","320.6602","312.1846","356.32835","377.8705","414.24495","406.47565","385.01556051562","375.2016723","404.7867266","419.2002816",""
"INTL.26-2-COM-BCF.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-COG-BCF.A","        Congo-Brazzaville","0.4","0.6","0.6","0.7","0.7","2","0.4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2378","6.3567","10.24135","13.06655","18.71695","32.84295","40.61225","41.283235","58.26975","52.9725","52.9725","49.44103","49.087883","49.087883","49.44789372",""
"INTL.26-2-COD-BCF.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35315","0.35315","0.35315","0.35315","0.35315","0.35315","0","0.013601889","0.013426154","0.013426154",""
"INTL.26-2-COK-BCF.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-CRI-BCF.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-HRV-BCF.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","96.02","103.75547","91.12","81.93","88.29","98.882","94.29105","93.9379","97.82255","100.2946","92.87845","107.71075","97.11625","94.99735","96.40995","98.422905","104.708975","94.679515","100.259285","87.192735","101.49531","87.36931","70.735945","72.53701","77.7635856","90.935968699999","97.3747635","102.207476","106.2658047"
"INTL.26-2-CUB-BCF.A","        Cuba","0.6","0.3","0.3","0.3","0.1","0.2","0.2","0.8","0.7","1.1","1.14","1.18","1.22","1.25","1.22","1.44840496657116","1.518545","26.48625","14.126","17.6575","21.189","10.5945","12.36025","13.06655","13.06655","14.126","14.126","21.189","40.9654","40.9654","37.78705","36.37445","36.51571","38.387405","42.378","44.14375","42.024868","37.3081406","34.4717777","34.468263",""
"INTL.26-2-CYP-BCF.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-CZE-BCF.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","258.824","238.38","284.99","328.111665","332.87919","332.702615","336.12817","326.16934","349.441925","337.32888","341.07227","339.059315","335.245295","328.14698","305.510065","306.781405","290.536505","327.7232","297.105095","296.15159","298.97679","265.63943","277.85842","299.8594781","308.1937473","292.0478481","306.6997538","311.3040108"
"INTL.26-2-CIV-BCF.A","        Côte d’Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.41","12.7134","21.189","28.252","47.3221","47.67525","47.67525","47.3221","47.3221","45.9095","45.9095","45.9095","52.9725","56.504","56.504","58.446325","57.63408","62.8607","72.18386","72.81953","72.854845","81.5775759","81.5775759","70.43506308","85.630025",""
"INTL.26-2-DNK-BCF.A","        Denmark","0","0","0","2.2","6.9","27","45","58","64","69","73","82","86.59","97.893","108.028585","127.38","148.04048","168.0994","172.3372","178.6939","181.87225","180.636225","180.17713","182.896385","182.86107","176.115905","180.141815","161.001085","162.343055","155.774465","175.58618","148.499575","138.01102","131.619005","112.01918","112.86674","115.0209367","109.9709346","104.6039858","97.28134069","77.27221284"
"INTL.26-2-DJI-BCF.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-DMA-BCF.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-DOM-BCF.A","        Dominican Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5945","4.59095","8.82875","8.82875","16.9512","16.59805","19.7764","28.9583","32.84295","45.2032","37.751735","37.751735","39.12902","36.8335645","40.6828668","44.61996345","56.60118913",""
"INTL.26-2-ECU-BCF.A","        Ecuador","3","2","2","3","4","4","3","1.9","2.8","2.8","4","3.22616538461538","3.5315","3.53","3.53","4.24","4.2378","3.5315","3.5315","3.5315","4.9441","5.6504","3.5315","5.29725","6.00355","9.1819","9.8882","9.711625","9.1819","10.45324","11.65395","8.510915","18.257855","18.187225","20.41207","17.551555","19.31729","16.87236984","13.39228963","12.09185063",""
"INTL.26-2-EGY-BCF.A","        Egypt","30","50","94","113","143","175","200","222","244","273","286","321","349","398.70635","423.42","438.96","473.221","476.7525","485.2281","518.07105","646.2645","866.98325","882.875","1046.0303","1111.0099","1208.12615","1334.907","1406.631765","1484.99575","1566.92655","1630.49355","1791.8831","1876.886305","1834.2611","1697.9452","1692.93047","1788.9511393","2038.2022919","2078.386103","2054.497179",""
"INTL.26-2-SLV-BCF.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-GNQ-BCF.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7063","0.7063","1.05945","1.05945","44.85005","45.9095","3.5315","45.9095","45.9095","52.6511335","52.9725","54.73825","55.7977","57.2103","55.7977","51.5599","48.38155","42.02485","41.671703","41.318556","39.199674","38.140233",""
"INTL.26-2-ERI-BCF.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-EST-BCF.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","52.97","21.19","22.6","26.31","28.82","37.4339","56.504","35.315","39.5528","44.85005","26.239045","29.911805","34.11429","34.573385","35.632835","34.82059","33.40799","23.060695","24.755815","22.31908","23.201955","23.94357","18.71695","16.633365","18.2931559","17.4102884","17.83492958","16.40173021","14.72953645"
"INTL.26-2-SWZ-BCF.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-ETH-BCF.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-FLK-BCF.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-FRO-BCF.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-FJI-BCF.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-FIN-BCF.A","        Finland","32","26","24","23","28","35","43","57","61","81","95","100","103.86","107.5","119.15","123.11","128.864435","126.71022","144.93276","144.93276","148.287685","160.718565","159.941635","176.963465","170.9246","156.622025","168.205345","161.53081","167.287155","150.759735","166.651485","145.533115","130.10046","123.214035","108.91146","96.26869","87.9697355","82.8137893","91.69415779","89.40960279","84.5023416"
"INTL.26-2-CSK-BCF.A","        Former Czechoslovakia","325","325","341","346","364","407","427","444","416","451","532","504","411","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-SCG-BCF.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","71.546","33.97303","57.57","39.02","98.211015","97.18688","103.8261","61.059635","19.176045","21.25963","80.87135","77.693","82.6371","84.756","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-SUN-BCF.A","        Former U.S.S.R.","13328","14440","15522","16822","18512","20302","21522","22462","24092","24529","24961","25014","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-YUG-BCF.A","        Former Yugoslavia","127","157","155","149","200","208","224","263","258","287","248","247","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-FRA-BCF.A","        France","981","1003","979","999","1079","1110","1129","1038","963","984","997","1131.24","1146.47","1158.403","1156.954715","1182.73","1314.318355","1300.051095","1312.905755","1382.65288","1402.817745","1470.86975","1528.08005","1510.7757","1603.65415","1740.3232","1762.57165","1656.2735","1736.43855","1665.4554","1694.76685","1654.50775","1488.209415","1551.917675","1274.341775","1342.95882","1470.6214605","1479.0969885","1412.214224","1455.466225","1348.74852"
"INTL.26-2-GUF-BCF.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-PYF-BCF.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-GAB-BCF.A","        Gabon","2.5","2.1","2","5.3","5.3","2","1","4.1","3.5","3.2","3","3.54859216809933","3.5315","3.5315","3.53","3.53","3.5315","3.5315","3.5315","3.5315","2.8252","2.8252","3.17835","3.17835","3.5315","3.5315","3.5315","2.8252","2.8252","2.8252","2.8252","2.47205","13.596275","11.23017","14.8323","13.34907","13.3843847","11.82696011","12.86955049","11.26901561",""
"INTL.26-2-GMB-BCF.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-GEO-BCF.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","176.58","84.76","56.5","74.16","63.57","67.0985","65.6859","40.9654","42.73115","40.9654","51.91305","36.37445","43.43745","52.089625","49.79415","59.68235","61.09495","60.38865","58.093175","52.725295","62.57818","71.76008","77.022015","84.7559343","79.4587293","80.8713173","79.7589499","90.28713128","89.68663501"
"INTL.26-2-DEU-BCF.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","2776","2739.45","2829.826","2965.082715","3171.57","3162.74077","3011.87509","3129.89782","3150.980875","3098.11432","3239.409635","3218.96225","3160.83376","3173.12338","3202.57609","3272.49979","3142.61122","3262.47033","3032.958145","3337.69128","3029.88574","3028.649715","3097.8318","2797.37178","2872.839935","3105.6697521","3296.6869644","3285.866152","3513.822541","3225.46336"
"INTL.26-2-DDR-BCF.A","        Germany, East","493","498","490","496","588","580","602","555","602","588","357","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-DEUW-BCF.A","        Germany, West","2128","2015","1844","1901","1996","1966","1993","2178","2114","2247","2311.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-2-GHA-BCF.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2378","29.31145","14.126","21.189","22.95475","44.989609172833","26.291037943616","43.501826739033","55.40348805","78.56004091",""
"INTL.26-2-GIB-BCF.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.002977897","2.640249202"
"INTL.26-2-GRC-BCF.A","        Greece","0","0","2.2","2.1","2.3","2","3","3","4","4","4","4","4","2.866","1.34","1.23","1.48323","6.815795","30.406215","52.9725","72.46638","71.371615","76.63355","86.1686","94.78546","100.36523","116.96328","142.31945","148.60552","124.59132","135.96275","164.744475","150.689105","135.68023","103.26106","110.81847","143.4139381","173.8905242","170.5737018","184.8761553","205.9551466"
"INTL.26-2-GRL-BCF.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-2-GRD-BCF.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
