Report generated on: 03-01-2022 09:39:28
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.57-3-BLR-TBPD.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","394.94","247.56","226","231.1","212.9","209.22","201.1","198","240.2","238.26","280.48","297.7","356.28","386.36","418.12","400.72","429.22","430.18","294.78","408.72","433.38","425.22","450.16","458.38","369.41","374.918","383.241","",""
"INTL.57-3-BEL-TBPD.A","        Belgium","644.372","554.345","478.687","399.393","371.52","329.712","469.701","485.188","471.66","500.716","506.632","578.171","584.828","556.445","572.881","531.347","636.136","662.028","699.867","648.722","684.685","644.946","675.213","731.851","692.84","645.43","637.091","665.844","681.121","630.468","672.063","602.785","635.693","557.657","649.933","647.752","641.754","688.883","666.672","694.603","547.867"
"INTL.57-3-BLZ-TBPD.A","        Belize","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0","0.134","0","0","0","0","0","0","0","",""
"INTL.57-3-BEN-TBPD.A","        Benin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-BMU-TBPD.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-BTN-TBPD.A","        Bhutan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-BOL-TBPD.A","        Bolivia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-BIH-TBPD.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0","0.019","0.001","0","0","0","0","0.004","1.619","3.234","4.737","1.423","3.497","2.744","0.386","0.305","2.358","20.024","23.093","24.903","20.776","21.122","19.333","18.865","18.531","17.12","13.9","",""
"INTL.57-3-BWA-TBPD.A","        Botswana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.002","0.005","0.008","0.004","0.002","0.003","0.002","0.003","0.002","0.003","0.002","0.006","0.003","0.002","0.005","0","0","0","",""
"INTL.57-3-BRA-TBPD.A","        Brazil","870.891","844.487","798.116","728.814","650.812","545.202","600.962","618.353","640.173","591.711","571.17","525.54","529.629","507.92","552.246","503.693","570.064","574.538","550.263","470.267","398.506","417.955","382.133","342.819","450.855","343.217","334.68","415.74","381.306","375.189","338.933","332.009","345.107","394.639","350.275","297.863","154.441","149.247","186.195","",""
"INTL.57-3-VGB-TBPD.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-BRN-TBPD.A","        Brunei","0","0","0","0","0","0","0","0","0","0","0.013","3.094","3.853","3.491","3.561","2.529","2.908","2.225","2.171","2.409","4.042","3.808","3.574","0.003","1.611","2.115","1.326","0.195","0.255","0.105","0.046","0.143","0.152","0.128","0.187","0.409","0","0","0","",""
"INTL.57-3-BGR-TBPD.A","        Bulgaria","261.068","251.027","251.027","254.04","254.04","249.019","267.093","255.044","263.077","273.118","164.694","88.964","44.482","115.352","139.451","160.115","140.495","118.244","110.974","112.119","105.612","107.259","104.729","101.395","106.215","121.357","142.503","142.845","144.973","123.666","109.127","100.19","118.184","113.284","102.479","121.859","136.068","143.562","119.761","",""
"INTL.57-3-BFA-TBPD.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-MMR-TBPD.A","        Burma","0","0","0","0","0","0","0","0","2.256","2.126","1.995","1.46","2.19","3.168","3.897","6.048","6.698","11.285","12.714","12.682","11.903","10.745","9.387","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0","0","0","",""
"INTL.57-3-BDI-TBPD.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-CPV-TBPD.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-KHM-TBPD.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-CMR-TBPD.A","        Cameroon","0","0","0","0","0","0","0","4.973","9.946","19.892","21.709","15.862","12.01","23.032","15.309","21.531","27.497","23.349","31.744","21.768","30.875","35.477","39.943","30.657","33.826","30.163","34.24","35.345","33.305","28.517","34.361","37.433","29.4","22.733","34.381","36.63","27.006","22.28","20.2","",""
"INTL.57-3-CAN-TBPD.A","        Canada","551.397","507.298","346.128","251.307","250.62","286.542","357.011","405.431","448.48","487.228","535.284","542.856","512.972","591.013","621.241","589.64","682.018","764.097","774.436","822.472","910.609","916.384","879.009","898.978","925.611","966.136","888.216","895.526","886.601","889.912","842.421","823.199","843.693","804.4","776.737","925.672","940.158","819.019","793.759","800.397","714.475"
"INTL.57-3-CYM-TBPD.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-CAF-TBPD.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-TCD-TBPD.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-CHL-TBPD.A","        Chile","62.051","51.554","23.287","36.022","37.586","39.393","49.715","51.228","77.807","86.331","103.28","105.195","114.972","119.692","135.357","144.875","151.908","163.949","180.553","177.948","184.758","187.715","183.349","195.835","198.814","195.758","212.19","205.946","191.346","188.615","159.659","171.035","161.763","177.316","166.63","167.531","164.778","170.984","172.7","178.072","146.46"
"INTL.57-3-CHN-TBPD.A","        China","7.34","1.404","12.915","7.42","4.933","5.014","9.145","10.027","17.147","65.439","58.62","119.787","227.822","314.279","247.596","342.736","453.579","711.344","547.897","734.286","1407.22","1210.153","1393.825","1827.881","2457.753","2546.763","2915.432","3276.61","3582.588","4075.78","4773.176","5096.439","5427.945","5657.997","6192.826","6737.234","7599.318","8389.246","9238.06","",""
"INTL.57-3-COL-TBPD.A","        Colombia","20.115","21.143","20.076","37.902","26.943","18.486","0","0","0","0","0","0","0.291","0","0","0","0","0","0","3.627","3.782","5.47","3.492","1.164","3.492","7.293","7.778","7.778","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-COM-TBPD.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-COG-TBPD.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.057","0","0.002","0","0.002","0","0","0","0.001","0","0","0","0","0","0.001","0.002","0","0","0","0","0","0","0","0","",""
"INTL.57-3-COD-TBPD.A","        Congo-Kinshasa","3.61","3.209","2.467","2.266","3.61","3.71","2.206","2.346","2.306","2.387","2.306","2.407","1.965","2.206","0.902","0.963","0.923","0.963","1.063","1.063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-COK-TBPD.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-CRI-TBPD.A","        Costa Rica","10.34","9.58","9.24","6.9","7.74","8.34","12.7","12.58","12.58","13.2","8.9","6.98","11","11.3","10.94","14.36","12.4","12.5","0.78","0","0.92","5.64","9.5","10.44","10.46","10.72","13.32","14.26","12.66","8.06","10.04","3.54","0","0","0","0","0","0","0","",""
"INTL.57-3-HRV-TBPD.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","55.396","74.444","77.209","85.564","73.671","75.196","76.416","91.032","79.567","79.465","79.181","76.558","85.34","81.295","77.229","85.34","70.602","82.291","71.883","57.693","47.264","50.049","37.629","47.325","59.864","63.34","65.24","",""
"INTL.57-3-CUB-TBPD.A","        Cuba","106.469","112.301","110.392","121.242","127.851","142.183","130.166","139.497","150.205","153.987","111.47","78.107","24.934","28.804","24.492","21.188","28.91","19.332","15.886","14.155","29.122","30.306","26.136","40.555","34.759","38.912","36.261","38.099","36.117","82.887","99.914","98.005","98.27","99.006","101.627","103.168","74.037","68.32","48.48","",""
"INTL.57-3-CYP-TBPD.A","        Cyprus","11.58","11.56","9.76","9.5","11.88","9.32","11.18","12.32","14.14","13.6","12.48","15.26","14.98","15.78","18.32","15.94","16.08","20.78","21.5","23.72","23.1","23.08","21.56","19.38","4.86","15.205","6.92","6.482","10.739","8.496","4.259","0.021","5.447","0.007","0.015","0.001","0","0","0","",""
"INTL.57-3-CZE-TBPD.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","123.049","139.727","142.372","152.273","142.17","140.373","121.979","114.759","120.585","124.139","129.49","129.962","156.204","156.83","145.118","163.288","145.118","156.022","139.828","142.446","132.297","148.834","144.008","107.227","157.779","150.207","154.486","123.649"
"INTL.57-3-CIV-TBPD.A","        Côte d’Ivoire","37.189","30.378","26.643","15.619","15.279","18.694","25.046","21.331","39.366","47.515","40.864","46.217","49.692","49.852","48.314","47.874","54.206","55.424","59.658","56.642","58.719","54.206","49.692","53.347","71.861","76.355","70.024","72.021","62.694","59.558","56.932","46.197","68.166","70.823","65.45","61.576","59.911","52.271","69.172","",""
"INTL.57-3-DNK-TBPD.A","        Denmark","115.343","101.322","83.311","109.5","107.006","93.973","86.905","85.593","90.897","87.39","83.029","103.22","105.617","101.989","106.249","108.289","110.631","87.37","95.063","91.469","74.626","61.423","65.845","70.51","75.21","54.922","54.679","41.03","47.603","70.893","54.76","60.979","74.848","94.296","69.823","84.079","77.224","97.385","95.184","102.307","93.468"
"INTL.57-3-DJI-TBPD.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-DMA-TBPD.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-DOM-TBPD.A","        Dominican Republic","30.05","31.852","27.209","34.144","35.554","34.202","36.083","37.924","36.063","37.768","31.225","37.474","37.689","41.842","44.193","44.487","41.215","44.643","43.566","41.372","40.882","37.689","39.511","41.509","42.038","41.627","42.175","36.965","34.372","25.532","27.099","26.383","25.513","26.499","26.538","16.422","24.074","20.56","24.908","",""
"INTL.57-3-ECU-TBPD.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-EGY-TBPD.A","        Egypt","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.018","0.506","0.252","0","0","0.001","0.002","5.567","28.428","37.038","41.229","47.633","47.919","50.371","37.417","49.703","48.94","52.221","74.99","53.499","91.65","68.052","119.632","120.74","117.42","",""
"INTL.57-3-SLV-TBPD.A","        El Salvador","12.57","12.25","10.719","12.157","12.1","12.892","13.462","14.222","13.29","12.788","13.386","15.509","16.542","18.897","16.058","15.252","14.947","15.88","16.362","18.054","19.212","19.822","18.736","19.136","19.517","20.069","17.042","19.555","16.147","17.004","15.385","13.938","10.165","0","0","0","0","0","0","",""
"INTL.57-3-GNQ-TBPD.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-ERI-TBPD.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","14.98","12.66","13.58","8.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-EST-TBPD.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-3-SWZ-TBPD.A","        Eswatini","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0.038","0.051","0.017","0.016","0.021","0.015","0","0","0.003","0.021","0.001","0","0","0.001","0","0","0","",""
"INTL.57-3-ETH-TBPD.A","        Ethiopia","12.72","15","12.72","15","15","14.66","14.62","13.4","16.3","16.24","14.64","14.7","14","14.8","9.48","13.34","14.24","14.14","14.36","7.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-FLK-TBPD.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-FRO-TBPD.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-FJI-TBPD.A","        Fiji","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0","0","0.002","0","",""
"INTL.57-3-FIN-TBPD.A","        Finland","259.279","217.546","195.86","208.056","188.136","198.445","200.585","215.749","179.961","178.334","175.931","200.403","178.592","166.098","198.627","164.058","191.177","193.457","228.571","217.708","218.966","198.344","219.02","220.716","222.208","193.235","215.285","225.34","223.657","217.748","217.465","222.836","217.898","225.219","227.501","203.392","226.517","222.392","232.428","235.989","209.446"
"INTL.57-3-CSK-TBPD.A","        Former Czechoslovakia","562.382","535.83","489.277","486.652","491.837","495.547","504.29","507.803","490.226","495.224","394.204","227.359","220.657","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-SCG-TBPD.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","20.027","4.016","4.016","6.025","25.635","42.273","30.786","7.571","5.628","37.574","51.852","58.439","66.371","61.713","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-SUN-TBPD.A","        Former U.S.S.R.","70","84","152","216","281","248","292","280","395","266","167","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-YUG-TBPD.A","        Former Yugoslavia","222","190","174","182","196","176","212","241","278","274","253","177","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-FRA-TBPD.A","        France","2204.858","1777.987","1485.974","1342.774","1374.223","1353.718","1307.902","1227.135","1327.405","1325.934","1404.661","1473.273","1429.76","1507.68","1507.195","1557.089","1672.285","1765.61","1824.125","1653.081","1720.935","1739.643","1611.95","1723.692","1713.686","1699.36","1649.749","1635.534","1665.721","1441.774","1294.031","1295.969","1139.088","1120.321","1081.936","1160.058","1105.379","1152.002","1064.652","986.307","662.564"
"INTL.57-3-GUF-TBPD.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-PYF-TBPD.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GAB-TBPD.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GMB-TBPD.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.009","0.058","0.01","0.009","0.165","0.113","0.197","0.141","0.242","0.119","0.044","0","0","0","0.002","0.004","0.001","0.002","0.002","0","0","0","0","",""
"INTL.57-3-GEO-TBPD.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","6.162","5.477","2.739","1.556","0.374","5.853","3.284","4.855","3.155","3.611","1.11","1.482","0.907","0.333","0.156","0.274","0.841","0.098","0.12","0.16","0.475","0.79","0.203","2.667","0.858","1.2","0.04","",""
"INTL.57-3-DEU-TBPD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","1792.061","1994.833","2010.778","2145.619","2036.866","2086.254","2030.162","2208.557","2098.592","2087.844","2123.59","2118.057","2149.698","2217.565","2267.82","2214.009","2156.805","2121.694","1979.36","1883.247","1827.74","1881.182","1828.709","1805.085","1843.005","1837.345","1832.162","1720.562","1742.378","1662.548"
"INTL.57-3-DDR-TBPD.A","        Germany, East","602.241","501.937","470.342","429.171","434.035","421.645","434.244","422.17","419.219","410.186","402.673","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-DEUW-TBPD.A","        Germany, West","1806.722","1505.812","1411.027","1287.514","1302.104","1264.934","1302.733","1266.509","1416.052","1330.043","1375.415","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.57-3-GHA-TBPD.A","        Ghana","20.811","21.63","20.592","8.189","16.198","17.776","16.837","17.676","16.717","18.275","16.358","19.773","18.834","13.821","21.79","16.637","19.893","3.555","23.967","32.695","25.665","30.738","35.571","38.627","39.486","39.306","34.213","41.024","39.466","19.633","33.194","30.598","24.167","26.004","13.841","6.211","2.912","4.68","3.94","",""
"INTL.57-3-GIB-TBPD.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GRC-TBPD.A","        Greece","356.579","373.487","294.194","245.027","244.056","227.46","339.464","306.491","282.557","276.365","293.568","249.611","281.248","237.799","260.757","309.52","352.975","362.584","374.941","321.938","390.066","381.746","385.986","399.434","408.713","377.566","400.524","410.499","388.355","359.01","406.44","333.447","421.922","392.407","420.514","445.935","472.445","477.879","491.266","469.88","455.982"
"INTL.57-3-GRL-TBPD.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GRD-TBPD.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GLP-TBPD.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GUM-TBPD.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GTM-TBPD.A","        Guatemala","13.694","13.382","10.812","10.995","13.4","12.335","9.417","11.252","11.418","11.142","9.839","12.133","14.318","12.647","15.309","14.098","14.575","15.401","15.346","16.337","16.557","15.805","10.995","7.381","5.859","7.411","1.035","0","0","0.001","0.002","0.002","0","0.001","0.001","0.002","0","0","0","",""
"INTL.57-3-GIN-TBPD.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GNB-TBPD.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.009","0.085","0.06","0.224","0.124","0.102","0.128","0.048","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-GUY-TBPD.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-HTI-TBPD.A","        Haiti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--","--","--","","--"
"INTL.57-3-HND-TBPD.A","        Honduras","9.94","4.68","4.66","6.42","8.98","6.52","4.82","6.68","8.8","9.04","8.5","8.16","5.44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-3-HKG-TBPD.A","        Hong Kong","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
