year,country,value
2018,China,12.610999999999999
2019,China,12.71
2020,China,12.81
2021,China,12.911
2022,China,13.015999999999998
2023,China,13.122
2024,China,13.229000000000001
2025,China,13.338
2026,China,13.448
2027,China,13.559000000000001
2028,China,13.672
2029,China,13.787
2030,China,13.902999999999999
2018,North Korea,7.233
2019,North Korea,7.234
2020,North Korea,7.234
2021,North Korea,7.233
2022,North Korea,7.232
2023,North Korea,7.23
2024,North Korea,7.227
2025,North Korea,7.224
2026,North Korea,7.221
2027,North Korea,7.2170000000000005
2028,North Korea,7.211
2029,North Korea,7.206
2030,North Korea,7.2010000000000005
2018,Taiwan,13.147
2019,Taiwan,13.232999999999999
2020,Taiwan,13.335999999999999
2021,Taiwan,13.474
2022,Taiwan,13.623
2023,Taiwan,13.745999999999999
2024,Taiwan,13.834000000000001
2025,Taiwan,13.918
2026,Taiwan,14.036
2027,Taiwan,14.183
2028,Taiwan,14.302999999999999
2029,Taiwan,14.376
2030,Taiwan,14.434000000000001
2018,Cambodia,17.105
2019,Cambodia,17.096
2020,Cambodia,17.086
2021,Cambodia,17.077
2022,Cambodia,17.073
2023,Cambodia,17.07
2024,Cambodia,17.063
2025,Cambodia,17.052
2026,Cambodia,17.042
2027,Cambodia,17.035999999999998
2028,Cambodia,17.025
2029,Cambodia,17.018
2030,Cambodia,17.005
2018,Indonesia,1.178
2019,Indonesia,1.186
2020,Indonesia,1.194
2021,Indonesia,1.203
2022,Indonesia,1.2109999999999999
2023,Indonesia,1.219
2024,Indonesia,1.228
2025,Indonesia,1.236
2026,Indonesia,1.245
2027,Indonesia,1.254
2028,Indonesia,1.263
2029,Indonesia,1.272
2030,Indonesia,1.281
2018,Laos,9.906
2019,Laos,9.949
2020,Laos,9.994
2021,Laos,10.038
2022,Laos,10.083
2023,Laos,10.128
2024,Laos,10.173
2025,Laos,10.218
2026,Laos,10.264000000000001
2027,Laos,10.31
2028,Laos,10.356
2029,Laos,10.402000000000001
2030,Laos,10.449000000000002
2018,Malaysia,5.574
2019,Malaysia,5.59
2020,Malaysia,5.605
2021,Malaysia,5.619
2022,Malaysia,5.632000000000001
2023,Malaysia,5.644
2024,Malaysia,5.656000000000001
2025,Malaysia,5.669
2026,Malaysia,5.683
2027,Malaysia,5.696000000000001
2028,Malaysia,5.709
2029,Malaysia,5.721
2030,Malaysia,5.734
2018,Maldives,4.156000000000001
2019,Maldives,4.119
2020,Maldives,4.081
2021,Maldives,4.043
2022,Maldives,4.005
2023,Maldives,3.967
2024,Maldives,3.931
2025,Maldives,3.895
2026,Maldives,3.859
2027,Maldives,3.823
2028,Maldives,3.7880000000000003
2029,Maldives,3.753
2030,Maldives,3.719
2018,Myanmar,4.349
2019,Myanmar,4.41
2020,Myanmar,4.4719999999999995
2021,Myanmar,4.534
2022,Myanmar,4.598
2023,Myanmar,4.664
2024,Myanmar,4.73
2025,Myanmar,4.797
2026,Myanmar,4.865
2027,Myanmar,4.933
2028,Myanmar,5.003
2029,Myanmar,5.073
2030,Myanmar,5.144
2018,Philippines,10.087
2019,Philippines,10.027999999999999
2020,Philippines,9.971
2021,Philippines,9.913
2022,Philippines,9.856
2023,Philippines,9.799
2024,Philippines,9.743
2025,Philippines,9.687000000000001
2026,Philippines,9.632
2027,Philippines,9.576
2028,Philippines,9.521
2029,Philippines,9.466000000000001
2030,Philippines,9.412
2018,Sri Lanka,10.639000000000001
2019,Sri Lanka,10.745999999999999
2020,Sri Lanka,10.855
2021,Sri Lanka,10.965
2022,Sri Lanka,11.077
2023,Sri Lanka,11.19
2024,Sri Lanka,11.305
2025,Sri Lanka,11.421
2026,Sri Lanka,11.539000000000001
2027,Sri Lanka,11.657
2028,Sri Lanka,11.776
2029,Sri Lanka,11.895999999999999
2030,Sri Lanka,12.017999999999999
2018,Thailand,14.706
2019,Thailand,14.706
2020,Thailand,14.707
2021,Thailand,14.709000000000001
2022,Thailand,14.71
2023,Thailand,14.712
2024,Thailand,14.713
2025,Thailand,14.714
2026,Thailand,14.716
2027,Thailand,14.717
2028,Thailand,14.719000000000001
2029,Thailand,14.720999999999998
2030,Thailand,14.725
2018,Timor-Leste,0.405
2019,Timor-Leste,0.406
2020,Timor-Leste,0.40700000000000003
2021,Timor-Leste,0.408
2022,Timor-Leste,0.409
2023,Timor-Leste,0.41
2024,Timor-Leste,0.41100000000000003
2025,Timor-Leste,0.413
2026,Timor-Leste,0.414
2027,Timor-Leste,0.415
2028,Timor-Leste,0.41600000000000004
2029,Timor-Leste,0.41700000000000004
2030,Timor-Leste,0.418
2018,Vietnam,21.445999999999998
2019,Vietnam,21.537
2020,Vietnam,21.628
2021,Vietnam,21.715
2022,Vietnam,21.801
2023,Vietnam,21.886
2024,Vietnam,21.971999999999998
2025,Vietnam,22.058000000000003
2026,Vietnam,22.145
2027,Vietnam,22.235
2028,Vietnam,22.322
2029,Vietnam,22.410999999999998
2030,Vietnam,22.499000000000002
2018,Fiji,7.652
2019,Fiji,7.711
2020,Fiji,7.772
2021,Fiji,7.832000000000001
2022,Fiji,7.894
2023,Fiji,7.956
2024,Fiji,8.019
2025,Fiji,8.082
2026,Fiji,8.145
2027,Fiji,8.209
2028,Fiji,8.273
2029,Fiji,8.337
2030,Fiji,8.402000000000001
2018,Kiribati,4.755
2019,Kiribati,4.769
2020,Kiribati,4.783
2021,Kiribati,4.798
2022,Kiribati,4.813
2023,Kiribati,4.829
2024,Kiribati,4.845
2025,Kiribati,4.861000000000001
2026,Kiribati,4.876
2027,Kiribati,4.891
2028,Kiribati,4.906000000000001
2029,Kiribati,4.921
2030,Kiribati,4.936
2018,Marshall Islands,4.6160000000000005
2019,Marshall Islands,4.665
2020,Marshall Islands,4.715
2021,Marshall Islands,4.766
2022,Marshall Islands,4.817
2023,Marshall Islands,4.868
2024,Marshall Islands,4.92
2025,Marshall Islands,4.9719999999999995
2026,Marshall Islands,5.024
2027,Marshall Islands,5.077
2028,Marshall Islands,5.131
2029,Marshall Islands,5.185
2030,Marshall Islands,5.239
2018,Federated States of Micronesia,4.149
2019,Federated States of Micronesia,4.111000000000001
2020,Federated States of Micronesia,4.073
2021,Federated States of Micronesia,4.035
2022,Federated States of Micronesia,3.997
2023,Federated States of Micronesia,3.96
2024,Federated States of Micronesia,3.924
2025,Federated States of Micronesia,3.888
2026,Federated States of Micronesia,3.852
2027,Federated States of Micronesia,3.8169999999999997
2028,Federated States of Micronesia,3.782
2029,Federated States of Micronesia,3.747
2030,Federated States of Micronesia,3.713
2018,Papua New Guinea,12.87
2019,Papua New Guinea,12.827
2020,Papua New Guinea,12.783
2021,Papua New Guinea,12.739
2022,Papua New Guinea,12.694
2023,Papua New Guinea,12.65
2024,Papua New Guinea,12.605
2025,Papua New Guinea,12.56
2026,Papua New Guinea,12.514000000000001
2027,Papua New Guinea,12.468
2028,Papua New Guinea,12.423
2029,Papua New Guinea,12.377
2030,Papua New Guinea,12.331
2018,Samoa,7.407
2019,Samoa,7.421
2020,Samoa,7.434
2021,Samoa,7.447
2022,Samoa,7.46
2023,Samoa,7.472
2024,Samoa,7.484
2025,Samoa,7.496
2026,Samoa,7.507999999999999
2027,Samoa,7.52
2028,Samoa,7.531000000000001
2029,Samoa,7.542000000000001
2030,Samoa,7.5520000000000005
2018,Solomon Islands,4.159
2019,Solomon Islands,4.223
2020,Solomon Islands,4.2860000000000005
2021,Solomon Islands,4.351
2022,Solomon Islands,4.417
2023,Solomon Islands,4.4830000000000005
2024,Solomon Islands,4.55
2025,Solomon Islands,4.618
2026,Solomon Islands,4.687
2027,Solomon Islands,4.757
2028,Solomon Islands,4.827
2029,Solomon Islands,4.899
2030,Solomon Islands,4.971
2018,Tonga,4.084
2019,Tonga,4.0969999999999995
2020,Tonga,4.111000000000001
2021,Tonga,4.124
2022,Tonga,4.138
2023,Tonga,4.151
2024,Tonga,4.165
2025,Tonga,4.178
2026,Tonga,4.191
2027,Tonga,4.203
2028,Tonga,4.216
2029,Tonga,4.228
2030,Tonga,4.24
2018,Vanuatu,2.5860000000000003
2019,Vanuatu,2.557
2020,Vanuatu,2.529
2021,Vanuatu,2.501
2022,Vanuatu,2.475
2023,Vanuatu,2.449
2024,Vanuatu,2.423
2025,Vanuatu,2.398
2026,Vanuatu,2.373
2027,Vanuatu,2.3480000000000003
2028,Vanuatu,2.324
2029,Vanuatu,2.301
2030,Vanuatu,2.2769999999999997
2018,Armenia,12.001
2019,Armenia,12.154000000000002
2020,Armenia,12.31
2021,Armenia,12.466
2022,Armenia,12.625
2023,Armenia,12.788
2024,Armenia,12.952
2025,Armenia,13.119000000000002
2026,Armenia,13.287
2027,Armenia,13.455
2028,Armenia,13.623
2029,Armenia,13.794
2030,Armenia,13.967
2018,Azerbaijan,15.009
2019,Azerbaijan,15.038
2020,Azerbaijan,15.069
2021,Azerbaijan,15.1
2022,Azerbaijan,15.134
2023,Azerbaijan,15.169
2024,Azerbaijan,15.206
2025,Azerbaijan,15.242
2026,Azerbaijan,15.277999999999999
2027,Azerbaijan,15.314
2028,Azerbaijan,15.35
2029,Azerbaijan,15.387
2030,Azerbaijan,15.423
2018,Georgia,17.831
2019,Georgia,17.938
2020,Georgia,18.047
2021,Georgia,18.159000000000002
2022,Georgia,18.272000000000002
2023,Georgia,18.387
2024,Georgia,18.505
2025,Georgia,18.625
2026,Georgia,18.744
2027,Georgia,18.865
2028,Georgia,18.988
2029,Georgia,19.113
2030,Georgia,19.24
2018,Kazakhstan,22.054000000000002
2019,Kazakhstan,22.055999999999997
2020,Kazakhstan,22.058000000000003
2021,Kazakhstan,22.06
2022,Kazakhstan,22.061
2023,Kazakhstan,22.063000000000002
2024,Kazakhstan,22.066
2025,Kazakhstan,22.068
2026,Kazakhstan,22.07
2027,Kazakhstan,22.072
2028,Kazakhstan,22.074
2029,Kazakhstan,22.076
2030,Kazakhstan,22.078000000000003
2018,Kyrgyzstan,15.184000000000001
2019,Kyrgyzstan,15.092
2020,Kyrgyzstan,15.0
2021,Kyrgyzstan,14.909
2022,Kyrgyzstan,14.819
2023,Kyrgyzstan,14.729000000000001
2024,Kyrgyzstan,14.640999999999998
2025,Kyrgyzstan,14.552999999999999
2026,Kyrgyzstan,14.465
2027,Kyrgyzstan,14.377
2028,Kyrgyzstan,14.29
2029,Kyrgyzstan,14.202
2030,Kyrgyzstan,14.116
2018,Mongolia,14.365
2019,Mongolia,14.504000000000001
2020,Mongolia,14.645
2021,Mongolia,14.787
2022,Mongolia,14.93
2023,Mongolia,15.075999999999999
2024,Mongolia,15.222999999999999
2025,Mongolia,15.370999999999999
2026,Mongolia,15.520999999999999
2027,Mongolia,15.672
2028,Mongolia,15.825
2029,Mongolia,15.979000000000001
2030,Mongolia,16.134
2018,Tajikistan,5.821000000000001
2019,Tajikistan,5.752000000000001
2020,Tajikistan,5.684
2021,Tajikistan,5.617000000000001
2022,Tajikistan,5.551
2023,Tajikistan,5.486000000000001
2024,Tajikistan,5.422000000000001
2025,Tajikistan,5.359
2026,Tajikistan,5.297000000000001
2027,Tajikistan,5.236000000000001
2028,Tajikistan,5.176
2029,Tajikistan,5.117
2030,Tajikistan,5.058
2018,Turkmenistan,13.402000000000001
2019,Turkmenistan,13.392000000000001
2020,Turkmenistan,13.383
2021,Turkmenistan,13.373
2022,Turkmenistan,13.364
2023,Turkmenistan,13.355
2024,Turkmenistan,13.345999999999998
2025,Turkmenistan,13.337
2026,Turkmenistan,13.328
2027,Turkmenistan,13.319
2028,Turkmenistan,13.31
2029,Turkmenistan,13.300999999999998
2030,Turkmenistan,13.292
2018,Uzbekistan,12.87
2019,Uzbekistan,13.038
2020,Uzbekistan,13.209000000000001
2021,Uzbekistan,13.38
2022,Uzbekistan,13.554
2023,Uzbekistan,13.73
2024,Uzbekistan,13.908
2025,Uzbekistan,14.088
2026,Uzbekistan,14.269
2027,Uzbekistan,14.452
2028,Uzbekistan,14.637
2029,Uzbekistan,14.823
2030,Uzbekistan,15.012
2018,Albania,14.835
2019,Albania,14.908
2020,Albania,14.981
2021,Albania,15.056
2022,Albania,15.135
2023,Albania,15.215
2024,Albania,15.297
2025,Albania,15.379000000000001
2026,Albania,15.462
2027,Albania,15.547
2028,Albania,15.634
2029,Albania,15.722000000000001
2030,Albania,15.812000000000001
2018,Bosnia and Herzegovina,20.888
2019,Bosnia and Herzegovina,20.846999999999998
2020,Bosnia and Herzegovina,20.805999999999997
2021,Bosnia and Herzegovina,20.764
2022,Bosnia and Herzegovina,20.721999999999998
2023,Bosnia and Herzegovina,20.680999999999997
2024,Bosnia and Herzegovina,20.64
2025,Bosnia and Herzegovina,20.598000000000003
2026,Bosnia and Herzegovina,20.555999999999997
2027,Bosnia and Herzegovina,20.515
2028,Bosnia and Herzegovina,20.473
2029,Bosnia and Herzegovina,20.432000000000002
2030,Bosnia and Herzegovina,20.391
2018,Bulgaria,22.496
2019,Bulgaria,22.623
2020,Bulgaria,22.753
2021,Bulgaria,22.886999999999997
2022,Bulgaria,23.025
2023,Bulgaria,23.166
2024,Bulgaria,23.31
2025,Bulgaria,23.456
2026,Bulgaria,23.603
2027,Bulgaria,23.750999999999998
2028,Bulgaria,23.9
2029,Bulgaria,24.05
2030,Bulgaria,24.201
2018,Croatia,20.701
2019,Croatia,20.583000000000002
2020,Croatia,20.464000000000002
2021,Croatia,20.346
2022,Croatia,20.227
2023,Croatia,20.11
2024,Croatia,19.992
2025,Croatia,19.874000000000002
2026,Croatia,19.757
2027,Croatia,19.64
2028,Croatia,19.523
2029,Croatia,19.406
2030,Croatia,19.29
2018,Czech Republic,26.528000000000002
2019,Czech Republic,26.38
2020,Czech Republic,26.230999999999998
2021,Czech Republic,26.084
2022,Czech Republic,25.936
2023,Czech Republic,25.789
2024,Czech Republic,25.643
2025,Czech Republic,25.498
2026,Czech Republic,25.351999999999997
2027,Czech Republic,25.205
2028,Czech Republic,25.059
2029,Czech Republic,24.914
2030,Czech Republic,24.768
2018,Hungary,25.487
2019,Hungary,25.308000000000003
2020,Hungary,25.13
2021,Hungary,24.951
2022,Hungary,24.772
2023,Hungary,24.594
2024,Hungary,24.416
2025,Hungary,24.239
2026,Hungary,24.061
2027,Hungary,23.884
2028,Hungary,23.706
2029,Hungary,23.529
2030,Hungary,23.353
2018,Macedonia,8.441
2019,Macedonia,8.415
2020,Macedonia,8.389
2021,Macedonia,8.363
2022,Macedonia,8.337
2023,Macedonia,8.312999999999999
2024,Macedonia,8.288
2025,Macedonia,8.263
2026,Macedonia,8.238999999999999
2027,Macedonia,8.214
2028,Macedonia,8.19
2029,Macedonia,8.166
2030,Macedonia,8.142999999999999
2018,Montenegro,25.079
2019,Montenegro,25.241999999999997
2020,Montenegro,25.406
2021,Montenegro,25.57
2022,Montenegro,25.739
2023,Montenegro,25.908
2024,Montenegro,26.078000000000003
2025,Montenegro,26.248
2026,Montenegro,26.419
2027,Montenegro,26.590999999999998
2028,Montenegro,26.763
2029,Montenegro,26.936
2030,Montenegro,27.11
2018,Poland,23.473000000000003
2019,Poland,23.565
2020,Poland,23.656999999999996
2021,Poland,23.749000000000002
2022,Poland,23.843000000000004
2023,Poland,23.936
2024,Poland,24.031
2025,Poland,24.125999999999998
2026,Poland,24.221
2027,Poland,24.316
2028,Poland,24.410999999999998
2029,Poland,24.506
2030,Poland,24.601999999999997
2018,Romania,31.133000000000003
2019,Romania,31.116999999999997
2020,Romania,31.101999999999997
2021,Romania,31.089000000000002
2022,Romania,31.076
2023,Romania,31.064
2024,Romania,31.053
2025,Romania,31.044
2026,Romania,31.035
2027,Romania,31.026
2028,Romania,31.018
2029,Romania,31.01
2030,Romania,31.003
2018,Serbia,26.835
2019,Serbia,27.025
2020,Serbia,27.215999999999998
2021,Serbia,27.408
2022,Serbia,27.601
2023,Serbia,27.795
2024,Serbia,27.99
2025,Serbia,28.185
2026,Serbia,28.381
2027,Serbia,28.576999999999998
2028,Serbia,28.774
2029,Serbia,28.971
2030,Serbia,29.17
2018,Slovakia,24.061999999999998
2019,Slovakia,23.982
2020,Slovakia,23.901
2021,Slovakia,23.820999999999998
2022,Slovakia,23.741999999999997
2023,Slovakia,23.662
2024,Slovakia,23.584
2025,Slovakia,23.505
2026,Slovakia,23.426
2027,Slovakia,23.348000000000003
2028,Slovakia,23.27
2029,Slovakia,23.191999999999997
2030,Slovakia,23.114
2018,Slovenia,10.59
2019,Slovenia,10.508
2020,Slovenia,10.425
2021,Slovenia,10.344000000000001
2022,Slovenia,10.263
2023,Slovenia,10.183
2024,Slovenia,10.103
2025,Slovenia,10.024
2026,Slovenia,9.945
2027,Slovenia,9.866
2028,Slovenia,9.787
2029,Slovenia,9.709
2030,Slovenia,9.632
2018,Belarus,33.624
2019,Belarus,33.745
2020,Belarus,33.866
2021,Belarus,33.986
2022,Belarus,34.107
2023,Belarus,34.23
2024,Belarus,34.352
2025,Belarus,34.474000000000004
2026,Belarus,34.596
2027,Belarus,34.719
2028,Belarus,34.842
2029,Belarus,34.965
2030,Belarus,35.086999999999996
2018,Estonia,30.624000000000002
2019,Estonia,30.778000000000002
2020,Estonia,30.930999999999997
2021,Estonia,31.084
2022,Estonia,31.238000000000003
2023,Estonia,31.39
2024,Estonia,31.541999999999998
2025,Estonia,31.694000000000003
2026,Estonia,31.846
2027,Estonia,32.0
2028,Estonia,32.154
2029,Estonia,32.306999999999995
2030,Estonia,32.46
2018,Latvia,27.476999999999997
2019,Latvia,27.568
2020,Latvia,27.659000000000002
2021,Latvia,27.749000000000002
2022,Latvia,27.837
2023,Latvia,27.925
2024,Latvia,28.014
2025,Latvia,28.104
2026,Latvia,28.195
2027,Latvia,28.283
2028,Latvia,28.37
2029,Latvia,28.458000000000002
2030,Latvia,28.546999999999997
2018,Lithuania,32.489000000000004
2019,Lithuania,32.656
2020,Lithuania,32.823
2021,Lithuania,32.991
2022,Lithuania,33.162
2023,Lithuania,33.335
2024,Lithuania,33.509
2025,Lithuania,33.684
2026,Lithuania,33.859
2027,Lithuania,34.034
2028,Lithuania,34.21
2029,Lithuania,34.385
2030,Lithuania,34.562
2018,Moldova,24.12
2019,Moldova,24.083000000000002
2020,Moldova,24.046
2021,Moldova,24.009
2022,Moldova,23.973000000000003
2023,Moldova,23.936999999999998
2024,Moldova,23.903000000000002
2025,Moldova,23.87
2026,Moldova,23.837
2027,Moldova,23.802
2028,Moldova,23.768
2029,Moldova,23.734
2030,Moldova,23.7
2018,Russian Federation,24.94
2019,Russian Federation,25.017
2020,Russian Federation,25.095
2021,Russian Federation,25.171999999999997
