year,country,value
2018,China,53.477
2019,China,51.465
2020,China,49.513000000000005
2021,China,47.638999999999996
2022,China,45.9
2023,China,44.211999999999996
2024,China,42.602
2025,China,41.07899999999999
2026,China,39.582
2027,China,38.148
2028,China,36.833
2029,China,35.514
2030,China,34.111999999999995
2018,North Korea,168.503
2019,North Korea,165.548
2020,North Korea,162.86
2021,North Korea,160.534
2022,North Korea,158.119
2023,North Korea,155.80200000000002
2024,North Korea,153.556
2025,North Korea,151.181
2026,North Korea,148.77100000000002
2027,North Korea,146.515
2028,North Korea,144.259
2029,North Korea,142.11
2030,North Korea,139.933
2018,Taiwan,37.058
2019,Taiwan,35.691
2020,Taiwan,34.448
2021,Taiwan,33.187
2022,Taiwan,31.969
2023,Taiwan,30.828000000000003
2024,Taiwan,29.754
2025,Taiwan,28.77
2026,Taiwan,27.815
2027,Taiwan,26.914
2028,Taiwan,26.095
2029,Taiwan,25.331999999999997
2030,Taiwan,24.645
2018,Cambodia,259.546
2019,Cambodia,252.278
2020,Cambodia,246.174
2021,Cambodia,240.799
2022,Cambodia,235.34099999999998
2023,Cambodia,230.00799999999998
2024,Cambodia,224.515
2025,Cambodia,219.082
2026,Cambodia,214.12900000000002
2027,Cambodia,209.398
2028,Cambodia,204.9
2029,Cambodia,200.53
2030,Cambodia,196.03799999999998
2018,Indonesia,225.59400000000002
2019,Indonesia,223.967
2020,Indonesia,224.31
2021,Indonesia,226.33599999999998
2022,Indonesia,226.63400000000001
2023,Indonesia,226.65400000000002
2024,Indonesia,226.505
2025,Indonesia,226.79
2026,Indonesia,227.321
2027,Indonesia,227.638
2028,Indonesia,228.52
2029,Indonesia,229.727
2030,Indonesia,230.688
2018,Laos,153.82
2019,Laos,149.745
2020,Laos,144.96
2021,Laos,140.489
2022,Laos,137.56
2023,Laos,134.563
2024,Laos,131.765
2025,Laos,129.173
2026,Laos,126.47
2027,Laos,124.53399999999999
2028,Laos,122.561
2029,Laos,120.427
2030,Laos,118.969
2018,Malaysia,61.055
2019,Malaysia,60.599
2020,Malaysia,60.731
2021,Malaysia,61.221000000000004
2022,Malaysia,60.988
2023,Malaysia,60.31
2024,Malaysia,59.291000000000004
2025,Malaysia,57.79600000000001
2026,Malaysia,55.913999999999994
2027,Malaysia,53.994
2028,Malaysia,52.135
2029,Malaysia,50.343
2030,Malaysia,48.63399999999999
2018,Maldives,40.34
2019,Maldives,39.198
2020,Maldives,38.591
2021,Maldives,38.189
2022,Maldives,37.562
2023,Maldives,36.937
2024,Maldives,36.623000000000005
2025,Maldives,36.1
2026,Maldives,35.722
2027,Maldives,35.400999999999996
2028,Maldives,35.438
2029,Maldives,35.272
2030,Maldives,34.85
2018,Myanmar,207.081
2019,Myanmar,205.877
2020,Myanmar,204.261
2021,Myanmar,203.43200000000002
2022,Myanmar,202.82299999999998
2023,Myanmar,202.46599999999998
2024,Myanmar,202.278
2025,Myanmar,201.834
2026,Myanmar,202.519
2027,Myanmar,203.053
2028,Myanmar,204.19
2029,Myanmar,205.39700000000002
2030,Myanmar,206.394
2018,Philippines,253.572
2019,Philippines,254.1
2020,Philippines,255.46900000000002
2021,Philippines,257.23
2022,Philippines,258.957
2023,Philippines,260.309
2024,Philippines,261.586
2025,Philippines,263.41900000000004
2026,Philippines,265.062
2027,Philippines,266.327
2028,Philippines,267.538
2029,Philippines,269.99
2030,Philippines,271.47
2018,Sri Lanka,44.308
2019,Sri Lanka,44.881
2020,Sri Lanka,45.174
2021,Sri Lanka,45.195
2022,Sri Lanka,45.522
2023,Sri Lanka,45.698
2024,Sri Lanka,45.934
2025,Sri Lanka,46.313
2026,Sri Lanka,46.766000000000005
2027,Sri Lanka,46.993
2028,Sri Lanka,47.247
2029,Sri Lanka,47.562
2030,Sri Lanka,47.711000000000006
2018,Thailand,70.152
2019,Thailand,69.395
2020,Thailand,68.74600000000001
2021,Thailand,68.63600000000001
2022,Thailand,67.736
2023,Thailand,66.579
2024,Thailand,65.865
2025,Thailand,65.236
2026,Thailand,64.45
2027,Thailand,64.15899999999999
2028,Thailand,63.495
2029,Thailand,62.845
2030,Thailand,62.053000000000004
2018,Timor-Leste,186.34900000000002
2019,Timor-Leste,186.89700000000002
2020,Timor-Leste,187.19799999999998
2021,Timor-Leste,186.83
2022,Timor-Leste,187.328
2023,Timor-Leste,186.19299999999998
2024,Timor-Leste,183.872
2025,Timor-Leste,180.675
2026,Timor-Leste,177.91
2027,Timor-Leste,174.388
2028,Timor-Leste,171.315
2029,Timor-Leste,167.892
2030,Timor-Leste,163.75
2018,Vietnam,131.162
2019,Vietnam,131.453
2020,Vietnam,131.863
2021,Vietnam,131.975
2022,Vietnam,132.876
2023,Vietnam,133.27700000000002
2024,Vietnam,134.015
2025,Vietnam,134.513
2026,Vietnam,134.893
2027,Vietnam,135.328
2028,Vietnam,135.91899999999998
2029,Vietnam,136.694
2030,Vietnam,137.05200000000002
2018,Fiji,38.288000000000004
2019,Fiji,38.484
2020,Fiji,38.491
2021,Fiji,38.633
2022,Fiji,38.778
2023,Fiji,38.866
2024,Fiji,39.059
2025,Fiji,39.171
2026,Fiji,39.427
2027,Fiji,39.5
2028,Fiji,39.573
2029,Fiji,39.719
2030,Fiji,39.936
2018,Kiribati,287.49
2019,Kiribati,283.374
2020,Kiribati,279.874
2021,Kiribati,276.405
2022,Kiribati,273.607
2023,Kiribati,269.427
2024,Kiribati,265.611
2025,Kiribati,261.031
2026,Kiribati,256.808
2027,Kiribati,252.275
2028,Kiribati,248.49
2029,Kiribati,244.50799999999998
2030,Kiribati,240.30700000000002
2018,Marshall Islands,185.90099999999998
2019,Marshall Islands,182.388
2020,Marshall Islands,179.065
2021,Marshall Islands,175.078
2022,Marshall Islands,172.422
2023,Marshall Islands,167.80900000000003
2024,Marshall Islands,164.283
2025,Marshall Islands,160.796
2026,Marshall Islands,157.388
2027,Marshall Islands,154.156
2028,Marshall Islands,151.523
2029,Marshall Islands,148.809
2030,Marshall Islands,146.232
2018,Federated States of Micronesia,124.353
2019,Federated States of Micronesia,139.379
2020,Federated States of Micronesia,297.851
2021,Federated States of Micronesia,311.362
2022,Federated States of Micronesia,257.699
2023,Federated States of Micronesia,228.042
2024,Federated States of Micronesia,232.176
2025,Federated States of Micronesia,411.409
2026,Federated States of Micronesia,406.767
2027,Federated States of Micronesia,362.494
2028,Federated States of Micronesia,350.86300000000006
2029,Federated States of Micronesia,399.87
2030,Federated States of Micronesia,596.6569999999999
2018,Papua New Guinea,178.138
2019,Papua New Guinea,176.965
2020,Papua New Guinea,176.153
2021,Papua New Guinea,175.356
2022,Papua New Guinea,174.765
2023,Papua New Guinea,174.30700000000002
2024,Papua New Guinea,173.907
2025,Papua New Guinea,173.47099999999998
2026,Papua New Guinea,172.87099999999998
2027,Papua New Guinea,172.148
2028,Papua New Guinea,171.459
2029,Papua New Guinea,170.674
2030,Papua New Guinea,169.84
2018,Samoa,41.739
2019,Samoa,42.141999999999996
2020,Samoa,42.386
2021,Samoa,42.876000000000005
2022,Samoa,43.201
2023,Samoa,43.325
2024,Samoa,43.513999999999996
2025,Samoa,43.848
2026,Samoa,43.985
2027,Samoa,44.193000000000005
2028,Samoa,44.262
2029,Samoa,44.364
2030,Samoa,44.221000000000004
2018,Solomon Islands,83.839
2019,Solomon Islands,83.978
2020,Solomon Islands,84.164
2021,Solomon Islands,84.40299999999999
2022,Solomon Islands,84.64299999999999
