year,country,value
2018,China,3370.009
2019,China,3345.4809999999998
2020,China,3319.1929999999998
2021,China,3293.8790000000004
2022,China,3268.442
2023,China,3242.5
2024,China,3214.7540000000004
2025,China,3181.888
2026,China,3151.449
2027,China,3119.8709999999996
2028,China,3089.304
2029,China,3060.8709999999996
2030,China,3030.6290000000004
2018,North Korea,4386.102
2019,North Korea,4375.747
2020,North Korea,4361.718
2021,North Korea,4349.411
2022,North Korea,4340.163
2023,North Korea,4331.8240000000005
2024,North Korea,4321.146
2025,North Korea,4310.649
2026,North Korea,4301.404
2027,North Korea,4294.339
2028,North Korea,4288.776
2029,North Korea,4280.765
2030,North Korea,4272.647
2018,Taiwan,5326.044
2019,Taiwan,5376.87
2020,Taiwan,5420.451999999999
2021,Taiwan,5458.133000000001
2022,Taiwan,5496.806
2023,Taiwan,5535.937
2024,Taiwan,5568.879
2025,Taiwan,5600.2919999999995
2026,Taiwan,5632.3730000000005
2027,Taiwan,5661.736
2028,Taiwan,5690.129
2029,Taiwan,5718.045
2030,Taiwan,5744.786999999999
2018,Cambodia,5194.725
2019,Cambodia,5034.357
2020,Cambodia,4874.133
2021,Cambodia,4720.018
2022,Cambodia,4565.076
2023,Cambodia,4419.246
2024,Cambodia,4284.343
2025,Cambodia,4154.135
2026,Cambodia,4026.711
2027,Cambodia,3899.593
2028,Cambodia,3775.222
2029,Cambodia,3656.417
2030,Cambodia,3544.6459999999997
2018,Indonesia,2434.47
2019,Indonesia,2371.167
2020,Indonesia,2304.613
2021,Indonesia,2236.109
2022,Indonesia,2175.058
2023,Indonesia,2117.972
2024,Indonesia,2063.843
2025,Indonesia,2009.7820000000002
2026,Indonesia,1957.365
2027,Indonesia,1907.352
2028,Indonesia,1856.7520000000002
2029,Indonesia,1808.631
2030,Indonesia,1762.2939999999999
2018,Laos,2873.761
2019,Laos,2782.41
2020,Laos,2704.3720000000003
2021,Laos,2630.883
2022,Laos,2551.79
2023,Laos,2476.665
2024,Laos,2406.084
2025,Laos,2336.923
2026,Laos,2271.564
2027,Laos,2204.655
2028,Laos,2141.603
2029,Laos,2081.2270000000003
2030,Laos,2020.558
2018,Malaysia,1203.171
2019,Malaysia,1188.197
2020,Malaysia,1171.3339999999998
2021,Malaysia,1152.535
2022,Malaysia,1136.917
2023,Malaysia,1121.403
2024,Malaysia,1104.372
2025,Malaysia,1085.9260000000002
2026,Malaysia,1065.9660000000001
2027,Malaysia,1046.734
2028,Malaysia,1027.855
2029,Malaysia,1010.7189999999999
2030,Malaysia,993.7739999999999
2018,Maldives,1427.888
2019,Maldives,1416.967
2020,Maldives,1401.932
2021,Maldives,1387.29
2022,Maldives,1376.139
2023,Maldives,1364.878
2024,Maldives,1351.807
2025,Maldives,1341.281
2026,Maldives,1330.092
2027,Maldives,1319.457
2028,Maldives,1309.652
2029,Maldives,1300.5639999999999
2030,Maldives,1294.131
2018,Myanmar,3340.559
2019,Myanmar,3222.555
2020,Myanmar,3115.986
2021,Myanmar,3011.542
2022,Myanmar,2912.8520000000003
2023,Myanmar,2818.3779999999997
2024,Myanmar,2727.265
2025,Myanmar,2644.185
2026,Myanmar,2561.234
2027,Myanmar,2486.069
