year,country,value
2018,China,80.96300000000001
2019,China,81.597
2020,China,82.104
2021,China,82.56700000000001
2022,China,83.01700000000001
2023,China,83.465
2024,China,83.87200000000001
2025,China,84.294
2026,China,84.67
2027,China,85.064
2028,China,85.49
2029,China,85.816
2030,China,86.184
2018,North Korea,64.884
2019,North Korea,65.057
2020,North Korea,65.296
2021,North Korea,65.516
2022,North Korea,65.714
2023,North Korea,65.89699999999999
2024,North Korea,66.058
2025,North Korea,66.203
2026,North Korea,66.321
2027,North Korea,66.438
2028,North Korea,66.536
2029,North Korea,66.624
2030,North Korea,66.697
2018,Taiwan,86.811
2019,Taiwan,87.071
2020,Taiwan,87.366
2021,Taiwan,87.62299999999999
2022,Taiwan,87.807
2023,Taiwan,87.978
2024,Taiwan,88.134
2025,Taiwan,88.294
2026,Taiwan,88.399
2027,Taiwan,88.523
2028,Taiwan,88.63
2029,Taiwan,88.721
2030,Taiwan,88.83
2018,Cambodia,62.393
2019,Cambodia,62.972
2020,Cambodia,63.623000000000005
2021,Cambodia,64.32
2022,Cambodia,65.104
2023,Cambodia,65.726
2024,Cambodia,66.362
2025,Cambodia,66.923
2026,Cambodia,67.53
2027,Cambodia,68.071
2028,Cambodia,68.7
2029,Cambodia,69.256
2030,Cambodia,69.655
2018,Indonesia,62.253
2019,Indonesia,62.656000000000006
2020,Indonesia,63.271
2021,Indonesia,63.928000000000004
2022,Indonesia,64.452
2023,Indonesia,64.9
2024,Indonesia,65.346
2025,Indonesia,65.788
2026,Indonesia,66.273
2027,Indonesia,66.711
2028,Indonesia,67.14399999999999
2029,Indonesia,67.61399999999999
2030,Indonesia,68.082
2018,Laos,54.138999999999996
2019,Laos,55.387
2020,Laos,56.387
2021,Laos,57.294
2022,Laos,58.435
2023,Laos,59.544
2024,Laos,60.472
2025,Laos,61.415
2026,Laos,62.35
2027,Laos,63.273999999999994
2028,Laos,64.183
2029,Laos,65.003
2030,Laos,65.87
2018,Malaysia,73.163
2019,Malaysia,73.314
2020,Malaysia,73.642
2021,Malaysia,74.075
2022,Malaysia,74.34100000000001
2023,Malaysia,74.559
2024,Malaysia,74.81
2025,Malaysia,75.058
2026,Malaysia,75.297
2027,Malaysia,75.51899999999999
2028,Malaysia,75.78
2029,Malaysia,75.984
2030,Malaysia,76.23
2018,Maldives,78.057
2019,Maldives,77.913
2020,Maldives,77.92399999999999
2021,Maldives,77.957
2022,Maldives,77.88600000000001
2023,Maldives,77.811
2024,Maldives,77.814
2025,Maldives,77.744
2026,Maldives,77.69
2027,Maldives,77.649
2028,Maldives,77.645
2029,Maldives,77.618
2030,Maldives,77.493
2018,Myanmar,58.56100000000001
2019,Myanmar,58.803999999999995
2020,Myanmar,58.775
2021,Myanmar,58.79600000000001
2022,Myanmar,58.85
2023,Myanmar,58.882
2024,Myanmar,58.93600000000001
2025,Myanmar,58.911
2026,Myanmar,58.973
2027,Myanmar,59.047
2028,Myanmar,59.141999999999996
2029,Myanmar,59.243
2030,Myanmar,59.298
2018,Philippines,58.047
2019,Philippines,58.316
2020,Philippines,58.716
2021,Philippines,59.052
2022,Philippines,59.391000000000005
2023,Philippines,59.672
2024,Philippines,59.951
2025,Philippines,60.275
2026,Philippines,60.621
2027,Philippines,60.953
2028,Philippines,61.265
2029,Philippines,61.626000000000005
2030,Philippines,61.996
2018,Sri Lanka,77.627
2019,Sri Lanka,78.221
2020,Sri Lanka,78.664
2021,Sri Lanka,79.02
2022,Sri Lanka,79.457
2023,Sri Lanka,79.896
2024,Sri Lanka,80.32
2025,Sri Lanka,80.79
2026,Sri Lanka,81.275
2027,Sri Lanka,81.684
2028,Sri Lanka,82.098
2029,Sri Lanka,82.53299999999999
2030,Sri Lanka,82.896
2018,Thailand,76.692
2019,Thailand,77.036
2020,Thailand,77.407
2021,Thailand,77.935
2022,Thailand,78.221
2023,Thailand,78.433
2024,Thailand,78.709
2025,Thailand,79.003
2026,Thailand,79.237
2027,Thailand,79.493
2028,Thailand,79.72
2029,Thailand,79.941
2030,Thailand,80.11
