year,country,value
2018,China,8.799
2019,China,9.305
2020,China,9.843
2021,China,10.414000000000001
2022,China,11.022
2023,China,11.667
2024,China,12.353
2025,China,13.082
2026,China,13.857000000000001
2027,China,14.682
2028,China,15.56
2029,China,16.493
2030,China,17.487000000000002
2018,North Korea,1.4509999999999998
2019,North Korea,1.4669999999999999
2020,North Korea,1.483
2021,North Korea,1.5
2022,North Korea,1.517
2023,North Korea,1.534
2024,North Korea,1.5530000000000002
2025,North Korea,1.571
2026,North Korea,1.591
2027,North Korea,1.611
2028,North Korea,1.631
2029,North Korea,1.652
2030,North Korea,1.6740000000000002
2018,Taiwan,5.696000000000001
2019,Taiwan,5.862
2020,Taiwan,6.035
2021,Taiwan,6.212999999999999
2022,Taiwan,6.398
2023,Taiwan,6.59
2024,Taiwan,6.789
2025,Taiwan,6.994
2026,Taiwan,7.207000000000001
2027,Taiwan,7.428
2028,Taiwan,7.657
2029,Taiwan,7.895
2030,Taiwan,8.141
2018,Cambodia,3.181
2019,Cambodia,3.35
2020,Cambodia,3.528
2021,Cambodia,3.716
2022,Cambodia,3.915
2023,Cambodia,4.124
2024,Cambodia,4.346
2025,Cambodia,4.579
2026,Cambodia,4.8260000000000005
2027,Cambodia,5.086
2028,Cambodia,5.362
2029,Cambodia,5.652
2030,Cambodia,5.96
2018,Indonesia,3.478
2019,Indonesia,3.627
2020,Indonesia,3.783
2021,Indonesia,3.947
2022,Indonesia,4.118
2023,Indonesia,4.297
2024,Indonesia,4.484
2025,Indonesia,4.681
2026,Indonesia,4.886
2027,Indonesia,5.102
2028,Indonesia,5.327999999999999
2029,Indonesia,5.564
2030,Indonesia,5.812
2018,Laos,1.601
2019,Laos,1.6640000000000001
2020,Laos,1.729
2021,Laos,1.797
2022,Laos,1.868
2023,Laos,1.942
2024,Laos,2.02
2025,Laos,2.102
2026,Laos,2.187
2027,Laos,2.276
2028,Laos,2.37
2029,Laos,2.468
2030,Laos,2.571
2018,Malaysia,6.598
2019,Malaysia,6.856
2020,Malaysia,7.126
2021,Malaysia,7.407
2022,Malaysia,7.7
2023,Malaysia,8.006
2024,Malaysia,8.326
2025,Malaysia,8.66
2026,Malaysia,9.008
2027,Malaysia,9.373
2028,Malaysia,9.753
2029,Malaysia,10.15
2030,Malaysia,10.565999999999999
2018,Maldives,5.7589999999999995
2019,Maldives,6.081
2020,Maldives,6.422999999999999
2021,Maldives,6.785
2022,Maldives,7.17
2023,Maldives,7.577000000000001
2024,Maldives,8.009
2025,Maldives,8.467
2026,Maldives,8.954
2027,Maldives,9.47
2028,Maldives,10.017000000000001
2029,Maldives,10.599
2030,Maldives,11.216
2018,Myanmar,2.301
2019,Myanmar,2.4530000000000003
2020,Myanmar,2.614
2021,Myanmar,2.787
2022,Myanmar,2.972
2023,Myanmar,3.1689999999999996
2024,Myanmar,3.3789999999999996
2025,Myanmar,3.6039999999999996
2026,Myanmar,3.844
2027,Myanmar,4.101
2028,Myanmar,4.375
2029,Myanmar,4.669
2030,Myanmar,4.982
2018,Philippines,2.041
2019,Philippines,2.039
2020,Philippines,2.037
2021,Philippines,2.035
2022,Philippines,2.033
2023,Philippines,2.032
2024,Philippines,2.031
2025,Philippines,2.03
2026,Philippines,2.03
2027,Philippines,2.03
2028,Philippines,2.03
2029,Philippines,2.03
2030,Philippines,2.031
2018,Sri Lanka,2.819
2019,Sri Lanka,2.9189999999999996
2020,Sri Lanka,3.0239999999999996
2021,Sri Lanka,3.133
2022,Sri Lanka,3.2460000000000004
2023,Sri Lanka,3.365
2024,Sri Lanka,3.488
2025,Sri Lanka,3.617
2026,Sri Lanka,3.7510000000000003
2027,Sri Lanka,3.891
2028,Sri Lanka,4.037
2029,Sri Lanka,4.19
2030,Sri Lanka,4.349
2018,Thailand,7.622000000000001
2019,Thailand,7.854
2020,Thailand,8.093
2021,Thailand,8.341000000000001
2022,Thailand,8.597000000000001
2023,Thailand,8.863
2024,Thailand,9.138
2025,Thailand,9.422
2026,Thailand,9.717
2027,Thailand,10.023
2028,Thailand,10.339
2029,Thailand,10.667
2030,Thailand,11.007
2018,Timor-Leste,1.207
2019,Timor-Leste,1.255
2020,Timor-Leste,1.305
2021,Timor-Leste,1.357
2022,Timor-Leste,1.411
2023,Timor-Leste,1.4669999999999999
2024,Timor-Leste,1.526
2025,Timor-Leste,1.588
2026,Timor-Leste,1.652
2027,Timor-Leste,1.719
2028,Timor-Leste,1.7890000000000001
2029,Timor-Leste,1.8619999999999999
2030,Timor-Leste,1.939
2018,Vietnam,2.273
2019,Vietnam,2.39
2020,Vietnam,2.513
2021,Vietnam,2.6430000000000002
2022,Vietnam,2.78
2023,Vietnam,2.925
2024,Vietnam,3.0780000000000003
2025,Vietnam,3.24
2026,Vietnam,3.411
2027,Vietnam,3.592
2028,Vietnam,3.784
2029,Vietnam,3.986
2030,Vietnam,4.2010000000000005
2018,Fiji,3.698
2019,Fiji,3.762
2020,Fiji,3.827
2021,Fiji,3.8939999999999997
2022,Fiji,3.963
2023,Fiji,4.034
2024,Fiji,4.106
2025,Fiji,4.181
2026,Fiji,4.2589999999999995
2027,Fiji,4.338
2028,Fiji,4.42
2029,Fiji,4.504
2030,Fiji,4.591
2018,Kiribati,2.18
2019,Kiribati,2.228
2020,Kiribati,2.2769999999999997
2021,Kiribati,2.3280000000000003
2022,Kiribati,2.38
2023,Kiribati,2.434
2024,Kiribati,2.489
2025,Kiribati,2.546
2026,Kiribati,2.6039999999999996
