year,country,value
2018,China,4.564
2019,China,4.32
2020,China,4.098
2021,China,3.887
2022,China,3.697
2023,China,3.517
2024,China,3.35
2025,China,3.195
2026,China,3.05
2027,China,2.915
2028,China,2.7880000000000003
2029,China,2.668
2030,China,2.5469999999999997
2018,North Korea,9.556000000000001
2019,North Korea,9.255
2020,North Korea,9.079
2021,North Korea,8.851
2022,North Korea,8.645
2023,North Korea,8.526
2024,North Korea,8.363
2025,North Korea,8.154
2026,North Korea,7.816
2027,North Korea,7.774
2028,North Korea,7.5089999999999995
2029,North Korea,7.449
2030,North Korea,7.297000000000001
2018,Taiwan,2.392
2019,Taiwan,2.346
2020,Taiwan,2.303
2021,Taiwan,2.26
2022,Taiwan,2.221
2023,Taiwan,2.187
2024,Taiwan,2.156
2025,Taiwan,2.127
2026,Taiwan,2.1
2027,Taiwan,2.0780000000000003
2028,Taiwan,2.053
2029,Taiwan,2.032
2030,Taiwan,2.012
2018,Cambodia,15.617
2019,Cambodia,15.024000000000001
2020,Cambodia,14.49
2021,Cambodia,13.964
2022,Cambodia,13.484000000000002
2023,Cambodia,13.015
2024,Cambodia,12.595
2025,Cambodia,12.161
2026,Cambodia,11.749
2027,Cambodia,11.873
2028,Cambodia,10.965
2029,Cambodia,10.817
2030,Cambodia,10.552
2018,Indonesia,13.130999999999998
2019,Indonesia,12.679
2020,Indonesia,12.255
2021,Indonesia,11.85
2022,Indonesia,11.464
2023,Indonesia,11.097000000000001
2024,Indonesia,10.749
2025,Indonesia,10.414000000000001
2026,Indonesia,10.096
2027,Indonesia,9.791
2028,Indonesia,9.494
2029,Indonesia,9.217
2030,Indonesia,8.949
2018,Laos,24.58
2019,Laos,23.642
2020,Laos,22.765
2021,Laos,21.944000000000003
2022,Laos,21.171
2023,Laos,20.427
2024,Laos,19.727999999999998
2025,Laos,19.063
2026,Laos,18.418
2027,Laos,17.842
2028,Laos,17.225
2029,Laos,16.680999999999997
2030,Laos,16.162
2018,Malaysia,3.846
2019,Malaysia,3.7760000000000002
2020,Malaysia,3.708
2021,Malaysia,3.64
2022,Malaysia,3.563
2023,Malaysia,3.4819999999999998
2024,Malaysia,3.39
2025,Malaysia,3.285
2026,Malaysia,3.148
2027,Malaysia,3.045
2028,Malaysia,2.93
2029,Malaysia,2.8310000000000004
2030,Malaysia,2.737
2018,Maldives,4.467
2019,Maldives,4.221
2020,Maldives,3.998
2021,Maldives,3.799
2022,Maldives,3.615
2023,Maldives,3.4419999999999997
2024,Maldives,3.283
2025,Maldives,3.135
2026,Maldives,2.9960000000000004
2027,Maldives,2.866
2028,Maldives,2.734
2029,Maldives,2.6260000000000003
2030,Maldives,2.524
2018,Myanmar,20.387999999999998
2019,Myanmar,19.561
2020,Myanmar,18.8
2021,Myanmar,18.077
2022,Myanmar,17.399
2023,Myanmar,16.756
2024,Myanmar,16.16
2025,Myanmar,15.606
2026,Myanmar,15.075
2027,Myanmar,14.619000000000002
2028,Myanmar,14.092
2029,Myanmar,13.665
2030,Myanmar,13.247
2018,Philippines,11.654000000000002
2019,Philippines,11.344000000000001
2020,Philippines,11.058
2021,Philippines,10.784
2022,Philippines,10.527999999999999
2023,Philippines,10.287
2024,Philippines,10.056000000000001
2025,Philippines,9.83
2026,Philippines,9.615
