year,country,value
2018,China,774.887
2019,China,756.074
2020,China,737.815
2021,China,720.081
2022,China,702.875
2023,China,686.197
2024,China,670.018
2025,China,654.318
2026,China,639.068
2027,China,624.266
2028,China,609.905
2029,China,595.966
2030,China,582.429
2018,North Korea,1206.128
2019,North Korea,1198.7730000000001
2020,North Korea,1191.482
2021,North Korea,1184.177
2022,North Korea,1176.998
2023,North Korea,1169.9389999999999
2024,North Korea,1162.9180000000001
2025,North Korea,1155.99
2026,North Korea,1149.18
2027,North Korea,1142.502
2028,North Korea,1135.871
2029,North Korea,1129.4189999999999
2030,North Korea,1123.085
2018,Taiwan,470.043
2019,Taiwan,466.749
2020,Taiwan,463.662
2021,Taiwan,460.668
2022,Taiwan,457.75300000000004
2023,Taiwan,454.94699999999995
2024,Taiwan,452.26599999999996
2025,Taiwan,449.68
2026,Taiwan,447.135
2027,Taiwan,444.63
2028,Taiwan,442.284
2029,Taiwan,440.168
2030,Taiwan,438.116
2018,Cambodia,1162.327
2019,Cambodia,1141.4560000000001
2020,Cambodia,1121.006
2021,Cambodia,1101.075
2022,Cambodia,1081.815
2023,Cambodia,1063.111
2024,Cambodia,1044.799
2025,Cambodia,1026.848
2026,Cambodia,1009.301
2027,Cambodia,992.243
2028,Cambodia,975.47
2029,Cambodia,959.187
2030,Cambodia,943.18
2018,Indonesia,1062.188
2019,Indonesia,1046.9160000000002
2020,Indonesia,1031.932
2021,Indonesia,1017.193
2022,Indonesia,1002.7610000000001
2023,Indonesia,988.6610000000001
2024,Indonesia,974.825
2025,Indonesia,961.216
2026,Indonesia,947.808
2027,Indonesia,934.6339999999999
2028,Indonesia,921.709
2029,Indonesia,909.015
2030,Indonesia,896.5419999999999
2018,Laos,1027.077
2019,Laos,1010.577
2020,Laos,994.3919999999999
2021,Laos,978.512
2022,Laos,962.98
2023,Laos,947.798
2024,Laos,932.927
2025,Laos,918.341
2026,Laos,904.025
2027,Laos,889.9939999999999
2028,Laos,876.2489999999999
2029,Laos,862.798
2030,Laos,849.61
2018,Malaysia,580.361
2019,Malaysia,572.441
2020,Malaysia,564.747
2021,Malaysia,557.278
2022,Malaysia,550.005
2023,Malaysia,542.9209999999999
2024,Malaysia,536.039
2025,Malaysia,529.363
2026,Malaysia,522.894
2027,Malaysia,516.622
2028,Malaysia,510.51800000000003
2029,Malaysia,504.582
2030,Malaysia,498.805
2018,Maldives,589.696
2019,Maldives,570.492
2020,Maldives,551.992
2021,Maldives,534.18
2022,Maldives,517.047
2023,Maldives,500.588
2024,Maldives,484.75699999999995
2025,Maldives,469.506
2026,Maldives,454.79699999999997
2027,Maldives,440.629
2028,Maldives,426.99800000000005
2029,Maldives,413.87199999999996
2030,Maldives,401.217
2018,Myanmar,975.697
2019,Myanmar,966.8810000000001
2020,Myanmar,958.2639999999999
2021,Myanmar,949.807
2022,Myanmar,941.555
2023,Myanmar,933.547
2024,Myanmar,925.7589999999999
2025,Myanmar,918.16
2026,Myanmar,910.722
2027,Myanmar,903.472
2028,Myanmar,896.416
2029,Myanmar,889.566
2030,Myanmar,882.8810000000001
2018,Philippines,786.1060000000001
2019,Philippines,780.5139999999999
2020,Philippines,775.0210000000001
2021,Philippines,769.557
2022,Philippines,764.192
2023,Philippines,758.975
2024,Philippines,753.865
2025,Philippines,748.8330000000001
2026,Philippines,743.847
2027,Philippines,738.955
2028,Philippines,734.183
2029,Philippines,729.4989999999999
2030,Philippines,724.8739999999999
2018,Sri Lanka,587.512
2019,Sri Lanka,582.927
2020,Sri Lanka,578.445
2021,Sri Lanka,574.035
2022,Sri Lanka,569.721
2023,Sri Lanka,565.521
2024,Sri Lanka,561.413
2025,Sri Lanka,557.375
2026,Sri Lanka,553.385
2027,Sri Lanka,549.4580000000001
2028,Sri Lanka,545.606
2029,Sri Lanka,541.8240000000001
2030,Sri Lanka,538.095
2018,Thailand,867.178
2019,Thailand,853.2660000000001
2020,Thailand,839.685
2021,Thailand,826.416
2022,Thailand,813.4630000000001
2023,Thailand,800.825
2024,Thailand,788.4810000000001
2025,Thailand,776.413
2026,Thailand,764.605
2027,Thailand,753.058
2028,Thailand,741.7760000000001
2029,Thailand,730.747
2030,Thailand,719.959
2018,Timor-Leste,834.2510000000001
2019,Timor-Leste,819.678
2020,Timor-Leste,805.4119999999999
2021,Timor-Leste,791.419
2022,Timor-Leste,777.7760000000001
2023,Timor-Leste,764.475
2024,Timor-Leste,751.44
2025,Timor-Leste,738.659
2026,Timor-Leste,726.118
2027,Timor-Leste,713.845
2028,Timor-Leste,701.795
2029,Timor-Leste,690.028
2030,Timor-Leste,678.4910000000001
2018,Vietnam,839.1360000000001
2019,Vietnam,831.495
2020,Vietnam,824.061
2021,Vietnam,816.791
2022,Vietnam,809.7660000000001
2023,Vietnam,803.0060000000001
2024,Vietnam,796.451
