year,country,value
2018,China,0.9329999999999999
2019,China,0.912
2020,China,0.892
2021,China,0.873
2022,China,0.855
2023,China,0.838
2024,China,0.821
2025,China,0.805
2026,China,0.789
2027,China,0.773
2028,China,0.758
2029,China,0.743
2030,China,0.728
2018,North Korea,2.609
2019,North Korea,2.591
2020,North Korea,2.57
2021,North Korea,2.549
2022,North Korea,2.5269999999999997
2023,North Korea,2.505
2024,North Korea,2.484
2025,North Korea,2.46
2026,North Korea,2.436
2027,North Korea,2.411
2028,North Korea,2.386
2029,North Korea,2.364
2030,North Korea,2.3409999999999997
2018,Taiwan,1.168
2019,Taiwan,1.146
2020,Taiwan,1.126
2021,Taiwan,1.104
2022,Taiwan,1.084
2023,Taiwan,1.064
2024,Taiwan,1.045
2025,Taiwan,1.026
2026,Taiwan,1.0090000000000001
2027,Taiwan,0.991
2028,Taiwan,0.976
2029,Taiwan,0.961
2030,Taiwan,0.9470000000000001
2018,Cambodia,2.325
2019,Cambodia,2.294
2020,Cambodia,2.263
2021,Cambodia,2.231
2022,Cambodia,2.2
2023,Cambodia,2.171
2024,Cambodia,2.142
2025,Cambodia,2.1109999999999998
2026,Cambodia,2.082
2027,Cambodia,2.0540000000000003
2028,Cambodia,2.024
2029,Cambodia,1.996
2030,Cambodia,1.9680000000000002
2018,Indonesia,0.9670000000000001
2019,Indonesia,0.96
2020,Indonesia,0.9540000000000001
2021,Indonesia,0.948
2022,Indonesia,0.943
2023,Indonesia,0.9359999999999999
2024,Indonesia,0.929
2025,Indonesia,0.922
2026,Indonesia,0.915
2027,Indonesia,0.909
2028,Indonesia,0.902
2029,Indonesia,0.895
2030,Indonesia,0.887
2018,Laos,3.177
2019,Laos,3.13
2020,Laos,3.082
2021,Laos,3.036
2022,Laos,2.989
2023,Laos,2.9419999999999997
2024,Laos,2.897
2025,Laos,2.852
2026,Laos,2.8089999999999997
2027,Laos,2.766
2028,Laos,2.7239999999999998
2029,Laos,2.682
2030,Laos,2.641
2018,Malaysia,1.8330000000000002
2019,Malaysia,1.821
2020,Malaysia,1.808
2021,Malaysia,1.795
2022,Malaysia,1.778
2023,Malaysia,1.754
2024,Malaysia,1.719
2025,Malaysia,1.671
2026,Malaysia,1.6159999999999999
2027,Malaysia,1.561
2028,Malaysia,1.508
2029,Malaysia,1.4580000000000002
2030,Malaysia,1.41
2018,Maldives,0.79
2019,Maldives,0.7759999999999999
2020,Maldives,0.763
2021,Maldives,0.7490000000000001
2022,Maldives,0.736
2023,Maldives,0.723
2024,Maldives,0.711
2025,Maldives,0.6990000000000001
