year,country,value
2018,China,23.549
2019,China,22.43
2020,China,21.349
2021,China,20.307000000000002
2022,China,19.303
2023,China,18.336
2024,China,17.408
2025,China,16.516
2026,China,15.662
2027,China,14.843
2028,China,14.06
2029,China,13.312000000000001
2030,China,12.597999999999999
2018,North Korea,33.349000000000004
2019,North Korea,33.069
2020,North Korea,32.791
2021,North Korea,32.514
2022,North Korea,32.238
2023,North Korea,31.963
2024,North Korea,31.689
2025,North Korea,31.416999999999998
2026,North Korea,31.146
2027,North Korea,30.875999999999998
2028,North Korea,30.607
2029,North Korea,30.34
2030,North Korea,30.074
2018,Taiwan,4.237
2019,Taiwan,4.095
2020,Taiwan,3.957
2021,Taiwan,3.823
2022,Taiwan,3.694
2023,Taiwan,3.569
2024,Taiwan,3.449
2025,Taiwan,3.332
2026,Taiwan,3.219
2027,Taiwan,3.11
2028,Taiwan,3.0039999999999996
2029,Taiwan,2.9019999999999997
2030,Taiwan,2.804
2018,Cambodia,41.457
2019,Cambodia,39.793
2020,Cambodia,38.153
2021,Cambodia,36.538000000000004
2022,Cambodia,34.954
2023,Cambodia,33.402
2024,Cambodia,31.885
2025,Cambodia,30.405
2026,Cambodia,28.965
2027,Cambodia,27.566
2028,Cambodia,26.209
2029,Cambodia,24.897
2030,Cambodia,23.629
2018,Indonesia,19.595
2019,Indonesia,18.57
2020,Indonesia,17.586
2021,Indonesia,16.644000000000002
2022,Indonesia,15.742
2023,Indonesia,14.88
2024,Indonesia,14.058
2025,Indonesia,13.273
2026,Indonesia,12.526
2027,Indonesia,11.815
2028,Indonesia,11.139000000000001
2029,Indonesia,10.497
2030,Indonesia,9.888
2018,Laos,61.867
2019,Laos,60.803999999999995
2020,Laos,59.73
2021,Laos,58.648
2022,Laos,57.556999999999995
2023,Laos,56.458
2024,Laos,55.354
2025,Laos,54.244
2026,Laos,53.13
2027,Laos,52.013000000000005
2028,Laos,50.894
2029,Laos,49.773999999999994
2030,Laos,48.653999999999996
2018,Malaysia,2.827
2019,Malaysia,2.741
2020,Malaysia,2.658
2021,Malaysia,2.577
2022,Malaysia,2.498
2023,Malaysia,2.4219999999999997
2024,Malaysia,2.3480000000000003
2025,Malaysia,2.276
2026,Malaysia,2.207
2027,Malaysia,2.14
2028,Malaysia,2.074
2029,Malaysia,2.011
2030,Malaysia,1.95
2018,Maldives,15.22
2019,Maldives,14.345
2020,Maldives,13.512
2021,Maldives,12.720999999999998
2022,Maldives,11.969000000000001
2023,Maldives,11.255999999999998
2024,Maldives,10.58
2025,Maldives,9.94
2026,Maldives,9.335
2027,Maldives,8.763
2028,Maldives,8.222000000000001
2029,Maldives,7.712999999999999
2030,Maldives,7.232
2018,Myanmar,46.044
2019,Myanmar,44.333999999999996
2020,Myanmar,42.638999999999996
2021,Myanmar,40.96
2022,Myanmar,39.302
2023,Myanmar,37.668
2024,Myanmar,36.062
2025,Myanmar,34.486
2026,Myanmar,32.944
2027,Myanmar,31.436999999999998
2028,Myanmar,29.969
2029,Myanmar,28.54
2030,Myanmar,27.153000000000002
2018,Philippines,11.216
2019,Philippines,10.647
2020,Philippines,10.103
2021,Philippines,9.585
2022,Philippines,9.09
2023,Philippines,8.618
2024,Philippines,8.169
2025,Philippines,7.7410000000000005
2026,Philippines,7.334
2027,Philippines,6.947
2028,Philippines,6.577999999999999
2029,Philippines,6.228
2030,Philippines,5.896
2018,Sri Lanka,27.401
2019,Sri Lanka,26.057
2020,Sri Lanka,24.756999999999998
2021,Sri Lanka,23.5
2022,Sri Lanka,22.288
2023,Sri Lanka,21.12
2024,Sri Lanka,19.998
2025,Sri Lanka,18.921
2026,Sri Lanka,17.887999999999998
2027,Sri Lanka,16.9
2028,Sri Lanka,15.956
2029,Sri Lanka,15.055
2030,Sri Lanka,14.196
2018,Thailand,2.044
2019,Thailand,1.945
2020,Thailand,1.851
2021,Thailand,1.7619999999999998
2022,Thailand,1.6769999999999998
2023,Thailand,1.5959999999999999
2024,Thailand,1.5190000000000001
2025,Thailand,1.445
2026,Thailand,1.376
2027,Thailand,1.3090000000000002
2028,Thailand,1.246
2029,Thailand,1.185
2030,Thailand,1.128
2018,Timor-Leste,70.725
2019,Timor-Leste,69.351
2020,Timor-Leste,67.943
2021,Timor-Leste,66.501
2022,Timor-Leste,65.029
2023,Timor-Leste,63.528
2024,Timor-Leste,62.001000000000005
2025,Timor-Leste,60.45
2026,Timor-Leste,58.879
2027,Timor-Leste,57.29
2028,Timor-Leste,55.68600000000001
2029,Timor-Leste,54.071000000000005
2030,Timor-Leste,52.448
2018,Vietnam,25.480999999999998
2019,Vietnam,24.269000000000002
2020,Vietnam,23.096999999999998
2021,Vietnam,21.964000000000002
2022,Vietnam,20.872
2023,Vietnam,19.820999999999998
2024,Vietnam,18.81
2025,Vietnam,17.839000000000002
2026,Vietnam,16.908
2027,Vietnam,16.016
2028,Vietnam,15.163
2029,Vietnam,14.347000000000001
2030,Vietnam,13.568
2018,Fiji,18.264
2019,Fiji,18.137999999999998
2020,Fiji,18.012
2021,Fiji,17.886
2022,Fiji,17.762
2023,Fiji,17.637999999999998
2024,Fiji,17.515
2025,Fiji,17.392
2026,Fiji,17.271
2027,Fiji,17.15
2028,Fiji,17.03
2029,Fiji,16.91
2030,Fiji,16.791
2018,Kiribati,55.513000000000005
2019,Kiribati,54.242
2020,Kiribati,52.966
2021,Kiribati,51.68600000000001
2022,Kiribati,50.403999999999996
2023,Kiribati,49.122
2024,Kiribati,47.841
2025,Kiribati,46.562
2026,Kiribati,45.288000000000004
2027,Kiribati,44.021
2028,Kiribati,42.761
2029,Kiribati,41.51
2030,Kiribati,40.27
2018,Marshall Islands,27.706
2019,Marshall Islands,26.773000000000003
2020,Marshall Islands,25.86
2021,Marshall Islands,24.967
2022,Marshall Islands,24.095
2023,Marshall Islands,23.244
2024,Marshall Islands,22.415
2025,Marshall Islands,21.605999999999998
2026,Marshall Islands,20.818
2027,Marshall Islands,20.052
2028,Marshall Islands,19.307000000000002
2029,Marshall Islands,18.583
2030,Marshall Islands,17.881
2018,Federated States of Micronesia,22.987
2019,Federated States of Micronesia,22.464000000000002
2020,Federated States of Micronesia,21.949
2021,Federated States of Micronesia,21.443
2022,Federated States of Micronesia,20.945999999999998
2023,Federated States of Micronesia,20.457
2024,Federated States of Micronesia,19.977
2025,Federated States of Micronesia,19.507
2026,Federated States of Micronesia,19.044
2027,Federated States of Micronesia,18.590999999999998
2028,Federated States of Micronesia,18.146
2029,Federated States of Micronesia,17.71
2030,Federated States of Micronesia,17.282
2018,Papua New Guinea,79.018
2019,Papua New Guinea,78.241
2020,Papua New Guinea,77.445
2021,Papua New Guinea,76.628
2022,Papua New Guinea,75.791
2023,Papua New Guinea,74.935
2024,Papua New Guinea,74.059
2025,Papua New Guinea,73.163
2026,Papua New Guinea,72.248
2027,Papua New Guinea,71.315
2028,Papua New Guinea,70.36399999999999
2029,Papua New Guinea,69.395
2030,Papua New Guinea,68.40899999999999
2018,Samoa,3.967
2019,Samoa,3.931
2020,Samoa,3.895
2021,Samoa,3.859
2022,Samoa,3.824
2023,Samoa,3.7889999999999997
2024,Samoa,3.7539999999999996
2025,Samoa,3.719
2026,Samoa,3.685
2027,Samoa,3.6519999999999997
2028,Samoa,3.6180000000000003
2029,Samoa,3.585
2030,Samoa,3.552
2018,Solomon Islands,70.245
2019,Solomon Islands,69.133
2020,Solomon Islands,67.998
2021,Solomon Islands,66.842
2022,Solomon Islands,65.666
2023,Solomon Islands,64.47
2024,Solomon Islands,63.257
2025,Solomon Islands,62.026
2026,Solomon Islands,60.781000000000006
2027,Solomon Islands,59.521
2028,Solomon Islands,58.248999999999995
2029,Solomon Islands,56.966
2030,Solomon Islands,55.674
2018,Tonga,15.385
2019,Tonga,14.827
2020,Tonga,14.285
2021,Tonga,13.76
2022,Tonga,13.251
2023,Tonga,12.759
2024,Tonga,12.282
2025,Tonga,11.82
2026,Tonga,11.373
