year,country,value
2018,China,15.279000000000002
2019,China,15.004000000000001
2020,China,14.722999999999999
2021,China,14.44
2022,China,14.164000000000001
2023,China,13.878
2024,China,13.583
2025,China,13.287
2026,China,12.994000000000002
2027,China,12.690999999999999
2028,China,12.387
2029,China,12.075
2030,China,11.734000000000002
2018,North Korea,19.905
2019,North Korea,19.668
2020,North Korea,19.442999999999998
2021,North Korea,19.229
2022,North Korea,19.024
2023,North Korea,18.828
2024,North Korea,18.64
2025,North Korea,18.452
2026,North Korea,18.278
2027,North Korea,18.111
2028,North Korea,17.947
2029,North Korea,17.784000000000002
2030,North Korea,17.628
2018,Taiwan,12.488
2019,Taiwan,11.874
2020,Taiwan,11.595999999999998
2021,Taiwan,11.494000000000002
2022,Taiwan,11.405
2023,Taiwan,11.319
2024,Taiwan,11.241
2025,Taiwan,11.167
2026,Taiwan,11.095
2027,Taiwan,11.032
2028,Taiwan,10.977
2029,Taiwan,10.933
2030,Taiwan,10.902999999999999
2018,Cambodia,27.41
2019,Cambodia,27.144000000000002
2020,Cambodia,26.855999999999998
2021,Cambodia,26.565
2022,Cambodia,26.266
2023,Cambodia,25.951999999999998
2024,Cambodia,25.636
2025,Cambodia,25.311999999999998
2026,Cambodia,24.988000000000003
2027,Cambodia,24.651999999999997
2028,Cambodia,24.308000000000003
2029,Cambodia,23.965
2030,Cambodia,23.605999999999998
2018,Indonesia,13.895999999999999
2019,Indonesia,13.322000000000001
2020,Indonesia,12.742
2021,Indonesia,12.17
2022,Indonesia,11.597999999999999
2023,Indonesia,11.03
2024,Indonesia,10.464
2025,Indonesia,9.905
2026,Indonesia,9.356
2027,Indonesia,8.817
2028,Indonesia,8.29
2029,Indonesia,7.775
2030,Indonesia,7.265
2018,Laos,26.058000000000003
2019,Laos,25.303
2020,Laos,24.558000000000003
2021,Laos,23.809
2022,Laos,23.064
2023,Laos,22.318
2024,Laos,21.570999999999998
2025,Laos,20.816
2026,Laos,20.07
2027,Laos,19.326
2028,Laos,18.581
2029,Laos,17.829
2030,Laos,17.089000000000002
2018,Malaysia,21.744
2019,Malaysia,20.250999999999998
2020,Malaysia,18.852999999999998
2021,Malaysia,17.53
2022,Malaysia,16.273
2023,Malaysia,15.064
2024,Malaysia,14.001
2025,Malaysia,13.755
2026,Malaysia,13.501
2027,Malaysia,13.255
2028,Malaysia,13.032
2029,Malaysia,12.827
2030,Malaysia,12.636
2018,Maldives,8.311
2019,Maldives,8.187000000000001
2020,Maldives,8.06
2021,Maldives,7.9239999999999995
2022,Maldives,7.787999999999999
2023,Maldives,7.649
2024,Maldives,7.499
2025,Maldives,7.343999999999999
2026,Maldives,7.186
2027,Maldives,7.03
2028,Maldives,6.869
2029,Maldives,6.706
2030,Maldives,6.539
2018,Myanmar,20.576999999999998
2019,Myanmar,20.429000000000002
2020,Myanmar,20.268
2021,Myanmar,20.1
2022,Myanmar,19.93
2023,Myanmar,19.749000000000002
2024,Myanmar,19.563
2025,Myanmar,19.367
2026,Myanmar,19.163
2027,Myanmar,18.951
2028,Myanmar,18.736
2029,Myanmar,18.51
2030,Myanmar,18.279
2018,Philippines,11.512
2019,Philippines,11.460999999999999
2020,Philippines,11.404000000000002
2021,Philippines,11.343
2022,Philippines,11.274000000000001
2023,Philippines,11.202
2024,Philippines,11.124
2025,Philippines,11.043
2026,Philippines,10.962
2027,Philippines,10.873
2028,Philippines,10.783
2029,Philippines,10.690999999999999
2030,Philippines,10.587
2018,Sri Lanka,12.015
2019,Sri Lanka,11.725
2020,Sri Lanka,11.434000000000001
2021,Sri Lanka,11.136
2022,Sri Lanka,10.838
2023,Sri Lanka,10.54
2024,Sri Lanka,10.238999999999999
2025,Sri Lanka,9.942
2026,Sri Lanka,9.648
2027,Sri Lanka,9.347999999999999
2028,Sri Lanka,9.049
2029,Sri Lanka,8.749
2030,Sri Lanka,8.455
2018,Thailand,23.605999999999998
2019,Thailand,22.579
2020,Thailand,21.551
2021,Thailand,20.526
2022,Thailand,19.524
2023,Thailand,18.542
2024,Thailand,17.602999999999998
2025,Thailand,16.682000000000002
2026,Thailand,15.785
2027,Thailand,14.913
2028,Thailand,14.061
2029,Thailand,13.232000000000001
2030,Thailand,12.440999999999999
2018,Timor-Leste,10.505
2019,Timor-Leste,10.454
2020,Timor-Leste,10.399000000000001
2021,Timor-Leste,10.339
2022,Timor-Leste,10.262
2023,Timor-Leste,10.189
2024,Timor-Leste,10.109
2025,Timor-Leste,10.026
2026,Timor-Leste,9.941
2027,Timor-Leste,9.85
2028,Timor-Leste,9.758
2029,Timor-Leste,9.664
2030,Timor-Leste,9.564
2018,Vietnam,21.199
2019,Vietnam,20.947
2020,Vietnam,20.685
2021,Vietnam,20.401
2022,Vietnam,20.108
2023,Vietnam,19.814
2024,Vietnam,19.512999999999998
2025,Vietnam,19.199
2026,Vietnam,18.88
2027,Vietnam,18.554000000000002
2028,Vietnam,18.221
2029,Vietnam,17.887999999999998
2030,Vietnam,17.543
2018,Fiji,10.017000000000001
2019,Fiji,9.97
2020,Fiji,9.91
2021,Fiji,9.846
2022,Fiji,9.77
2023,Fiji,9.693
2024,Fiji,9.597000000000001
2025,Fiji,9.505
2026,Fiji,9.396
2027,Fiji,9.288
2028,Fiji,9.172
2029,Fiji,9.054
2030,Fiji,8.93
2018,Kiribati,11.168
2019,Kiribati,11.138
2020,Kiribati,11.105
2021,Kiribati,11.067
2022,Kiribati,11.020999999999999
2023,Kiribati,10.979000000000001
2024,Kiribati,10.932
2025,Kiribati,10.88
2026,Kiribati,10.82
2027,Kiribati,10.759
2028,Kiribati,10.698
2029,Kiribati,10.630999999999998
2030,Kiribati,10.562000000000001
2018,Marshall Islands,24.441
2019,Marshall Islands,24.413
2020,Marshall Islands,24.371
2021,Marshall Islands,24.331
2022,Marshall Islands,24.279
2023,Marshall Islands,24.219
2024,Marshall Islands,24.169
2025,Marshall Islands,24.108
2026,Marshall Islands,24.043000000000003
2027,Marshall Islands,23.988000000000003
2028,Marshall Islands,23.926
2029,Marshall Islands,23.866
2030,Marshall Islands,23.79
2018,Federated States of Micronesia,17.663
2019,Federated States of Micronesia,17.72
