year,country,value
2018,China,17.750999999999998
2019,China,17.386
2020,China,17.026
2021,China,16.673
2022,China,16.325
2023,China,15.982999999999999
2024,China,15.648
2025,China,15.317
2026,China,14.993
2027,China,14.674000000000001
2028,China,14.360999999999999
2029,China,14.054
2030,China,13.752
2018,North Korea,9.277000000000001
2019,North Korea,9.207
2020,North Korea,9.138
2021,North Korea,9.068999999999999
2022,North Korea,9.001
2023,North Korea,8.933
2024,North Korea,8.865
2025,North Korea,8.798
2026,North Korea,8.732000000000001
2027,North Korea,8.665
2028,North Korea,8.6
2029,North Korea,8.535
2030,North Korea,8.47
2018,Taiwan,4.091
2019,Taiwan,4.058
2020,Taiwan,4.026
2021,Taiwan,3.9930000000000003
2022,Taiwan,3.9610000000000003
2023,Taiwan,3.93
2024,Taiwan,3.898
2025,Taiwan,3.867
2026,Taiwan,3.8360000000000003
2027,Taiwan,3.805
2028,Taiwan,3.775
2029,Taiwan,3.745
2030,Taiwan,3.715
2018,Cambodia,40.09
2019,Cambodia,39.692
2020,Cambodia,39.295
2021,Cambodia,38.9
2022,Cambodia,38.506
2023,Cambodia,38.113
2024,Cambodia,37.722
2025,Cambodia,37.333
2026,Cambodia,36.945
2027,Cambodia,36.559
2028,Cambodia,36.175
2029,Cambodia,35.792
2030,Cambodia,35.412
2018,Indonesia,35.63
2019,Indonesia,35.483000000000004
2020,Indonesia,35.336
2021,Indonesia,35.19
2022,Indonesia,35.043
2023,Indonesia,34.897
2024,Indonesia,34.751999999999995
2025,Indonesia,34.606
2026,Indonesia,34.461
2027,Indonesia,34.316
2028,Indonesia,34.171
2029,Indonesia,34.027
2030,Indonesia,33.883
2018,Laos,53.364
2019,Laos,53.044
2020,Laos,52.724
2021,Laos,52.403
2022,Laos,52.083
2023,Laos,51.762
2024,Laos,51.441
2025,Laos,51.12
2026,Laos,50.799
2027,Laos,50.478
2028,Laos,50.156000000000006
2029,Laos,49.835
2030,Laos,49.513999999999996
2018,Malaysia,11.859000000000002
2019,Malaysia,11.755
2020,Malaysia,11.651
2021,Malaysia,11.548
2022,Malaysia,11.446
2023,Malaysia,11.345
2024,Malaysia,11.245
2025,Malaysia,11.145
2026,Malaysia,11.047
2027,Malaysia,10.949000000000002
2028,Malaysia,10.850999999999999
2029,Malaysia,10.755
2030,Malaysia,10.659
2018,Maldives,55.626000000000005
2019,Maldives,55.148999999999994
2020,Maldives,54.67100000000001
2021,Maldives,54.192
2022,Maldives,53.713
2023,Maldives,53.232
2024,Maldives,52.751000000000005
2025,Maldives,52.27
2026,Maldives,51.788000000000004
2027,Maldives,51.306000000000004
2028,Maldives,50.823
2029,Maldives,50.34
2030,Maldives,49.858000000000004
2018,Myanmar,58.391000000000005
2019,Myanmar,57.998000000000005
2020,Myanmar,57.605
2021,Myanmar,57.21
2022,Myanmar,56.815
2023,Myanmar,56.419
2024,Myanmar,56.022
2025,Myanmar,55.623999999999995
2026,Myanmar,55.225
2027,Myanmar,54.826
2028,Myanmar,54.426
2029,Myanmar,54.025
2030,Myanmar,53.623999999999995
2018,Philippines,48.551
2019,Philippines,48.093
2020,Philippines,47.635
2021,Philippines,47.178000000000004
2022,Philippines,46.721000000000004
2023,Philippines,46.265
2024,Philippines,45.809
2025,Philippines,45.354
2026,Philippines,44.9
2027,Philippines,44.446999999999996
2028,Philippines,43.995
2029,Philippines,43.544
2030,Philippines,43.093999999999994
2018,Sri Lanka,32.696
2019,Sri Lanka,32.108000000000004
2020,Sri Lanka,31.526999999999997
2021,Sri Lanka,30.951
2022,Sri Lanka,30.381
2023,Sri Lanka,29.816999999999997
2024,Sri Lanka,29.259
2025,Sri Lanka,28.706999999999997
2026,Sri Lanka,28.162
2027,Sri Lanka,27.623
2028,Sri Lanka,27.09
2029,Sri Lanka,26.564
2030,Sri Lanka,26.045
2018,Thailand,52.446999999999996
2019,Thailand,52.2
2020,Thailand,51.952
2021,Thailand,51.70399999999999
2022,Thailand,51.456
2023,Thailand,51.208
2024,Thailand,50.96
2025,Thailand,50.711000000000006
2026,Thailand,50.463
2027,Thailand,50.215
2028,Thailand,49.967
2029,Thailand,49.718999999999994
2030,Thailand,49.47
2018,Timor-Leste,45.785
2019,Timor-Leste,45.275
2020,Timor-Leste,44.765
2021,Timor-Leste,44.256
2022,Timor-Leste,43.748999999999995
2023,Timor-Leste,43.243
2024,Timor-Leste,42.739
2025,Timor-Leste,42.236000000000004
2026,Timor-Leste,41.733999999999995
2027,Timor-Leste,41.235
2028,Timor-Leste,40.736999999999995
2029,Timor-Leste,40.242
2030,Timor-Leste,39.748000000000005
2018,Vietnam,34.159
2019,Vietnam,33.977
2020,Vietnam,33.797
2021,Vietnam,33.616
2022,Vietnam,33.436
2023,Vietnam,33.257
2024,Vietnam,33.078
2025,Vietnam,32.899
2026,Vietnam,32.721
2027,Vietnam,32.544000000000004
2028,Vietnam,32.367
2029,Vietnam,32.19
2030,Vietnam,32.015
2018,Fiji,22.601999999999997
2019,Fiji,22.308000000000003
2020,Fiji,22.017
2021,Fiji,21.728
2022,Fiji,21.441999999999997
2023,Fiji,21.159000000000002
2024,Fiji,20.879
2025,Fiji,20.601
2026,Fiji,20.326
2027,Fiji,20.054000000000002
2028,Fiji,19.784000000000002
2029,Fiji,19.518
2030,Fiji,19.254
2018,Kiribati,51.815
2019,Kiribati,51.481
2020,Kiribati,51.147
2021,Kiribati,50.813
2022,Kiribati,50.479
2023,Kiribati,50.145
2024,Kiribati,49.81100000000001
2025,Kiribati,49.477
2026,Kiribati,49.143
2027,Kiribati,48.809
2028,Kiribati,48.476000000000006
2029,Kiribati,48.141999999999996
2030,Kiribati,47.809
2018,Marshall Islands,36.461999999999996
2019,Marshall Islands,35.928000000000004
2020,Marshall Islands,35.399
2021,Marshall Islands,34.872
2022,Marshall Islands,34.35
2023,Marshall Islands,33.830999999999996
2024,Marshall Islands,33.316
2025,Marshall Islands,32.805
2026,Marshall Islands,32.298
2027,Marshall Islands,31.795
2028,Marshall Islands,31.296999999999997
2029,Marshall Islands,30.802
2030,Marshall Islands,30.311999999999998
2018,Federated States of Micronesia,33.399
2019,Federated States of Micronesia,33.053000000000004
2020,Federated States of Micronesia,32.708
2021,Federated States of Micronesia,32.366
2022,Federated States of Micronesia,32.025999999999996
2023,Federated States of Micronesia,31.686999999999998
2024,Federated States of Micronesia,31.351
2025,Federated States of Micronesia,31.016
2026,Federated States of Micronesia,30.684
2027,Federated States of Micronesia,30.353
2028,Federated States of Micronesia,30.025
2029,Federated States of Micronesia,29.698
2030,Federated States of Micronesia,29.374000000000002
2018,Papua New Guinea,64.52600000000001
2019,Papua New Guinea,64.295
2020,Papua New Guinea,64.063
2021,Papua New Guinea,63.83
2022,Papua New Guinea,63.597
2023,Papua New Guinea,63.363
2024,Papua New Guinea,63.129
2025,Papua New Guinea,62.893
2026,Papua New Guinea,62.658
2027,Papua New Guinea,62.42100000000001
2028,Papua New Guinea,62.184
2029,Papua New Guinea,61.946999999999996
2030,Papua New Guinea,61.708999999999996
2018,Samoa,14.925
2019,Samoa,14.694
2020,Samoa,14.467
2021,Samoa,14.242
2022,Samoa,14.020999999999999
2023,Samoa,13.802
2024,Samoa,13.585999999999999
2025,Samoa,13.373
2026,Samoa,13.163
2027,Samoa,12.956
2028,Samoa,12.751
2029,Samoa,12.549000000000001
2030,Samoa,12.35
2018,Solomon Islands,41.475
2019,Solomon Islands,41.06399999999999
2020,Solomon Islands,40.654
2021,Solomon Islands,40.246
2022,Solomon Islands,39.839
2023,Solomon Islands,39.434
2024,Solomon Islands,39.03
2025,Solomon Islands,38.626999999999995
2026,Solomon Islands,38.226
2027,Solomon Islands,37.827
2028,Solomon Islands,37.429
2029,Solomon Islands,37.033
2030,Solomon Islands,36.639
2018,Tonga,27.323
2019,Tonga,26.930999999999997
2020,Tonga,26.543000000000003
2021,Tonga,26.159000000000002
2022,Tonga,25.778000000000002
2023,Tonga,25.401
2024,Tonga,25.026999999999997
2025,Tonga,24.656999999999996
2026,Tonga,24.291
2027,Tonga,23.928
2028,Tonga,23.569000000000003
2029,Tonga,23.214000000000002
2030,Tonga,22.863000000000003
2018,Vanuatu,59.379
2019,Vanuatu,59.068999999999996
2020,Vanuatu,58.75899999999999
2021,Vanuatu,58.448
2022,Vanuatu,58.136
2023,Vanuatu,57.823
2024,Vanuatu,57.51
2025,Vanuatu,57.196000000000005
2026,Vanuatu,56.882
2027,Vanuatu,56.567
2028,Vanuatu,56.251000000000005
2029,Vanuatu,55.935
2030,Vanuatu,55.619
2018,Armenia,3.034
2019,Armenia,2.95
2020,Armenia,2.8689999999999998
2021,Armenia,2.79
2022,Armenia,2.713
2023,Armenia,2.638
2024,Armenia,2.565
2025,Armenia,2.494
2026,Armenia,2.425
2027,Armenia,2.358
2028,Armenia,2.292
2029,Armenia,2.229
2030,Armenia,2.167
2018,Azerbaijan,10.06
2019,Azerbaijan,9.833
2020,Azerbaijan,9.611
2021,Azerbaijan,9.392999999999999
2022,Azerbaijan,9.18
2023,Azerbaijan,8.97
2024,Azerbaijan,8.766
2025,Azerbaijan,8.565
2026,Azerbaijan,8.369
2027,Azerbaijan,8.177
2028,Azerbaijan,7.9879999999999995
2029,Azerbaijan,7.803999999999999
2030,Azerbaijan,7.624
2018,Georgia,9.555
2019,Georgia,9.335
2020,Georgia,9.119
2021,Georgia,8.908
2022,Georgia,8.701
2023,Georgia,8.498
2024,Georgia,8.3
2025,Georgia,8.106
2026,Georgia,7.916
2027,Georgia,7.73
2028,Georgia,7.547999999999999
2029,Georgia,7.37
2030,Georgia,7.196000000000001
2018,Kazakhstan,9.829
2019,Kazakhstan,9.631
2020,Kazakhstan,9.437000000000001
2021,Kazakhstan,9.246
2022,Kazakhstan,9.058
2023,Kazakhstan,8.874
2024,Kazakhstan,8.693999999999999
2025,Kazakhstan,8.517000000000001
2026,Kazakhstan,8.343
2027,Kazakhstan,8.172
2028,Kazakhstan,8.005
2029,Kazakhstan,7.841
2030,Kazakhstan,7.68
2018,Kyrgyzstan,15.384
2019,Kyrgyzstan,15.039000000000001
2020,Kyrgyzstan,14.699000000000002
2021,Kyrgyzstan,14.366
2022,Kyrgyzstan,14.04
2023,Kyrgyzstan,13.719000000000001
2024,Kyrgyzstan,13.405
2025,Kyrgyzstan,13.097000000000001
2026,Kyrgyzstan,12.794
