id,name,unit,dataset_id
862,Coconuts - Incl Copra - Processing (FAO (2019)),tonnes,0
863,Coffee and products - Processing (FAO (2019)),tonnes,0
864,Copra Cake - Production (FAO (2019)),tonnes,0
865,Copra Cake - Export Quantity (FAO (2019)),tonnes,0
866,"Hard Fibres, Other - Stock Variation (FAO (2019))",tonnes,0
867,Rape and Mustardseed - Other uses (FAO (2019)),tonnes,0
868,"Roots, Other - Other uses (FAO (2019))",tonnes,0
869,"Soft-Fibres, Other - Stock Variation (FAO (2019))",tonnes,0
870,Sorghum and products - Processing (FAO (2019)),tonnes,0
871,Sugar (Raw Equivalent) - Feed (FAO (2019)),tonnes,0
872,Sugar (Raw Equivalent) - Losses (FAO (2019)),tonnes,0
873,Sugar cane - Export Quantity (FAO (2019)),tonnes,0
874,"Sugar, Raw Equivalent - Feed (FAO (2019))",tonnes,0
875,"Sugar, Raw Equivalent - Losses (FAO (2019))",tonnes,0
876,"Sugar, Refined Equiv - Feed (FAO (2019))",tonnes,0
877,"Sugar, Refined Equiv - Losses (FAO (2019))",tonnes,0
878,Sweet potatoes - Feed (FAO (2019)),tonnes,0
879,Yams - Other uses (FAO (2019)),tonnes,0
880,Stimulants - Processing (FAO (2019)),tonnes,0
881,Sugar & Sweeteners - Feed (FAO (2019)),tonnes,0
882,Sugar & Sweeteners - Losses (FAO (2019)),tonnes,0
883,Cocoa Beans and products - Processing (FAO (2019)),tonnes,0
884,Coconuts - Incl Copra - Losses (FAO (2019)),tonnes,0
885,Copra Cake - Stock Variation (FAO (2019)),tonnes,0
886,Grapefruit and products - Processing (FAO (2019)),tonnes,0
887,Plantains - Export Quantity (FAO (2019)),tonnes,0
888,Rye and products - Other uses (FAO (2019)),tonnes,0
889,Soyabean Oil - Feed (FAO (2019)),tonnes,0
890,Sugar cane - Other uses (FAO (2019)),tonnes,0
891,Sunflowerseed Oil - Losses (FAO (2019)),tonnes,0
892,Sugar Crops - Other uses (FAO (2019)),tonnes,0
893,Vegetable Oils - Feed (FAO (2019)),tonnes,0
894,Vegetable Oils - Losses (FAO (2019)),tonnes,0
895,Cloves - Other uses (FAO (2019)),tonnes,0
896,Cottonseed - Feed (FAO (2019)),tonnes,0
897,Maize Germ Oil - Other uses (FAO (2019)),tonnes,0
898,Oats - Other uses (FAO (2019)),tonnes,0
899,Sugar beet - Other uses (FAO (2019)),tonnes,0
900,Bananas - Other uses (FAO (2019)),tonnes,0
901,"Beverages, Alcoholic - Other uses (FAO (2019))",tonnes,0
902,Coconuts - Incl Copra - Production (FAO (2019)),tonnes,0
903,Plantains - Production (FAO (2019)),tonnes,0
904,Plantains - Other uses (FAO (2019)),tonnes,0
905,Tomatoes and products - Other uses (FAO (2019)),tonnes,0
906,Brans - Processing (FAO (2019)),tonnes,0
907,Jute - Production (FAO (2019)),tonnes,0
908,Jute-Like Fibres - Import Quantity (FAO (2019)),tonnes,0
909,Jute-Like Fibres - Stock Variation (FAO (2019)),tonnes,0
910,Jute-Like Fibres - Export Quantity (FAO (2019)),tonnes,0
911,Ricebran Oil - Production (FAO (2019)),tonnes,0
912,Ricebran Oil - Domestic supply quantity (FAO (2019)),tonnes,0
913,Ricebran Oil - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
914,Rubber - Production (FAO (2019)),tonnes,0
915,Sesameseed Cake - Export Quantity (FAO (2019)),tonnes,0
916,Sugar cane - Stock Variation (FAO (2019)),tonnes,0
917,Sugar cane - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
918,Sugar non-centrifugal - Production (FAO (2019)),tonnes,0
919,Sugar non-centrifugal - Domestic supply quantity (FAO (2019)),tonnes,0
920,Sugar non-centrifugal - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
921,Tea (including mate) - Losses (FAO (2019)),tonnes,0
922,Stimulants - Losses (FAO (2019)),tonnes,0
923,Sugar Crops - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
924,Yams - Stock Variation (FAO (2019)),tonnes,0
925,Yams - Export Quantity (FAO (2019)),tonnes,0
926,Jute - Stock Variation (FAO (2019)),tonnes,0
927,Rye and products - Processing (FAO (2019)),tonnes,0
928,Sesame seed - Feed (FAO (2019)),tonnes,0
929,Cloves - Stock Variation (FAO (2019)),tonnes,0
930,"Fruits, Other - Feed (FAO (2019))",tonnes,0
931,Molasses - Other uses (FAO (2019)),tonnes,0
932,Plantains - Stock Variation (FAO (2019)),tonnes,0
933,Coconut Oil - Feed (FAO (2019)),tonnes,0
934,Coconut Oil - Processing (FAO (2019)),tonnes,0
935,Cottonseed Oil - Feed (FAO (2019)),tonnes,0
936,Cottonseed Oil - Processing (FAO (2019)),tonnes,0
937,Groundnut Oil - Feed (FAO (2019)),tonnes,0
938,Groundnut Oil - Processing (FAO (2019)),tonnes,0
939,"Oilcrops Oil, Other - Feed (FAO (2019))",tonnes,0
940,Onions - Processing (FAO (2019)),tonnes,0
941,Palm kernels - Stock Variation (FAO (2019)),tonnes,0
942,Palm Oil - Feed (FAO (2019)),tonnes,0
943,Palmkernel Oil - Feed (FAO (2019)),tonnes,0
944,Palmkernel Oil - Processing (FAO (2019)),tonnes,0
945,Rape and Mustard Oil - Feed (FAO (2019)),tonnes,0
946,Rape and Mustard Oil - Processing (FAO (2019)),tonnes,0
947,Sesameseed Cake - Stock Variation (FAO (2019)),tonnes,0
948,Sesameseed Oil - Feed (FAO (2019)),tonnes,0
949,Sesameseed Oil - Processing (FAO (2019)),tonnes,0
950,Soyabean Oil - Processing (FAO (2019)),tonnes,0
951,Sunflowerseed Oil - Feed (FAO (2019)),tonnes,0
952,Sunflowerseed Oil - Processing (FAO (2019)),tonnes,0
953,Plantains - Feed (FAO (2019)),tonnes,0
954,Plantains - Losses (FAO (2019)),tonnes,0
955,Sweet potatoes - Seed (FAO (2019)),tonnes,0
956,Yams - Seed (FAO (2019)),tonnes,0
957,Pepper - Production (FAO (2019)),tonnes,0
958,"Roots, Other - Seed (FAO (2019))",tonnes,0
959,Yams - Feed (FAO (2019)),tonnes,0
960,Infant food - Other uses (FAO (2019)),tonnes,0
961,Miscellaneous - Other uses (FAO (2019)),tonnes,0
962,Bananas - Feed (FAO (2019)),tonnes,0
963,Coffee and products - Losses (FAO (2019)),tonnes,0
964,Sorghum and products - Other uses (FAO (2019)),tonnes,0
965,"Sweeteners, Other - Feed (FAO (2019))",tonnes,0
966,Brans - Other uses (FAO (2019)),tonnes,0
967,Cassava and products - Processing (FAO (2019)),tonnes,0
968,Cocoa Beans and products - Losses (FAO (2019)),tonnes,0
969,Palm kernels - Losses (FAO (2019)),tonnes,0
970,Pepper - Losses (FAO (2019)),tonnes,0
971,Pineapples and products - Processing (FAO (2019)),tonnes,0
972,Ricebran Oil - Import Quantity (FAO (2019)),tonnes,0
973,Ricebran Oil - Export Quantity (FAO (2019)),tonnes,0
974,Sisal - Losses (FAO (2019)),tonnes,0
975,"Vegetables, Other - Seed (FAO (2019))",tonnes,0
976,Vegetables - Seed (FAO (2019)),tonnes,0
977,Nuts and products - Processing (FAO (2019)),tonnes,0
978,Oats - Processing (FAO (2019)),tonnes,0
979,"Spices, Other - Losses (FAO (2019))",tonnes,0
980,Treenuts - Processing (FAO (2019)),tonnes,0
981,Coconuts - Incl Copra - Feed (FAO (2019)),tonnes,0
982,"Pulses, Other and products - Other uses (FAO (2019))",tonnes,0
983,Ricebran Oil - Other uses (FAO (2019)),tonnes,0
984,"Beverages, Fermented - Other uses (FAO (2019))",tonnes,0
985,"Lemons, Limes and products - Stock Variation (FAO (2019))",tonnes,0
986,Palm Oil - Losses (FAO (2019)),tonnes,0
987,Plantains - Processing (FAO (2019)),tonnes,0
988,"Cereals, Other - Processing (FAO (2019))",tonnes,0
989,Peas - Processing (FAO (2019)),tonnes,0
990,Pulses - Processing (FAO (2019)),tonnes,0
991,Abaca - Stock Variation (FAO (2019)),tonnes,0
992,Infant food - Losses (FAO (2019)),tonnes,0
993,Sweet potatoes - Other uses (FAO (2019)),tonnes,0
994,"Sweeteners, Other - Losses (FAO (2019))",tonnes,0
995,Miscellaneous - Losses (FAO (2019)),tonnes,0
996,Cloves - Production (FAO (2019)),tonnes,0
997,Cottonseed Cake - Other uses (FAO (2019)),tonnes,0
998,Groundnut Cake - Other uses (FAO (2019)),tonnes,0
999,"Oilseed Cakes, Other - Other uses (FAO (2019))",tonnes,0
1000,"Soft-Fibres, Other - Processing (FAO (2019))",tonnes,0
1001,Sunflowerseed Cake - Other uses (FAO (2019)),tonnes,0
1002,"Citrus, Other - Processing (FAO (2019))",tonnes,0
1003,"Lemons, Limes and products - Processing (FAO (2019))",tonnes,0
1004,"Oranges, Mandarines - Processing (FAO (2019))",tonnes,0
1005,Palm kernels - Feed (FAO (2019)),tonnes,0
1006,Sugar beet - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
1007,Sugar non-centrifugal - Stock Variation (FAO (2019)),tonnes,0
1008,Sugar non-centrifugal - Feed (FAO (2019)),tonnes,0
1009,Sugar non-centrifugal - Losses (FAO (2019)),tonnes,0
1010,Abaca - Production (FAO (2019)),tonnes,0
1011,Sugar non-centrifugal - Processing (FAO (2019)),tonnes,0
1012,Pimento - Other uses (FAO (2019)),tonnes,0
1013,Brans - Losses (FAO (2019)),tonnes,0
1014,Dates - Processing (FAO (2019)),tonnes,0
1015,Olive Oil - Feed (FAO (2019)),tonnes,0
1016,Sugar non-centrifugal - Import Quantity (FAO (2019)),tonnes,0
1017,Maize Germ Oil - Processing (FAO (2019)),tonnes,0
1018,Molasses - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
1019,Copra Cake - Other uses (FAO (2019)),tonnes,0
1020,Soyabean Cake - Other uses (FAO (2019)),tonnes,0
1021,"Sugar, Raw Equivalent - Seed (FAO (2019))",tonnes,0
1022,"Sweeteners, Other - Seed (FAO (2019))",tonnes,0
1023,Sugar & Sweeteners - Seed (FAO (2019)),tonnes,0
1024,Cassava and products - Seed (FAO (2019)),tonnes,0
1025,"Roots, Other - Processing (FAO (2019))",tonnes,0
1026,Cotton lint - Seed (FAO (2019)),tonnes,0
1027,Cotton lint - Losses (FAO (2019)),tonnes,0
1028,Groundnuts (in Shell Eq) - Feed (FAO (2019)),tonnes,0
1029,Groundnuts (Shelled Eq) - Feed (FAO (2019)),tonnes,0
1030,Beer - Losses (FAO (2019)),tonnes,0
1031,Cocoa Beans and products - Feed (FAO (2019)),tonnes,0
1032,Stimulants - Feed (FAO (2019)),tonnes,0
1033,Sugar non-centrifugal - Export Quantity (FAO (2019)),tonnes,0
1034,Millet and products - Other uses (FAO (2019)),tonnes,0
1035,Onions - Feed (FAO (2019)),tonnes,0
1036,Tomatoes and products - Feed (FAO (2019)),tonnes,0
1037,Tea (including mate) - Feed (FAO (2019)),tonnes,0
1038,Ricebran Oil - Stock Variation (FAO (2019)),tonnes,0
1039,Sugar non-centrifugal - Other uses (FAO (2019)),tonnes,0
1040,Cloves - Losses (FAO (2019)),tonnes,0
1041,Dates - Feed (FAO (2019)),tonnes,0
1042,Cotton lint - Feed (FAO (2019)),tonnes,0
1043,Cottonseed - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
1044,Grapefruit and products - Feed (FAO (2019)),tonnes,0
1045,"Oranges, Mandarines - Feed (FAO (2019))",tonnes,0
1046,Sweet potatoes - Processing (FAO (2019)),tonnes,0
1047,Cottonseed Oil - Losses (FAO (2019)),tonnes,0
1048,Groundnut Oil - Losses (FAO (2019)),tonnes,0
1049,Maize Germ Oil - Losses (FAO (2019)),tonnes,0
1050,Molasses - Losses (FAO (2019)),tonnes,0
1051,"Oilcrops Oil, Other - Losses (FAO (2019))",tonnes,0
1052,Sesameseed Oil - Losses (FAO (2019)),tonnes,0
1053,Soyabean Oil - Losses (FAO (2019)),tonnes,0
1054,Palmkernel Oil - Losses (FAO (2019)),tonnes,0
1055,Groundnut Cake - Food supply quantity (tonnes) (FAO (2019)),tonnes,0
1056,Grapes and products (excl wine) - Feed (FAO (2019)),tonnes,0
1057,Cotton lint - Processing (FAO (2019)),tonnes,0
1058,"Pulses, Other and products - Processing (FAO (2019))",tonnes,0
1059,Coconuts - Incl Copra - Seed (FAO (2019)),tonnes,0
1060,"Alcohol, Non-Food - Losses (FAO (2019))",tonnes,0
1061,Nuts and products - Seed (FAO (2019)),tonnes,0
1062,Treenuts - Seed (FAO (2019)),tonnes,0
1063,Onions - Seed (FAO (2019)),tonnes,0
1064,Jute - Losses (FAO (2019)),tonnes,0
1065,Jute-Like Fibres - Losses (FAO (2019)),tonnes,0
1066,"Soft-Fibres, Other - Losses (FAO (2019))",tonnes,0
1067,"Hard Fibres, Other - Losses (FAO (2019))",tonnes,0
1068,Coconut Oil - Losses (FAO (2019)),tonnes,0
1069,Rape and Mustard Oil - Losses (FAO (2019)),tonnes,0
1070,Infant food - Production (FAO (2019)),tonnes,0
1071,Miscellaneous - Production (FAO (2019)),tonnes,0
1072,Bovine Meat - Production (FAO (2019)),tonnes,1
1073,Bovine Meat - Import Quantity (FAO (2019)),tonnes,1
1074,Bovine Meat - Domestic supply quantity (FAO (2019)),tonnes,1
1075,Bovine Meat - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1076,"Butter, Ghee - Production (FAO (2019))",tonnes,1
1077,"Butter, Ghee - Import Quantity (FAO (2019))",tonnes,1
1078,"Butter, Ghee - Domestic supply quantity (FAO (2019))",tonnes,1
1079,"Butter, Ghee - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1080,Cheese - Production (FAO (2019)),tonnes,1
1081,Cheese - Import Quantity (FAO (2019)),tonnes,1
1082,Cheese - Domestic supply quantity (FAO (2019)),tonnes,1
1083,Cheese - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1084,Cream - Import Quantity (FAO (2019)),tonnes,1
1085,Cream - Domestic supply quantity (FAO (2019)),tonnes,1
1086,Cream - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1087,Eggs - Production (FAO (2019)),tonnes,1
1088,Eggs - Import Quantity (FAO (2019)),tonnes,1
1089,Eggs - Domestic supply quantity (FAO (2019)),tonnes,1
1090,Eggs - Seed (FAO (2019)),tonnes,1
1091,Eggs - Losses (FAO (2019)),tonnes,1
1092,Eggs - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1093,"Fats, Animals, Raw - Production (FAO (2019))",tonnes,1
1094,"Fats, Animals, Raw - Import Quantity (FAO (2019))",tonnes,1
1095,"Fats, Animals, Raw - Domestic supply quantity (FAO (2019))",tonnes,1
1096,"Fats, Animals, Raw - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1097,Freshwater Fish - Production (FAO (2019)),tonnes,1
1098,Freshwater Fish - Import Quantity (FAO (2019)),tonnes,1
1099,Freshwater Fish - Domestic supply quantity (FAO (2019)),tonnes,1
1100,Freshwater Fish - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1101,Freshwater Fish - Other uses (FAO (2019)),tonnes,1
1102,Hides and skins - Production (FAO (2019)),tonnes,1
1103,Hides and skins - Stock Variation (FAO (2019)),tonnes,1
1104,Hides and skins - Export Quantity (FAO (2019)),tonnes,1
1105,Hides and skins - Domestic supply quantity (FAO (2019)),tonnes,1
1106,Hides and skins - Losses (FAO (2019)),tonnes,1
1107,Hides and skins - Other uses (FAO (2019)),tonnes,1
1108,Honey - Production (FAO (2019)),tonnes,1
1109,Honey - Import Quantity (FAO (2019)),tonnes,1
1110,Honey - Export Quantity (FAO (2019)),tonnes,1
1111,Honey - Domestic supply quantity (FAO (2019)),tonnes,1
1112,Honey - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1113,"Meat, Other - Production (FAO (2019))",tonnes,1
1114,"Meat, Other - Import Quantity (FAO (2019))",tonnes,1
1115,"Meat, Other - Domestic supply quantity (FAO (2019))",tonnes,1
1116,"Meat, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1117,Milk - Excluding Butter - Production (FAO (2019)),tonnes,1
1118,Milk - Excluding Butter - Import Quantity (FAO (2019)),tonnes,1
1119,Milk - Excluding Butter - Export Quantity (FAO (2019)),tonnes,1
1120,Milk - Excluding Butter - Domestic supply quantity (FAO (2019)),tonnes,1
1121,Milk - Excluding Butter - Feed (FAO (2019)),tonnes,1
1122,Milk - Excluding Butter - Losses (FAO (2019)),tonnes,1
1123,Milk - Excluding Butter - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1124,"Milk, Skimmed - Production (FAO (2019))",tonnes,1
1125,"Milk, Skimmed - Import Quantity (FAO (2019))",tonnes,1
1126,"Milk, Skimmed - Domestic supply quantity (FAO (2019))",tonnes,1
1127,"Milk, Skimmed - Feed (FAO (2019))",tonnes,1
1128,"Milk, Skimmed - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1129,"Milk, Whole - Production (FAO (2019))",tonnes,1
1130,"Milk, Whole - Import Quantity (FAO (2019))",tonnes,1
1131,"Milk, Whole - Export Quantity (FAO (2019))",tonnes,1
1132,"Milk, Whole - Domestic supply quantity (FAO (2019))",tonnes,1
1133,"Milk, Whole - Losses (FAO (2019))",tonnes,1
1134,"Milk, Whole - Processing (FAO (2019))",tonnes,1
1135,"Milk, Whole - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1136,Mutton & Goat Meat - Production (FAO (2019)),tonnes,1
1137,Mutton & Goat Meat - Domestic supply quantity (FAO (2019)),tonnes,1
1138,Mutton & Goat Meat - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1139,"Offals, Edible - Production (FAO (2019))",tonnes,1
1140,"Offals, Edible - Domestic supply quantity (FAO (2019))",tonnes,1
1141,"Offals, Edible - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1142,Poultry Meat - Production (FAO (2019)),tonnes,1
1143,Poultry Meat - Import Quantity (FAO (2019)),tonnes,1
1144,Poultry Meat - Domestic supply quantity (FAO (2019)),tonnes,1
1145,Poultry Meat - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1146,Silk - Production (FAO (2019)),tonnes,1
1147,Silk - Export Quantity (FAO (2019)),tonnes,1
1148,Silk - Domestic supply quantity (FAO (2019)),tonnes,1
1149,Silk - Other uses (FAO (2019)),tonnes,1
1150,Whey - Production (FAO (2019)),tonnes,1
1151,Whey - Domestic supply quantity (FAO (2019)),tonnes,1
1152,Whey - Feed (FAO (2019)),tonnes,1
1153,Wool (Clean Eq.) - Production (FAO (2019)),tonnes,1
1154,Wool (Clean Eq.) - Import Quantity (FAO (2019)),tonnes,1
1155,Wool (Clean Eq.) - Export Quantity (FAO (2019)),tonnes,1
1156,Wool (Clean Eq.) - Domestic supply quantity (FAO (2019)),tonnes,1
1157,Wool (Clean Eq.) - Other uses (FAO (2019)),tonnes,1
1158,Animal fats - Production (FAO (2019)),tonnes,1
1159,Animal fats - Import Quantity (FAO (2019)),tonnes,1
1160,Animal fats - Domestic supply quantity (FAO (2019)),tonnes,1
1161,Animal fats - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1162,"Fish, Seafood - Production (FAO (2019))",tonnes,1
1163,"Fish, Seafood - Import Quantity (FAO (2019))",tonnes,1
1164,"Fish, Seafood - Domestic supply quantity (FAO (2019))",tonnes,1
1165,"Fish, Seafood - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1166,"Fish, Seafood - Other uses (FAO (2019))",tonnes,1
1167,Meat - Production (FAO (2019)),tonnes,1
1168,Meat - Import Quantity (FAO (2019)),tonnes,1
1169,Meat - Domestic supply quantity (FAO (2019)),tonnes,1
1170,Meat - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1171,Offals - Production (FAO (2019)),tonnes,1
1172,Offals - Domestic supply quantity (FAO (2019)),tonnes,1
1173,Offals - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1174,"Aquatic Animals, Others - Production (FAO (2019))",tonnes,1
1175,"Aquatic Animals, Others - Import Quantity (FAO (2019))",tonnes,1
1176,"Aquatic Animals, Others - Domestic supply quantity (FAO (2019))",tonnes,1
1177,"Aquatic Animals, Others - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1178,"Aquatic Animals, Others - Other uses (FAO (2019))",tonnes,1
1179,Aquatic Plants - Production (FAO (2019)),tonnes,1
1180,Aquatic Plants - Import Quantity (FAO (2019)),tonnes,1
1181,Aquatic Plants - Export Quantity (FAO (2019)),tonnes,1
1182,Aquatic Plants - Domestic supply quantity (FAO (2019)),tonnes,1
1183,Aquatic Plants - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1184,Aquatic Plants - Other uses (FAO (2019)),tonnes,1
1185,Bovine Meat - Stock Variation (FAO (2019)),tonnes,1
1186,Bovine Meat - Export Quantity (FAO (2019)),tonnes,1
1187,"Butter, Ghee - Export Quantity (FAO (2019))",tonnes,1
1188,Cephalopods - Production (FAO (2019)),tonnes,1
1189,Cephalopods - Import Quantity (FAO (2019)),tonnes,1
1190,Cephalopods - Stock Variation (FAO (2019)),tonnes,1
1191,Cephalopods - Export Quantity (FAO (2019)),tonnes,1
1192,Cephalopods - Domestic supply quantity (FAO (2019)),tonnes,1
1193,Cephalopods - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1194,Cephalopods - Other uses (FAO (2019)),tonnes,1
1195,Cheese - Stock Variation (FAO (2019)),tonnes,1
1196,Cheese - Export Quantity (FAO (2019)),tonnes,1
1197,Crustaceans - Production (FAO (2019)),tonnes,1
1198,Crustaceans - Import Quantity (FAO (2019)),tonnes,1
1199,Crustaceans - Export Quantity (FAO (2019)),tonnes,1
1200,Crustaceans - Domestic supply quantity (FAO (2019)),tonnes,1
1201,Crustaceans - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1202,Crustaceans - Other uses (FAO (2019)),tonnes,1
1203,Demersal Fish - Production (FAO (2019)),tonnes,1
1204,Demersal Fish - Import Quantity (FAO (2019)),tonnes,1
1205,Demersal Fish - Export Quantity (FAO (2019)),tonnes,1
1206,Demersal Fish - Domestic supply quantity (FAO (2019)),tonnes,1
1207,Demersal Fish - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1208,Demersal Fish - Other uses (FAO (2019)),tonnes,1
1209,Eggs - Export Quantity (FAO (2019)),tonnes,1
1210,"Fats, Animals, Raw - Stock Variation (FAO (2019))",tonnes,1
1211,"Fats, Animals, Raw - Export Quantity (FAO (2019))",tonnes,1
1212,"Fats, Animals, Raw - Other uses (FAO (2019))",tonnes,1
1213,Fish Meal - Production (FAO (2019)),tonnes,1
1214,Fish Meal - Import Quantity (FAO (2019)),tonnes,1
1215,Fish Meal - Export Quantity (FAO (2019)),tonnes,1
1216,Fish Meal - Domestic supply quantity (FAO (2019)),tonnes,1
1217,Fish Meal - Feed (FAO (2019)),tonnes,1
1218,Fish Meal - Other uses (FAO (2019)),tonnes,1
1219,"Fish, Body Oil - Import Quantity (FAO (2019))",tonnes,1
1220,"Fish, Body Oil - Domestic supply quantity (FAO (2019))",tonnes,1
1221,"Fish, Body Oil - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1222,"Fish, Body Oil - Other uses (FAO (2019))",tonnes,1
1223,"Fish, Liver Oil - Import Quantity (FAO (2019))",tonnes,1
1224,"Fish, Liver Oil - Domestic supply quantity (FAO (2019))",tonnes,1
1225,"Fish, Liver Oil - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1226,"Fish, Liver Oil - Other uses (FAO (2019))",tonnes,1
1227,Freshwater Fish - Export Quantity (FAO (2019)),tonnes,1
1228,Hides and skins - Import Quantity (FAO (2019)),tonnes,1
1229,Hides and skins - Processing (FAO (2019)),tonnes,1
1230,"Marine Fish, Other - Production (FAO (2019))",tonnes,1
1231,"Marine Fish, Other - Import Quantity (FAO (2019))",tonnes,1
1232,"Marine Fish, Other - Stock Variation (FAO (2019))",tonnes,1
1233,"Marine Fish, Other - Export Quantity (FAO (2019))",tonnes,1
1234,"Marine Fish, Other - Domestic supply quantity (FAO (2019))",tonnes,1
1235,"Marine Fish, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1236,"Marine Fish, Other - Other uses (FAO (2019))",tonnes,1
1237,Meat Meal - Import Quantity (FAO (2019)),tonnes,1
1238,Meat Meal - Domestic supply quantity (FAO (2019)),tonnes,1
1239,Meat Meal - Feed (FAO (2019)),tonnes,1
1240,"Meat, Other - Export Quantity (FAO (2019))",tonnes,1
1241,Milk - Excluding Butter - Stock Variation (FAO (2019)),tonnes,1
1242,Milk - Excluding Butter - Processing (FAO (2019)),tonnes,1
1243,Milk - Excluding Butter - Other uses (FAO (2019)),tonnes,1
1244,"Milk, Skimmed - Export Quantity (FAO (2019))",tonnes,1
1245,"Milk, Skimmed - Losses (FAO (2019))",tonnes,1
1246,"Milk, Skimmed - Other uses (FAO (2019))",tonnes,1
1247,"Milk, Whole - Feed (FAO (2019))",tonnes,1
1248,"Molluscs, Other - Production (FAO (2019))",tonnes,1
1249,"Molluscs, Other - Import Quantity (FAO (2019))",tonnes,1
1250,"Molluscs, Other - Stock Variation (FAO (2019))",tonnes,1
1251,"Molluscs, Other - Export Quantity (FAO (2019))",tonnes,1
1252,"Molluscs, Other - Domestic supply quantity (FAO (2019))",tonnes,1
1253,"Molluscs, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1254,"Molluscs, Other - Other uses (FAO (2019))",tonnes,1
1255,Mutton & Goat Meat - Import Quantity (FAO (2019)),tonnes,1
1256,Mutton & Goat Meat - Export Quantity (FAO (2019)),tonnes,1
1257,"Offals, Edible - Import Quantity (FAO (2019))",tonnes,1
1258,"Offals, Edible - Stock Variation (FAO (2019))",tonnes,1
1259,"Offals, Edible - Export Quantity (FAO (2019))",tonnes,1
1260,Pelagic Fish - Production (FAO (2019)),tonnes,1
1261,Pelagic Fish - Import Quantity (FAO (2019)),tonnes,1
1262,Pelagic Fish - Stock Variation (FAO (2019)),tonnes,1
1263,Pelagic Fish - Export Quantity (FAO (2019)),tonnes,1
1264,Pelagic Fish - Domestic supply quantity (FAO (2019)),tonnes,1
1265,Pelagic Fish - Feed (FAO (2019)),tonnes,1
1266,Pelagic Fish - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1267,Pelagic Fish - Other uses (FAO (2019)),tonnes,1
1268,Pigmeat - Production (FAO (2019)),tonnes,1
1269,Pigmeat - Import Quantity (FAO (2019)),tonnes,1
1270,Pigmeat - Stock Variation (FAO (2019)),tonnes,1
1271,Pigmeat - Export Quantity (FAO (2019)),tonnes,1
1272,Pigmeat - Domestic supply quantity (FAO (2019)),tonnes,1
1273,Pigmeat - Food supply quantity (tonnes) (FAO (2019)),tonnes,1
1274,Poultry Meat - Export Quantity (FAO (2019)),tonnes,1
1275,Silk - Import Quantity (FAO (2019)),tonnes,1
1276,Whey - Import Quantity (FAO (2019)),tonnes,1
1277,Whey - Export Quantity (FAO (2019)),tonnes,1
1278,Animal fats - Stock Variation (FAO (2019)),tonnes,1
1279,Animal fats - Export Quantity (FAO (2019)),tonnes,1
1280,Animal fats - Other uses (FAO (2019)),tonnes,1
1281,"Aquatic Products, Other - Production (FAO (2019))",tonnes,1
1282,"Aquatic Products, Other - Import Quantity (FAO (2019))",tonnes,1
1283,"Aquatic Products, Other - Export Quantity (FAO (2019))",tonnes,1
1284,"Aquatic Products, Other - Domestic supply quantity (FAO (2019))",tonnes,1
1285,"Aquatic Products, Other - Food supply quantity (tonnes) (FAO (2019))",tonnes,1
1286,"Aquatic Products, Other - Other uses (FAO (2019))",tonnes,1
1287,"Fish, Seafood - Stock Variation (FAO (2019))",tonnes,1
1288,"Fish, Seafood - Export Quantity (FAO (2019))",tonnes,1
1289,"Fish, Seafood - Feed (FAO (2019))",tonnes,1
1290,Meat - Stock Variation (FAO (2019)),tonnes,1
1291,Meat - Export Quantity (FAO (2019)),tonnes,1
