country,year,value
Mexico,1789,0
Mexico,1790,0
Mexico,1791,0
Mexico,1792,0
Mexico,1793,0
Mexico,1794,0
Mexico,1795,0
Mexico,1796,0
Mexico,1797,0
Mexico,1798,0
Mexico,1799,0
Mexico,1800,0
Mexico,1801,0
Mexico,1802,0
Mexico,1803,0
Mexico,1804,0
Mexico,1805,0
Mexico,1806,0
Mexico,1807,0
Mexico,1808,0
Mexico,1809,0
Mexico,1810,0
Mexico,1811,0
Mexico,1812,0
Mexico,1813,0
Mexico,1814,0
Mexico,1815,0
Mexico,1816,0
Mexico,1817,0
Mexico,1818,0
Mexico,1819,0
Mexico,1820,0
Mexico,1821,0
Mexico,1822,0
Mexico,1823,0
Mexico,1824,0
Mexico,1825,0
Mexico,1826,0
Mexico,1827,0
Mexico,1828,0
Mexico,1829,1
Mexico,1830,1
Mexico,1831,1
Mexico,1832,1
Mexico,1833,1
Mexico,1834,1
Mexico,1835,1
Mexico,1836,1
Mexico,1837,1
Mexico,1838,1
Mexico,1839,1
Mexico,1840,1
Mexico,1841,1
Mexico,1842,1
Mexico,1843,1
Mexico,1844,1
Mexico,1845,1
Mexico,1846,1
Mexico,1847,1
Mexico,1848,1
Mexico,1849,1
Mexico,1850,1
Mexico,1851,1
Mexico,1852,1
Mexico,1853,1
Mexico,1854,1
Mexico,1855,1
Mexico,1856,1
Mexico,1857,1
Mexico,1858,1
Mexico,1859,1
Mexico,1860,1
Mexico,1861,1
Mexico,1862,1
Mexico,1863,1
Mexico,1864,1
Mexico,1865,1
Mexico,1866,1
Mexico,1867,1
Mexico,1868,1
Mexico,1869,1
Mexico,1870,1
Mexico,1871,1
Mexico,1872,1
Mexico,1873,1
Mexico,1874,1
Mexico,1875,1
Mexico,1876,1
Mexico,1877,1
Mexico,1878,1
Mexico,1879,1
Mexico,1880,1
Mexico,1881,1
Mexico,1882,1
Mexico,1883,1
Mexico,1884,1
Mexico,1885,1
Mexico,1886,1
Mexico,1887,1
Mexico,1888,1
Mexico,1889,1
Mexico,1890,1
Mexico,1891,1
Mexico,1892,1
Mexico,1893,1
Mexico,1894,1
Mexico,1895,1
Mexico,1896,1
Mexico,1897,1
Mexico,1898,1
Mexico,1899,1
Mexico,1900,1
Mexico,1901,1
Mexico,1902,1
Mexico,1903,1
Mexico,1904,1
Mexico,1905,1
Mexico,1906,1
Mexico,1907,1
Mexico,1908,1
Mexico,1909,1
Mexico,1910,1
Mexico,1911,1
Mexico,1912,1
Mexico,1913,1
Mexico,1914,1
Mexico,1915,1
Mexico,1916,1
Mexico,1917,1
Mexico,1918,1
Mexico,1919,1
Mexico,1920,1
Mexico,1921,1
Mexico,1922,1
Mexico,1923,1
Mexico,1924,1
Mexico,1925,1
Mexico,1926,1
Mexico,1927,1
Mexico,1928,1
Mexico,1929,1
Mexico,1930,1
Mexico,1931,1
Mexico,1932,1
Mexico,1933,1
Mexico,1934,1
Mexico,1935,1
Mexico,1936,1
Mexico,1937,1
Mexico,1938,1
Mexico,1939,1
Mexico,1940,1
Mexico,1941,1
Mexico,1942,1
Mexico,1943,1
Mexico,1944,1
Mexico,1945,1
Mexico,1946,1
Mexico,1947,1
Mexico,1948,1
Mexico,1949,1
Mexico,1950,1
Mexico,1951,1
Mexico,1952,1
Mexico,1953,1
Mexico,1954,1
Mexico,1955,1
Mexico,1956,1
Mexico,1957,1
Mexico,1958,1
Mexico,1959,1
Mexico,1960,1
Mexico,1961,1
Mexico,1962,1
Mexico,1963,1
Mexico,1964,1
Mexico,1965,1
Mexico,1966,1
Mexico,1967,1
Mexico,1968,1
Mexico,1969,1
Mexico,1970,1
Mexico,1971,1
Mexico,1972,1
Mexico,1973,1
Mexico,1974,1
Mexico,1975,1
Mexico,1976,1
Mexico,1977,1
Mexico,1978,1
Mexico,1979,1
Mexico,1980,1
Mexico,1981,1
Mexico,1982,1
Mexico,1983,1
Mexico,1984,1
Mexico,1985,1
Mexico,1986,1
Mexico,1987,1
Mexico,1988,1
Mexico,1989,1
Mexico,1990,1
Mexico,1991,1
Mexico,1992,1
Mexico,1993,1
Mexico,1994,1
Mexico,1995,1
Mexico,1996,1
Mexico,1997,1
Mexico,1998,1
Mexico,1999,1
Mexico,2000,1
Mexico,2001,1
Mexico,2002,1
Mexico,2003,1
Mexico,2004,1
Mexico,2005,1
Mexico,2006,1
Mexico,2007,1
Mexico,2008,1
Mexico,2009,1
Mexico,2010,1
Mexico,2011,1
Mexico,2012,1
Mexico,2013,1
Mexico,2014,1
Mexico,2015,1
Sweden,1789,1
Sweden,1790,1
Sweden,1791,1
Sweden,1792,1
Sweden,1793,1
Sweden,1794,1
Sweden,1795,1
Sweden,1796,1
Sweden,1797,1
Sweden,1798,1
Sweden,1799,1
Sweden,1800,1
Sweden,1801,1
Sweden,1802,1
Sweden,1803,1
Sweden,1804,1
Sweden,1805,1
Sweden,1806,1
Sweden,1807,1
Sweden,1808,1
Sweden,1809,1
Sweden,1810,1
Sweden,1811,1
Sweden,1812,1
Sweden,1813,1
Sweden,1814,1
Sweden,1815,1
Sweden,1816,1
Sweden,1817,1
Sweden,1818,1
Sweden,1819,1
Sweden,1820,1
Sweden,1821,1
Sweden,1822,1
Sweden,1823,1
Sweden,1824,1
Sweden,1825,1
Sweden,1826,1
Sweden,1827,1
Sweden,1828,1
Sweden,1829,1
Sweden,1830,1
Sweden,1831,1
Sweden,1832,1
Sweden,1833,1
Sweden,1834,1
Sweden,1835,1
Sweden,1836,1
Sweden,1837,1
Sweden,1838,1
Sweden,1839,1
Sweden,1840,1
Sweden,1841,1
Sweden,1842,1
Sweden,1843,1
Sweden,1844,1
Sweden,1845,1
Sweden,1846,1
Sweden,1847,1
Sweden,1848,1
Sweden,1849,1
Sweden,1850,1
Sweden,1851,1
Sweden,1852,1
Sweden,1853,1
Sweden,1854,1
Sweden,1855,1
Sweden,1856,1
Sweden,1857,1
Sweden,1858,1
Sweden,1859,1
Sweden,1860,1
Sweden,1861,1
Sweden,1862,1
Sweden,1863,1
Sweden,1864,1
Sweden,1865,1
Sweden,1866,1
Sweden,1867,1
Sweden,1868,1
Sweden,1869,1
Sweden,1870,1
Sweden,1871,1
Sweden,1872,1
Sweden,1873,1
Sweden,1874,1
Sweden,1875,1
Sweden,1876,1
Sweden,1877,1
Sweden,1878,1
Sweden,1879,1
Sweden,1880,1
Sweden,1881,1
Sweden,1882,1
Sweden,1883,1
Sweden,1884,1
Sweden,1885,1
