Country,Our World In Data Name
United States,United States
United Kingdom,United Kingdom
Canada,Canada
Australia,Australia
New Zealand,New Zealand
Singapore,Singapore
Uruguay,Uruguay
"China, People's Republic of",China
Argentina,Argentina
Brazil,Brazil
Saudi Arabia,Saudi Arabia
India,India
France,France
Kuwait,Kuwait
Cameroon,Cameroon
Pakistan,Pakistan
Thailand,Thailand
Bulgaria,Bulgaria
Ireland,Ireland
Oman,Oman
Costa Rica,Costa Rica
Tunisia,Tunisia
"China, Republic of (Taiwan)",Taiwan
Mexico,Mexico
Vietnam,Vietnam
Finland,Finland
Uganda,Uganda
Bangladesh,Bangladesh
Czech Republic,Czechia
Croatia,Croatia
Slovenia,Slovenia
Venezuela,Venezuela
Romania,Romania
Spain,Spain
Nigeria,Nigeria
Ecuador,Ecuador
Estonia,Estonia
Hong Kong,Hong Kong
Serbia,Serbia
Indonesia,Indonesia
Jordan,Jordan
Belarus,Belarus
Italy,Italy
Morocco,Morocco
"Korea, South",South Korea
Russia,Russia
Poland,Poland
Turkey,Turkey
Switzerland,Switzerland
Lebanon,Lebanon
Nagorno-Karabakh,Nagorno-Karabakh
Israel,Israel
Netherlands,Netherlands
Germany,Germany
Norway,Norway
Slovakia,Slovakia
Belgium,Belgium
Ukraine,Ukraine
Sri Lanka,Sri Lanka
Macedonia,North Macedonia
Puerto Rico,Puerto Rico
United Arab Emirates,United Arab Emirates
Algeria,Algeria
Austria,Austria
Macau,Macao
Portugal,Portugal
Iran,Iran
Malaysia,Malaysia
Qatar,Qatar
Iceland,Iceland
Hungary,Hungary
Yemen,Yemen
Zimbabwe,Zimbabwe
Denmark,Denmark
South Africa,South Africa
Lithuania,Lithuania
Sweden,Sweden
Egypt,Egypt
Japan,Japan
Senegal,Senegal
Reunion,Reunion
Northern Cyprus,Northern Cyprus
Greece,Greece
Chile,Chile
Colombia,Colombia
European Union,European Union
Montenegro,Montenegro
Barbados,Barbados
South Ossetia,South Ossetia
Jamaica,Jamaica
Kenya,Kenya
Philippines,Philippines
Peru,Peru
Bosnia and Herzegovina,Bosnia and Herzegovina
Cuba,Cuba
Mauritius,Mauritius
Bahrain,Bahrain
Latvia,Latvia
Syria,Syria
Niger,Niger
Armenia,Armenia
Fiji,Fiji
Sudan,Sudan
Kyrgyzstan,Kyrgyzstan
Benin,Benin
Malta,Malta
Iraq,Iraq
Kazakhstan,Kazakhstan
Cote d'Ivoire (Ivory Coast),Cote d'Ivoire
Papua New Guinea,Papua New Guinea
Uzbekistan,Uzbekistan
Nepal,Nepal
Cayman Islands,Cayman Islands
Ghana,Ghana
Turkmenistan,Turkmenistan
Liechtenstein,Liechtenstein
Luxembourg,Luxembourg
Faroe Islands,Faeroe Islands
Guam,Guam
Swaziland,Eswatini
Pridnestrovie (Transnistria),Transnistria
Namibia,Namibia
Myanmar (Burma),Myanmar
Brunei,Brunei
Montserrat,Montserrat
Libya,Libya
Tajikistan,Tajikistan
Botswana,Botswana
Paraguay,Paraguay
Trinidad and Tobago,Trinidad and Tobago
Honduras,Honduras
Mongolia,Mongolia
Angola,Angola
Guatemala,Guatemala
Dominican Republic,Dominican Republic
Ethiopia,Ethiopia
"Korea, North",North Korea
Panama,Panama
U.S. Virgin Islands,United States Virgin Islands
Bolivia,Bolivia
Monaco,Monaco
Liberia,Liberia
Bhutan,Bhutan
New Caledonia,New Caledonia
Djibouti,Djibouti
Madagascar,Madagascar
Cambodia,Cambodia
French Guiana,French Guiana
Andorra,Andorra
Albania,Albania
Maldives,Maldives
Turks and Caicos Islands,Turks and Caicos Islands
Burkina Faso,Burkina Faso
Eritrea,Eritrea
Clipperton Island,Clipperton Island
San Marino,San Marino
"Gambia, The",Gambia
Tanzania,Tanzania
Nicaragua,Nicaragua
"Congo, (Congo  Brazzaville)",Congo
Mali,Mali
Guinea,Guinea
Malawi,Malawi
Mozambique,Mozambique
Rwanda,Rwanda
Mauritania,Mauritania
Afghanistan,Afghanistan
Gabon,Gabon
Guadeloupe,Guadeloupe
Guinea-Bissau,Guinea-Bissau
Zambia,Zambia
Comoros,Comoros
Laos,Laos
"Congo, (Congo  Kinshasa)",Democratic Republic of Congo
Sierra Leone,Sierra Leone
Belize,Belize
Seychelles,Seychelles
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
Guyana,Guyana
Central African Republic,Central African Republic
Lesotho,Lesotho
Martinique,Martinique
"Bahamas, The",Bahamas
Burundi,Burundi
Togo,Togo
El Salvador,El Salvador
Timor-Leste (East Timor),Timor
Chad,Chad
Vatican City,Vatican
