country,year,variable,value
Asia,1960,Cumulative CO2 emissions from other industry,18925239.0
Asia,1961,Cumulative CO2 emissions from other industry,39341789.0
Asia,1962,Cumulative CO2 emissions from other industry,60450069.0
Asia,1963,Cumulative CO2 emissions from other industry,82519250.0
Asia,1964,Cumulative CO2 emissions from other industry,106790603.0
Asia,1965,Cumulative CO2 emissions from other industry,130173365.0
Asia,1966,Cumulative CO2 emissions from other industry,154364869.0
Asia,1967,Cumulative CO2 emissions from other industry,179608445.0
Asia,1968,Cumulative CO2 emissions from other industry,205805433.0
Asia,1969,Cumulative CO2 emissions from other industry,234090195.0
Asia,1970,Cumulative CO2 emissions from other industry,265310406.0
Asia,1971,Cumulative CO2 emissions from other industry,296915521.0
Asia,1972,Cumulative CO2 emissions from other industry,331491438.0
Asia,1973,Cumulative CO2 emissions from other industry,369035322.0
Asia,1974,Cumulative CO2 emissions from other industry,407046400.0
Asia,1975,Cumulative CO2 emissions from other industry,441452650.0
Asia,1976,Cumulative CO2 emissions from other industry,477972993.0
Asia,1977,Cumulative CO2 emissions from other industry,514388482.0
Asia,1978,Cumulative CO2 emissions from other industry,551894534.0
Asia,1979,Cumulative CO2 emissions from other industry,590421909.0
Asia,1980,Cumulative CO2 emissions from other industry,626008084.0
Asia,1981,Cumulative CO2 emissions from other industry,660137067.0
Asia,1982,Cumulative CO2 emissions from other industry,695761589.0
Asia,1983,Cumulative CO2 emissions from other industry,734127934.0
Asia,1984,Cumulative CO2 emissions from other industry,775801723.0
Asia,1985,Cumulative CO2 emissions from other industry,820658327.0
Asia,1986,Cumulative CO2 emissions from other industry,870698510.0
Asia,1987,Cumulative CO2 emissions from other industry,934615452.0
Asia,1988,Cumulative CO2 emissions from other industry,1012409152.0
Asia,1989,Cumulative CO2 emissions from other industry,1087675752.0
Asia,1990,Cumulative CO2 emissions from other industry,1173804986.0
Asia,1991,Cumulative CO2 emissions from other industry,1263554397.0
Asia,1992,Cumulative CO2 emissions from other industry,1361547629.0
Asia,1993,Cumulative CO2 emissions from other industry,1468522682.0
Asia,1994,Cumulative CO2 emissions from other industry,1578834948.0
Asia,1995,Cumulative CO2 emissions from other industry,1692252323.0
Asia,1996,Cumulative CO2 emissions from other industry,1807405777.0
Asia,1997,Cumulative CO2 emissions from other industry,1924660943.0
Asia,1998,Cumulative CO2 emissions from other industry,2039424247.0
Asia,1999,Cumulative CO2 emissions from other industry,2152073680.0
Asia,2000,Cumulative CO2 emissions from other industry,2262817922.0
Asia,2001,Cumulative CO2 emissions from other industry,2371668328.0
Asia,2002,Cumulative CO2 emissions from other industry,2482276426.0
Asia,2003,Cumulative CO2 emissions from other industry,2596522681.0
Asia,2004,Cumulative CO2 emissions from other industry,2716584583.0
Asia,2005,Cumulative CO2 emissions from other industry,2846323792.0
Asia,2006,Cumulative CO2 emissions from other industry,2983256264.0
Asia,2007,Cumulative CO2 emissions from other industry,3126421125.0
Asia,2008,Cumulative CO2 emissions from other industry,3273327391.0
Asia,2009,Cumulative CO2 emissions from other industry,3422604234.0
Asia,2010,Cumulative CO2 emissions from other industry,3562714651.0
Asia,2011,Cumulative CO2 emissions from other industry,3729333256.0
Asia,2012,Cumulative CO2 emissions from other industry,3898021309.0
Asia,2013,Cumulative CO2 emissions from other industry,4084751632.0
Asia,2014,Cumulative CO2 emissions from other industry,4280208108.0
Asia,2015,Cumulative CO2 emissions from other industry,4476049973.0
Asia,2016,Cumulative CO2 emissions from other industry,4673490089.0
Asia,2017,Cumulative CO2 emissions from other industry,4873077445.0
Asia,2018,Cumulative CO2 emissions from other industry,5074091584.0
Asia,2019,Cumulative CO2 emissions from other industry,5280160545.0
Asia,2020,Cumulative CO2 emissions from other industry,5480511543.0
Asia (excl. China & India),1990,Cumulative CO2 emissions from other industry,22063834.0
Asia (excl. China & India),1991,Cumulative CO2 emissions from other industry,43747015.0
Asia (excl. China & India),1992,Cumulative CO2 emissions from other industry,64144745.0
Asia (excl. China & India),1993,Cumulative CO2 emissions from other industry,85264315.0
Asia (excl. China & India),1994,Cumulative CO2 emissions from other industry,105816937.0
Asia (excl. China & India),1995,Cumulative CO2 emissions from other industry,126382388.0
Asia (excl. China & India),1996,Cumulative CO2 emissions from other industry,146648729.0
Asia (excl. China & India),1997,Cumulative CO2 emissions from other industry,168283895.0
Asia (excl. China & India),1998,Cumulative CO2 emissions from other industry,188494386.0
Asia (excl. China & India),1999,Cumulative CO2 emissions from other industry,208938819.0
Asia (excl. China & India),2000,Cumulative CO2 emissions from other industry,229825874.0
Asia (excl. China & India),2001,Cumulative CO2 emissions from other industry,249886280.0
Asia (excl. China & India),2002,Cumulative CO2 emissions from other industry,270338378.0
Asia (excl. China & India),2003,Cumulative CO2 emissions from other industry,291881043.0
Asia (excl. China & India),2004,Cumulative CO2 emissions from other industry,314082705.0
Asia (excl. China & India),2005,Cumulative CO2 emissions from other industry,338435014.0
Asia (excl. China & India),2006,Cumulative CO2 emissions from other industry,364311686.0
Asia (excl. China & India),2007,Cumulative CO2 emissions from other industry,390615247.0
Asia (excl. China & India),2008,Cumulative CO2 emissions from other industry,415879213.0
Asia (excl. China & India),2009,Cumulative CO2 emissions from other industry,437435056.0
Asia (excl. China & India),2010,Cumulative CO2 emissions from other industry,461435473.0
Asia (excl. China & India),2011,Cumulative CO2 emissions from other industry,487697578.0
Asia (excl. China & India),2012,Cumulative CO2 emissions from other industry,514663131.0
Asia (excl. China & India),2013,Cumulative CO2 emissions from other industry,545176586.0
Asia (excl. China & India),2014,Cumulative CO2 emissions from other industry,575409895.0
Asia (excl. China & India),2015,Cumulative CO2 emissions from other industry,606032730.0
Asia (excl. China & India),2016,Cumulative CO2 emissions from other industry,635545305.0
Asia (excl. China & India),2017,Cumulative CO2 emissions from other industry,665399450.0
Asia (excl. China & India),2018,Cumulative CO2 emissions from other industry,694874706.0
Asia (excl. China & India),2019,Cumulative CO2 emissions from other industry,723686821.0
Asia (excl. China & India),2020,Cumulative CO2 emissions from other industry,752498936.0
Australia,1990,Cumulative CO2 emissions from other industry,2251812.0
Australia,1991,Cumulative CO2 emissions from other industry,4500111.0
Australia,1992,Cumulative CO2 emissions from other industry,6874649.0
Australia,1993,Cumulative CO2 emissions from other industry,9470450.0
Australia,1994,Cumulative CO2 emissions from other industry,12535492.0
Australia,1995,Cumulative CO2 emissions from other industry,15472350.0
Australia,1996,Cumulative CO2 emissions from other industry,18559756.0
Australia,1997,Cumulative CO2 emissions from other industry,21907785.0
Australia,1998,Cumulative CO2 emissions from other industry,25423244.0
Australia,1999,Cumulative CO2 emissions from other industry,29096129.0
Australia,2000,Cumulative CO2 emissions from other industry,32466356.0
Australia,2001,Cumulative CO2 emissions from other industry,35958017.0
Australia,2002,Cumulative CO2 emissions from other industry,39841735.0
Australia,2003,Cumulative CO2 emissions from other industry,43778644.0
Australia,2004,Cumulative CO2 emissions from other industry,47733267.0
Australia,2005,Cumulative CO2 emissions from other industry,51638650.0
Australia,2006,Cumulative CO2 emissions from other industry,55540640.0
Australia,2007,Cumulative CO2 emissions from other industry,59647569.0
Australia,2008,Cumulative CO2 emissions from other industry,63803576.0
Australia,2009,Cumulative CO2 emissions from other industry,67489413.0
Australia,2010,Cumulative CO2 emissions from other industry,71491933.0
Australia,2011,Cumulative CO2 emissions from other industry,75553811.0
