country,year,variable,value
Afghanistan,1967,Share of global cumulative CO2 emissions from gas,0.0013798607698608612
Afghanistan,1968,Share of global cumulative CO2 emissions from gas,0.0029741009723971653
Afghanistan,1970,Share of global cumulative CO2 emissions from gas,0.0034438565112707513
Afghanistan,1971,Share of global cumulative CO2 emissions from gas,0.004886245369027314
Afghanistan,1972,Share of global cumulative CO2 emissions from gas,0.005602817212439578
Afghanistan,1973,Share of global cumulative CO2 emissions from gas,0.006311564612651745
Afghanistan,1974,Share of global cumulative CO2 emissions from gas,0.00712595937948916
Afghanistan,1975,Share of global cumulative CO2 emissions from gas,0.008053078593848115
Afghanistan,1976,Share of global cumulative CO2 emissions from gas,0.008361537794026975
Afghanistan,1977,Share of global cumulative CO2 emissions from gas,0.009166950068512118
Afghanistan,1978,Share of global cumulative CO2 emissions from gas,0.009341721385356614
Afghanistan,1979,Share of global cumulative CO2 emissions from gas,0.009655990616458674
Afghanistan,1980,Share of global cumulative CO2 emissions from gas,0.009497858564234725
Afghanistan,1981,Share of global cumulative CO2 emissions from gas,0.00958634483357668
Afghanistan,1982,Share of global cumulative CO2 emissions from gas,0.009851320906682302
Afghanistan,1983,Share of global cumulative CO2 emissions from gas,0.010481381480407354
Afghanistan,1984,Share of global cumulative CO2 emissions from gas,0.011555722982186349
Afghanistan,1985,Share of global cumulative CO2 emissions from gas,0.012927215328823868
Afghanistan,1986,Share of global cumulative CO2 emissions from gas,0.014195927888967456
Afghanistan,1987,Share of global cumulative CO2 emissions from gas,0.014091157125063458
Afghanistan,1988,Share of global cumulative CO2 emissions from gas,0.014032538961903051
Afghanistan,1989,Share of global cumulative CO2 emissions from gas,0.014000050032772358
Afghanistan,1990,Share of global cumulative CO2 emissions from gas,0.013824296238923922
Afghanistan,1991,Share of global cumulative CO2 emissions from gas,0.01363422281006692
Afghanistan,1992,Share of global cumulative CO2 emissions from gas,0.01342746738521372
Afghanistan,1993,Share of global cumulative CO2 emissions from gas,0.013210922572468982
Afghanistan,1994,Share of global cumulative CO2 emissions from gas,0.012993366502908563
Afghanistan,1995,Share of global cumulative CO2 emissions from gas,0.012764040635390711
Afghanistan,1996,Share of global cumulative CO2 emissions from gas,0.01251670491838043
Afghanistan,1997,Share of global cumulative CO2 emissions from gas,0.012264800103491008
Afghanistan,1998,Share of global cumulative CO2 emissions from gas,0.012008528820020554
Afghanistan,1999,Share of global cumulative CO2 emissions from gas,0.01173895605781847
Afghanistan,2000,Share of global cumulative CO2 emissions from gas,0.011463793514919404
Afghanistan,2001,Share of global cumulative CO2 emissions from gas,0.011193688411491305
Afghanistan,2002,Share of global cumulative CO2 emissions from gas,0.011188576801699726
Afghanistan,2003,Share of global cumulative CO2 emissions from gas,0.011110695067239594
Afghanistan,2004,Share of global cumulative CO2 emissions from gas,0.010856834728155126
Afghanistan,2005,Share of global cumulative CO2 emissions from gas,0.010682041971603762
Afghanistan,2006,Share of global cumulative CO2 emissions from gas,0.010510566035398669
Afghanistan,2007,Share of global cumulative CO2 emissions from gas,0.010325779972455493
Afghanistan,2008,Share of global cumulative CO2 emissions from gas,0.010136779416984336
Afghanistan,2009,Share of global cumulative CO2 emissions from gas,0.009952113774450908
Afghanistan,2010,Share of global cumulative CO2 emissions from gas,0.009755039385118304
Afghanistan,2011,Share of global cumulative CO2 emissions from gas,0.009582794165048727
Afghanistan,2012,Share of global cumulative CO2 emissions from gas,0.009415944992383879
Afghanistan,2013,Share of global cumulative CO2 emissions from gas,0.009252505802931276
Afghanistan,2014,Share of global cumulative CO2 emissions from gas,0.009084712930857422
Afghanistan,2015,Share of global cumulative CO2 emissions from gas,0.00892544892713465
Afghanistan,2016,Share of global cumulative CO2 emissions from gas,0.008785872417665477
Afghanistan,2017,Share of global cumulative CO2 emissions from gas,0.008640064558654122
Afghanistan,2018,Share of global cumulative CO2 emissions from gas,0.00848797040861649
Afghanistan,2019,Share of global cumulative CO2 emissions from gas,0.008329843132469233
Africa,1884,Share of global cumulative CO2 emissions from gas,0.0
Africa,1885,Share of global cumulative CO2 emissions from gas,0.0
Africa,1886,Share of global cumulative CO2 emissions from gas,0.0
Africa,1887,Share of global cumulative CO2 emissions from gas,0.0
Africa,1888,Share of global cumulative CO2 emissions from gas,0.0
Africa,1889,Share of global cumulative CO2 emissions from gas,0.0
Africa,1890,Share of global cumulative CO2 emissions from gas,0.0
