country,year,variable,value
Afghanistan,1967,Annual CO2 emissions from gas,260144.0
Afghanistan,1968,Annual CO2 emissions from gas,347041.0
Afghanistan,1970,Annual CO2 emissions from gas,216651.0
Afghanistan,1971,Annual CO2 emissions from gas,439680.0
Afghanistan,1972,Annual CO2 emissions from gas,300448.0
Afghanistan,1973,Annual CO2 emissions from gas,332680.0
Afghanistan,1974,Annual CO2 emissions from gas,400141.0
Afghanistan,1975,Annual CO2 emissions from gas,475500.0
Afghanistan,1976,Annual CO2 emissions from gas,300448.0
Afghanistan,1977,Annual CO2 emissions from gas,512960.0
Afghanistan,1978,Annual CO2 emissions from gas,300959.0
Afghanistan,1979,Annual CO2 emissions from gas,384720.0
Afghanistan,1980,Annual CO2 emissions from gas,187254.0
Afghanistan,1981,Annual CO2 emissions from gas,304112.0
Afghanistan,1982,Annual CO2 emissions from gas,395712.0
Afghanistan,1983,Annual CO2 emissions from gas,615552.0
Afghanistan,1984,Annual CO2 emissions from gas,931863.0
Afghanistan,1985,Annual CO2 emissions from gas,1192046.0
Afghanistan,1986,Annual CO2 emissions from gas,1201792.0
Afghanistan,1987,Annual CO2 emissions from gas,391588.0
Afghanistan,1988,Annual CO2 emissions from gas,439680.0
Afghanistan,1989,Annual CO2 emissions from gas,479984.0
Afghanistan,1990,Annual CO2 emissions from gas,403040.0
Afghanistan,1991,Annual CO2 emissions from gas,388384.0
Afghanistan,1992,Annual CO2 emissions from gas,362736.0
Afghanistan,1993,Annual CO2 emissions from gas,351744.0
Afghanistan,1994,Annual CO2 emissions from gas,338048.0
Afghanistan,1995,Annual CO2 emissions from gas,322432.0
Afghanistan,1996,Annual CO2 emissions from gas,307776.0
Afghanistan,1997,Annual CO2 emissions from gas,283078.0
Afghanistan,1998,Annual CO2 emissions from gas,264743.0
Afghanistan,1999,Annual CO2 emissions from gas,241824.0
Afghanistan,2000,Annual CO2 emissions from gas,223504.0
Afghanistan,2001,Annual CO2 emissions from gas,208848.0
Afghanistan,2002,Annual CO2 emissions from gas,545936.0
Afghanistan,2003,Annual CO2 emissions from gas,465328.0
Afghanistan,2004,Annual CO2 emissions from gas,227168.0
Afghanistan,2005,Annual CO2 emissions from gas,329760.0
Afghanistan,2006,Annual CO2 emissions from gas,329027.0
Afghanistan,2007,Annual CO2 emissions from gas,308273.0
Afghanistan,2008,Annual CO2 emissions from gas,296784.0
Afghanistan,2009,Annual CO2 emissions from gas,271136.0
Afghanistan,2010,Annual CO2 emissions from gas,271136.0
Afghanistan,2011,Annual CO2 emissions from gas,307776.0
Afghanistan,2012,Annual CO2 emissions from gas,307776.0
Afghanistan,2013,Annual CO2 emissions from gas,296784.0
Afghanistan,2014,Annual CO2 emissions from gas,271136.0
Afghanistan,2015,Annual CO2 emissions from gas,282128.0
Afghanistan,2016,Annual CO2 emissions from gas,318594.0
Afghanistan,2017,Annual CO2 emissions from gas,300448.0
Afghanistan,2018,Annual CO2 emissions from gas,293249.0
Afghanistan,2019,Annual CO2 emissions from gas,305937.0
Afghanistan,2020,Annual CO2 emissions from gas,314185.0
Africa,1939,Annual CO2 emissions from gas,109920.0
Africa,1940,Annual CO2 emissions from gas,91600.0
Africa,1941,Annual CO2 emissions from gas,98928.0
Africa,1942,Annual CO2 emissions from gas,106256.0
Africa,1943,Annual CO2 emissions from gas,117248.0
Africa,1944,Annual CO2 emissions from gas,130941.0
Africa,1945,Annual CO2 emissions from gas,135568.0
Africa,1946,Annual CO2 emissions from gas,134919.0
Africa,1947,Annual CO2 emissions from gas,135568.0
Africa,1948,Annual CO2 emissions from gas,138599.0
Africa,1949,Annual CO2 emissions from gas,139796.0
Africa,1950,Annual CO2 emissions from gas,3664.0
Africa,1951,Annual CO2 emissions from gas,3664.0
Africa,1952,Annual CO2 emissions from gas,7328.0
