country,year,variable,value
Afghanistan,1970,Share of global cumulative CO2 emissions from flaring,0.01
Afghanistan,1971,Share of global cumulative CO2 emissions from flaring,0.02
Afghanistan,1972,Share of global cumulative CO2 emissions from flaring,0.03
Afghanistan,1973,Share of global cumulative CO2 emissions from flaring,0.03
Afghanistan,1974,Share of global cumulative CO2 emissions from flaring,0.04
Afghanistan,1975,Share of global cumulative CO2 emissions from flaring,0.04
Afghanistan,1976,Share of global cumulative CO2 emissions from flaring,0.05
Afghanistan,1977,Share of global cumulative CO2 emissions from flaring,0.05
Afghanistan,1978,Share of global cumulative CO2 emissions from flaring,0.05
Afghanistan,1979,Share of global cumulative CO2 emissions from flaring,0.05
Afghanistan,1980,Share of global cumulative CO2 emissions from flaring,0.05
Afghanistan,1981,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1982,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1983,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1984,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1985,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1986,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1987,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1988,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1989,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1990,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1991,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1992,Share of global cumulative CO2 emissions from flaring,0.07
Afghanistan,1993,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1994,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1995,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1996,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1997,Share of global cumulative CO2 emissions from flaring,0.06
Afghanistan,1998,Share of global cumulative CO2 emissions from flaring,0.06
