Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.62-2-THA-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","37.28553137","35.62099872","33.124199744","35.62099872","38.783610755","37.451984635","39","45","50","57","64","67","74","85","96","108","119","127","124","121","116.190672577929","118.1545619023","126.234169035927","131.560265357112","131.640718974465","124.891875592315","124.32325320927","126.420263634014","122.359693439186","129.652795726717","127.798742138365","126.322047040579","132.401965838403","141.206168691307","146.568450073232","165","182","188.5503660171152","195.3028344964246","195.302834496425",""
"INTL.63-2-THA-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","22.944942382","21.920614597","20.384122919","21.920614597","23.866837388","23.04737516","24","26","31","37","41","44","47","50","56","55","57","61","57","57","60.0353988383682","64.0544499009219","65.0934780735763","64.8108899801844","72.8923944049215","73.9674334453347","77.8581890238649","84.9797535969673","79.6731621816682","76.3590936503834","81.1872146118721","87.4730765917119","87.4901192562807","95.8456104075127","94.9961230292065","104","111","115.8693336082758","122.2624278452658","116.49495890411",""
"INTL.64-2-THA-TBPD.A","            Kerosene (Mb/d)","","","","","","","","2.294494238","2.19206146","2.038412292","2.19206146","2.386683739","2.304737516","2.4","2.2","2","2.1","2.1","1.9","2","1.9","2","1.7","1.7","1.5","1","0.9","0.840292813692133","0.975273541828207","1.39226328939433","0.616869130696993","0.400384919407499","0.367019901783407","0.33945033169639","0.313603859739812","0.269787263291748","0.303265270957181","0.263634013957095","0.224002756957009","0.230264288414613","0.189540794348238","0.186094598087361","0.182648","0.189022","0.1323160463278001","0.1326785560437667","0.130356164384",""
"INTL.65-2-THA-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","93.691848058","89.50917627","83.235168587","89.50917627","97.456252668","94.110115237","98","111","123","147","169","172","178","207","229","269","306","302","264","264","257.656705846376","262.690452769811","277.313175906953","302.84019644001","337.582788528989","338.063143862428","317.007770345206","322.620556641957","303.49570905083","318.555016825364","318.925096742931","331.154101769897","353.849941789188","360.503018745309","363.531084267701","377","389","399.9845344880916","406.9647626432325","401.450191780822",""
"INTL.66-2-THA-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","40.153649168","38.361075544","35.672215109","38.361075544","41.766965429","40.33290653","42","44","45","66","88","109","127","143","161","181","181","167","147","147","119.935155541534","89.2886731926596","93.7715311132937","98.6272564165762","118.107098898443","120.484889595865","114.869179476936","86.6019524641337","70.4648813496924","61.9363573078315","60.3978169279917","57.233868359714","56.2974159480359","53.84712208743","51.5576355891445","36","39","36.48142420180775","38.11148444903937","34.066356164384",""
"INTL.67-2-THA-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","19.120785318","18.267178831","16.986769099","18.267178831","19.889031157","19.206145967","20","22","24","28","32","33","35","38","42","47","57","57","57","59","73.7364742098498","83.0702676914276","84.9227388010683","88.5640665593521","89.6303668692992","100.281931220677","113.685218641992","132.754166158559","153.799447495068","167.692647716378","192.616971247213","221.383614603463","236.660215612606","241.844556736245","241.447149622331","214","195","209.2767123287671","211.2121995347635","206.734246575342",""
"INTL.68-2-THA-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","8.508749466","8.12889458","7.559112249","8.12889458","8.850618865","8.546734955","8.9","10","8.4","11","11","10","12","20","17","17","28","66","87","82","111.194837664089","120.876524829775","186.770627961747","226.896693545205","256.532184635117","243.853362127268","251.931899887723","248.028898323701","245.345017278482","272.532254397519","307.293486585267","283.904970848902","291.503250034024","368.243699205376","353.787833031378","361","381","438.4489315068494","440.4489315068494","330.652054794521",""
"","The Bahamas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-BHS-TBPD.A","    Consumption (Mb/d)","","","","","","","","27.999999999","29.000000001","25","19","17","14.999999999","15.1","16.8","15.893","18.17214","19.129","17.2","14.71732","15.52496","16.9","19.9","22.4","22","24.7","21.9","25.918032786885252","26.46301369863009","27.441095890410953","19.61917808219178","21.55464480874317","20.81917808219178","24.063013698630144","27.572602739725987","27.08196721311475","20.46575342465753","21.408219178082195","18.698630136986303","21.398907103825092","20.08493150684931","19.819178082191787","19.147941","19.98087","23.8","25.7835616438","25.783561643800002",""
"INTL.54-2-BHS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","27.999999999","29.000000001","25","19","17","14.999999999","15.1","16.8","15.893","18.17214","19.129","17.2","14.71732","15.52496","16.9","19.9","22.4","22","24.7","21.9","25.918032786885252","26.46301369863009","27.441095890410953","19.61917808219178","21.55464480874317","20.81917808219178","24.063013698630144","27.572602739725987","27.08196721311475","20.46575342465753","21.408219178082195","18.698630136986303","21.398907103825092","20.08493150684931","19.819178082191787","19.147941","19.98087","23.8","25.7835616438","25.783561643800002",""
"INTL.62-2-BHS-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","5.562913907","5.761589404","4.966887417","3.774834437","3.377483444","2.98013245","3","3.2","3.2","3.4","3.4","3.5","3.8","3.7","3.5","3.7","3.5","3.8","4.1","4.2","4.43169398907104","4.38904109589041","4.24931506849315","5.13698630136986","4.62295081967213","4.56986301369863","4.76712328767123","4.38082191780822","4.78142076502732","5.10684931506849","5.93972602739726","4.53424657534247","4.88251366120219","4.83561643835616","4.95068493150685","5.205479","5.155737","5.4493150685","5.597260274","5.597260274000002",""
"INTL.63-2-BHS-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.741721854","0.768211921","0.662251656","0.503311258","0.450331126","0.397350993","0.4","0.9","3.1","1.9","1.2","1","1.3","1.5","1.2","0.4","0.4","0.4","0.5","0.5","0.745901639344262","0.632876712328767","1.96164383561644","0.597260273972603","0.743169398907104","0.786301369863014","2.30958904109589","3.65753424657534","4.16393442622951","1.1972602739726","0.457534246575342","0.413698630136986","0.420765027322404","0.342465753424658","0.438356164383562","0.473972","0.431693","2.2356164384","1.2219178082","1.2219178082",""
"INTL.64-2-BHS-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0.093","0.02884","0.029","0.1","0.01732","0.02496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0465753424657534","0.0684931506849315","0.0491803278688525","0.00273972602739726","0","0.39178","0.360655","0","0","0",""
"INTL.65-2-BHS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","7.046357616","7.298013245","6.291390728","4.781456954","4.278145695","3.774834437","3.8","3.9","4","7.2","5.4","5","5.1","4.6","4.5","4.1","6.9","7.3","5.6","5.7","7.34153005464481","7.75616438356164","7.50684931506849","7.13972602739726","8.10382513661202","8.03013698630137","7.33424657534247","7.96712328767123","8.52185792349727","6.33698630136986","7.08493150684932","5.01643835616438","4.47540983606557","4.83835616438356","5.38904109589041","5.660273","6.672131","7.9945205479","10.2136986301","10.2136986301",""
"INTL.66-2-BHS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","13.536423841","14.01986755","12.086092715","9.185430464","8.218543046","7.251655629","7.3","8.2","5","5.3","8","5.7","3.7","4.2","7.1","11","11","9.9","14","11","12.724043715847","13.0575342465753","13.0958904109589","6.27397260273973","7.54371584699454","6.90684931506849","9.12328767123288","11.0657534246575","9.06284153005464","7.39452054794521","7.36712328767123","8.24109589041096","11.0628415300546","9.46849315068493","8.43561643835617","6.720547","6.814207","7.6356164384","8.1068493151","8.1068493151",""
"INTL.67-2-BHS-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0.741721854","0.768211921","0.662251656","0.503311258","0.450331126","0.397350993","0.4","0.3","0.3","0.3","0.4","0.6","0.6","0.6","0.4","0.4","0.4","0.4","0.3","0.3","0.420765027322404","0.421917808219178","0.279452054794521","0.304109589041096","0.398907103825137","0.367123287671233","0.375342465753425","0.391780821917808","0.412568306010929","0.306849315068493","0.386301369863014","0.356164383561644","0.437158469945355","0.50958904109589","0.53972602739726","0.638356","0.483606","0.4849315068","0.6438356164","0.6438356164000001",""
"INTL.68-2-BHS-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.370860927","0.38410596","0.331125828","0.251655629","0.225165563","0.198675497","0.2","0.3","0.2","0.0433","0.7","1.3","0.2","0.9","0.2","0.3","0.2","0.2","0.2","0.2","0.254098360655738","0.205479452054795","0.347945205479452","0.167123287671233","0.14207650273224","0.158904109589041","0.153424657534247","0.10958904109589","0.139344262295082","0.123287671232877","0.126027397260274","0.0684931506849315","0.0710382513661202","0.0876712328767123","0.0657534246575343","0.057534","0.062841","0","0","0",""
"","Timor-Leste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TLS-TBPD.A","    Consumption (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.1472465753424665","1.2402185792349723","1.2479616438356167","1.2727452054794528","1.3187260273972596","1.444674863387974","1.6194164383561638","1.6887671232876678","1.753013698630136","2.0641420765027285","3.100509589041092","3.5501534246575317","3.48111","3.402741","3.4703827398","3.5182578082","3.545631232876",""
"INTL.54-2-TLS-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.1472465753424665","1.2402185792349723","1.2479616438356167","1.2727452054794528","1.3187260273972596","1.444674863387974","1.6194164383561638","1.6887671232876678","1.753013698630136","2.0641420765027285","3.100509589041092","3.5501534246575317","3.48111","3.402741","3.4703827398","3.5182578082","3.545631232876",""
"INTL.62-2-TLS-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0.245383561643836","0.279672131147541","0.280438356164384","0.280438356164384","0.303808219178082","0.326284153005464","0.350547945205479","0.397287671232877","0.420657534246575","0.466120218579235","0.537506849315069","0.537506849315069","0.525821","0.513897","0.5234849315","0.5328328767","0.537506849315",""
"INTL.63-2-TLS-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0.0434520547945206","0.0433333333333333","0.0477972602739726","0.0521424657534247","0.0543150684931507","0.0585","0.0630054794520548","0.0651780821917808","0.0651780821917808","0.0693333333333333","0.0695232876712329","0.0695232876712329","0.06735","0.065866","0.0671334247","0.0688715068","0.069088767123",""
"INTL.64-2-TLS-TBPD.A","            Kerosene (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-TLS-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0.85841095890411","0.917213114754098","0.91972602739726","0.940164383561644","0.960602739726027","1.05989071038251","1.20586301369863","1.22630136986301","1.26717808219178","1.52868852459016","2.49347945205479","2.94312328767123","2.887939","2.822978","2.8797643836","2.9165534247","2.939035616438",""
"INTL.66-2-TLS-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.67-2-TLS-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.68-2-TLS-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","Togo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TGO-TBPD.A","    Consumption (Mb/d)","","","","","","","","4.100000001","3.8","3.700000001","3.999999999","4.7","4.399999999","3.6","3.53308","3.629","4.324","4.1258","6.7568","4.9","3.52135","4.1","4.1","4.1","4.3","4.3","6.7","6.4826229508196755","5.760630136986298","6.361890410958905","8.04079452054795","7.977240437158468","7.82191780821918","6.652273972602738","7.192547945205477","9.031010928961756","17.137342465753427","15.845917808219173","14.414739726027399","12.814262295081964","13.336410958904105","10.038657534246548","7.540026602739","10.942564136987","9.617506849316","10.76695890411","10.048383561643",""
"INTL.54-2-TGO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","4.100000001","3.8","3.700000001","3.999999999","4.7","4.399999999","3.6","3.53308","3.629","4.324","4.1258","6.7568","4.9","3.52135","4.1","4.1","4.1","4.3","4.3","6.7","6.4826229508196755","5.760630136986298","6.361890410958905","8.04079452054795","7.977240437158468","7.82191780821918","6.652273972602738","7.192547945205477","9.031010928961756","17.137342465753427","15.845917808219173","14.414739726027399","12.814262295081964","13.336410958904105","10.038657534246548","7.540026602739","10.942564136987","9.617506849316","10.76695890411","10.048383561643",""
"INTL.62-2-TGO-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","1.252777778","1.161111111","1.130555556","1.222222222","1.436111111","1.344444444","1.1","2","2","3.1","2.5","2.9","1.6","1.4","1.5","1.5","1.5","1.6","1.6","2.3","1.21191256830601","1.26197260273973","1.91632876712329","2.45383561643836","2.54035519125683","2.66416438356164","2.00980821917808","2.50057534246575","4.12516393442623","5.84246575342466","4.60386301369863","3.94950684931507","3.37937158469945","3.52884931506849","2.173397260274","2.383726027397","2.921232876712","3.014712328767","3.762547945205","3.622328767123",""
"INTL.63-2-TGO-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.341666667","0.316666667","0.308333333","0.333333333","0.391666667","0.366666667","0.3","0.02042","0.3","0","0.3","0.8","0.8","0.1","0","0","0","0","0","0.4","0.498333333333333","0.890767123287671","0.391068493150685","0.630054794520548","1.17","1.21665753424658","1.02112328767123","0.912493150684932","1.32166666666667","1.52082191780822","1.6946301369863","1.43391780821918","1.56","1.62945205479452","1.716356164384","0.608328767123","1.151479452055","1.173205479452","1.34701369863","1.542547945205",""
"INTL.64-2-TGO-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.227777778","0.211111111","0.205555556","0.222222222","0.261111111","0.244444444","0.2","1.3","0.4","0.4","0.4","0","0.3","0.2","0.3","0.4","0.4","0.4","0.4","0.8","0.992650273224044","0.635342465753425","0.825945205479452","1.29186301369863","0.844808743169399","1.22832876712329","0.825945205479452","0.825945205479452","0.823688524590164","0.995369863013699","1.08008219178082","1.12243835616438","1.20385245901639","1.24950684931507","1.412191780822","0.369342465753","1.564273972603","0.173808219178","0.586602739726","0.564876712329",""
"INTL.65-2-TGO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","1.480555556","1.372222222","1.336111111","1.444444444","1.697222222","1.588888889","1.3","0.08087","0.6","0.6","0.7","0.9","1.2","0.8","1.2","1.2","1.2","1.3","1.3","1.7","2.20131147540984","1.51243835616438","1.71682191780822","2.57523287671233","2.26245901639344","1.96208219178082","2.16646575342466","2.35041095890411","2.11978142076503","7.74613698630137","6.92860273972603","6.45852054794521","5.5644262295082","5.80449315068493","2.248219178082","2.922684931507","1.900767123288","3.597150684932","3.617589041096","3.535835616438",""
"INTL.66-2-TGO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0.683333333","0.633333333","0.616666667","0.666666667","0.783333333","0.733333333","0.6","0.01076","0.2","0.09858","0","2.1","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0","1.54672131147541","1.18602739726027","1.14953424657534","0.894082191780822","0.964426229508197","0.510904109589041","0.401424657534247","0.419671232876712","0.382131147540984","0.839342465753425","1.31375342465753","1.14953424657534","0.818852459016393","0.85758904109589","2.317315068493","0.894082191781","3.138410958904","1.277260273973","1.040054794521","0.401424657534",""
"INTL.67-2-TGO-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.02294","0.029","0.02542","0.0258","0","0","0.02135","0","0","0","0","0","0","0.0316939890710383","0.0317808219178082","0.0317808219178082","0.0635616438356164","0.0633879781420765","0.0635616438356164","0.0953424657534246","0.0953424657534247","0.126775956284153","0.127123287671233","0.158904109589041","0.190684931506849","0.221857923497268","0.222465753424658","0.127123287671","0.317808219178","0.222465753425","0.381369863014","0.413150684932","0.381369863014",""
"INTL.68-2-TGO-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0.113888889","0.105555556","0.102777778","0.111111111","0.130555556","0.122222222","0.1","0.09809","0.1","0.1","0.2","0.0568","0.2","0.2","0.3","0.2","0.2","0.2","0.2","1.5","0","0.242301369863014","0.33041095890411","0.132164383561644","0.131803278688525","0.176219178082192","0.132164383561644","0.0881095890410959","0.131803278688525","0.0660821917808219","0.0660821917808219","0.11013698630137","0.0659016393442623","0.0440547945205479","0.0440547945205479","0.044054","0.043934","0","0","0",""
"","Tonga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TON-TBPD.A","    Consumption (Mb/d)","","","","","","","","0.2","0.3","0.3","0.3","0.3","0.3","0.18634","0.42117","0.53155","0.65363","0.65363","0.668","0.63893","0.6393","0.86688","0.78806","0.88756","0.93042","0.94571","0.9457260273972602","0.7387756830601092","0.6688761643835617","0.7278150684931504","0.8799917808219181","0.8087179781420761","0.8613797260273971","0.9769197260273973","0.8261580821917814","0.8948467213114758","0.9802402739726028","0.8930060273972601","0.844251506849315","0.8356410491803283","0.7974307671232879","0.8701529589041102","0.910005","0.9491","1.144566849219","1.003783890392","1.16891479452",""
"INTL.54-2-TON-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","0.2","0.3","0.3","0.3","0.3","0.3","0.18634","0.42117","0.53155","0.65363","0.65363","0.668","0.63893","0.6393","0.86688","0.78806","0.88756","0.93042","0.94571","0.9457260273972602","0.7387756830601092","0.6688761643835617","0.7278150684931504","0.8799917808219181","0.8087179781420761","0.8613797260273971","0.9769197260273973","0.8261580821917814","0.8948467213114758","0.9802402739726028","0.8930060273972601","0.844251506849315","0.8356410491803283","0.7974307671232879","0.8701529589041102","0.910005","0.9491","1.144566849219","1.003783890392","1.16891479452",""
"INTL.62-2-TON-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.230729508196721","0.240709589041096","0.252394520547945","0.236035616438356","0.214415300546448","0.243046575342466","0.34821095890411","0.210328767123288","0.249374316939891","0.285112328767123","0.203317808219178","0.186958904109589","0.20022193989071","0.231198054794521","0.248935780821918","0.276465","0.348657","0.394249589","0.3729830137","0.57957260274",""
"INTL.63-2-TON-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0.069947408","0.104921112","0.104921112","0.104921112","0.104921112","0.104921112","0.06517","0.1","0.065","0.0869","0.0869","0.1","0.065","0.06517","0.06517","0.06517","0.065","0.06517","0.06517","0.0651780821917808","0.0223166666666667","0.0082558904109589","0.0228123287671233","0.0258539726027397","0.00845","0.060181095890411","0.0495353424657534","0.0080386301369863","0.0205833333333333","0.0249849315068493","0.0695232876712329","0.0869041095890411","0.0845","0.0251152876712329","0.0922704383561644","0.103415","0.066733","0.1014605479","0.0734339726","0.069523287671",""
"INTL.64-2-TON-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.022721906","0.034082859","0.034082859","0.034082859","0.034082859","0.034082859","0.02117","0.02117","0.04224","0.04235","0.04235","0.007","0.04224","0.04235","0.02117","0.04235","0.04224","0.08471","0.1","0.1","0.0718087431693989","0.0275315068493151","0.0160953424657534","0.0501920547945206","0.0813128415300547","0.0332495890410959","0.0635342465753425","0.0465917808219178","0.0570245901639344","0.0825945205479452","0.0402383561643836","0.014401095890411","0.00576581967213115","0.00266843835616438","0.00266843835616438","0.001694","0.002323","0.0019060274","0.002329589","0.000651780822",""
"INTL.65-2-TON-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.107330686","0.160996029","0.160996029","0.160996029","0.160996029","0.160996029","0.1","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.4","0.3","0.4","0.4","0.4","0.4","0.334273224043716","0.339276712328767","0.361758904109589","0.502783561643836","0.46879781420765","0.490520547945205","0.490520547945205","0.531397260273973","0.529945355191257","0.531397260273973","0.500739726027397","0.476213698630137","0.241663234972678","0.00402635616438356","0.0201317808219178","0.000204","0.000142","0","0.0001430685","0",""
"INTL.66-2-TON-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00072986301369863","0.000364931506849315","0.000364931506849315","0.00023655737704918","0.000182465753424658","0.00182465753424658","0.00364931506849315","0.00545901639344262","0.0072986301369863","0.0109479452054795","0.01332","0.241579672131148","0.477531123287671","0.436604054794521","0.437187","0.450186","0.5782339726","0.4696668493","0.437917808219",""
"INTL.67-2-TON-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.017","0.03169","0.03178","0.03178","0.03178","0.03169","0.03178","0.03178","0.0317808219178082","0.0418360655737705","0.0375013698630137","0.0521205479452055","0.0292383561643836","0.0126775956284153","0.00136657534246575","0.00375013698630137","0.00209753424657534","0.0109027322404372","0.0272361643835616","0.0466224657534247","0.0442071232876712","0.0431672131147541","0.0473216438356164","0.0519616438356164","0.05104","0.064338","0.0627989041","0.0740493151","0.071824657534",""
"INTL.68-2-TON-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0.02431","0.02438","0.02438","0.044","0","0","0.04876","0.04876","0.04863","0.04876","0.04876","0.0487671232876712","0.0378114754098361","0.0148712328767123","0.0222684931506849","0.0355232876712329","0.022827868852459","0.0328328767123288","0.0195438356164384","0.0240547945205479","0.0215573770491803","0.0216164383561644","0.0216164383561644","0.0222465753424658","0.0187431693989071","0.00956986301369863","0.0175808219178082","0.04","0.016721","0.005917808219","0.011178082192","0.009424657534",""
"","Trinidad and Tobago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-TTO-TBPD.A","    Consumption (Mb/d)","","","","","","","","42","39","30.000000002","25.999999999","24.999999999","24","23.1","20.6","18.5","21.1","20.3","21.5","21.8","21.3","24","21.7","20.4","22.4","21.8","23.5","34.060372677595616","32.6495682191781","35.85256328767128","45.8342717808219","43.260121311475416","50.124522739725975","49.407378630137","51.91544986301379","50.509629508196795","49.30795726027397","46.473786301369806","47.45693698630137","43.15358907103831","51.800317808219184","48.50552219178083","51.357608","52.460994","46.01534246575343","41.830657534246576","35.46712328767123",""
"INTL.54-2-TTO-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","42","39","30.000000002","25.999999999","24.999999999","24","23.1","20.6","18.5","21.1","20.3","21.5","21.8","21.3","24","21.7","20.4","22.4","21.8","23.5","34.060372677595616","32.6495682191781","35.85256328767128","45.8342717808219","43.260121311475416","50.124522739725975","49.407378630137","51.91544986301379","50.509629508196795","49.30795726027397","46.473786301369806","47.45693698630137","43.15358907103831","51.800317808219184","48.50552219178083","51.357608","52.460994","46.01534246575343","41.830657534246576","35.46712328767123",""
"INTL.62-2-TTO-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","16","14.857142857","11.428571429","9.904761905","9.523809524","9.142857143","8.8","9.4","8.9","8.8","8","9.1","5.5","6.4","4.2","5","3.6","7.2","7.4","7.4","7.94734972677596","7.80553424657534","7.87564383561644","8.17945205479452","8.59991803278688","8.78706849315068","10.0724109589041","10.6332876712329","11.1169672131148","12.1055890410959","11.0773150684931","11.7316712328767","12.0725136612022","11.9186301369863","12.1289589041096","13.017013","11.466557","12.10558904109589","9.534904109589041","10.91372602739726",""
"INTL.63-2-TTO-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","4.363636364","4.051948052","3.116883117","2.701298701","2.597402597","2.493506494","2.4","1.9","1.4","1","1.2","1.1","1","1.3","2","1.4","2.8","1.5","1.2","1.7","2.23166666666667","2.02052054794521","1.45564383561644","1.60772602739726","8.29833333333333","10.4936712328767","10.2764109589041","10.1895068493151","10.4866666666667","10.102602739726","7.95172602739726","8.75558904109589","5.80666666666667","8.21243835616438","7.06095890410959","7.647561","8.926666","6.930602739726028","5.713945205479453","6.148465753424658",""
"INTL.64-2-TTO-TBPD.A","            Kerosene (Mb/d)","","","","","","","","3.090909091","2.87012987","2.207792208","1.913419913","1.83982684","1.766233766","1.7","0.2","0.2","0.1","0.3","0.3","2.8","1.1","1.1","0.9","1.2","0.4","0.4","0.1","0.633606557377049","0.592986301369863","0.423561643835617","0.487095890410959","0.528005464480874","0.635342465753425","0.614164383561644","0.550630136986301","0.570245901639344","0.614164383561644","0.614164383561644","0.635342465753425","0.612486338797814","0.677698630136986","0.698876712328767","0.720054","0.675846","0.6300547945205479","0.5214246575342466","0.3041643835616438",""
"INTL.65-2-TTO-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","4.727272727","4.38961039","3.376623377","2.926406926","2.813852814","2.701298701","2.6","2.8","2","0.7","3","3.6","6.3","5.6","2.6","3.8","4","5.3","5.1","5","12.2822177103825","12.4370868821918","11.9254929534247","11.1078221808219","8.28115484153006","11.7454241205479","14.4201841534247","15.3391364273973","16.4176582568306","12.3960408821918","16.4986849589041","15.9086119452055","13.3111115245902","15.3964204931507","12.6519280219178","15.824386","16.886621","15.41052054794521","14.53167123287671","11.44547945205479",""
"INTL.66-2-TTO-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","3.454545455","3.207792208","2.467532468","2.138528139","2.056277056","1.974025974","1.9","2.3","1.8","3.6","1.8","1.4","3.6","3","5.9","6.3","3.3","3.4","2.2","2","4.09882790163934","4.21765203287671","8.39069930958904","8.54590776986301","9.93835068852459","5.67234812054795","5.84316782465753","5.88333297534247","5.40872363934426","5.46549274520548","4.57561824657534","5.11474454794521","7.4743442295082","8.82868405479452","8.26653711780822","7.141147","7.384862","6.91545205479452","4.634630136986302","1.514465753424658",""
"INTL.67-2-TTO-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","2.727272727","2.532467532","1.948051948","1.688311688","1.623376623","1.558441558","1.5","1.2","1.6","1.8","1.6","1.7","1.8","1.4","1.4","1.9","1.1","1.8","1.9","3.4","2.7935021147541","1.64716981917808","1.8651904","8.50642649863014","4.17710028415301","0.907119528767123","1.84189181369863","1.77291389589041","1.95399031147541","3.26680672328767","1.83019197260274","1.1177082739726","0.627398158469945","2.76168317808219","1.0370304","2.022044","1.796675","2.606027397260274","4.004383561643835","1.875068493150685",""
"INTL.68-2-TTO-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","7.636363636","7.090909091","5.454545455","4.727272727","4.545454545","4.363636364","4.2","2.8","2.6","5.1","4.4","4.3","0.8","2.5","6.8","2.4","4.4","2.8","3.6","3.9","4.073202","3.9286183890411","3.91633130958904","7.39984135890411","3.43725866666667","11.8835487780822","6.3391485369863","7.54664190684931","4.55537751912568","5.35726074520548","3.92608564383562","4.19326947945205","3.24906849180328","4.00476295890411","6.66123213150685","4.985403","5.323767","1.417095890410959","2.889698630136986","3.265753424657534",""
"","Tunisia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
