Report generated on: 02-28-2022 15:46:02
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.26-3-KHM-BCF.A","        Cambodia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CMR-BCF.A","        Cameroon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.413700668576886","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CAN-BCF.A","        Canada","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","22.6","11.27","58.59","28.71","36.66","23.8","43.01367","44.85005","27.96948","28.39326","57.457505","138.08165","233.079","341.8492","383.556215","336.34006","340.895695","478.553565","563.34488","735.2583","800.555735","1106.34832","1105.818595","942.875185","773.11598","693.09219","782.90857456273","931.42815736249","856.9217875","989.7460806",""
"INTL.26-3-CYM-BCF.A","        Cayman Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CAF-BCF.A","        Central African Republic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-TCD-BCF.A","        Chad","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CHL-BCF.A","        Chile","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","23.66105","43.7906","119.71785","143.73205","181.5191","184.944655","215.20961","240.35389","221.742885","202.77873","98.281645","27.5457","51.595215","126.321755","139.741455","138.328855","136.95157","122.437105","131.619005","153.5847484","157.0102743","154.9085891","165.5932771","162.5354881"
"INTL.26-3-CHN-BCF.A","        China","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.77232","138.4348","158.9175","263.52053","576.69395","1107.69029","1510.42255","1870.9887","2129.4945","2202.59655","2607.388202181429","3330.328185","4327.861059","4647.706306",""
"INTL.26-3-COL-BCF.A","        Colombia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4697023739342","1.7440507239184","8.515845023","13.97740002",""
"INTL.26-3-COM-BCF.A","        Comoros","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-COG-BCF.A","        Congo-Brazzaville","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-COD-BCF.A","        Congo-Kinshasa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-COK-BCF.A","        Cook Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CRI-BCF.A","        Costa Rica","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-HRV-BCF.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","31.75","30.72405","27.55","12.36","24.72","42.378","38.8465","39.19965","39.19965","38.1402","38.1402","42.378","39.19965","40.61225","40.61225","37.4339","43.29619","36.833545","39.729375","28.9583","45.2032","48.38155","36.7276","37.85768","46.7569844","65.3678313","55.8556124","70.4099851","75.28398307"
"INTL.26-3-CUB-BCF.A","        Cuba","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CYP-BCF.A","        Cyprus","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CZE-BCF.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","246.993","250.74","279.13","328.323555","330.83092","329.948045","323.4854","325.215835","336.234115","343.75621","336.375375","311.372355","330.513085","346.22826","304.69782","338.070495","306.18105","300.53065","329.171115","263.838365","299.04742","255.998435","263.94431","286.8635503","313.9146105","282.9497872","336.5560619","268.0496051"
"INTL.26-3-CIV-BCF.A","        Côte d’Ivoire","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-DNK-BCF.A","        Denmark","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.36788","29.699915","32.41917","48.134345","22.071875","23.23727","24.0848228","18.293212","13.71397966","40.0222824","93.43907273"
"INTL.26-3-DJI-BCF.A","        Djibouti","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-DMA-BCF.A","        Dominica","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-DOM-BCF.A","        Dominican Republic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","10.5945","4.59095","8.82875","8.82875","16.9512","16.59805","19.7764","28.9583","32.84295","45.2032","37.751735","37.751735","39.12902","37.80141586","40.71473565","44.98984756","56.0251",""
"INTL.26-3-ECU-BCF.A","        Ecuador","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-EGY-BCF.A","        Egypt","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.48715","293.6781282","249.7113267","95.03938554","2.950569159",""
"INTL.26-3-SLV-BCF.A","        El Salvador","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GNQ-BCF.A","        Equatorial Guinea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ERI-BCF.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-EST-BCF.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","52.97","21.19","22.6","26.31","28.82","37.4339","56.504","35.315","39.5528","44.85005","26.239045","29.911805","34.11429","34.573385","35.632835","34.82059","33.40799","23.060695","24.755815","22.31908","23.201955","23.94357","18.71695","16.633365","18.2931559","17.4102884","17.8320524","16.40856375","14.7356733"
"INTL.26-3-SWZ-BCF.A","        Eswatini","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ETH-BCF.A","        Ethiopia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-FLK-BCF.A","        Falkland Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-FRO-BCF.A","        Faroe Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-FJI-BCF.A","        Fiji","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-FIN-BCF.A","        Finland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","95","100","103.86","107.8","119.26","123.35","128.89975","126.251125","144.897445","145.00339","148.640835","161.001085","160.012265","177.387245","171.595585","156.268875","168.346605","161.67207","167.357785","150.79505","166.510225","145.533115","130.10046","123.17872","108.169845","95.809595","88.1463051","81.9309179","93.1428109","90.0850219","90.70653604"
"INTL.26-3-CSK-BCF.A","        Former Czechoslovakia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","532","484","402","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-SCG-BCF.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","41.67","0","29.77","7.03","74.51465","72.89016","70.63","37.08075","0","0","59.68235","66.03905","74.1615","75.92725","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-SUN-BCF.A","        Former U.S.S.R.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","54","139","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-YUG-BCF.A","        Former Yugoslavia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","154","155","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-FRA-BCF.A","        France","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","996","1061","1117.37","1046.74","1091.58665","1145.58","1243.72367","1247.784895","1242.80548","1434.671875","1449.3276","1430.9638","1489.93985","1481.1111","1581.4057","1731.49445","1750.9177","1656.9798","1739.26375","1664.0428","1722.31255","1673.931","1684.87865","1689.151765","1593.871895","1567.385645","1639.7454653","1716.3077349","1740.290712","1929.225672","1628.198537"
"INTL.26-3-GUF-BCF.A","        French Guiana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-PYF-BCF.A","        French Polynesia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GAB-BCF.A","        Gabon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GMB-BCF.A","        Gambia, The","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GEO-BCF.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","183.64","91.82","56.5","74.16","63.57","10.5945","63.567","38.8465","40.61225","38.8465","47.3221","35.66815","42.73115","51.5599","49.441","59.3292","60.7418","60.0355","57.9166","52.61935","62.50755","71.68945","76.9867","84.4027843","79.233997481818","80.611270781818","79.44017274","89.9825013","89.51927777"
"INTL.26-3-DEU-BCF.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","2190","2245.57","2399.48","2516.794105","2726.14","2809.484825","2704.91711","2622.032805","2710.814715","2675.711605","2780.27932","2872.557415","2965.25929","3193.217615","3324.660045","3285.84886","3058.279","3205.154085","3095.606955","3320.52819","3165.813175","3121.881315","3452.994755","3174.67724","3620.387855","3868.4029931","4219.1132788","3152.510855","3396.676691","2984.693599"
"INTL.26-3-DDR-BCF.A","        Germany, East","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","221","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-DEUW-BCF.A","        Germany, West","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1859.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.26-3-GHA-BCF.A","        Ghana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.2378","29.31145","14.126","21.189","21.189","19.736173682022","3.8301157729194","11.207920174113","24.20912345","22.10398228",""
"INTL.26-3-GIB-BCF.A","        Gibraltar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.002977897","2.640249202"
"INTL.26-3-GRC-BCF.A","        Greece","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0.317835","5.6504","29.488025","52.866555","72.32512","71.26567","75.15032","85.39167","92.631245","99.5883","116.32761","142.142875","149.0293","125.544825","135.998065","168.064085","154.573755","136.45716","103.508265","111.66603","143.6258335","175.7268958","173.1625707","184.3220159","208.4678063"
"INTL.26-3-GRL-BCF.A","        Greenland","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GRD-BCF.A","        Grenada","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GLP-BCF.A","        Guadeloupe","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GUM-BCF.A","        Guam","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GTM-BCF.A","        Guatemala","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GIN-BCF.A","        Guinea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GNB-BCF.A","        Guinea-Bissau","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-GUY-BCF.A","        Guyana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-HTI-BCF.A","        Haiti","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.029033887","0.03303606","0.02305344","0.051918604","0.02113232","0.042","0.118"
"INTL.26-3-HITZ-BCF.A","        Hawaiian Trade Zone","NA","NA","NA","NA","NA","NA","NA","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","--","--","--"
"INTL.26-3-HND-BCF.A","        Honduras","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
