Report generated on: 02-28-2022 15:46:02
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"","dry natural gas imports (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-WORL-BCF.A","    World","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10926.425998735434","11429.37968812065","17794.068355439438","17912.449545479743","17290.129624088826","18017.70326520344","20485.468628","19272.9717005","19376.1747545","21263.367653","22752.997562","23387.6136125","25061.684228144928","26965.034124394366","29141.278434964825","30905.245732658037","33016.5074291529","34040.4242312426","35242.136025","32348.09413","35794.2236145558","37854.8215002968","37127.16874294942","37486.3014357537","36346.933710614525","36994.071990712306","39156.468981488964","42408.478613954736","42396.971910846","43748.560154135",""
"INTL.26-3-AFG-BCF.A","        Afghanistan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ALB-BCF.A","        Albania","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-DZA-BCF.A","        Algeria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ASM-BCF.A","        American Samoa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-AGO-BCF.A","        Angola","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ATA-BCF.A","        Antarctica","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ATG-BCF.A","        Antigua and Barbuda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-ARG-BCF.A","        Argentina","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","86.52","76.99","77.69","73.102","69.92","69.92","72.0426","64.62645","76.2804","42.378","0","0","0","0","28.252","61.4481","63.567","59.3292","45.9095","93.9379","127.48715","267.33455","314.65665","395.528","411.34912","376.81105","347.499849","412.0903633","347.1383177","242.4471641",""
"INTL.26-3-ARM-BCF.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","65.6859","49.44","56.5","56.5","63.57","45.9095","49.441","45.55635","49.79415","49.441","38.49335","46.6158","46.96895","60.0355","60.0355","72.53701","68.15795","54.73825","64.2733","73.10205","86.52175","85.10915","88.2875","72.39575","78.2573752","83.1308038","86.1077547","88.78911933",""
"INTL.26-3-ABW-BCF.A","        Aruba","--","--","--","--","--","--","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-AUS-BCF.A","        Australia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","2.295475","0.77693","0","45.732925","205.003575","193.632145","228.20553","199.282545","230.46569","205.215465","230.147855","245.01547","225.062495","222.8004423","204.2955395","206.3828612","180.2698324",""
"INTL.26-3-AUT-BCF.A","        Austria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","184","181","180.84811","190","176.01","224.74","232.09018","212.772875","219.765245","216.33969","219.58867","222.34324","231.419195","284.28575","296.893205","347.99401","381.68452","353.609095","359.93048","378.965265","438.435725","472.550015","500.48418","366.534385","357.3878","405.380885","509.7323798","494.5823735","458.8523797","498.4327168",""
"INTL.26-3-AZE-BCF.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","247.21","144.79","105.95","84.76","91.82","113.008","0","0","0","35.315","138.08165","143.73205","174.10295","161.0364","158.2112","0","0","8.82875","8.82875","8.82875","19.42325","15.89175","10.5945","7.063","17.5867806","74.0903006","63.1349807","43.5510723",""
"INTL.26-3-BHR-BCF.A","        Bahrain","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BGD-BCF.A","        Bangladesh","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35.53241308","93.19749971",""
"INTL.26-3-BRB-BCF.A","        Barbados","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.099577","0.242361368","0.190030786","0.212748219",""
"INTL.26-3-BLR-BCF.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","634.96","575.63","487.35","441.44","483.82","526.1935","537.14115","600.355","685.111","628.607","591.52625","628.607","572.8093","710.89095","734.552","727.489","745.1465","621.544","762.804","742.3213","731.37365","715.83505","708.06575","610.9495","605.652295","618.8599928","661.6926293","659.4468452",""
"INTL.26-3-BEL-BCF.A","        Belgium","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","340.15","358.52","378.26","391.93","404.71","431.27","491.72606","466.8643","514.61018","557.941685","549.64266","543.674425","565.145945","589.583925","602.68579","613.386235","622.17967","616.74116","641.850125","745.07587","837.777745","771.2796","668.23043","676.458825","597.777005","664.381095","646.9003185","639.307658","691.3427915","798.3267448",""
"INTL.26-3-BLZ-BCF.A","        Belize","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BEN-BCF.A","        Benin","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.386617","1.05441","1.124704","0.070294","1.411819843","0.673275932","0.673275932",""
"INTL.26-3-BMU-BCF.A","        Bermuda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BTN-BCF.A","        Bhutan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BOL-BCF.A","        Bolivia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BIH-BCF.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","16.87","14.1596733870968","8.76","54.74","4.9441","4.9441","7.063","7.063","10.5945","10.5945","5.6504","5.6504","10.5945","14.126","14.126","11.3008","10.94765","7.41615","8.12245","9.1819","8.4756","8.4756","5.968235","7.063","7.3808323","8.0164969","8.003539623","7.707649087",""
"INTL.26-3-BWA-BCF.A","        Botswana","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BRA-BCF.A","        Brazil","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","13.06655","75.92725","162.449","185.7569","187.8758","266.9814","312.1846","334.0799","353.8563","389.52445","298.0586","444.969","370.1012","484.87495","592.23255","617.3062","670.2787","465.77713531779","371.19826825192","378.2558699","343.4014275",""
"INTL.26-3-VGB-BCF.A","        British Virgin Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BRN-BCF.A","        Brunei","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-BGR-BCF.A","        Bulgaria","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","240.142","180.278261616162","194.2325","169.512","165.98","206.59","217.19","180.1065","133.84385","118.30525","113.008","102.4135","114.032310144928","110.820132394366","105.857352964824","106.875199211045","113.097609636185","107.71075","109.4765","72.7489","87.93435","99.23515","87.6152589494163","95.244555","94.6442","108.043668093385","109.2636818","115.4437543","110.0151328","104.1842499",""
"INTL.26-3-BFA-BCF.A","        Burkina Faso","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-MMR-BCF.A","        Burma","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.78043759"
"INTL.26-3-BDI-BCF.A","        Burundi","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.26-3-CPV-BCF.A","        Cabo Verde","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
