date,location,monthly_sea_surface_temperature_anomaly,monthly_sea_surface_temperature_anomaly_lower_bound_95pct,monthly_sea_surface_temperature_anomaly_upper_bound_95pct
1997-06-15,Northern Hemisphere,0.52972,0.51,0.545
1997-07-15,Northern Hemisphere,0.58245,0.563,0.5985
1997-08-15,Northern Hemisphere,0.5601,0.539,0.576
1997-09-15,Northern Hemisphere,0.55595,0.5315,0.573
1997-10-15,Northern Hemisphere,0.58504,0.558,0.604
1997-11-15,Northern Hemisphere,0.55905,0.5305,0.579
1997-12-15,Northern Hemisphere,0.55491,0.526,0.574
1998-01-15,Northern Hemisphere,0.56784,0.539,0.587
1998-02-15,Northern Hemisphere,0.59983,0.573,0.618
1998-03-15,Northern Hemisphere,0.54643,0.5215,0.563
1998-04-15,Northern Hemisphere,0.57947,0.558,0.595
1998-05-15,Northern Hemisphere,0.5831,0.562,0.598
1998-06-15,Northern Hemisphere,0.58366,0.5645,0.5985
1998-07-15,Northern Hemisphere,0.6544,0.633,0.669
1998-08-15,Northern Hemisphere,0.68479,0.6635,0.701
1998-09-15,Northern Hemisphere,0.43328,0.409,0.45
1998-10-15,Northern Hemisphere,0.43475,0.407,0.4535
1998-11-15,Northern Hemisphere,0.42979,0.403,0.449
1998-12-15,Northern Hemisphere,0.38331,0.3545,0.4015
1999-01-15,Northern Hemisphere,0.3009,0.273,0.3215
1999-02-15,Northern Hemisphere,0.31012,0.283,0.328
1999-03-15,Northern Hemisphere,0.34833,0.3235,0.365
1999-04-15,Northern Hemisphere,0.32342,0.302,0.338
1999-05-15,Northern Hemisphere,0.34049,0.3195,0.3555
1999-06-15,Northern Hemisphere,0.32877,0.308,0.3435
1999-07-15,Northern Hemisphere,0.32395,0.302,0.339
1999-08-15,Northern Hemisphere,0.33699,0.315,0.353
1999-09-15,Northern Hemisphere,0.29367,0.267,0.31
1999-10-15,Northern Hemisphere,0.29852,0.27,0.3165
1999-11-15,Northern Hemisphere,0.23756,0.21,0.2565
1999-12-15,Northern Hemisphere,0.22729,0.1995,0.2465
2000-01-15,Northern Hemisphere,0.22751,0.2,0.247
2000-02-15,Northern Hemisphere,0.21062,0.1835,0.228
2000-03-15,Northern Hemisphere,0.28436,0.2595,0.3
2000-04-15,Northern Hemisphere,0.30225,0.2805,0.317
2000-05-15,Northern Hemisphere,0.40784,0.386,0.4215
2000-06-15,Northern Hemisphere,0.34089,0.3205,0.3545
2000-07-15,Northern Hemisphere,0.3616,0.3385,0.3755
2000-08-15,Northern Hemisphere,0.46276,0.439,0.4775
2000-09-15,Northern Hemisphere,0.39257,0.3665,0.4095
2000-10-15,Northern Hemisphere,0.332,0.304,0.35
2000-11-15,Northern Hemisphere,0.35478,0.3265,0.3735
2000-12-15,Northern Hemisphere,0.26441,0.236,0.283
2001-01-15,Northern Hemisphere,0.27952,0.251,0.299
2001-02-15,Northern Hemisphere,0.296,0.2695,0.3145
2001-03-15,Northern Hemisphere,0.38556,0.361,0.402
2001-04-15,Northern Hemisphere,0.39959,0.3775,0.4145
2001-05-15,Northern Hemisphere,0.40608,0.3845,0.42
2001-06-15,Northern Hemisphere,0.47614,0.455,0.4905
2001-07-15,Northern Hemisphere,0.51834,0.495,0.533
2001-08-15,Northern Hemisphere,0.5592,0.5345,0.574
2001-09-15,Northern Hemisphere,0.49983,0.4725,0.516
2001-10-15,Northern Hemisphere,0.49753,0.4695,0.5145
2001-11-15,Northern Hemisphere,0.42356,0.3945,0.4425
2001-12-15,Northern Hemisphere,0.41887,0.389,0.437
2002-01-15,Northern Hemisphere,0.37711,0.3485,0.3955
2002-02-15,Northern Hemisphere,0.39013,0.363,0.4075
2002-03-15,Northern Hemisphere,0.44216,0.4175,0.458
2002-04-15,Northern Hemisphere,0.5022,0.4785,0.517
2002-05-15,Northern Hemisphere,0.49382,0.4715,0.508
2002-06-15,Northern Hemisphere,0.51991,0.498,0.534
2002-07-15,Northern Hemisphere,0.45403,0.4295,0.468
2002-08-15,Northern Hemisphere,0.44004,0.4155,0.455
2002-09-15,Northern Hemisphere,0.44528,0.4175,0.461
2002-10-15,Northern Hemisphere,0.48843,0.459,0.506
2002-11-15,Northern Hemisphere,0.45133,0.421,0.469
2002-12-15,Northern Hemisphere,0.50589,0.476,0.5245
2003-01-15,Northern Hemisphere,0.40254,0.3725,0.421
2003-02-15,Northern Hemisphere,0.37377,0.3465,0.3915
2003-03-15,Northern Hemisphere,0.45422,0.4295,0.47
2003-04-15,Northern Hemisphere,0.41558,0.3935,0.43
2003-05-15,Northern Hemisphere,0.49963,0.4785,0.513
2003-06-15,Northern Hemisphere,0.56317,0.5425,0.577
2003-07-15,Northern Hemisphere,0.60159,0.5795,0.616
2003-08-15,Northern Hemisphere,0.70999,0.6865,0.725
2003-09-15,Northern Hemisphere,0.73244,0.7055,0.749
2003-10-15,Northern Hemisphere,0.64335,0.616,0.6605
2003-11-15,Northern Hemisphere,0.56897,0.5405,0.588
2003-12-15,Northern Hemisphere,0.46407,0.4355,0.483
2004-01-15,Northern Hemisphere,0.49647,0.4685,0.5155
2004-02-15,Northern Hemisphere,0.44785,0.422,0.466
2004-03-15,Northern Hemisphere,0.47709,0.453,0.493
2004-04-15,Northern Hemisphere,0.57976,0.558,0.594
2004-05-15,Northern Hemisphere,0.4752,0.455,0.489
2004-06-15,Northern Hemisphere,0.51412,0.495,0.528
2004-07-15,Northern Hemisphere,0.62301,0.6015,0.6375
2004-08-15,Northern Hemisphere,0.65707,0.6345,0.673
2004-09-15,Northern Hemisphere,0.64371,0.619,0.6605
2004-10-15,Northern Hemisphere,0.58323,0.557,0.602
2004-11-15,Northern Hemisphere,0.57498,0.5475,0.594
2004-12-15,Northern Hemisphere,0.52326,0.4955,0.5425
2005-01-15,Northern Hemisphere,0.48168,0.453,0.5015
2005-02-15,Northern Hemisphere,0.44354,0.4165,0.4625
2005-03-15,Northern Hemisphere,0.42945,0.405,0.446
2005-04-15,Northern Hemisphere,0.52031,0.4985,0.536
2005-05-15,Northern Hemisphere,0.59141,0.5705,0.606
2005-06-15,Northern Hemisphere,0.67447,0.6545,0.6895
2005-07-15,Northern Hemisphere,0.72063,0.699,0.736
2005-08-15,Northern Hemisphere,0.73203,0.7085,0.7485
2005-09-15,Northern Hemisphere,0.66723,0.6425,0.6855
2005-10-15,Northern Hemisphere,0.553,0.5275,0.573
2005-11-15,Northern Hemisphere,0.49949,0.4725,0.52
2005-12-15,Northern Hemisphere,0.36793,0.34,0.388
2006-01-15,Northern Hemisphere,0.34326,0.315,0.3635
2006-02-15,Northern Hemisphere,0.30922,0.283,0.33
2006-03-15,Northern Hemisphere,0.28866,0.2635,0.306
2006-04-15,Northern Hemisphere,0.41636,0.3955,0.433
2006-05-15,Northern Hemisphere,0.42159,0.401,0.437
2006-06-15,Northern Hemisphere,0.54645,0.5255,0.562
2006-07-15,Northern Hemisphere,0.60105,0.579,0.617
2006-08-15,Northern Hemisphere,0.6899,0.6675,0.707
2006-09-15,Northern Hemisphere,0.67427,0.6505,0.6935
2006-10-15,Northern Hemisphere,0.67933,0.655,0.6995
2006-11-15,Northern Hemisphere,0.65585,0.629,0.677
2006-12-15,Northern Hemisphere,0.57837,0.5495,0.599
2007-01-15,Northern Hemisphere,0.54955,0.5215,0.57
2007-02-15,Northern Hemisphere,0.51608,0.4895,0.535
2007-03-15,Northern Hemisphere,0.47296,0.448,0.4915
2007-04-15,Northern Hemisphere,0.43112,0.409,0.449
2007-05-15,Northern Hemisphere,0.41943,0.3985,0.436
2007-06-15,Northern Hemisphere,0.52261,0.502,0.5385
2007-07-15,Northern Hemisphere,0.52839,0.507,0.545
2007-08-15,Northern Hemisphere,0.53688,0.5145,0.554
2007-09-15,Northern Hemisphere,0.45285,0.429,0.4735
2007-10-15,Northern Hemisphere,0.42597,0.4,0.447
2007-11-15,Northern Hemisphere,0.33682,0.308,0.358
2007-12-15,Northern Hemisphere,0.33328,0.305,0.3545
2008-01-15,Northern Hemisphere,0.30365,0.275,0.3255
2008-02-15,Northern Hemisphere,0.31104,0.2845,0.332
2008-03-15,Northern Hemisphere,0.33784,0.3125,0.3575
2008-04-15,Northern Hemisphere,0.36383,0.3425,0.3835
2008-05-15,Northern Hemisphere,0.37726,0.3565,0.396
2008-06-15,Northern Hemisphere,0.47222,0.4515,0.4895
2008-07-15,Northern Hemisphere,0.57544,0.5535,0.593
2008-08-15,Northern Hemisphere,0.58976,0.5675,0.6085
2008-09-15,Northern Hemisphere,0.61473,0.59,0.636
2008-10-15,Northern Hemisphere,0.51124,0.4865,0.535
2008-11-15,Northern Hemisphere,0.4007,0.3725,0.4245
2008-12-15,Northern Hemisphere,0.35657,0.328,0.3805
2009-01-15,Northern Hemisphere,0.34009,0.3105,0.3635
2009-02-15,Northern Hemisphere,0.29368,0.2655,0.316
2009-03-15,Northern Hemisphere,0.32567,0.3,0.3475
2009-04-15,Northern Hemisphere,0.35708,0.335,0.3775
2009-05-15,Northern Hemisphere,0.44148,0.42,0.4615
2009-06-15,Northern Hemisphere,0.68722,0.666,0.706
2009-07-15,Northern Hemisphere,0.76207,0.741,0.782
2009-08-15,Northern Hemisphere,0.73855,0.7155,0.759
2009-09-15,Northern Hemisphere,0.57706,0.552,0.5995
2009-10-15,Northern Hemisphere,0.6053,0.579,0.6295
2009-11-15,Northern Hemisphere,0.51636,0.488,0.541
2009-12-15,Northern Hemisphere,0.58873,0.559,0.6135
2010-01-15,Northern Hemisphere,0.55506,0.5255,0.5795
2010-02-15,Northern Hemisphere,0.54743,0.5185,0.571
2010-03-15,Northern Hemisphere,0.55034,0.524,0.5725
2010-04-15,Northern Hemisphere,0.61861,0.5955,0.641
2010-05-15,Northern Hemisphere,0.57178,0.5495,0.592
2010-06-15,Northern Hemisphere,0.635,0.614,0.655
2010-07-15,Northern Hemisphere,0.74448,0.724,0.764
2010-08-15,Northern Hemisphere,0.70583,0.683,0.7265
2010-09-15,Northern Hemisphere,0.58919,0.564,0.613
2010-10-15,Northern Hemisphere,0.4619,0.436,0.4855
2010-11-15,Northern Hemisphere,0.36776,0.339,0.3925
2010-12-15,Northern Hemisphere,0.3328,0.304,0.357
2011-01-15,Northern Hemisphere,0.31366,0.2835,0.338
2011-02-15,Northern Hemisphere,0.29889,0.2695,0.322
2011-03-15,Northern Hemisphere,0.28212,0.255,0.3055
2011-04-15,Northern Hemisphere,0.3482,0.324,0.371
2011-05-15,Northern Hemisphere,0.40962,0.3885,0.431
2011-06-15,Northern Hemisphere,0.50854,0.4875,0.5285
2011-07-15,Northern Hemisphere,0.55858,0.5385,0.5795
2011-08-15,Northern Hemisphere,0.59173,0.57,0.6125
2011-09-15,Northern Hemisphere,0.50181,0.478,0.5255
2011-10-15,Northern Hemisphere,0.40326,0.376,0.4275
2011-11-15,Northern Hemisphere,0.40074,0.372,0.4245
2011-12-15,Northern Hemisphere,0.3836,0.3535,0.407
2012-01-15,Northern Hemisphere,0.39365,0.3635,0.418
2012-02-15,Northern Hemisphere,0.30134,0.2715,0.3255
2012-03-15,Northern Hemisphere,0.3034,0.275,0.326
2012-04-15,Northern Hemisphere,0.37314,0.3475,0.396
2012-05-15,Northern Hemisphere,0.50615,0.485,0.527
2012-06-15,Northern Hemisphere,0.56093,0.5415,0.5815
2012-07-15,Northern Hemisphere,0.67081,0.6505,0.6915
2012-08-15,Northern Hemisphere,0.73079,0.709,0.7525
2012-09-15,Northern Hemisphere,0.70662,0.683,0.7305
2012-10-15,Northern Hemisphere,0.6179,0.591,0.6435
2012-11-15,Northern Hemisphere,0.61058,0.5805,0.635
2012-12-15,Northern Hemisphere,0.541,0.509,0.566
2013-01-15,Northern Hemisphere,0.38918,0.3575,0.414
2013-02-15,Northern Hemisphere,0.42656,0.3975,0.45
2013-03-15,Northern Hemisphere,0.40006,0.3715,0.422
2013-04-15,Northern Hemisphere,0.46586,0.4415,0.4885
2013-05-15,Northern Hemisphere,0.53448,0.514,0.5565
2013-06-15,Northern Hemisphere,0.553,0.533,0.574
2013-07-15,Northern Hemisphere,0.73582,0.716,0.7585
2013-08-15,Northern Hemisphere,0.72556,0.704,0.7475
2013-09-15,Northern Hemisphere,0.70537,0.6815,0.73
2013-10-15,Northern Hemisphere,0.6192,0.5925,0.6445
2013-11-15,Northern Hemisphere,0.60543,0.5755,0.631
2013-12-15,Northern Hemisphere,0.49768,0.467,0.5225
2014-01-15,Northern Hemisphere,0.45467,0.4225,0.48
2014-02-15,Northern Hemisphere,0.45456,0.426,0.4785
2014-03-15,Northern Hemisphere,0.45218,0.424,0.475
2014-04-15,Northern Hemisphere,0.56319,0.538,0.586
2014-05-15,Northern Hemisphere,0.6737,0.6535,0.6955
2014-06-15,Northern Hemisphere,0.84201,0.822,0.8635
2014-07-15,Northern Hemisphere,0.91332,0.893,0.9355
2014-08-15,Northern Hemisphere,1.0129,0.992,1.0345
2014-09-15,Northern Hemisphere,0.9764,0.9525,1.0005
2014-10-15,Northern Hemisphere,0.83165,0.8055,0.857
2014-11-15,Northern Hemisphere,0.71131,0.681,0.7365
2014-12-15,Northern Hemisphere,0.66788,0.637,0.692
2015-01-15,Northern Hemisphere,0.60584,0.5745,0.63
2015-02-15,Northern Hemisphere,0.61586,0.5885,0.64
2015-03-15,Northern Hemisphere,0.57756,0.55,0.601
2015-04-15,Northern Hemisphere,0.74249,0.7185,0.765
2015-05-15,Northern Hemisphere,0.82108,0.801,0.842
2015-06-15,Northern Hemisphere,0.88342,0.8645,0.9045
2015-07-15,Northern Hemisphere,0.91925,0.9005,0.94
2015-08-15,Northern Hemisphere,1.04837,1.0275,1.07
2015-09-15,Northern Hemisphere,1.07844,1.056,1.102
2015-10-15,Northern Hemisphere,1.03013,1.0045,1.054
2015-11-15,Northern Hemisphere,0.99455,0.966,1.019
2015-12-15,Northern Hemisphere,1.01525,0.986,1.039
2016-01-15,Northern Hemisphere,0.91517,0.885,0.94
2016-02-15,Northern Hemisphere,0.77008,0.7425,0.794
2016-03-15,Northern Hemisphere,0.76721,0.7395,0.7895
2016-04-15,Northern Hemisphere,0.78372,0.761,0.807
2016-05-15,Northern Hemisphere,0.8796,0.8585,0.9015
2016-06-15,Northern Hemisphere,0.939,0.9195,0.9605
2016-07-15,Northern Hemisphere,1.012,0.9915,1.034
2016-08-15,Northern Hemisphere,1.01236,0.9915,1.0345
2016-09-15,Northern Hemisphere,0.93284,0.9105,0.956
2016-10-15,Northern Hemisphere,0.88841,0.865,0.913
2016-11-15,Northern Hemisphere,0.703,0.673,0.727
2016-12-15,Northern Hemisphere,0.66869,0.6395,0.693
2017-01-15,Northern Hemisphere,0.69523,0.6655,0.7205
2017-02-15,Northern Hemisphere,0.63287,0.607,0.6565
2017-03-15,Northern Hemisphere,0.62341,0.597,0.647
2017-04-15,Northern Hemisphere,0.79434,0.773,0.817
2017-05-15,Northern Hemisphere,0.76074,0.74,0.783
2017-06-15,Northern Hemisphere,0.8485,0.8285,0.869
2017-07-15,Northern Hemisphere,0.97578,0.956,0.9975
2017-08-15,Northern Hemisphere,0.9951,0.974,1.0165
2017-09-15,Northern Hemisphere,0.83855,0.8165,0.862
2017-10-15,Northern Hemisphere,0.84018,0.8175,0.865
2017-11-15,Northern Hemisphere,0.76976,0.742,0.796
2017-12-15,Northern Hemisphere,0.60561,0.577,0.6295
2018-01-15,Northern Hemisphere,0.57542,0.5475,0.601
2018-02-15,Northern Hemisphere,0.59972,0.575,0.6235
2018-03-15,Northern Hemisphere,0.64371,0.6185,0.6665
2018-04-15,Northern Hemisphere,0.68361,0.6625,0.705
2018-05-15,Northern Hemisphere,0.75308,0.7325,0.7765
2018-06-15,Northern Hemisphere,0.76781,0.746,0.7895
2018-07-15,Northern Hemisphere,0.71888,0.697,0.7405
2018-08-15,Northern Hemisphere,0.80878,0.7875,0.831
2018-09-15,Northern Hemisphere,0.87637,0.854,0.8995
2018-10-15,Northern Hemisphere,0.84644,0.823,0.871
2018-11-15,Northern Hemisphere,0.82954,0.8025,0.854
2018-12-15,Northern Hemisphere,0.76292,0.734,0.7885
2019-01-15,Northern Hemisphere,0.67095,0.6405,0.6965
2019-02-15,Northern Hemisphere,0.65824,0.6305,0.6825
2019-03-15,Northern Hemisphere,0.66982,0.6415,0.693
2019-04-15,Northern Hemisphere,0.70588,0.6835,0.7295
2019-05-15,Northern Hemisphere,0.73649,0.7145,0.759
2019-06-15,Northern Hemisphere,0.91721,0.896,0.9405
2019-07-15,Northern Hemisphere,1.07817,1.0565,1.1035
2019-08-15,Northern Hemisphere,1.13213,1.1085,1.1555
2019-09-15,Northern Hemisphere,1.06293,1.0395,1.088
2019-10-15,Northern Hemisphere,0.98489,0.9595,1.0105
2019-11-15,Northern Hemisphere,0.89017,0.8595,0.9155
2019-12-15,Northern Hemisphere,0.78232,0.754,0.809
2020-01-15,Northern Hemisphere,0.84395,0.8135,0.872
2020-02-15,Northern Hemisphere,0.82473,0.796,0.8515
2020-03-15,Northern Hemisphere,0.82214,0.795,0.847
2020-04-15,Northern Hemisphere,0.92216,0.898,0.9455
2020-05-15,Northern Hemisphere,0.89907,0.876,0.9215
2020-06-15,Northern Hemisphere,0.97078,0.947,0.993
2020-07-15,Northern Hemisphere,1.12168,1.0975,1.1445
2020-08-15,Northern Hemisphere,1.16642,1.143,1.1875
2020-09-15,Northern Hemisphere,1.03922,1.0155,1.064
2020-10-15,Northern Hemisphere,0.9385,0.912,0.9615
2020-11-15,Northern Hemisphere,0.83623,0.807,0.862
2020-12-15,Northern Hemisphere,0.7756,0.746,0.802
2021-01-15,Northern Hemisphere,0.61189,0.582,0.638
2021-02-15,Northern Hemisphere,0.5673,0.538,0.592
2021-03-15,Northern Hemisphere,0.63091,0.604,0.6535
2021-04-15,Northern Hemisphere,0.71857,0.695,0.7415
2021-05-15,Northern Hemisphere,0.78606,0.763,0.808
2021-06-15,Northern Hemisphere,0.81567,0.794,0.838
2021-07-15,Northern Hemisphere,0.91451,0.89,0.939
2021-08-15,Northern Hemisphere,0.90571,0.8815,0.9295
2021-09-15,Northern Hemisphere,0.99885,0.973,1.0235
1850-01-15,Southern Hemisphere,-0.52292,-0.599,-0.453
1850-02-15,Southern Hemisphere,-0.53527,-0.617,-0.456
1850-03-15,Southern Hemisphere,-0.68956,-0.7715,-0.613
1850-04-15,Southern Hemisphere,-0.50258,-0.5915,-0.4195
1850-05-15,Southern Hemisphere,-0.2106,-0.299,-0.136
1850-06-15,Southern Hemisphere,-0.49124,-0.5815,-0.413
1850-07-15,Southern Hemisphere,-0.18507,-0.272,-0.1185
1850-08-15,Southern Hemisphere,-0.37418,-0.4565,-0.308
1850-09-15,Southern Hemisphere,-0.41172,-0.4875,-0.352
1850-10-15,Southern Hemisphere,-0.3552,-0.4315,-0.2955
1850-11-15,Southern Hemisphere,-0.09671,-0.175,-0.0305
1850-12-15,Southern Hemisphere,-0.24281,-0.319,-0.175
1851-01-15,Southern Hemisphere,-0.35725,-0.4265,-0.295
1851-02-15,Southern Hemisphere,-0.22698,-0.31,-0.151
1851-03-15,Southern Hemisphere,-0.26563,-0.354,-0.184
1851-04-15,Southern Hemisphere,-0.52447,-0.615,-0.445
1851-05-15,Southern Hemisphere,-0.35527,-0.45,-0.275
1851-06-15,Southern Hemisphere,-0.41058,-0.506,-0.328
1851-07-15,Southern Hemisphere,-0.15416,-0.247,-0.079
1851-08-15,Southern Hemisphere,-0.22086,-0.2955,-0.1615
1851-09-15,Southern Hemisphere,-0.26738,-0.336,-0.213
1851-10-15,Southern Hemisphere,-0.26681,-0.342,-0.208
1851-11-15,Southern Hemisphere,-0.10104,-0.169,-0.0445
1851-12-15,Southern Hemisphere,-0.14855,-0.219,-0.0875
1852-01-15,Southern Hemisphere,-0.67896,-0.75,-0.608
1852-02-15,Southern Hemisphere,-0.583,-0.657,-0.5085
1852-03-15,Southern Hemisphere,-0.54628,-0.626,-0.468
1852-04-15,Southern Hemisphere,-0.55423,-0.642,-0.4725
1852-05-15,Southern Hemisphere,-0.27003,-0.365,-0.1845
1852-06-15,Southern Hemisphere,-0.26926,-0.364,-0.184
1852-07-15,Southern Hemisphere,0.24622,0.159,0.3205
1852-08-15,Southern Hemisphere,-0.45674,-0.537,-0.3925
1852-09-15,Southern Hemisphere,-0.19781,-0.2665,-0.1425
1852-10-15,Southern Hemisphere,-0.33475,-0.403,-0.278
1852-11-15,Southern Hemisphere,-0.1748,-0.245,-0.11
1852-12-15,Southern Hemisphere,-0.08384,-0.151,-0.0185
1853-01-15,Southern Hemisphere,-0.48381,-0.5495,-0.42
1853-02-15,Southern Hemisphere,-0.56343,-0.633,-0.4895
1853-03-15,Southern Hemisphere,-0.1716,-0.243,-0.0965
1853-04-15,Southern Hemisphere,-0.33387,-0.413,-0.259
1853-05-15,Southern Hemisphere,-0.41767,-0.504,-0.3405
1853-06-15,Southern Hemisphere,-0.32447,-0.4085,-0.2505
1853-07-15,Southern Hemisphere,-0.1573,-0.2385,-0.092
1853-08-15,Southern Hemisphere,-0.17185,-0.245,-0.111
1853-09-15,Southern Hemisphere,-0.39402,-0.4555,-0.3405
1853-10-15,Southern Hemisphere,-0.46832,-0.524,-0.4215
1853-11-15,Southern Hemisphere,-0.18484,-0.2425,-0.136
1853-12-15,Southern Hemisphere,-0.46882,-0.5225,-0.422
1854-01-15,Southern Hemisphere,-0.35742,-0.416,-0.298
1854-02-15,Southern Hemisphere,-0.34393,-0.4065,-0.2805
1854-03-15,Southern Hemisphere,-0.45471,-0.5265,-0.384
1854-04-15,Southern Hemisphere,-0.51711,-0.5935,-0.443
1854-05-15,Southern Hemisphere,-0.48388,-0.5635,-0.4115
1854-06-15,Southern Hemisphere,-0.2366,-0.317,-0.1645
1854-07-15,Southern Hemisphere,-0.50085,-0.574,-0.4395
1854-08-15,Southern Hemisphere,-0.4906,-0.5615,-0.4295
1854-09-15,Southern Hemisphere,-0.21258,-0.276,-0.158
1854-10-15,Southern Hemisphere,-0.35849,-0.4195,-0.308
1854-11-15,Southern Hemisphere,-0.44881,-0.5045,-0.4025
1854-12-15,Southern Hemisphere,-0.66275,-0.7165,-0.615
1855-01-15,Southern Hemisphere,-0.34806,-0.4075,-0.2895
1855-02-15,Southern Hemisphere,-0.26243,-0.326,-0.197
1855-03-15,Southern Hemisphere,-0.42176,-0.4895,-0.353
1855-04-15,Southern Hemisphere,-0.50653,-0.58,-0.4335
1855-05-15,Southern Hemisphere,-0.53824,-0.6115,-0.468
1855-06-15,Southern Hemisphere,-0.53235,-0.6105,-0.4595
1855-07-15,Southern Hemisphere,-0.46035,-0.536,-0.3945
1855-08-15,Southern Hemisphere,-0.22754,-0.302,-0.1625
1855-09-15,Southern Hemisphere,-0.31052,-0.3745,-0.254
1855-10-15,Southern Hemisphere,-0.42491,-0.4835,-0.373
1855-11-15,Southern Hemisphere,-0.35238,-0.4125,-0.2995
1855-12-15,Southern Hemisphere,-0.22911,-0.288,-0.1775
1856-01-15,Southern Hemisphere,-0.11759,-0.1745,-0.06
1856-02-15,Southern Hemisphere,-0.28115,-0.3435,-0.2165
1856-03-15,Southern Hemisphere,-0.23646,-0.3,-0.1695
1856-04-15,Southern Hemisphere,-0.51736,-0.5865,-0.449
1856-05-15,Southern Hemisphere,-0.24333,-0.318,-0.1705
1856-06-15,Southern Hemisphere,-0.39162,-0.468,-0.3235
1856-07-15,Southern Hemisphere,-0.2679,-0.343,-0.2035
1856-08-15,Southern Hemisphere,-0.20009,-0.269,-0.138
1856-09-15,Southern Hemisphere,-0.38807,-0.452,-0.3285
1856-10-15,Southern Hemisphere,-0.50564,-0.5635,-0.4545
1856-11-15,Southern Hemisphere,-0.33359,-0.3885,-0.285
1856-12-15,Southern Hemisphere,-0.48714,-0.5405,-0.437
1857-01-15,Southern Hemisphere,-0.3011,-0.354,-0.248
1857-02-15,Southern Hemisphere,-0.50432,-0.559,-0.447
1857-03-15,Southern Hemisphere,-0.70335,-0.762,-0.6435
1857-04-15,Southern Hemisphere,-0.54935,-0.618,-0.4805
1857-05-15,Southern Hemisphere,-0.5147,-0.587,-0.447
1857-06-15,Southern Hemisphere,-0.52496,-0.5965,-0.4595
1857-07-15,Southern Hemisphere,-0.659,-0.727,-0.597
1857-08-15,Southern Hemisphere,-0.50398,-0.5675,-0.4435
1857-09-15,Southern Hemisphere,-0.49134,-0.5515,-0.4355
1857-10-15,Southern Hemisphere,-0.44561,-0.497,-0.3965
1857-11-15,Southern Hemisphere,-0.57609,-0.6295,-0.529
1857-12-15,Southern Hemisphere,-0.45487,-0.508,-0.406
1858-01-15,Southern Hemisphere,-0.58456,-0.6345,-0.531
1858-02-15,Southern Hemisphere,-0.47632,-0.532,-0.4175
1858-03-15,Southern Hemisphere,-0.44293,-0.501,-0.3815
1858-04-15,Southern Hemisphere,-0.74657,-0.807,-0.6825
1858-05-15,Southern Hemisphere,-0.72817,-0.794,-0.6605
1858-06-15,Southern Hemisphere,-0.56206,-0.631,-0.4965
1858-07-15,Southern Hemisphere,-0.22225,-0.291,-0.154
1858-08-15,Southern Hemisphere,-0.05469,-0.1185,0.0065
1858-09-15,Southern Hemisphere,-0.18767,-0.2425,-0.1335
1858-10-15,Southern Hemisphere,-0.39833,-0.4505,-0.3485
1858-11-15,Southern Hemisphere,-0.29462,-0.3435,-0.249
1858-12-15,Southern Hemisphere,-0.57798,-0.625,-0.532
1859-01-15,Southern Hemisphere,-0.3916,-0.4435,-0.3355
1859-02-15,Southern Hemisphere,-0.34361,-0.3935,-0.289
1859-03-15,Southern Hemisphere,-0.5234,-0.579,-0.462
1859-04-15,Southern Hemisphere,-0.21122,-0.2745,-0.142
1859-05-15,Southern Hemisphere,-0.22404,-0.2885,-0.156
1859-06-15,Southern Hemisphere,-0.32157,-0.386,-0.26
1859-07-15,Southern Hemisphere,-0.43107,-0.4955,-0.369
1859-08-15,Southern Hemisphere,-0.31815,-0.3755,-0.2605
1859-09-15,Southern Hemisphere,-0.50956,-0.562,-0.458
1859-10-15,Southern Hemisphere,-0.33917,-0.3915,-0.2875
1859-11-15,Southern Hemisphere,-0.24764,-0.2965,-0.2025
1859-12-15,Southern Hemisphere,0.0463,-0.001,0.0915
1860-01-15,Southern Hemisphere,-0.04382,-0.0915,0.0105
1860-02-15,Southern Hemisphere,-0.20689,-0.259,-0.1465
1860-03-15,Southern Hemisphere,-0.25806,-0.309,-0.1995
1860-04-15,Southern Hemisphere,-0.29958,-0.357,-0.2335
1860-05-15,Southern Hemisphere,-0.30872,-0.3645,-0.248
1860-06-15,Southern Hemisphere,-0.25573,-0.32,-0.1895
1860-07-15,Southern Hemisphere,-0.30364,-0.3635,-0.2395
1860-08-15,Southern Hemisphere,-0.21695,-0.279,-0.1505
1860-09-15,Southern Hemisphere,-0.13396,-0.188,-0.0815
1860-10-15,Southern Hemisphere,-0.46493,-0.5135,-0.416
1860-11-15,Southern Hemisphere,-0.40035,-0.4445,-0.358
1860-12-15,Southern Hemisphere,-0.38803,-0.435,-0.3425
1861-01-15,Southern Hemisphere,-0.29702,-0.3445,-0.246
1861-02-15,Southern Hemisphere,-0.40474,-0.453,-0.3505
1861-03-15,Southern Hemisphere,-0.6717,-0.726,-0.609
1861-04-15,Southern Hemisphere,-0.33759,-0.3965,-0.269
1861-05-15,Southern Hemisphere,-0.7783,-0.845,-0.7025
1861-06-15,Southern Hemisphere,-0.42045,-0.482,-0.355
1861-07-15,Southern Hemisphere,-0.70263,-0.769,-0.631
1861-08-15,Southern Hemisphere,-0.28726,-0.35,-0.22
1861-09-15,Southern Hemisphere,-0.31082,-0.367,-0.2515
1861-10-15,Southern Hemisphere,-0.46821,-0.5215,-0.4125
1861-11-15,Southern Hemisphere,-0.43614,-0.4855,-0.3855
1861-12-15,Southern Hemisphere,-0.37758,-0.4215,-0.3345
