location,year,yearly_co2_concentrations
World,-734573,213.14402038614645
World,-734158,217.1944729687879
World,-733461,217.88283774216444
World,-733186,214.6624205315424
World,-732514,216.1485998526368
World,-732073,210.60174265873587
World,-731380,207.72075200492253
World,-731044,208.1143039021245
World,-730373,213.73187878271673
World,-729912,211.62321092369945
World,-729235,210.70237305797798
World,-728959,210.16351745201928
World,-728311,212.17164661528162
World,-727888,210.0149974521128
World,-727039,211.0778130948141
World,-726645,210.24197486380825
World,-725950,210.06750978548357
World,-724628,211.42656926315465
World,-724301,211.07599555762198
World,-723525,211.49197634968232
World,-723026,210.4806821716978
World,-722193,214.0125927948141
World,-721831,212.54540888381376
World,-721046,212.108071771009
World,-720557,216.09677010835378
World,-719741,218.956944794401
World,-719459,219.2003556861584
World,-718642,217.04269113163494
World,-718138,212.030518626341
World,-717338,200.8234844705578
World,-716829,193.46090298257135
World,-716006,189.87843381686548
World,-715399,198.42559568024177
World,-714637,210.50988746288758
World,-714361,213.59999290263295
World,-713616,227.5826981949172
World,-713167,223.14262795384457
World,-712455,227.08319713303533
World,-712117,227.63734055505353
World,-711363,223.8856925917568
World,-710295,224.00174372112798
World,-710072,224.12344691621362
World,-709450,225.38896913374532
World,-709034,224.9017352890244
World,-708507,227.03282273035802
World,-707961,230.50735989141307
World,-707505,231.43297127712552
World,-707010,234.83616059567032
World,-706464,233.11228487432953
World,-706251,233.5834734270881
World,-705695,233.50528810247422
World,-705362,238.84806965208156
World,-704762,236.04534030139132
World,-704544,236.05369135840695
World,-704104,237.66123151682797
World,-703778,237.18468030646915
World,-703295,235.09172492612444
World,-703104,234.04269676194465
World,-702633,233.54448715907165
World,-702302,232.82958847745473
World,-701847,232.28052064575172
World,-701520,233.35390620979757
World,-701061,230.58782898361125
World,-700785,232.1824465330735
World,-700252,232.162121529527
World,-700044,230.88479116742866
World,-699576,232.4560078431405
World,-699320,235.4215271002262
World,-698866,236.60700141533357
World,-698536,236.7173884297771
World,-698155,237.20611593740935
World,-697916,239.72641961823388
World,-697490,239.00952129629684
World,-697267,238.8636108455049
World,-696804,241.8320311598419
World,-696557,240.89904625193032
World,-696090,241.02991515817237
World,-695798,239.884743914407
World,-695393,238.41997928360914
World,-695141,239.4354918894625
World,-694696,238.13269799082363
World,-694486,238.0518499460627
World,-694033,238.73723027829791
World,-693783,236.79873479326412
World,-693310,239.79653384828728
World,-693000,239.31113174299168
World,-692588,240.45669225384142
World,-692331,239.34063326328518
World,-691872,237.75600797769894
World,-691625,243.6995486644999
World,-691128,238.47330442832686
World,-690883,239.2983940505077
World,-690369,243.5623167259663
World,-690019,239.37873479610943
World,-689519,238.41599878810229
World,-689273,239.2879301088554
World,-688787,236.4535724768809
World,-688526,235.8000553317824
World,-688002,232.26747586461005
World,-687744,232.0747771551575
World,-687209,230.66878933516546
World,-686861,227.6358560751815
World,-686351,227.65046207304692
World,-686051,226.72892608676472
World,-685496,222.96501296914875
World,-685205,222.7044405108711
World,-684633,222.61792578852743
World,-684320,220.6316642042182
World,-683731,220.62261407272987
World,-683346,221.82035466276145
World,-682809,224.3560776723839
World,-682475,225.64160209672895
World,-681880,222.6967127552533
World,-681509,220.23521867492758
World,-680791,219.1411841639893
World,-680395,221.30626385386472
World,-679721,227.89516025735253
World,-679277,225.80855816583323
World,-678679,233.1080061479115
World,-678364,233.61111358821643
World,-677786,232.70102424711226
World,-677506,229.16045804591084
World,-676793,220.08623711545596
World,-676379,218.20973466460342
World,-675652,216.59070226826563
World,-675203,219.96238463739664
World,-674582,222.57485445876674
World,-673458,216.1224817958984
World,-673079,211.69145610328425
World,-672280,204.66974564632602
World,-671747,201.1220985980582
World,-670812,197.12915219406037
World,-670202,194.789560383579
World,-669509,196.8275423165405
World,-669122,194.87837297832084
World,-668347,191.5141318512642
World,-667870,187.6555369926176
World,-666967,180.6705433303129
World,-666466,177.7146610306198
World,-665461,173.71362014216885
World,-664804,174.76867941399888
World,-663888,180.53768178380184
World,-663373,180.16659707392193
World,-662459,187.76703230989094
World,-662371,192.55321359717547
World,-661989,191.02249326390395
World,-660929,190.86103041769672
World,-660848,193.90821704355406
World,-660333,189.69058418048212
World,-659267,191.59170346951032
World,-659169,193.9700304568731
World,-658515,188.43427447380085
World,-657463,185.6837857761792
World,-657345,187.3800806732598
World,-656815,184.098136363561
World,-655773,190.8769405532136
World,-655705,189.23340881737832
World,-655232,192.9341212467433
World,-654184,200.35242454933484
World,-653575,199.99595342018023
World,-652490,194.81602929906575
World,-651781,192.8691774329536
World,-650760,186.7937683040444
World,-650155,187.2748940558699
World,-648998,193.44315462070247
World,-648399,189.2501799432969
World,-647242,196.17149410495196
World,-646663,193.47659870780961
World,-645306,191.8480609628653
World,-644428,189.88548096825593
World,-643202,195.82042744328479
World,-642352,195.3061298127235
World,-640908,191.5605717991007
World,-640126,191.38425695346518
World,-638423,190.1777336005101
World,-637469,188.8477364074226
World,-635765,195.33150117951013
World,-634573,194.00258992033588
World,-633060,194.85936588137295
World,-632932,195.94989153226658
World,-632129,193.09789993536265
World,-630408,196.49917279673912
World,-629577,200.45706932834122
World,-627917,200.77734554085592
World,-627821,205.26582182975858
World,-627191,199.52416462021898
World,-625881,205.76310728563763
World,-625020,215.70968264504967
World,-624098,228.51222535135372
World,-623449,235.02330647237795
World,-622548,237.92850701362374
World,-621106,239.19230883467588
World,-621002,243.88545246756433
World,-619702,243.53068358638558
World,-618335,245.88658787248076
World,-617005,248.28893339724928
World,-615661,252.63944486217684
World,-614408,252.729800513971
World,-614350,252.8982584181087
World,-613192,252.74797477389262
World,-611994,256.193578648728
World,-610813,258.13797445364014
World,-609652,259.6847091794925
World,-609602,257.8151013837554
World,-608481,257.74486774223317
World,-607298,259.22379791893974
World,-606030,254.57832546938147
World,-604677,248.4801850050678
World,-603354,244.53225161700482
World,-602000,239.14012591458967
World,-600652,237.8582812314746
World,-599306,232.45478922791705
World,-597866,229.38148051861887
World,-597269,225.97166266475014
World,-596381,219.02228033882918
World,-595855,216.27309709713364
World,-594842,216.4410115698623
World,-594273,221.21724287329997
World,-593487,232.91795566697328
World,-592915,237.97721461986356
World,-592098,238.1475936125431
World,-591612,233.1632188953882
World,-590837,229.38667009211042
World,-590434,225.67880356583396
World,-589070,237.37751240309967
World,-588540,243.5553025827732
World,-588091,248.10464236577934
World,-587476,250.20456464222792
World,-586992,246.34602904387208
World,-586330,238.78411585346242
World,-585940,234.40092907192803
World,-585223,225.9929310765137
World,-584772,223.95763277250387
World,-582010,210.63901783350494
World,-581625,206.68125254107684
World,-580887,209.88341782048894
World,-580506,215.44586651227405
World,-579979,219.41265806017452
World,-579598,225.2070402346668
World,-579170,230.2553890769855
World,-578865,236.17021956160747
World,-578453,243.8071398156684
World,-578262,244.13978325747763
World,-577884,251.47302309267096
World,-577332,252.92340485161623
World,-576793,249.0568689785398
World,-576247,251.0792763522184
World,-575705,251.34172534675196
World,-575166,251.2965766771463
World,-574650,252.8973536409592
World,-574164,252.543697553062
World,-573706,248.8639219697805
World,-573285,252.08002667419618
World,-572857,251.86150476654132
World,-572416,251.7666008144979
World,-571964,248.72078039844754
World,-571527,249.18618138857704
World,-571105,247.65697248974385
World,-570721,246.30955184938028
World,-570366,250.3009961681342
World,-570026,251.6
World,-569684,249.6
World,-569312,251.8
World,-568913,251.8
World,-568514,251.3
World,-568118,250.0
World,-567735,251.3
World,-567366,250.2
World,-566981,253.0
World,-566585,252.8
World,-566255,253.9
World,-565936,253.2
World,-565600,254.5
World,-565290,253.9
World,-564969,254.3
World,-564640,253.7
World,-564296,251.4
World,-563947,252.6
World,-563590,252.4
World,-563185,251.4
World,-562775,247.6
World,-562362,245.8
World,-561979,245.7
World,-561587,242.3
World,-561186,240.1
World,-560707,234.1
World,-560361,234.6
World,-559939,231.9
World,-559502,231.6
World,-559017,228.3
World,-558488,230.3
World,-557924,230.2
World,-557688,229.7
World,-557367,234.5
World,-556829,238.1
World,-556357,240.4
World,-556206,245.6
World,-555889,250.5
World,-555708,244.0
World,-555436,249.1
World,-555250,243.0
World,-554974,241.0
World,-554458,233.9
World,-553893,226.7
World,-553209,224.3
World,-552531,223.6
World,-551860,220.3
World,-551670,222.1
World,-551297,226.3
World,-551072,222.3
World,-550733,221.7
World,-550162,219.9
World,-549432,215.2
World,-548634,213.6
World,-548282,208.8
World,-547771,202.5
World,-546822,204.6
World,-545858,209.7
World,-544881,209.6
World,-543916,210.3
World,-542937,208.1
World,-541896,203.6
World,-540791,205.0
World,-539705,211.2
World,-538635,212.9
World,-537565,206.4
World,-536492,205.0
World,-535385,199.4
World,-534229,199.8
World,-533746,190.5
World,-533095,193.8
World,-532719,195.1
World,-531983,200.0
World,-531605,204.4
World,-531039,211.4
World,-530644,214.5
World,-530130,220.7
World,-529252,220.3
World,-528342,221.2
World,-527454,222.7
World,-526568,224.7
World,-525750,227.8
World,-524947,230.3
World,-524158,233.7
World,-523388,235.8
World,-522622,236.8
World,-521853,241.9
World,-519625,243.5
World,-518873,245.5
World,-518124,247.7
World,-517380,245.3
World,-516651,245.5
World,-515927,246.2
World,-515206,247.2
World,-514472,243.0
World,-513702,241.5
World,-512899,239.2
World,-512084,238.2
World,-511256,242.0
World,-510415,235.2
World,-509563,236.4
World,-508703,233.4
World,-507836,240.3
World,-506992,237.0
World,-506169,238.2
World,-505363,236.0
World,-504535,235.5
World,-503735,233.9
World,-502963,234.1
World,-502228,232.2
World,-501470,232.0
World,-500689,231.2
World,-499912,230.8
World,-499135,228.2
World,-498356,230.8
World,-497578,230.6
World,-496788,232.8
World,-496017,236.5
World,-495239,236.4
World,-494495,237.6
World,-493777,238.5
World,-493075,238.3
World,-492351,239.1
World,-491644,239.7
World,-490915,243.7
World,-490206,246.7
World,-489502,243.3
World,-488785,242.6
World,-488546,249.3
World,-488077,252.8
World,-487771,240.9
World,-487353,242.0
World,-486616,237.1
World,-485899,231.3
World,-485180,232.9
World,-484450,233.0
World,-483719,231.2
World,-482987,231.4
World,-482231,231.4
World,-481446,227.3
World,-480632,223.4
World,-479714,223.8
World,-478778,218.8
World,-478379,220.8
World,-477827,231.3
World,-477454,236.5
World,-476943,239.1
World,-475992,236.6
World,-475001,232.8
World,-473976,233.1
World,-473025,241.2
World,-472143,245.6
World,-471852,243.9
World,-471269,243.7
World,-470914,232.7
World,-470314,229.2
World,-469876,218.7
World,-469252,215.5
World,-468777,206.5
World,-468091,205.5
World,-466929,203.4
World,-465758,204.4
World,-464683,208.1
World,-463653,210.0
World,-463316,205.2
World,-462650,199.9
World,-461578,194.4
World,-460465,190.7
World,-459337,195.5
World,-458303,202.4
World,-457263,208.3
World,-456845,203.3
World,-456259,204.3
World,-455796,199.1
World,-455165,192.5
World,-454053,193.3
World,-452915,198.4
World,-451827,201.9
World,-450787,204.9
World,-449798,201.2
World,-448694,201.7
World,-447622,208.1
World,-446510,203.5
World,-445270,201.1
World,-443383,199.1
World,-441896,202.0
World,-440282,201.3
World,-438711,201.7
World,-437114,200.3
World,-435536,207.5
World,-433991,209.8
World,-432430,207.6
World,-431901,211.5
World,-430230,227.2
World,-429075,219.7
World,-427229,242.5
World,-426891,248.2
World,-425992,252.1
World,-425206,255.3
World,-424673,265.4
World,-424288,270.0
World,-423792,270.8
World,-423183,268.3
World,-422559,267.7
World,-421276,270.6
World,-420584,266.4
World,-419963,268.6
World,-418753,273.8
World,-418185,271.2
World,-417627,273.7
World,-416556,274.6
World,-416008,271.8
World,-415491,273.4
World,-414476,271.7
World,-413997,276.4
World,-413231,271.6
World,-412262,264.9
World,-411310,274.9
World,-409399,283.5
World,-408505,282.6
World,-407649,274.7
World,-406870,284.5
World,-405333,285.6
World,-404594,279.6
World,-403114,280.5
World,-402364,276.5
World,-400911,275.7
World,-400192,283.1
World,-398761,283.2
World,-397977,277.1
World,-396326,276.3
World,-392957,260.7
World,-392055,273.6
World,-391028,259.5
World,-390338,258.1
World,-387461,245.8
World,-385876,246.8
World,-384335,239.1
World,-382608,240.0
World,-380982,227.0
World,-376811,229.6
World,-375086,224.6
World,-373256,214.7
World,-371509,199.9
World,-369437,201.9
World,-366117,206.3
World,-363241,201.2
World,-360619,185.8
World,-358735,186.1
World,-357061,193.0
World,-353869,209.2
World,-352464,209.4
World,-351226,216.2
World,-349727,221.1
World,-347190,220.3
World,-345596,211.9
World,-344372,204.8
World,-343052,205.2
World,-341975,200.7
World,-340843,250.1
World,-338786,234.2
World,-338035,239.6
World,-337042,241.9
World,-336265,255.7
World,-335568,270.5
World,-334919,278.6
World,-334429,285.8
World,-333759,278.1
World,-333153,298.6
World,-332595,288.4
World,-332400,289.1
World,-332049,282.4
World,-331551,273.1
World,-330850,272.6
World,-330195,271.7
World,-329345,265.0
World,-328104,275.1
World,-327465,271.9
World,-326822,270.1
World,-326138,266.1
World,-325487,264.0
World,-324642,266.2
World,-323874,260.5
World,-323058,260.3
World,-322218,260.4
World,-321434,257.2
World,-319868,249.2
World,-318967,255.8
World,-317881,233.4
World,-316904,245.2
World,-315984,251.6
World,-315201,272.6
World,-314502,246.8
World,-313709,257.1
World,-312887,256.7
World,-312103,251.6
World,-311394,241.9
World,-310644,239.0
World,-309721,237.8
World,-308827,233.2
World,-308062,226.2
World,-307475,227.8
World,-306377,225.8
World,-305514,244.8
World,-304632,248.6
World,-303829,250.2
World,-303151,240.7
World,-302152,240.2
World,-301167,236.0
World,-300135,239.0
World,-299077,236.1
World,-298167,231.0
World,-297427,224.4
World,-296756,217.1
World,-294880,213.1
World,-293415,212.7
World,-292506,206.7
World,-291702,206.0
World,-290869,207.6
World,-289614,217.1
World,-288915,220.4
World,-288235,234.9
World,-286337,231.0
World,-285871,230.4
World,-285495,231.4
World,-284661,226.4
World,-283982,228.0
World,-282486,231.3
World,-280644,223.7
World,-279452,215.3
World,-278610,211.0
World,-277670,204.5
World,-276642,202.2
World,-275494,193.2
World,-274309,198.4
World,-273206,194.1
World,-272215,193.9
World,-271217,190.4
World,-270201,184.7
World,-269087,198.8
World,-267991,194.2
World,-267047,187.2
World,-266309,188.7
World,-265058,211.7
World,-264185,199.9
World,-262635,228.1
World,-260868,214.6
World,-260106,208.9
World,-259345,205.7
World,-258945,209.6
World,-257448,203.9
World,-255959,204.0
World,-255112,201.9
World,-254350,199.0
World,-252638,195.4
World,-251808,196.7
World,-251005,195.4
World,-250183,213.9
World,-249442,200.2
World,-247151,214.7
World,-244921,219.4
World,-244240,230.4
World,-243615,236.7
World,-243108,249.9
World,-242633,252.3
World,-242173,263.7
World,-241190,280.2
World,-240736,279.0
World,-239906,263.2
World,-239384,259.7
World,-238241,252.8
World,-237790,247.4
World,-237438,245.8
World,-237059,245.6
World,-236476,239.1
World,-235957,243.1
World,-235443,247.4
World,-234902,241.4
World,-234477,252.1
World,-234042,245.2
World,-230907,241.6
World,-230243,233.9
World,-229181,232.4
World,-227623,224.5
World,-226818,233.1
World,-226490,234.5
World,-225771,235.5
World,-224901,215.7
World,-224311,203.3
World,-222323,205.6
World,-221180,208.8
World,-220591,207.1
World,-219748,216.1
World,-218987,214.1
World,-217119,240.5
World,-216252,245.3
World,-215746,251.1
World,-215467,251.7
World,-214916,247.5
World,-214357,242.6
World,-213963,240.3
World,-213132,241.4
World,-212210,251.2
World,-211381,243.4
World,-210584,257.4
World,-210130,239.5
World,-209629,246.9
World,-209109,252.0
World,-208883,247.2
World,-208226,243.9
World,-208017,244.6
World,-207496,242.2
World,-207133,240.5
World,-206873,230.0
World,-206326,237.2
World,-206160,238.1
World,-205674,231.4
World,-205291,229.4
World,-204948,226.3
World,-204411,228.6
World,-203996,232.2
World,-203627,231.9
World,-203254,244.4
World,-201893,247.6
World,-200795,239.1
World,-199803,250.9
World,-196989,242.6
World,-196378,241.2
World,-195638,226.4
World,-193851,220.0
World,-193178,226.5
World,-191125,218.0
World,-190015,220.3
World,-189305,231.4
World,-187857,231.3
World,-186488,210.7
World,-184462,203.4
World,-182422,199.7
World,-181309,198.1
World,-180247,217.7
World,-179353,213.2
World,-177924,207.7
World,-175781,190.1
World,-175585,189.4
World,-174904,190.3
World,-173884,196.0
World,-172493,197.7
World,-169990,197.8
World,-167565,196.6
World,-166797,183.8
World,-165965,186.7
World,-164835,190.1
World,-164194,191.6
World,-162386,196.5
World,-161909,204.3
World,-158206,187.5
World,-157767,185.5
World,-156717,189.0
World,-154358,189.38
World,-152940,196.3
World,-151826,198.78
World,-149496,202.35
World,-148646,202.51
World,-147517,201.78
World,-146284,195.81
World,-144159,193.59
World,-142851,196.02
World,-141702,194.59
World,-140412,196.51
World,-138001,192.75
World,-136885,198.55
World,-135814,199.18
World,-134617,203.74
World,-132573,212.43
World,-131827,222.74
World,-130983,224.63
World,-130761,228.0
World,-130027,232.28
World,-129373,241.13
World,-128869,250.84
World,-128424,251.84
World,-127707,260.61
World,-127129,268.44
World,-126929,271.08
World,-126518,285.76
World,-126224,280.72
World,-126075,276.03
World,-125555,276.88
World,-125365,275.78
World,-125013,274.93
World,-124751,273.02
World,-124065,275.15
World,-123344,276.81
World,-122868,275.52
World,-122456,281.54
World,-122010,275.87
World,-121682,274.6
World,-121065,279.16
World,-120343,279.0
World,-120151,278.25
World,-119893,276.61
World,-119477,279.48
World,-118594,276.82
World,-118195,268.73
World,-117767,274.59
World,-117294,267.74
World,-116709,277.72
World,-115670,274.98
World,-115237,274.03
World,-114527,273.63
World,-113960,273.16
World,-113498,276.96
World,-112866,275.07
World,-112301,267.9
World,-111730,260.58
World,-111170,264.75
World,-110993,263.12
World,-110687,256.79
World,-109928,257.93
World,-108606,246.69
World,-107891,244.13
World,-107180,244.44
World,-106453,236.43
World,-105026,240.34
World,-104419,244.83
World,-104307,241.4
World,-104041,257.58
World,-103558,248.78
World,-103017,242.36
World,-102382,238.88
World,-102325,247.76162928794554
World,-101360,240.68407213384208
World,-100816,237.07327561500702
World,-100023,240.0715355271941
World,-99377,244.762424566832
World,-98594,247.872113110669
World,-98128,245.62557787811392
World,-97412,242.98971287919505
World,-96635,243.17988778616598
World,-95978,239.85849997327506
World,-95322,242.35406601147713
World,-94526,245.7647295013877
World,-93972,246.19646528867355
World,-93285,242.91411717720837
World,-92620,242.40636016295775
World,-91874,238.20709532731436
World,-91476,235.1600042216258
World,-90719,232.45568865935815
World,-90001,233.74184029367558
World,-89496,231.12075636405777
World,-88885,231.55865048827815
World,-88368,229.73738145870655
World,-87747,228.87834564758057
World,-87296,227.3783735355835
World,-86752,223.98941409211108
World,-86187,217.8009629500103
World,-85632,223.62974404078184
World,-85079,221.05561058442584
World,-84549,223.37741662402166
World,-83942,228.7630419503089
World,-83418,234.68610329976863
World,-82988,238.42310352799862
World,-82408,243.16072770547603
World,-81992,250.78745315401204
World,-81605,247.1003682352176
World,-81039,246.32246412221588
World,-80578,240.87295493897983
World,-80120,238.88896579028287
World,-79762,234.13416436720672
World,-79258,230.32953997112173
World,-78773,233.92301778529907
World,-78381,230.60058478694174
World,-77929,234.74268285165846
World,-77461,229.25533496544978
World,-77021,227.2993454606292
World,-76559,224.1427524434798
World,-76132,226.64717080896844
World,-75667,224.91795384960736
World,-75107,231.68344444807624
World,-74748,238.01317290414426
World,-74298,239.34140543854346
World,-73902,249.93957236494836
World,-73596,249.52367746086176
World,-73119,243.27000593612678
World,-72577,241.2403946279206
World,-72272,231.3339802376306
World,-71802,232.73507960739272
World,-71270,230.89095840633553
World,-70917,232.33476105332247
World,-70541,232.79086554237838
World,-70144,239.45635365708617
World,-69745,237.5634446299485
World,-69330,235.01577011604033
World,-68980,225.17215906542418
World,-68478,220.32661122546068
World,-68103,215.55081317503786
World,-67643,211.2583877926514
World,-67133,205.42035908699594
World,-66671,203.42547248921588
World,-66197,200.17043811242027
World,-65781,203.758804582249
World,-65366,201.14189964947187
World,-65011,207.20522458616006
World,-64490,204.3859977224767
World,-63988,200.59108353507256
World,-63816,198.17360428453378
World,-63597,208.9757824141881
World,-63098,199.17080568979725
World,-62918,201.67027938028278
World,-62708,203.69546669849038
World,-62165,199.7280299125443
World,-61948,197.24236643525396
World,-61607,197.40343593339372
World,-61012,200.14813320360096
World,-60826,202.7086782342372
World,-60603,202.5567478249938
World,-59952,206.3768851547348
World,-59605,210.90340290966515
World,-59286,210.56770709704924
World,-59112,207.954258455404
World,-58869,213.77895408048403
World,-58568,217.25313232793502
World,-58424,212.87091028761074
World,-58161,216.66068075629482
World,-57784,223.45481611599993
World,-57431,226.35329184425117
World,-57156,231.29357613421678
World,-56484,223.14855036746204
World,-56268,224.35339767076476
World,-55895,223.71829246142204
World,-55527,217.37632438255054
World,-55262,215.69652704379405
World,-54555,212.4366913146648
World,-54288,207.67411308560085
World,-53961,210.2748744860088
World,-53604,214.7766439566713
World,-53344,208.19350573591464
World,-53065,216.8579026931373
World,-52746,213.88701388029443
World,-52438,217.95673832028174
World,-52208,220.3743647767866
World,-51857,221.13790909272413
World,-51451,223.261990272584
World,-51159,223.71721395019227
World,-50852,221.1479059817251
World,-50625,220.7236106732058
World,-50436,219.08254103386616
World,-50138,213.81781717736385
World,-49831,215.07712976760632
World,-49482,211.57084710504336
World,-49080,207.63643592103043
World,-48578,207.40999031146947
World,-48272,206.74402693868802
World,-48058,204.37676012041777
World,-47779,203.8713291389937
World,-47514,204.05803785391646
World,-47354,200.12004323663527
World,-47039,201.57862918592315
World,-46479,200.97514386943084
World,-46274,206.18208295015899
World,-45995,205.65965094423697
World,-45761,203.7878948817506
World,-45575,204.25993514002081
World,-45366,207.5966069009341
World,-45137,210.2720270577908
World,-44939,210.83763232817873
World,-44797,214.18284619947886
World,-44687,216.41663219437746
World,-44360,218.34888238109227
World,-44232,219.24687294689662
World,-44108,221.7721744693644
World,-43928,222.71746789063323
World,-43747,217.51186974587569
World,-43511,214.5013713408328
World,-43331,213.9182293789752
World,-43193,207.9533487146811
World,-43047,211.4870756888481
World,-42867,210.4383494018988
World,-42707,212.28537276723182
World,-42542,204.82615482707928
World,-42401,206.22156348649375
World,-42255,201.99679013111552
World,-42146,204.30591912829976
World,-41860,201.68967291161366
World,-41712,203.18091908152513
World,-41567,204.2219503591491
World,-41402,201.66462398159248
World,-41223,203.16207190191966
World,-41019,204.26047843855292
World,-40901,206.35415471090323
World,-40679,204.82674347655342
World,-40367,200.8960917386434
World,-39952,199.89056576724948
World,-39810,201.12434903906262
World,-39657,205.49006636725477
World,-39355,204.18539759772148
World,-39219,201.53203042679758
World,-38958,200.96619797440226
World,-38805,200.46615960740988
World,-38604,201.48445246633034
World,-38537,201.32268604261674
World,-38359,197.90454896091208
World,-38196,193.690311850125
World,-38163,193.08131430805
World,-38094,192.59565555449998
World,-37951,197.55250733926664
World,-37936,193.873098888
World,-37808,193.581354240625
World,-37760,196.6742707386
World,-37672,195.70159247466665
World,-37566,200.402973875925
World,-37505,198.138503631
World,-37454,191.53156337775
World,-37430,204.77737582487998
World,-37391,207.868080375675
World,-37371,209.326456305
World,-37354,209.495641888
World,-37317,208.685091262475
World,-37172,207.32358522299998
World,-37105,204.28298891580002
World,-37028,202.3448524395
World,-37007,205.98808959113333
World,-36926,205.650989878
World,-36864,206.085787558
World,-36774,206.543994036
World,-36722,204.455553872625
World,-36673,204.79190564040002
World,-36625,208.23327262075
World,-36584,210.07869060075
World,-36524,207.2301825856
World,-36464,210.7947524055
World,-36410,207.99977968
World,-36335,207.41115700100002
World,-36243,206.5229252229
World,-36217,208.335059710425
World,-36139,214.36039257750002
World,-36051,211.213425214
World,-35946,214.2064208262
World,-35828,212.09241359079002
World,-35699,212.135905967
World,-35670,214.29589900083332
World,-35512,209.83667782650002
World,-35482,212.50552869749998
World,-35389,206.586570978
World,-35353,209.65639176
World,-35347,208.25190909
World,-35194,207.34584681975
World,-35170,210.157174784
World,-35074,206.3568576216
World,-34991,203.514345808
World,-34871,202.76033458287498
World,-34764,203.7543230524
World,-34721,203.76951759
World,-34643,205.10239260525
World,-34557,198.9617645275
World,-34313,200.09164615275
World,-34224,201.7797825328
World,-34137,204.123014498
World,-33999,198.799944457875
World,-33906,203.28865874520002
World,-33753,200.5019756069
World,-33724,201.81310262977502
World,-33619,201.8276293501
World,-33582,201.88660042935
World,-33559,202.04126672700002
World,-33548,201.06305549865002
World,-33497,200.29875552115
World,-33434,201.35769286432503
World,-33410,203.6185257355
World,-33388,204.46706210535
World,-33333,205.3761847385
World,-33217,203.60050857025
World,-33141,198.7828307793
World,-32918,203.0917776366
World,-32877,202.795646976
World,-32762,197.16130487224999
World,-32699,198.89171239745002
World,-32671,200.2924224414
World,-32654,199.48892963999998
World,-32608,199.6474818549
World,-32385,196.20185201500001
World,-32364,196.266613322
World,-32302,195.7913334535
World,-32241,194.8874767012333
World,-32115,195.93175875274997
World,-32043,195.41091567172498
World,-32008,196.47191999325
World,-31977,194.47027317217498
World,-31958,194.46060405395
