,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,2501.0,Population,511.0,Total Population - Both sexes,2014.0,2014.0,1000 persons,S
1,3,Albania,2901.0,Grand Total,5301.0,Domestic supply quantity,2015.0,2015.0,1000 tonnes,Fc
2,4,Algeria,2903.0,Vegetal Products,664.0,Food supply (kcal/capita/day),2016.0,2016.0,kcal/capita/day,A
3,7,Angola,2941.0,Animal Products,674.0,Protein supply quantity (g/capita/day),2017.0,2017.0,g/capita/day,
4,8,Antigua and Barbuda,2905.0,Cereals - Excluding Beer,684.0,Fat supply quantity (g/capita/day),,,kg,
5,9,Argentina,2511.0,Wheat and products,5511.0,Production,,,,
6,1,Armenia,2805.0,Rice (Milled Equivalent),5611.0,Import Quantity,,,,
7,10,Australia,2513.0,Barley and products,5072.0,Stock Variation,,,,
8,11,Austria,2514.0,Maize and products,5911.0,Export Quantity,,,,
9,52,Azerbaijan,2515.0,Rye and products,5521.0,Feed,,,,
10,12,Bahamas,2516.0,Oats,5527.0,Seed,,,,
11,16,Bangladesh,2517.0,Millet and products,5123.0,Losses,,,,
12,14,Barbados,2518.0,Sorghum and products,5131.0,Processing,,,,
13,57,Belarus,2520.0,"Cereals, Other",5154.0,Other uses (non-food),,,,
14,255,Belgium,2907.0,Starchy Roots,5171.0,Tourist consumption,,,,
15,23,Belize,2532.0,Cassava and products,5170.0,Residuals,,,,
16,53,Benin,2531.0,Potatoes and products,5142.0,Food,,,,
17,17,Bermuda,2533.0,Sweet potatoes,645.0,Food supply quantity (kg/capita/yr),,,,
18,19,Bolivia (Plurinational State of),2535.0,Yams,,,,,,
19,80,Bosnia and Herzegovina,2534.0,"Roots, Other",,,,,,
20,20,Botswana,2908.0,Sugar Crops,,,,,,
21,21,Brazil,2536.0,Sugar cane,,,,,,
22,26,Brunei Darussalam,2537.0,Sugar beet,,,,,,
23,27,Bulgaria,2909.0,Sugar & Sweeteners,,,,,,
24,233,Burkina Faso,2541.0,Sugar non-centrifugal,,,,,,
25,35,Cabo Verde,2542.0,Sugar (Raw Equivalent),,,,,,
26,115,Cambodia,2543.0,"Sweeteners, Other",,,,,,
27,32,Cameroon,2745.0,Honey,,,,,,
28,33,Canada,2911.0,Pulses,,,,,,
29,37,Central African Republic,2546.0,Beans,,,,,,
30,39,Chad,2547.0,Peas,,,,,,
31,40,Chile,2549.0,"Pulses, Other and products",,,,,,
32,351,China,2912.0,Treenuts,,,,,,
33,96,"China, Hong Kong SAR",2551.0,Nuts and products,,,,,,
34,128,"China, Macao SAR",2913.0,Oilcrops,,,,,,
35,41,"China, mainland",2555.0,Soyabeans,,,,,,
36,214,"China, Taiwan Province of",2556.0,Groundnuts (Shelled Eq),,,,,,
37,44,Colombia,2557.0,Sunflower seed,,,,,,
38,46,Congo,2558.0,Rape and Mustardseed,,,,,,
39,48,Costa Rica,2559.0,Cottonseed,,,,,,
40,107,Côte d'Ivoire,2560.0,Coconuts - Incl Copra,,,,,,
41,98,Croatia,2561.0,Sesame seed,,,,,,
42,49,Cuba,2562.0,Palm kernels,,,,,,
43,50,Cyprus,2563.0,Olives (including preserved),,,,,,
44,167,Czechia,2570.0,"Oilcrops, Other",,,,,,
45,116,Democratic People's Republic of Korea,2914.0,Vegetable Oils,,,,,,
46,54,Denmark,2571.0,Soyabean Oil,,,,,,
47,72,Djibouti,2572.0,Groundnut Oil,,,,,,
48,55,Dominica,2573.0,Sunflowerseed Oil,,,,,,
49,56,Dominican Republic,2574.0,Rape and Mustard Oil,,,,,,
50,58,Ecuador,2575.0,Cottonseed Oil,,,,,,
51,59,Egypt,2576.0,Palmkernel Oil,,,,,,
52,60,El Salvador,2577.0,Palm Oil,,,,,,
53,63,Estonia,2578.0,Coconut Oil,,,,,,
54,209,Eswatini,2579.0,Sesameseed Oil,,,,,,
55,238,Ethiopia,2580.0,Olive Oil,,,,,,
56,66,Fiji,2581.0,Ricebran Oil,,,,,,
57,67,Finland,2582.0,Maize Germ Oil,,,,,,
58,68,France,2586.0,"Oilcrops Oil, Other",,,,,,
59,70,French Polynesia,2918.0,Vegetables,,,,,,
60,74,Gabon,2601.0,Tomatoes and products,,,,,,
61,75,Gambia,2602.0,Onions,,,,,,
62,73,Georgia,2605.0,"Vegetables, Other",,,,,,
63,79,Germany,2919.0,Fruits - Excluding Wine,,,,,,
64,81,Ghana,2611.0,"Oranges, Mandarines",,,,,,
65,84,Greece,2612.0,"Lemons, Limes and products",,,,,,
66,86,Grenada,2613.0,Grapefruit and products,,,,,,
67,89,Guatemala,2614.0,"Citrus, Other",,,,,,
68,90,Guinea,2615.0,Bananas,,,,,,
69,175,Guinea-Bissau,2616.0,Plantains,,,,,,
70,91,Guyana,2617.0,Apples and products,,,,,,
71,93,Haiti,2618.0,Pineapples and products,,,,,,
72,95,Honduras,2619.0,Dates,,,,,,
73,97,Hungary,2620.0,Grapes and products (excl wine),,,,,,
74,99,Iceland,2625.0,"Fruits, Other",,,,,,
75,100,India,2922.0,Stimulants,,,,,,
76,101,Indonesia,2630.0,Coffee and products,,,,,,
77,102,Iran (Islamic Republic of),2633.0,Cocoa Beans and products,,,,,,
78,103,Iraq,2635.0,Tea (including mate),,,,,,
79,104,Ireland,2923.0,Spices,,,,,,
80,105,Israel,2640.0,Pepper,,,,,,
81,106,Italy,2641.0,Pimento,,,,,,
82,109,Jamaica,2642.0,Cloves,,,,,,
83,110,Japan,2645.0,"Spices, Other",,,,,,
84,112,Jordan,2924.0,Alcoholic Beverages,,,,,,
85,108,Kazakhstan,2655.0,Wine,,,,,,
86,114,Kenya,2656.0,Beer,,,,,,
87,83,Kiribati,2657.0,"Beverages, Fermented",,,,,,
88,118,Kuwait,2658.0,"Beverages, Alcoholic",,,,,,
89,113,Kyrgyzstan,2659.0,"Alcohol, Non-Food",,,,,,
90,120,Lao People's Democratic Republic,2943.0,Meat,,,,,,
91,119,Latvia,2731.0,Bovine Meat,,,,,,
92,121,Lebanon,2732.0,Mutton & Goat Meat,,,,,,
93,122,Lesotho,2733.0,Pigmeat,,,,,,
94,123,Liberia,2734.0,Poultry Meat,,,,,,
95,126,Lithuania,2735.0,"Meat, Other",,,,,,
96,256,Luxembourg,2945.0,Offals,,,,,,
97,129,Madagascar,2736.0,"Offals, Edible",,,,,,
98,130,Malawi,2946.0,Animal fats,,,,,,
99,131,Malaysia,2740.0,"Butter, Ghee",,,,,,
100,132,Maldives,2743.0,Cream,,,,,,
101,133,Mali,2737.0,"Fats, Animals, Raw",,,,,,
102,134,Malta,2949.0,Eggs,,,,,,
103,136,Mauritania,2744.0,Milk - Excluding Butter,,,,,,
104,137,Mauritius,2948.0,"Fish, Seafood",,,,,,
105,138,Mexico,2848.0,Freshwater Fish,,,,,,
106,141,Mongolia,2960.0,Miscellaneous,,,,,,
107,273,Montenegro,2761.0,Infant food,,,,,,
108,143,Morocco,2928.0,"Fish, Body Oil",,,,,,
109,144,Mozambique,2680.0,"Fish, Liver Oil",,,,,,
110,28,Myanmar,2899.0,Demersal Fish,,,,,,
111,147,Namibia,2781.0,Pelagic Fish,,,,,,
112,149,Nepal,2782.0,"Marine Fish, Other",,,,,,
113,150,Netherlands,2762.0,Crustaceans,,,,,,
114,153,New Caledonia,2763.0,Cephalopods,,,,,,
115,156,New Zealand,2764.0,"Molluscs, Other",,,,,,
116,157,Nicaragua,2765.0,"Aquatic Products, Other",,,,,,
117,158,Niger,2766.0,"Aquatic Animals, Others",,,,,,
118,159,Nigeria,2767.0,Aquatic Plants,,,,,,
119,154,North Macedonia,2961.0,"Meat, Aquatic Mammals",,,,,,
120,162,Norway,2769.0,,,,,,,
121,221,Oman,2775.0,,,,,,,
