Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2,Afghanistan,2617.0,Apples and products,641.0,Food supply quantity (tonnes),1961.0,1961.0,tonnes,S
3,Albania,2615.0,Bananas,646.0,Food supply quantity (g/capita/day),1962.0,1962.0,g/capita/day,Fc
4,Algeria,2513.0,Barley and products,645.0,Food supply quantity (kg/capita/yr),1963.0,1963.0,kg,A
7,Angola,2656.0,Beer,664.0,Food supply (kcal/capita/day),1964.0,1964.0,kcal/capita/day,
8,Antigua and Barbuda,2658.0,"Beverages, Alcoholic",674.0,Protein supply quantity (g/capita/day),1965.0,1965.0,,
9,Argentina,2520.0,"Cereals, Other",684.0,Fat supply quantity (g/capita/day),1966.0,1966.0,,
1,Armenia,2614.0,"Citrus, Other",,,1967.0,1967.0,,
10,Australia,2633.0,Cocoa Beans and products,,,1968.0,1968.0,,
11,Austria,2560.0,Coconuts - Incl Copra,,,1969.0,1969.0,,
52,Azerbaijan,2630.0,Coffee and products,,,1970.0,1970.0,,
12,Bahamas,2575.0,Cottonseed Oil,,,1971.0,1971.0,,
16,Bangladesh,2619.0,Dates,,,1972.0,1972.0,,
14,Barbados,2625.0,"Fruits, Other",,,1973.0,1973.0,,
57,Belarus,2620.0,Grapes and products (excl wine),,,1974.0,1974.0,,
255,Belgium,2572.0,Groundnut Oil,,,1975.0,1975.0,,
15,Belgium-Luxembourg,2680.0,Infant food,,,1976.0,1976.0,,
23,Belize,2514.0,Maize and products,,,1977.0,1977.0,,
53,Benin,2517.0,Millet and products,,,1978.0,1978.0,,
17,Bermuda,2899.0,Miscellaneous,,,1979.0,1979.0,,
19,Bolivia (Plurinational State of),2551.0,Nuts and products,,,1980.0,1980.0,,
80,Bosnia and Herzegovina,2586.0,"Oilcrops Oil, Other",,,1981.0,1981.0,,
20,Botswana,2580.0,Olive Oil,,,1982.0,1982.0,,
21,Brazil,2563.0,Olives (including preserved),,,1983.0,1983.0,,
26,Brunei Darussalam,2611.0,"Oranges, Mandarines",,,1984.0,1984.0,,
27,Bulgaria,2577.0,Palm Oil,,,1985.0,1985.0,,
233,Burkina Faso,2640.0,Pepper,,,1986.0,1986.0,,
35,Cabo Verde,2618.0,Pineapples and products,,,1987.0,1987.0,,
115,Cambodia,2531.0,Potatoes and products,,,1988.0,1988.0,,
32,Cameroon,2549.0,"Pulses, Other and products",,,1989.0,1989.0,,
33,Canada,2574.0,Rape and Mustard Oil,,,1990.0,1990.0,,
37,Central African Republic,2805.0,Rice (Milled Equivalent),,,1991.0,1991.0,,
39,Chad,2804.0,Rice (Paddy Equivalent),,,1992.0,1992.0,,
40,Chile,2815.0,Roots & Tuber Dry Equiv,,,1993.0,1993.0,,
351,China,2561.0,Sesame seed,,,1994.0,1994.0,,
96,"China, Hong Kong SAR",2579.0,Sesameseed Oil,,,1995.0,1995.0,,
128,"China, Macao SAR",2571.0,Soyabean Oil,,,1996.0,1996.0,,
41,"China, mainland",2645.0,"Spices, Other",,,1997.0,1997.0,,
214,"China, Taiwan Province of",2542.0,Sugar (Raw Equivalent),,,1998.0,1998.0,,
44,Colombia,2827.0,"Sugar, Raw Equivalent",,,1999.0,1999.0,,
46,Congo,2818.0,"Sugar, Refined Equiv",,,2000.0,2000.0,,
48,Costa Rica,2573.0,Sunflowerseed Oil,,,2001.0,2001.0,,
107,Côte d'Ivoire,2543.0,"Sweeteners, Other",,,2002.0,2002.0,,
98,Croatia,2635.0,Tea (including mate),,,2003.0,2003.0,,
49,Cuba,2601.0,Tomatoes and products,,,2004.0,2004.0,,
50,Cyprus,2605.0,"Vegetables, Other",,,2005.0,2005.0,,
167,Czechia,2511.0,Wheat and products,,,2006.0,2006.0,,
51,Czechoslovakia,2655.0,Wine,,,2007.0,2007.0,,
116,Democratic People's Republic of Korea,2924.0,Alcoholic Beverages,,,2008.0,2008.0,,
54,Denmark,2905.0,Cereals - Excluding Beer,,,2009.0,2009.0,,
72,Djibouti,2919.0,Fruits - Excluding Wine,,,2010.0,2010.0,,
55,Dominica,2928.0,Oilcrops,,,2011.0,2011.0,,
56,Dominican Republic,2913.0,Pulses,,,2012.0,2012.0,,
58,Ecuador,2911.0,Spices,,,2013.0,2013.0,,
59,Egypt,2923.0,Starchy Roots,,,,,,
60,El Salvador,2907.0,Stimulants,,,,,,
63,Estonia,2922.0,Sugar & Sweeteners,,,,,,
238,Ethiopia,2909.0,Treenuts,,,,,,
62,Ethiopia PDR,2912.0,Vegetable Oils,,,,,,
66,Fiji,2914.0,Vegetables,,,,,,
67,Finland,2918.0,Vegetal Products,,,,,,
68,France,2903.0,Grand Total,,,,,,
70,French Polynesia,2901.0,Beans,,,,,,
74,Gabon,2546.0,"Beverages, Fermented",,,,,,
75,Gambia,2657.0,Cassava and products,,,,,,
73,Georgia,2532.0,Grapefruit and products,,,,,,
79,Germany,2613.0,Groundnuts (in Shell Eq),,,,,,
81,Ghana,2820.0,Groundnuts (Shelled Eq),,,,,,
84,Greece,2556.0,"Lemons, Limes and products",,,,,,
86,Grenada,2612.0,Maize Germ Oil,,,,,,
89,Guatemala,2582.0,Oats,,,,,,
90,Guinea,2516.0,Onions,,,,,,
175,Guinea-Bissau,2602.0,Peas,,,,,,
91,Guyana,2547.0,Pimento,,,,,,
93,Haiti,2641.0,Plantains,,,,,,
95,Honduras,2616.0,"Roots, Other",,,,,,
97,Hungary,2534.0,Rye and products,,,,,,
99,Iceland,2515.0,Soyabeans,,,,,,
100,India,2555.0,Sweet potatoes,,,,,,
