Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,767.0,Cotton lint,5510.0,Production,1961.0,1961.0,tonnes,*
1,3,Albania,329.0,Cottonseed,,,1962.0,1962.0,,
2,4,Algeria,165.0,Molasses,,,1963.0,1963.0,,Im
3,5,American Samoa,331.0,"Oil, cottonseed",,,1964.0,1964.0,,F
4,7,Angola,334.0,"Oil, linseed",,,1965.0,1965.0,,Fc
5,8,Antigua and Barbuda,261.0,"Oil, olive, virgin",,,1966.0,1966.0,,M
6,9,Argentina,290.0,"Oil, sesame",,,1967.0,1967.0,,A
7,1,Armenia,268.0,"Oil, sunflower",,,1968.0,1968.0,,
8,10,Australia,162.0,Sugar Raw Centrifugal,,,1969.0,1969.0,,
9,11,Austria,51.0,Beer of barley,,,1970.0,1970.0,,
10,52,Azerbaijan,1242.0,"Margarine, short",,,1971.0,1971.0,,
11,16,Bangladesh,244.0,"Oil, groundnut",,,1972.0,1972.0,,
12,14,Barbados,257.0,"Oil, palm",,,1973.0,1973.0,,
13,57,Belarus,237.0,"Oil, soybean",,,1974.0,1974.0,,
14,255,Belgium,564.0,Wine,,,1975.0,1975.0,,
15,15,Belgium-Luxembourg,271.0,"Oil, rapeseed",,,1976.0,1976.0,,
16,23,Belize,281.0,"Oil, safflower",,,1977.0,1977.0,,
17,53,Benin,252.0,"Oil, coconut (copra)",,,1978.0,1978.0,,
18,18,Bhutan,258.0,"Oil, palm kernel",,,1979.0,1979.0,,
19,19,Bolivia (Plurinational State of),256.0,Palm kernels,,,1980.0,1980.0,,
20,80,Bosnia and Herzegovina,60.0,"Oil, maize",,,1981.0,1981.0,,
21,20,Botswana,,,,,1982.0,1982.0,,
22,21,Brazil,,,,,1983.0,1983.0,,
23,27,Bulgaria,,,,,1984.0,1984.0,,
24,233,Burkina Faso,,,,,1985.0,1985.0,,
25,29,Burundi,,,,,1986.0,1986.0,,
26,35,Cabo Verde,,,,,1987.0,1987.0,,
27,115,Cambodia,,,,,1988.0,1988.0,,
28,32,Cameroon,,,,,1989.0,1989.0,,
29,33,Canada,,,,,1990.0,1990.0,,
30,37,Central African Republic,,,,,1991.0,1991.0,,
31,39,Chad,,,,,1992.0,1992.0,,
32,40,Chile,,,,,1993.0,1993.0,,
33,351,China,,,,,1994.0,1994.0,,
34,96,"China, Hong Kong SAR",,,,,1995.0,1995.0,,
35,128,"China, Macao SAR",,,,,1996.0,1996.0,,
36,41,"China, mainland",,,,,1997.0,1997.0,,
37,214,"China, Taiwan Province of",,,,,1998.0,1998.0,,
38,44,Colombia,,,,,1999.0,1999.0,,
39,45,Comoros,,,,,2000.0,2000.0,,
40,46,Congo,,,,,2001.0,2001.0,,
41,47,Cook Islands,,,,,2002.0,2002.0,,
42,48,Costa Rica,,,,,2003.0,2003.0,,
43,107,Côte d'Ivoire,,,,,2004.0,2004.0,,
44,98,Croatia,,,,,2005.0,2005.0,,
45,49,Cuba,,,,,2006.0,2006.0,,
46,50,Cyprus,,,,,2007.0,2007.0,,
47,167,Czechia,,,,,2008.0,2008.0,,
48,51,Czechoslovakia,,,,,2009.0,2009.0,,
49,116,Democratic People's Republic of Korea,,,,,2010.0,2010.0,,
50,250,Democratic Republic of the Congo,,,,,2011.0,2011.0,,
51,54,Denmark,,,,,2012.0,2012.0,,
52,72,Djibouti,,,,,2013.0,2013.0,,
53,55,Dominica,,,,,2014.0,2014.0,,
54,56,Dominican Republic,,,,,,,,
55,58,Ecuador,,,,,,,,
56,59,Egypt,,,,,,,,
57,60,El Salvador,,,,,,,,
58,61,Equatorial Guinea,,,,,,,,
59,178,Eritrea,,,,,,,,
60,63,Estonia,,,,,,,,
61,238,Ethiopia,,,,,,,,
62,62,Ethiopia PDR,,,,,,,,
63,66,Fiji,,,,,,,,
64,67,Finland,,,,,,,,
65,68,France,,,,,,,,
66,70,French Polynesia,,,,,,,,
67,74,Gabon,,,,,,,,
68,75,Gambia,,,,,,,,
69,73,Georgia,,,,,,,,
70,79,Germany,,,,,,,,
71,81,Ghana,,,,,,,,
72,84,Greece,,,,,,,,
73,86,Grenada,,,,,,,,
74,87,Guadeloupe,,,,,,,,
75,88,Guam,,,,,,,,
76,89,Guatemala,,,,,,,,
77,90,Guinea,,,,,,,,
78,175,Guinea-Bissau,,,,,,,,
79,91,Guyana,,,,,,,,
80,93,Haiti,,,,,,,,
81,95,Honduras,,,,,,,,
82,97,Hungary,,,,,,,,
83,99,Iceland,,,,,,,,
84,100,India,,,,,,,,
85,101,Indonesia,,,,,,,,
86,102,Iran (Islamic Republic of),,,,,,,,
87,103,Iraq,,,,,,,,
88,104,Ireland,,,,,,,,
89,105,Israel,,,,,,,,
90,106,Italy,,,,,,,,
91,109,Jamaica,,,,,,,,
92,110,Japan,,,,,,,,
93,112,Jordan,,,,,,,,
94,108,Kazakhstan,,,,,,,,
95,114,Kenya,,,,,,,,
96,83,Kiribati,,,,,,,,
97,118,Kuwait,,,,,,,,
98,113,Kyrgyzstan,,,,,,,,
99,120,Lao People's Democratic Republic,,,,,,,,
100,119,Latvia,,,,,,,,
101,121,Lebanon,,,,,,,,
102,122,Lesotho,,,,,,,,
103,123,Liberia,,,,,,,,
104,124,Libya,,,,,,,,
105,125,Liechtenstein,,,,,,,,
106,126,Lithuania,,,,,,,,
107,256,Luxembourg,,,,,,,,
108,129,Madagascar,,,,,,,,
109,130,Malawi,,,,,,,,
110,131,Malaysia,,,,,,,,
111,132,Maldives,,,,,,,,
112,133,Mali,,,,,,,,
113,134,Malta,,,,,,,,
114,135,Martinique,,,,,,,,
115,136,Mauritania,,,,,,,,
116,137,Mauritius,,,,,,,,
117,138,Mexico,,,,,,,,
118,145,Micronesia (Federated States of),,,,,,,,
119,141,Mongolia,,,,,,,,
120,273,Montenegro,,,,,,,,
121,142,Montserrat,,,,,,,,
122,143,Morocco,,,,,,,,
123,144,Mozambique,,,,,,,,
124,28,Myanmar,,,,,,,,
125,147,Namibia,,,,,,,,
126,149,Nepal,,,,,,,,
127,150,Netherlands,,,,,,,,
128,151,Netherlands Antilles (former),,,,,,,,
129,153,New Caledonia,,,,,,,,
130,156,New Zealand,,,,,,,,
131,157,Nicaragua,,,,,,,,
132,158,Niger,,,,,,,,
133,159,Nigeria,,,,,,,,
134,162,Norway,,,,,,,,
135,299,Occupied Palestinian Territory,,,,,,,,
136,221,Oman,,,,,,,,
137,164,Pacific Islands Trust Territory,,,,,,,,
138,165,Pakistan,,,,,,,,
139,166,Panama,,,,,,,,
140,168,Papua New Guinea,,,,,,,,
141,169,Paraguay,,,,,,,,
142,170,Peru,,,,,,,,
143,171,Philippines,,,,,,,,
144,173,Poland,,,,,,,,
145,174,Portugal,,,,,,,,
146,177,Puerto Rico,,,,,,,,
147,117,Republic of Korea,,,,,,,,
148,146,Republic of Moldova,,,,,,,,
149,182,Réunion,,,,,,,,
150,183,Romania,,,,,,,,
151,185,Russian Federation,,,,,,,,
152,184,Rwanda,,,,,,,,
153,188,Saint Kitts and Nevis,,,,,,,,
154,189,Saint Lucia,,,,,,,,
155,191,Saint Vincent and the Grenadines,,,,,,,,
156,244,Samoa,,,,,,,,
157,193,Sao Tome and Principe,,,,,,,,
158,194,Saudi Arabia,,,,,,,,
159,195,Senegal,,,,,,,,
160,272,Serbia,,,,,,,,
161,186,Serbia and Montenegro,,,,,,,,
162,196,Seychelles,,,,,,,,
163,197,Sierra Leone,,,,,,,,
164,200,Singapore,,,,,,,,
165,199,Slovakia,,,,,,,,
166,198,Slovenia,,,,,,,,
167,25,Solomon Islands,,,,,,,,
168,201,Somalia,,,,,,,,
169,202,South Africa,,,,,,,,
170,277,South Sudan,,,,,,,,
171,203,Spain,,,,,,,,
172,38,Sri Lanka,,,,,,,,
173,276,Sudan,,,,,,,,
174,206,Sudan (former),,,,,,,,
175,207,Suriname,,,,,,,,
176,209,Swaziland,,,,,,,,
177,210,Sweden,,,,,,,,
178,211,Switzerland,,,,,,,,
179,212,Syrian Arab Republic,,,,,,,,
180,208,Tajikistan,,,,,,,,
181,216,Thailand,,,,,,,,
182,154,The former Yugoslav Republic of Macedonia,,,,,,,,
183,176,Timor-Leste,,,,,,,,
184,217,Togo,,,,,,,,
185,218,Tokelau,,,,,,,,
186,219,Tonga,,,,,,,,
187,220,Trinidad and Tobago,,,,,,,,
188,222,Tunisia,,,,,,,,
189,223,Turkey,,,,,,,,
190,213,Turkmenistan,,,,,,,,
191,227,Tuvalu,,,,,,,,
192,226,Uganda,,,,,,,,
193,230,Ukraine,,,,,,,,
194,225,United Arab Emirates,,,,,,,,
195,229,United Kingdom,,,,,,,,
196,215,United Republic of Tanzania,,,,,,,,
197,231,United States of America,,,,,,,,
198,234,Uruguay,,,,,,,,
199,228,USSR,,,,,,,,
200,235,Uzbekistan,,,,,,,,
201,155,Vanuatu,,,,,,,,
202,236,Venezuela (Bolivarian Republic of),,,,,,,,
203,237,Viet Nam,,,,,,,,
204,243,Wallis and Futuna Islands,,,,,,,,
205,249,Yemen,,,,,,,,
206,248,Yugoslav SFR,,,,,,,,
207,251,Zambia,,,,,,,,
208,181,Zimbabwe,,,,,,,,
209,5000,World,,,,,,,,
210,5100,Africa,,,,,,,,
211,5101,Eastern Africa,,,,,,,,
212,5102,Middle Africa,,,,,,,,
213,5103,Northern Africa,,,,,,,,
214,5104,Southern Africa,,,,,,,,
215,5105,Western Africa,,,,,,,,
216,5200,Americas,,,,,,,,
217,5203,Northern America,,,,,,,,
218,5204,Central America,,,,,,,,
219,5206,Caribbean,,,,,,,,
220,5207,South America,,,,,,,,
221,5300,Asia,,,,,,,,
222,5301,Central Asia,,,,,,,,
223,5302,Eastern Asia,,,,,,,,
224,5303,Southern Asia,,,,,,,,
225,5304,South-Eastern Asia,,,,,,,,
226,5305,Western Asia,,,,,,,,
227,5400,Europe,,,,,,,,
228,5401,Eastern Europe,,,,,,,,
229,5402,Northern Europe,,,,,,,,
230,5403,Southern Europe,,,,,,,,
231,5404,Western Europe,,,,,,,,
232,5500,Oceania,,,,,,,,
233,5501,Australia & New Zealand,,,,,,,,
234,5502,Melanesia,,,,,,,,
235,5503,Micronesia,,,,,,,,
236,5504,Polynesia,,,,,,,,
237,5706,European Union,,,,,,,,
238,5801,Least Developed Countries,,,,,,,,
239,5802,Land Locked Developing Countries,,,,,,,,
240,5803,Small Island Developing States,,,,,,,,
241,5817,Net Food Importing Developing Countries,,,,,,,,
