Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
2.0,Afghanistan,221,"Almonds, with shell",5539.0,Producer Price Index (2004-2006 = 100),1991.0,1991.0,,Fc
3.0,Albania,711,"Anise, badian, fennel, coriander",,,1992.0,1992.0,,
4.0,Algeria,515,Apples,,,1993.0,1993.0,,
8.0,Antigua and Barbuda,526,Apricots,,,1994.0,1994.0,,
9.0,Argentina,44,Barley,,,1995.0,1995.0,,
1.0,Armenia,767,Cotton lint,,,1996.0,1996.0,,
10.0,Australia,329,Cottonseed,,,1997.0,1997.0,,
11.0,Austria,1062,"Eggs, hen, in shell",,,1998.0,1998.0,,
52.0,Azerbaijan,569,Figs,,,1999.0,1999.0,,
16.0,Bangladesh,512,"Fruit, citrus nes",,,2000.0,2000.0,,
14.0,Barbados,541,"Fruit, stone nes",,,2001.0,2001.0,,
57.0,Belarus,560,Grapes,,,2002.0,2002.0,,
255.0,Belgium,1182,"Honey, natural",,,2003.0,2003.0,,
23.0,Belize,333,Linseed,,,2004.0,2004.0,,
18.0,Bhutan,56,Maize,,,2005.0,2005.0,,
19.0,Bolivia (Plurinational State of),1127,"Meat, camel",,,2006.0,2006.0,,
80.0,Bosnia and Herzegovina,867,"Meat, cattle",,,2007.0,2007.0,,
20.0,Botswana,1058,"Meat, chicken",,,2008.0,2008.0,,
21.0,Brazil,1163,"Meat, game",,,2009.0,2009.0,,
26.0,Brunei Darussalam,1017,"Meat, goat",,,2010.0,2010.0,,
27.0,Bulgaria,977,"Meat, sheep",,,2011.0,2011.0,,
233.0,Burkina Faso,568,"Melons, other (inc.cantaloupes)",,,2012.0,2012.0,,
29.0,Burundi,1130,"Milk, whole fresh camel",,,2013.0,2013.0,,
35.0,Cabo Verde,882,"Milk, whole fresh cow",,,2014.0,2014.0,,
115.0,Cambodia,1020,"Milk, whole fresh goat",,,2015.0,2015.0,,
32.0,Cameroon,982,"Milk, whole fresh sheep",,,2016.0,2016.0,,
33.0,Canada,79,Millet,,,2017.0,2017.0,,
40.0,Chile,234,"Nuts, nes",,,,,,
351.0,China,260,Olives,,,,,,
96.0,"China, Hong Kong SAR",490,Oranges,,,,,,
41.0,"China, mainland",534,Peaches and nectarines,,,,,,
44.0,Colombia,521,Pears,,,,,,
46.0,Congo,223,Pistachios,,,,,,
47.0,Cook Islands,536,Plums and sloes,,,,,,
48.0,Costa Rica,116,Potatoes,,,,,,
107.0,Côte d'Ivoire,211,"Pulses, nes",,,,,,
98.0,Croatia,27,"Rice, paddy",,,,,,
49.0,Cuba,328,Seed cotton,,,,,,
50.0,Cyprus,289,Sesame seed,,,,,,
167.0,Czechia,1185,"Silk-worm cocoons, reelable",,,,,,
54.0,Denmark,156,Sugar cane,,,,,,
