Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
37,Central African Republic,2546.0,Beans,,,,,,
39,Chad,2547.0,Peas,,,,,,
40,Chile,2549.0,"Pulses, Other and products",,,,,,
351,China,2912.0,Treenuts,,,,,,
96,"China, Hong Kong SAR",2551.0,Nuts and products,,,,,,
128,"China, Macao SAR",2913.0,Oilcrops,,,,,,
41,"China, mainland",2555.0,Soyabeans,,,,,,
214,"China, Taiwan Province of",2556.0,Groundnuts (Shelled Eq),,,,,,
44,Colombia,2557.0,Sunflower seed,,,,,,
46,Congo,2558.0,Rape and Mustardseed,,,,,,
48,Costa Rica,2559.0,Cottonseed,,,,,,
107,Côte d'Ivoire,2560.0,Coconuts - Incl Copra,,,,,,
98,Croatia,2561.0,Sesame seed,,,,,,
49,Cuba,2562.0,Palm kernels,,,,,,
50,Cyprus,2563.0,Olives (including preserved),,,,,,
167,Czechia,2570.0,"Oilcrops, Other",,,,,,
116,Democratic People's Republic of Korea,2914.0,Vegetable Oils,,,,,,
54,Denmark,2571.0,Soyabean Oil,,,,,,
72,Djibouti,2572.0,Groundnut Oil,,,,,,
55,Dominica,2573.0,Sunflowerseed Oil,,,,,,
56,Dominican Republic,2574.0,Rape and Mustard Oil,,,,,,
58,Ecuador,2575.0,Cottonseed Oil,,,,,,
59,Egypt,2576.0,Palmkernel Oil,,,,,,
60,El Salvador,2577.0,Palm Oil,,,,,,
63,Estonia,2578.0,Coconut Oil,,,,,,
209,Eswatini,2579.0,Sesameseed Oil,,,,,,
238,Ethiopia,2580.0,Olive Oil,,,,,,
66,Fiji,2581.0,Ricebran Oil,,,,,,
67,Finland,2582.0,Maize Germ Oil,,,,,,
68,France,2586.0,"Oilcrops Oil, Other",,,,,,
70,French Polynesia,2918.0,Vegetables,,,,,,
74,Gabon,2601.0,Tomatoes and products,,,,,,
75,Gambia,2602.0,Onions,,,,,,
73,Georgia,2605.0,"Vegetables, Other",,,,,,
79,Germany,2919.0,Fruits - Excluding Wine,,,,,,
81,Ghana,2611.0,"Oranges, Mandarines",,,,,,
84,Greece,2612.0,"Lemons, Limes and products",,,,,,
86,Grenada,2613.0,Grapefruit and products,,,,,,
89,Guatemala,2614.0,"Citrus, Other",,,,,,
90,Guinea,2615.0,Bananas,,,,,,
175,Guinea-Bissau,2616.0,Plantains,,,,,,
91,Guyana,2617.0,Apples and products,,,,,,
93,Haiti,2618.0,Pineapples and products,,,,,,
95,Honduras,2619.0,Dates,,,,,,
97,Hungary,2620.0,Grapes and products (excl wine),,,,,,
99,Iceland,2625.0,"Fruits, Other",,,,,,
100,India,2922.0,Stimulants,,,,,,
101,Indonesia,2630.0,Coffee and products,,,,,,
102,Iran (Islamic Republic of),2633.0,Cocoa Beans and products,,,,,,
103,Iraq,2635.0,Tea (including mate),,,,,,
104,Ireland,2923.0,Spices,,,,,,
105,Israel,2640.0,Pepper,,,,,,
106,Italy,2641.0,Pimento,,,,,,
109,Jamaica,2642.0,Cloves,,,,,,
110,Japan,2645.0,"Spices, Other",,,,,,
112,Jordan,2924.0,Alcoholic Beverages,,,,,,
108,Kazakhstan,2655.0,Wine,,,,,,
114,Kenya,2656.0,Beer,,,,,,
83,Kiribati,2657.0,"Beverages, Fermented",,,,,,
118,Kuwait,2658.0,"Beverages, Alcoholic",,,,,,
113,Kyrgyzstan,2659.0,"Alcohol, Non-Food",,,,,,
120,Lao People's Democratic Republic,2943.0,Meat,,,,,,
119,Latvia,2731.0,Bovine Meat,,,,,,
121,Lebanon,2732.0,Mutton & Goat Meat,,,,,,
122,Lesotho,2733.0,Pigmeat,,,,,,
123,Liberia,2734.0,Poultry Meat,,,,,,
126,Lithuania,2735.0,"Meat, Other",,,,,,
256,Luxembourg,2945.0,Offals,,,,,,
129,Madagascar,2736.0,"Offals, Edible",,,,,,
130,Malawi,2946.0,Animal fats,,,,,,
131,Malaysia,2740.0,"Butter, Ghee",,,,,,
132,Maldives,2743.0,Cream,,,,,,
133,Mali,2737.0,"Fats, Animals, Raw",,,,,,
134,Malta,2949.0,Eggs,,,,,,
136,Mauritania,2744.0,Milk - Excluding Butter,,,,,,
137,Mauritius,2948.0,"Fish, Seafood",,,,,,
138,Mexico,2848.0,Freshwater Fish,,,,,,
141,Mongolia,2960.0,Miscellaneous,,,,,,
273,Montenegro,2761.0,Infant food,,,,,,
143,Morocco,2928.0,"Fish, Body Oil",,,,,,
144,Mozambique,2680.0,"Fish, Liver Oil",,,,,,
28,Myanmar,2899.0,Demersal Fish,,,,,,
147,Namibia,2781.0,Pelagic Fish,,,,,,
149,Nepal,2782.0,"Marine Fish, Other",,,,,,
150,Netherlands,2762.0,Crustaceans,,,,,,
153,New Caledonia,2763.0,Cephalopods,,,,,,
156,New Zealand,2764.0,"Molluscs, Other",,,,,,
157,Nicaragua,2765.0,"Aquatic Products, Other",,,,,,
158,Niger,2766.0,"Aquatic Animals, Others",,,,,,
159,Nigeria,2767.0,Aquatic Plants,,,,,,
154,North Macedonia,2961.0,"Meat, Aquatic Mammals",,,,,,
162,Norway,2769.0,,,,,,,
221,Oman,2775.0,,,,,,,
165,Pakistan,2768.0,,,,,,,
166,Panama,,,,,,,,
169,Paraguay,,,,,,,,
170,Peru,,,,,,,,
171,Philippines,,,,,,,,
173,Poland,,,,,,,,
174,Portugal,,,,,,,,
117,Republic of Korea,,,,,,,,
146,Republic of Moldova,,,,,,,,
183,Romania,,,,,,,,
185,Russian Federation,,,,,,,,
184,Rwanda,,,,,,,,
188,Saint Kitts and Nevis,,,,,,,,
189,Saint Lucia,,,,,,,,
191,Saint Vincent and the Grenadines,,,,,,,,
244,Samoa,,,,,,,,
193,Sao Tome and Principe,,,,,,,,
194,Saudi Arabia,,,,,,,,
195,Senegal,,,,,,,,
272,Serbia,,,,,,,,
197,Sierra Leone,,,,,,,,
199,Slovakia,,,,,,,,
198,Slovenia,,,,,,,,
25,Solomon Islands,,,,,,,,
202,South Africa,,,,,,,,
203,Spain,,,,,,,,
38,Sri Lanka,,,,,,,,
276,Sudan,,,,,,,,
207,Suriname,,,,,,,,
210,Sweden,,,,,,,,
211,Switzerland,,,,,,,,
208,Tajikistan,,,,,,,,
216,Thailand,,,,,,,,
176,Timor-Leste,,,,,,,,
217,Togo,,,,,,,,
220,Trinidad and Tobago,,,,,,,,
222,Tunisia,,,,,,,,
223,Turkey,,,,,,,,
213,Turkmenistan,,,,,,,,
226,Uganda,,,,,,,,
230,Ukraine,,,,,,,,
225,United Arab Emirates,,,,,,,,
229,United Kingdom,,,,,,,,
215,United Republic of Tanzania,,,,,,,,
231,United States of America,,,,,,,,
234,Uruguay,,,,,,,,
235,Uzbekistan,,,,,,,,
155,Vanuatu,,,,,,,,
236,Venezuela (Bolivarian Republic of),,,,,,,,
237,Viet Nam,,,,,,,,
249,Yemen,,,,,,,,
251,Zambia,,,,,,,,
181,Zimbabwe,,,,,,,,
