,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,1357.0,Pesticides (total),5622.0,Import Value,1971.0,1971.0,1000 US$,F
1,3,Albania,1416.0,Insecticides,5922.0,Export Value,1972.0,1972.0,tonnes,W
2,4,Algeria,1417.0,Fungicides,5610.0,Import Quantity,1973.0,1973.0,,Fm
3,6,Andorra,1418.0,Herbicides,5910.0,Export Quantity,1974.0,1974.0,,I
4,7,Angola,1419.0,"Disinfectants,etc",,,1975.0,1975.0,,Fc
5,8,Antigua and Barbuda,1442.0,Hazardous pesticides,,,1976.0,1976.0,,w
6,9,Argentina,1443.0,Insecticides (excl. Haz. pest.),,,1977.0,1977.0,,A
7,1,Armenia,1444.0,Fungicides (excl. Haz. pest.),,,1978.0,1978.0,,
8,22,Aruba,1445.0,Herbicides (excl. Haz. pest.),,,1979.0,1979.0,,
9,10,Australia,1446.0,"Disinfectants, etc (excl. Haz. pest.)",,,1980.0,1980.0,,
10,11,Austria,1422.0,Mercury compounds etc. excl. amalgams,,,1981.0,1981.0,,
11,52,Azerbaijan,1423.0,Ethylene dichloride,,,1982.0,1982.0,,
12,12,Bahamas,1424.0,"Ethylene dibromide (1,2-dibromoethane)",,,1983.0,1983.0,,
13,13,Bahrain,1425.0,HCH (mixed isomers) / Lindane,,,1984.0,1984.0,,
14,16,Bangladesh,1427.0,"DDT, Hexachlorobenzene",,,1985.0,1985.0,,
15,14,Barbados,1431.0,DNOC and its salts,,,1986.0,1986.0,,
16,57,Belarus,1432.0,Oxirane (ethylene oxide),,,1987.0,1987.0,,
17,255,Belgium,1426.0,"Aldrin, Chlordane, Heptachlor",,,1988.0,1988.0,,
18,15,Belgium-Luxembourg,1428.0,Pentachlorophenol,,,1989.0,1989.0,,
19,23,Belize,1429.0,Salts of Pentachlorophenol,,,1990.0,1990.0,,
20,53,Benin,1430.0,Dinoseb and its salts,,,1991.0,1991.0,,
21,17,Bermuda,1433.0,Dieldrin,,,1992.0,1992.0,,
22,18,Bhutan,1436.0,Chlorobenzilate,,,1993.0,1993.0,,
23,19,Bolivia (Plurinational State of),1437.0,"2,4,5-T and its salts and esters",,,1994.0,1994.0,,
24,80,Bosnia and Herzegovina,1438.0,Parathion & parathion-methyl,,,1995.0,1995.0,,
25,20,Botswana,1439.0,"Fluoroacetamide, monocrotophos & phosphamidon",,,1996.0,1996.0,,
26,21,Brazil,1440.0,Chlordimeform,,,1997.0,1997.0,,
27,239,British Virgin Islands,1441.0,Captafol & methamidophos,,,1998.0,1998.0,,
28,26,Brunei Darussalam,1447.0,Tributyltin compounds,,,1999.0,1999.0,,
29,27,Bulgaria,1448.0,"Compounds of mercury chemically defined, excluding amalgams",,,2000.0,2000.0,,
30,233,Burkina Faso,1449.0,DDT (clofenotane (INN)),,,2001.0,2001.0,,
31,29,Burundi,1450.0,Antimalarial insecticides,,,2002.0,2002.0,,
32,35,Cabo Verde,1434.0,Dinoseb acetate,,,2003.0,2003.0,,
33,115,Cambodia,1435.0,Binapacryl,,,2004.0,2004.0,,
34,32,Cameroon,1452.0,Alachlor,,,2005.0,2005.0,,
35,33,Canada,1451.0,Endosulfan,,,2006.0,2006.0,,
36,36,Cayman Islands,1453.0,Azinphos-methyl,,,2007.0,2007.0,,
37,37,Central African Republic,,,,,2008.0,2008.0,,
38,39,Chad,,,,,2009.0,2009.0,,
39,40,Chile,,,,,2010.0,2010.0,,
40,96,"China, Hong Kong SAR",,,,,2011.0,2011.0,,
41,128,"China, Macao SAR",,,,,2012.0,2012.0,,
42,41,"China, mainland",,,,,2013.0,2013.0,,
43,214,"China, Taiwan Province of",,,,,2014.0,2014.0,,
44,44,Colombia,,,,,2015.0,2015.0,,
45,45,Comoros,,,,,2016.0,2016.0,,
46,46,Congo,,,,,2017.0,2017.0,,
47,47,Cook Islands,,,,,1961.0,1961.0,,
48,48,Costa Rica,,,,,1962.0,1962.0,,
49,107,Côte d'Ivoire,,,,,1963.0,1963.0,,
50,98,Croatia,,,,,1964.0,1964.0,,
51,49,Cuba,,,,,1965.0,1965.0,,
52,50,Cyprus,,,,,1966.0,1966.0,,
53,167,Czechia,,,,,1967.0,1967.0,,
54,51,Czechoslovakia,,,,,1968.0,1968.0,,
55,250,Democratic Republic of the Congo,,,,,1969.0,1969.0,,
56,54,Denmark,,,,,1970.0,1970.0,,
57,72,Djibouti,,,,,,,,
58,55,Dominica,,,,,,,,
59,56,Dominican Republic,,,,,,,,
60,58,Ecuador,,,,,,,,
61,59,Egypt,,,,,,,,
62,60,El Salvador,,,,,,,,
63,178,Eritrea,,,,,,,,
64,63,Estonia,,,,,,,,
65,209,Eswatini,,,,,,,,
66,238,Ethiopia,,,,,,,,
67,62,Ethiopia PDR,,,,,,,,
68,64,Faroe Islands,,,,,,,,
69,66,Fiji,,,,,,,,
70,67,Finland,,,,,,,,
71,68,France,,,,,,,,
72,69,French Guiana,,,,,,,,
73,70,French Polynesia,,,,,,,,
74,74,Gabon,,,,,,,,
75,75,Gambia,,,,,,,,
76,73,Georgia,,,,,,,,
77,79,Germany,,,,,,,,
78,81,Ghana,,,,,,,,
79,84,Greece,,,,,,,,
80,85,Greenland,,,,,,,,
81,86,Grenada,,,,,,,,
82,87,Guadeloupe,,,,,,,,
83,88,Guam,,,,,,,,
84,89,Guatemala,,,,,,,,
85,90,Guinea,,,,,,,,
86,175,Guinea-Bissau,,,,,,,,
87,91,Guyana,,,,,,,,
88,93,Haiti,,,,,,,,
89,95,Honduras,,,,,,,,
90,97,Hungary,,,,,,,,
91,99,Iceland,,,,,,,,
92,100,India,,,,,,,,
93,101,Indonesia,,,,,,,,
94,102,Iran (Islamic Republic of),,,,,,,,
95,103,Iraq,,,,,,,,
96,104,Ireland,,,,,,,,
97,105,Israel,,,,,,,,
98,106,Italy,,,,,,,,
99,109,Jamaica,,,,,,,,
100,110,Japan,,,,,,,,
101,112,Jordan,,,,,,,,
102,108,Kazakhstan,,,,,,,,
103,114,Kenya,,,,,,,,
104,83,Kiribati,,,,,,,,
105,118,Kuwait,,,,,,,,
106,113,Kyrgyzstan,,,,,,,,
107,120,Lao People's Democratic Republic,,,,,,,,
108,119,Latvia,,,,,,,,
109,121,Lebanon,,,,,,,,
110,122,Lesotho,,,,,,,,
111,123,Liberia,,,,,,,,
112,124,Libya,,,,,,,,
113,126,Lithuania,,,,,,,,
114,256,Luxembourg,,,,,,,,
115,129,Madagascar,,,,,,,,
116,130,Malawi,,,,,,,,
117,131,Malaysia,,,,,,,,
118,132,Maldives,,,,,,,,
119,133,Mali,,,,,,,,
120,134,Malta,,,,,,,,
121,135,Martinique,,,,,,,,
122,136,Mauritania,,,,,,,,
123,137,Mauritius,,,,,,,,
124,270,Mayotte,,,,,,,,
125,138,Mexico,,,,,,,,
126,141,Mongolia,,,,,,,,
127,273,Montenegro,,,,,,,,
128,142,Montserrat,,,,,,,,
129,143,Morocco,,,,,,,,
130,144,Mozambique,,,,,,,,
131,28,Myanmar,,,,,,,,
132,147,Namibia,,,,,,,,
133,149,Nepal,,,,,,,,
134,150,Netherlands,,,,,,,,
135,151,Netherlands Antilles (former),,,,,,,,
136,153,New Caledonia,,,,,,,,
137,156,New Zealand,,,,,,,,
138,157,Nicaragua,,,,,,,,
139,158,Niger,,,,,,,,
140,159,Nigeria,,,,,,,,
141,154,North Macedonia,,,,,,,,
142,162,Norway,,,,,,,,
143,221,Oman,,,,,,,,
144,165,Pakistan,,,,,,,,
145,166,Panama,,,,,,,,
146,168,Papua New Guinea,,,,,,,,
147,169,Paraguay,,,,,,,,
148,170,Peru,,,,,,,,
149,171,Philippines,,,,,,,,
150,173,Poland,,,,,,,,
151,174,Portugal,,,,,,,,
152,179,Qatar,,,,,,,,
153,117,Republic of Korea,,,,,,,,
154,146,Republic of Moldova,,,,,,,,
155,182,Réunion,,,,,,,,
156,183,Romania,,,,,,,,
157,185,Russian Federation,,,,,,,,
158,184,Rwanda,,,,,,,,
159,187,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
160,188,Saint Kitts and Nevis,,,,,,,,
161,189,Saint Lucia,,,,,,,,
162,190,Saint Pierre and Miquelon,,,,,,,,
163,191,Saint Vincent and the Grenadines,,,,,,,,
164,244,Samoa,,,,,,,,
165,193,Sao Tome and Principe,,,,,,,,
166,194,Saudi Arabia,,,,,,,,
167,195,Senegal,,,,,,,,
168,272,Serbia,,,,,,,,
169,186,Serbia and Montenegro,,,,,,,,
170,196,Seychelles,,,,,,,,
171,197,Sierra Leone,,,,,,,,
172,200,Singapore,,,,,,,,
173,199,Slovakia,,,,,,,,
174,198,Slovenia,,,,,,,,
175,25,Solomon Islands,,,,,,,,
176,201,Somalia,,,,,,,,
177,202,South Africa,,,,,,,,
178,203,Spain,,,,,,,,
179,38,Sri Lanka,,,,,,,,
180,276,Sudan,,,,,,,,
181,206,Sudan (former),,,,,,,,
182,207,Suriname,,,,,,,,
183,210,Sweden,,,,,,,,
184,211,Switzerland,,,,,,,,
185,212,Syrian Arab Republic,,,,,,,,
186,208,Tajikistan,,,,,,,,
187,216,Thailand,,,,,,,,
188,176,Timor-Leste,,,,,,,,
189,217,Togo,,,,,,,,
190,219,Tonga,,,,,,,,
191,220,Trinidad and Tobago,,,,,,,,
192,222,Tunisia,,,,,,,,
193,223,Turkey,,,,,,,,
194,213,Turkmenistan,,,,,,,,
195,226,Uganda,,,,,,,,
196,230,Ukraine,,,,,,,,
197,225,United Arab Emirates,,,,,,,,
198,229,United Kingdom,,,,,,,,
199,215,United Republic of Tanzania,,,,,,,,
200,231,United States of America,,,,,,,,
201,240,United States Virgin Islands,,,,,,,,
202,234,Uruguay,,,,,,,,
203,228,USSR,,,,,,,,
204,235,Uzbekistan,,,,,,,,
205,155,Vanuatu,,,,,,,,
206,236,Venezuela (Bolivarian Republic of),,,,,,,,
207,237,Viet Nam,,,,,,,,
208,243,Wallis and Futuna Islands,,,,,,,,
209,249,Yemen,,,,,,,,
210,248,Yugoslav SFR,,,,,,,,
211,251,Zambia,,,,,,,,
212,181,Zimbabwe,,,,,,,,
213,258,Anguilla,,,,,,,,
214,116,Democratic People's Republic of Korea,,,,,,,,
215,61,Equatorial Guinea,,,,,,,,
216,145,Micronesia (Federated States of),,,,,,,,
217,180,Palau,,,,,,,,
218,299,Palestine,,,,,,,,
219,224,Turks and Caicos Islands,,,,,,,,
220,227,Tuvalu,,,,,,,,
221,5000,World,,,,,,,,
222,5100,Africa,,,,,,,,
223,5101,Eastern Africa,,,,,,,,
224,5102,Middle Africa,,,,,,,,
225,5103,Northern Africa,,,,,,,,
226,5104,Southern Africa,,,,,,,,
227,5105,Western Africa,,,,,,,,
228,5200,Americas,,,,,,,,
229,5203,Northern America,,,,,,,,
230,5204,Central America,,,,,,,,
231,5206,Caribbean,,,,,,,,
232,5207,South America,,,,,,,,
233,5300,Asia,,,,,,,,
234,5301,Central Asia,,,,,,,,
235,5302,Eastern Asia,,,,,,,,
236,5303,Southern Asia,,,,,,,,
237,5304,South-Eastern Asia,,,,,,,,
238,5305,Western Asia,,,,,,,,
239,5400,Europe,,,,,,,,
240,5401,Eastern Europe,,,,,,,,
241,5402,Northern Europe,,,,,,,,
242,5403,Southern Europe,,,,,,,,
243,5404,Western Europe,,,,,,,,
244,5500,Oceania,,,,,,,,
245,5501,Australia and New Zealand,,,,,,,,
246,5502,Melanesia,,,,,,,,
247,5503,Micronesia,,,,,,,,
248,5504,Polynesia,,,,,,,,
249,5706,European Union,,,,,,,,
250,5801,Least Developed Countries,,,,,,,,
251,5802,Land Locked Developing Countries,,,,,,,,
252,5803,Small Island Developing States,,,,,,,,
