,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,3,Albania,1357.0,Pesticides (total),5159.0,Use per area of cropland,1990.0,1990.0,kg/ha,Fc
1,4,Algeria,,,,,1991.0,1991.0,,
2,7,Angola,,,,,1992.0,1992.0,,
3,8,Antigua and Barbuda,,,,,1993.0,1993.0,,
4,9,Argentina,,,,,1994.0,1994.0,,
5,1,Armenia,,,,,1995.0,1995.0,,
6,10,Australia,,,,,1996.0,1996.0,,
7,11,Austria,,,,,1997.0,1997.0,,
8,52,Azerbaijan,,,,,1998.0,1998.0,,
9,13,Bahrain,,,,,1999.0,1999.0,,
10,16,Bangladesh,,,,,2000.0,2000.0,,
11,57,Belarus,,,,,2001.0,2001.0,,
12,255,Belgium,,,,,2002.0,2002.0,,
13,15,Belgium-Luxembourg,,,,,2003.0,2003.0,,
14,23,Belize,,,,,2004.0,2004.0,,
15,18,Bhutan,,,,,2005.0,2005.0,,
16,19,Bolivia (Plurinational State of),,,,,2006.0,2006.0,,
17,20,Botswana,,,,,2007.0,2007.0,,
18,21,Brazil,,,,,2008.0,2008.0,,
19,26,Brunei Darussalam,,,,,2009.0,2009.0,,
20,27,Bulgaria,,,,,2010.0,2010.0,,
21,233,Burkina Faso,,,,,2011.0,2011.0,,
22,29,Burundi,,,,,2012.0,2012.0,,
23,35,Cabo Verde,,,,,2013.0,2013.0,,
24,32,Cameroon,,,,,2014.0,2014.0,,
25,33,Canada,,,,,2015.0,2015.0,,
26,37,Central African Republic,,,,,2016.0,2016.0,,
27,39,Chad,,,,,2017.0,2017.0,,
28,40,Chile,,,,,,,,
29,351,China,,,,,,,,
30,96,"China, Hong Kong SAR",,,,,,,,
31,41,"China, mainland",,,,,,,,
32,214,"China, Taiwan Province of",,,,,,,,
33,45,Comoros,,,,,,,,
34,46,Congo,,,,,,,,
35,47,Cook Islands,,,,,,,,
36,107,Côte d'Ivoire,,,,,,,,
37,98,Croatia,,,,,,,,
38,50,Cyprus,,,,,,,,
39,167,Czechia,,,,,,,,
40,54,Denmark,,,,,,,,
41,56,Dominican Republic,,,,,,,,
42,58,Ecuador,,,,,,,,
43,59,Egypt,,,,,,,,
44,60,El Salvador,,,,,,,,
45,178,Eritrea,,,,,,,,
46,63,Estonia,,,,,,,,
47,238,Ethiopia,,,,,,,,
48,66,Fiji,,,,,,,,
49,67,Finland,,,,,,,,
50,68,France,,,,,,,,
51,70,French Polynesia,,,,,,,,
52,75,Gambia,,,,,,,,
53,79,Germany,,,,,,,,
54,81,Ghana,,,,,,,,
55,84,Greece,,,,,,,,
56,89,Guatemala,,,,,,,,
57,90,Guinea,,,,,,,,
58,175,Guinea-Bissau,,,,,,,,
59,91,Guyana,,,,,,,,
60,93,Haiti,,,,,,,,
61,95,Honduras,,,,,,,,
62,97,Hungary,,,,,,,,
63,99,Iceland,,,,,,,,
64,100,India,,,,,,,,
65,101,Indonesia,,,,,,,,
66,102,Iran (Islamic Republic of),,,,,,,,
67,103,Iraq,,,,,,,,
68,104,Ireland,,,,,,,,
69,105,Israel,,,,,,,,
70,106,Italy,,,,,,,,
71,109,Jamaica,,,,,,,,
72,110,Japan,,,,,,,,
73,112,Jordan,,,,,,,,
74,108,Kazakhstan,,,,,,,,
75,114,Kenya,,,,,,,,
76,118,Kuwait,,,,,,,,
77,113,Kyrgyzstan,,,,,,,,
78,120,Lao People's Democratic Republic,,,,,,,,
79,119,Latvia,,,,,,,,
80,121,Lebanon,,,,,,,,
81,122,Lesotho,,,,,,,,
82,124,Libya,,,,,,,,
83,126,Lithuania,,,,,,,,
84,256,Luxembourg,,,,,,,,
85,129,Madagascar,,,,,,,,
86,130,Malawi,,,,,,,,
87,131,Malaysia,,,,,,,,
88,133,Mali,,,,,,,,
89,136,Mauritania,,,,,,,,
90,137,Mauritius,,,,,,,,
91,138,Mexico,,,,,,,,
92,273,Montenegro,,,,,,,,
93,143,Morocco,,,,,,,,
94,144,Mozambique,,,,,,,,
95,28,Myanmar,,,,,,,,
96,147,Namibia,,,,,,,,
97,149,Nepal,,,,,,,,
98,150,Netherlands,,,,,,,,
99,153,New Caledonia,,,,,,,,
100,156,New Zealand,,,,,,,,
101,157,Nicaragua,,,,,,,,
102,158,Niger,,,,,,,,
103,154,North Macedonia,,,,,,,,
104,162,Norway,,,,,,,,
105,221,Oman,,,,,,,,
106,165,Pakistan,,,,,,,,
107,299,Palestine,,,,,,,,
108,166,Panama,,,,,,,,
109,168,Papua New Guinea,,,,,,,,
110,169,Paraguay,,,,,,,,
111,170,Peru,,,,,,,,
112,173,Poland,,,,,,,,
113,174,Portugal,,,,,,,,
114,179,Qatar,,,,,,,,
115,117,Republic of Korea,,,,,,,,
116,146,Republic of Moldova,,,,,,,,
117,183,Romania,,,,,,,,
118,185,Russian Federation,,,,,,,,
119,184,Rwanda,,,,,,,,
120,188,Saint Kitts and Nevis,,,,,,,,
121,189,Saint Lucia,,,,,,,,
122,244,Samoa,,,,,,,,
123,194,Saudi Arabia,,,,,,,,
124,195,Senegal,,,,,,,,
125,186,Serbia and Montenegro,,,,,,,,
126,196,Seychelles,,,,,,,,
127,199,Slovakia,,,,,,,,
128,198,Slovenia,,,,,,,,
129,202,South Africa,,,,,,,,
130,203,Spain,,,,,,,,
131,38,Sri Lanka,,,,,,,,
132,276,Sudan,,,,,,,,
133,206,Sudan (former),,,,,,,,
134,207,Suriname,,,,,,,,
135,210,Sweden,,,,,,,,
136,211,Switzerland,,,,,,,,
137,212,Syrian Arab Republic,,,,,,,,
138,208,Tajikistan,,,,,,,,
139,216,Thailand,,,,,,,,
140,176,Timor-Leste,,,,,,,,
141,217,Togo,,,,,,,,
142,219,Tonga,,,,,,,,
143,222,Tunisia,,,,,,,,
144,223,Turkey,,,,,,,,
145,213,Turkmenistan,,,,,,,,
146,226,Uganda,,,,,,,,
147,230,Ukraine,,,,,,,,
148,229,United Kingdom,,,,,,,,
149,215,United Republic of Tanzania,,,,,,,,
150,231,United States of America,,,,,,,,
151,234,Uruguay,,,,,,,,
152,228,USSR,,,,,,,,
153,155,Vanuatu,,,,,,,,
154,236,Venezuela (Bolivarian Republic of),,,,,,,,
155,237,Viet Nam,,,,,,,,
156,249,Yemen,,,,,,,,
157,248,Yugoslav SFR,,,,,,,,
158,251,Zambia,,,,,,,,
159,181,Zimbabwe,,,,,,,,
160,5000,World,,,,,,,,
161,5100,Africa,,,,,,,,
162,5101,Eastern Africa,,,,,,,,
163,5102,Middle Africa,,,,,,,,
