Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
150,164,Pacific Islands Trust Territory,,,,,,,,
151,165,Pakistan,,,,,,,,
152,299,Palestine,,,,,,,,
153,166,Panama,,,,,,,,
154,168,Papua New Guinea,,,,,,,,
155,169,Paraguay,,,,,,,,
156,170,Peru,,,,,,,,
157,171,Philippines,,,,,,,,
158,173,Poland,,,,,,,,
159,174,Portugal,,,,,,,,
160,177,Puerto Rico,,,,,,,,
161,179,Qatar,,,,,,,,
162,117,Republic of Korea,,,,,,,,
163,146,Republic of Moldova,,,,,,,,
164,182,Réunion,,,,,,,,
165,183,Romania,,,,,,,,
166,185,Russian Federation,,,,,,,,
167,184,Rwanda,,,,,,,,
168,187,"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
169,188,Saint Kitts and Nevis,,,,,,,,
170,189,Saint Lucia,,,,,,,,
171,190,Saint Pierre and Miquelon,,,,,,,,
172,191,Saint Vincent and the Grenadines,,,,,,,,
173,244,Samoa,,,,,,,,
174,193,Sao Tome and Principe,,,,,,,,
175,194,Saudi Arabia,,,,,,,,
176,195,Senegal,,,,,,,,
177,272,Serbia,,,,,,,,
178,186,Serbia and Montenegro,,,,,,,,
179,196,Seychelles,,,,,,,,
180,197,Sierra Leone,,,,,,,,
181,200,Singapore,,,,,,,,
182,199,Slovakia,,,,,,,,
183,198,Slovenia,,,,,,,,
184,25,Solomon Islands,,,,,,,,
185,201,Somalia,,,,,,,,
186,202,South Africa,,,,,,,,
187,277,South Sudan,,,,,,,,
188,203,Spain,,,,,,,,
189,38,Sri Lanka,,,,,,,,
190,276,Sudan,,,,,,,,
191,206,Sudan (former),,,,,,,,
192,207,Suriname,,,,,,,,
193,210,Sweden,,,,,,,,
194,211,Switzerland,,,,,,,,
195,212,Syrian Arab Republic,,,,,,,,
196,208,Tajikistan,,,,,,,,
197,216,Thailand,,,,,,,,
198,176,Timor-Leste,,,,,,,,
199,217,Togo,,,,,,,,
200,218,Tokelau,,,,,,,,
201,219,Tonga,,,,,,,,
202,220,Trinidad and Tobago,,,,,,,,
203,222,Tunisia,,,,,,,,
204,223,Turkey,,,,,,,,
205,213,Turkmenistan,,,,,,,,
206,227,Tuvalu,,,,,,,,
207,226,Uganda,,,,,,,,
208,230,Ukraine,,,,,,,,
209,225,United Arab Emirates,,,,,,,,
210,229,United Kingdom,,,,,,,,
211,215,United Republic of Tanzania,,,,,,,,
212,231,United States of America,,,,,,,,
213,240,United States Virgin Islands,,,,,,,,
214,234,Uruguay,,,,,,,,
215,228,USSR,,,,,,,,
216,235,Uzbekistan,,,,,,,,
217,155,Vanuatu,,,,,,,,
218,236,Venezuela (Bolivarian Republic of),,,,,,,,
219,237,Viet Nam,,,,,,,,
220,243,Wallis and Futuna Islands,,,,,,,,
221,205,Western Sahara,,,,,,,,
222,249,Yemen,,,,,,,,
223,248,Yugoslav SFR,,,,,,,,
224,251,Zambia,,,,,,,,
225,181,Zimbabwe,,,,,,,,
226,5000,World,,,,,,,,
227,5100,Africa,,,,,,,,
228,5101,Eastern Africa,,,,,,,,
229,5102,Middle Africa,,,,,,,,
230,5103,Northern Africa,,,,,,,,
231,5104,Southern Africa,,,,,,,,
232,5105,Western Africa,,,,,,,,
233,5200,Americas,,,,,,,,
234,5203,Northern America,,,,,,,,
235,5204,Central America,,,,,,,,
236,5206,Caribbean,,,,,,,,
237,5207,South America,,,,,,,,
238,5300,Asia,,,,,,,,
239,5301,Central Asia,,,,,,,,
240,5302,Eastern Asia,,,,,,,,
241,5303,Southern Asia,,,,,,,,
242,5304,South-Eastern Asia,,,,,,,,
243,5305,Western Asia,,,,,,,,
244,5400,Europe,,,,,,,,
245,5401,Eastern Europe,,,,,,,,
246,5402,Northern Europe,,,,,,,,
247,5403,Southern Europe,,,,,,,,
248,5404,Western Europe,,,,,,,,
249,5500,Oceania,,,,,,,,
250,5501,Australia and New Zealand,,,,,,,,
251,5502,Melanesia,,,,,,,,
252,5503,Micronesia,,,,,,,,
253,5504,Polynesia,,,,,,,,
254,5706,European Union,,,,,,,,
255,5801,Least Developed Countries,,,,,,,,
256,5802,Land Locked Developing Countries,,,,,,,,
257,5803,Small Island Developing States,,,,,,,,
258,5815,Low Income Food Deficit Countries,,,,,,,,
259,5817,Net Food Importing Developing Countries,,,,,,,,
260,5848,Annex I countries,,,,,,,,
261,5849,Non-Annex I countries,,,,,,,,
262,5873,OECD,,,,,,,,
