Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,23068.0,"Credit to Agriculture, Forestry and Fishing",6109.0,Value Local Currency,2008.0,2008.0,millions,
1,3,Albania,23018.0,Total Credit,6110.0,Value US$,2010.0,2010.0,%,Fc
2,7,Angola,,,6113.0,Share of Total Credit,2011.0,2011.0,index,
3,258,Anguilla,,,6112.0,Agriculture orientation index,2007.0,2007.0,,
4,8,Antigua and Barbuda,,,,,2009.0,2009.0,,
5,9,Argentina,,,,,2012.0,2012.0,,
6,1,Armenia,,,,,2013.0,2013.0,,
7,22,Aruba,,,,,2014.0,2014.0,,
8,10,Australia,,,,,2015.0,2015.0,,
9,11,Austria,,,,,2016.0,2016.0,,
10,52,Azerbaijan,,,,,2017.0,2017.0,,
11,13,Bahrain,,,,,2018.0,2018.0,,
12,16,Bangladesh,,,,,2000.0,2000.0,,
13,14,Barbados,,,,,2001.0,2001.0,,
14,57,Belarus,,,,,2002.0,2002.0,,
15,255,Belgium,,,,,2003.0,2003.0,,
16,23,Belize,,,,,2004.0,2004.0,,
17,53,Benin,,,,,2005.0,2005.0,,
18,18,Bhutan,,,,,2006.0,2006.0,,
19,19,Bolivia (Plurinational State of),,,,,1992.0,1992.0,,
20,80,Bosnia and Herzegovina,,,,,1993.0,1993.0,,
21,20,Botswana,,,,,1994.0,1994.0,,
22,21,Brazil,,,,,1995.0,1995.0,,
23,27,Bulgaria,,,,,1996.0,1996.0,,
24,233,Burkina Faso,,,,,1997.0,1997.0,,
25,29,Burundi,,,,,1998.0,1998.0,,
26,35,Cabo Verde,,,,,1999.0,1999.0,,
27,115,Cambodia,,,,,1991.0,1991.0,,
28,33,Canada,,,,,,,,
29,48,Costa Rica,,,,,,,,
30,107,Côte d'Ivoire,,,,,,,,
31,50,Cyprus,,,,,,,,
32,167,Czechia,,,,,,,,
33,250,Democratic Republic of the Congo,,,,,,,,
34,55,Dominica,,,,,,,,
35,56,Dominican Republic,,,,,,,,
36,58,Ecuador,,,,,,,,
37,59,Egypt,,,,,,,,
38,60,El Salvador,,,,,,,,
39,63,Estonia,,,,,,,,
40,238,Ethiopia,,,,,,,,
41,68,France,,,,,,,,
42,74,Gabon,,,,,,,,
43,75,Gambia,,,,,,,,
44,73,Georgia,,,,,,,,
45,79,Germany,,,,,,,,
46,81,Ghana,,,,,,,,
47,84,Greece,,,,,,,,
48,86,Grenada,,,,,,,,
49,89,Guatemala,,,,,,,,
50,175,Guinea-Bissau,,,,,,,,
51,91,Guyana,,,,,,,,
52,95,Honduras,,,,,,,,
53,97,Hungary,,,,,,,,
54,100,India,,,,,,,,
55,101,Indonesia,,,,,,,,
56,102,Iran (Islamic Republic of),,,,,,,,
57,103,Iraq,,,,,,,,
58,105,Israel,,,,,,,,
59,106,Italy,,,,,,,,
60,109,Jamaica,,,,,,,,
61,112,Jordan,,,,,,,,
62,108,Kazakhstan,,,,,,,,
63,114,Kenya,,,,,,,,
64,113,Kyrgyzstan,,,,,,,,
65,121,Lebanon,,,,,,,,
66,122,Lesotho,,,,,,,,
67,123,Liberia,,,,,,,,
68,130,Malawi,,,,,,,,
69,131,Malaysia,,,,,,,,
70,132,Maldives,,,,,,,,
71,133,Mali,,,,,,,,
72,138,Mexico,,,,,,,,
73,142,Montserrat,,,,,,,,
74,143,Morocco,,,,,,,,
75,144,Mozambique,,,,,,,,
76,147,Namibia,,,,,,,,
77,149,Nepal,,,,,,,,
78,156,New Zealand,,,,,,,,
79,157,Nicaragua,,,,,,,,
80,158,Niger,,,,,,,,
81,159,Nigeria,,,,,,,,
82,221,Oman,,,,,,,,
83,165,Pakistan,,,,,,,,
84,166,Panama,,,,,,,,
85,168,Papua New Guinea,,,,,,,,
86,170,Peru,,,,,,,,
87,171,Philippines,,,,,,,,
88,179,Qatar,,,,,,,,
89,117,Republic of Korea,,,,,,,,
90,146,Republic of Moldova,,,,,,,,
91,185,Russian Federation,,,,,,,,
92,184,Rwanda,,,,,,,,
93,188,Saint Kitts and Nevis,,,,,,,,
94,189,Saint Lucia,,,,,,,,
95,191,Saint Vincent and the Grenadines,,,,,,,,
96,195,Senegal,,,,,,,,
97,272,Serbia,,,,,,,,
98,196,Seychelles,,,,,,,,
99,200,Singapore,,,,,,,,
100,38,Sri Lanka,,,,,,,,
101,276,Sudan,,,,,,,,
102,207,Suriname,,,,,,,,
103,211,Switzerland,,,,,,,,
104,212,Syrian Arab Republic,,,,,,,,
105,208,Tajikistan,,,,,,,,
106,216,Thailand,,,,,,,,
107,176,Timor-Leste,,,,,,,,
108,217,Togo,,,,,,,,
109,220,Trinidad and Tobago,,,,,,,,
110,222,Tunisia,,,,,,,,
111,223,Turkey,,,,,,,,
112,226,Uganda,,,,,,,,
113,230,Ukraine,,,,,,,,
114,225,United Arab Emirates,,,,,,,,
115,215,United Republic of Tanzania,,,,,,,,
116,231,United States of America,,,,,,,,
117,234,Uruguay,,,,,,,,
118,155,Vanuatu,,,,,,,,
119,237,Viet Nam,,,,,,,,
120,249,Yemen,,,,,,,,
121,251,Zambia,,,,,,,,
