,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,22016.0,"Value Added (Agriculture, Forestry and Fishing)",6110.0,Value US$,2001.0,2001.0,millions,X
1,3,Albania,22030.0,"Gross Fixed Capital Formation (Agriculture, Forestry and Fishing)",6167.0,"Value US$, 2010 prices",2002.0,2002.0,%,Fc
2,4,Algeria,23161.0,"Agriculture, forestry, fishing (Central Government)",6139.0,Share of Total,2003.0,2003.0,index,IM
3,6,Andorra,23068.0,"Credit to Agriculture, Forestry and Fishing",6129.0,Annual growth US$,2004.0,2004.0,,Qm
4,7,Angola,23069.0,"DFA Commitment to Agriculture, Forestry and Fishing",6131.0,"Annual growth, US$, 2010 prices",2005.0,2005.0,,Cv
5,258,Anguilla,23080.0,"FDI inflows to Agriculture, Forestry and Fishing",6112.0,Agriculture orientation index,2006.0,2006.0,,
6,8,Antigua and Barbuda,22017.0,Gross Fixed Capital Formation to GDP ratio,6151.0,Ratio,2007.0,2007.0,,
7,9,Argentina,22029.0,"Gross Fixed Capital Formation as a share of Value Added  (Agriculture, Forestry and Fishing)",6152.0,"Ratio, 2010 prices",2008.0,2008.0,,
8,1,Armenia,,,,,2009.0,2009.0,,
9,22,Aruba,,,,,2010.0,2010.0,,
10,10,Australia,,,,,2011.0,2011.0,,
11,11,Austria,,,,,2012.0,2012.0,,
12,52,Azerbaijan,,,,,2013.0,2013.0,,
13,12,Bahamas,,,,,2014.0,2014.0,,
14,13,Bahrain,,,,,2015.0,2015.0,,
15,16,Bangladesh,,,,,2016.0,2016.0,,
16,14,Barbados,,,,,,,,
17,57,Belarus,,,,,,,,
18,255,Belgium,,,,,,,,
19,23,Belize,,,,,,,,
20,53,Benin,,,,,,,,
21,17,Bermuda,,,,,,,,
22,18,Bhutan,,,,,,,,
23,19,Bolivia (Plurinational State of),,,,,,,,
24,80,Bosnia and Herzegovina,,,,,,,,
25,20,Botswana,,,,,,,,
26,21,Brazil,,,,,,,,
27,239,British Virgin Islands,,,,,,,,
28,26,Brunei Darussalam,,,,,,,,
29,27,Bulgaria,,,,,,,,
30,233,Burkina Faso,,,,,,,,
31,29,Burundi,,,,,,,,
32,35,Cabo Verde,,,,,,,,
33,115,Cambodia,,,,,,,,
34,32,Cameroon,,,,,,,,
35,33,Canada,,,,,,,,
36,36,Cayman Islands,,,,,,,,
37,37,Central African Republic,,,,,,,,
38,39,Chad,,,,,,,,
39,40,Chile,,,,,,,,
40,96,"China, Hong Kong SAR",,,,,,,,
41,41,"China, mainland",,,,,,,,
42,44,Colombia,,,,,,,,
43,45,Comoros,,,,,,,,
44,46,Congo,,,,,,,,
45,47,Cook Islands,,,,,,,,
46,48,Costa Rica,,,,,,,,
47,107,Côte d'Ivoire,,,,,,,,
48,98,Croatia,,,,,,,,
49,49,Cuba,,,,,,,,
50,279,Curaçao,,,,,,,,
51,50,Cyprus,,,,,,,,
52,167,Czechia,,,,,,,,
53,116,Democratic People's Republic of Korea,,,,,,,,
54,250,Democratic Republic of the Congo,,,,,,,,
55,54,Denmark,,,,,,,,
56,72,Djibouti,,,,,,,,
57,55,Dominica,,,,,,,,
58,56,Dominican Republic,,,,,,,,
59,58,Ecuador,,,,,,,,
60,59,Egypt,,,,,,,,
61,60,El Salvador,,,,,,,,
62,61,Equatorial Guinea,,,,,,,,
63,178,Eritrea,,,,,,,,
64,63,Estonia,,,,,,,,
65,209,Eswatini,,,,,,,,
66,238,Ethiopia,,,,,,,,
67,66,Fiji,,,,,,,,
68,67,Finland,,,,,,,,
69,68,France,,,,,,,,
70,70,French Polynesia,,,,,,,,
71,74,Gabon,,,,,,,,
72,75,Gambia,,,,,,,,
73,73,Georgia,,,,,,,,
74,79,Germany,,,,,,,,
75,81,Ghana,,,,,,,,
76,84,Greece,,,,,,,,
77,85,Greenland,,,,,,,,
78,86,Grenada,,,,,,,,
79,89,Guatemala,,,,,,,,
80,90,Guinea,,,,,,,,
81,175,Guinea-Bissau,,,,,,,,
82,91,Guyana,,,,,,,,
83,93,Haiti,,,,,,,,
84,95,Honduras,,,,,,,,
85,97,Hungary,,,,,,,,
86,99,Iceland,,,,,,,,
87,100,India,,,,,,,,
88,101,Indonesia,,,,,,,,
89,102,Iran (Islamic Republic of),,,,,,,,
90,103,Iraq,,,,,,,,
91,104,Ireland,,,,,,,,
92,105,Israel,,,,,,,,
93,106,Italy,,,,,,,,
94,109,Jamaica,,,,,,,,
95,110,Japan,,,,,,,,
96,112,Jordan,,,,,,,,
97,108,Kazakhstan,,,,,,,,
98,114,Kenya,,,,,,,,
99,83,Kiribati,,,,,,,,
100,275,Kosovo,,,,,,,,
101,118,Kuwait,,,,,,,,
102,113,Kyrgyzstan,,,,,,,,
103,120,Lao People's Democratic Republic,,,,,,,,
104,119,Latvia,,,,,,,,
105,121,Lebanon,,,,,,,,
106,122,Lesotho,,,,,,,,
107,123,Liberia,,,,,,,,
108,124,Libya,,,,,,,,
109,125,Liechtenstein,,,,,,,,
110,126,Lithuania,,,,,,,,
111,256,Luxembourg,,,,,,,,
112,129,Madagascar,,,,,,,,
113,130,Malawi,,,,,,,,
114,131,Malaysia,,,,,,,,
115,132,Maldives,,,,,,,,
116,133,Mali,,,,,,,,
117,134,Malta,,,,,,,,
118,127,Marshall Islands,,,,,,,,
119,136,Mauritania,,,,,,,,
120,137,Mauritius,,,,,,,,
121,270,Mayotte,,,,,,,,
122,138,Mexico,,,,,,,,
123,145,Micronesia (Federated States of),,,,,,,,
124,141,Mongolia,,,,,,,,
125,273,Montenegro,,,,,,,,
126,142,Montserrat,,,,,,,,
127,143,Morocco,,,,,,,,
128,144,Mozambique,,,,,,,,
129,28,Myanmar,,,,,,,,
130,147,Namibia,,,,,,,,
131,148,Nauru,,,,,,,,
132,149,Nepal,,,,,,,,
133,150,Netherlands,,,,,,,,
134,151,Netherlands Antilles (former),,,,,,,,
