,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,23130.0,Total outlays (General Government),6109.0,Value Local Currency,2006.0,2006.0,millions,X
1,3,Albania,23131.0,"Agriculture, forestry, fishing (General Government)",6110.0,Value US$,2007.0,2007.0,%,Fc
2,4,Algeria,23144.0,Environmental protection (General Government),6167.0,"Value US$, 2010 prices",2008.0,2008.0,index,Qm
3,7,Angola,23160.0,Total outlays (Central Government),6111.0,Share of Total Outlays,2009.0,2009.0,,
4,8,Antigua and Barbuda,23161.0,"Agriculture, forestry, fishing (Central Government)",6112.0,Agriculture orientation index,2010.0,2010.0,,
5,9,Argentina,23174.0,Environmental protection (Central Government),,,2011.0,2011.0,,
6,1,Armenia,23132.0,"Agriculture, forestry, fishing, Recurrent (General Government)",,,2012.0,2012.0,,
7,10,Australia,23133.0,"Agriculture, forestry, fishing, Capital (General Government)",,,2013.0,2013.0,,
8,11,Austria,23134.0,Agriculture (General Government),,,2014.0,2014.0,,
9,52,Azerbaijan,23135.0,"Agriculture, Recurrent (General Government)",,,2015.0,2015.0,,
10,12,Bahamas,23136.0,"Agriculture, Capital (General Government)",,,2016.0,2016.0,,
11,13,Bahrain,23137.0,Forestry (General Government),,,2017.0,2017.0,,
12,16,Bangladesh,23138.0,"Forestry, Recurrent (General Government)",,,2003.0,2003.0,,
13,14,Barbados,23139.0,"Forestry, Capital (General Government)",,,2004.0,2004.0,,
14,57,Belarus,23140.0,Fishing (General Government),,,2005.0,2005.0,,
15,255,Belgium,23141.0,"Fishing, Recurrent (General Government)",,,2018.0,2018.0,,
16,23,Belize,23142.0,"Fishing, Capital (General Government)",,,2002.0,2002.0,,
17,53,Benin,23143.0,"R&D Agriculture, forestry, fishing (General Government)",,,2001.0,2001.0,,
18,18,Bhutan,23162.0,"Agriculture, forestry, fishing, Recurrent (Central Government)",,,,,,
19,19,Bolivia (Plurinational State of),23163.0,"Agriculture, forestry, fishing, Capital (Central Government)",,,,,,
20,80,Bosnia and Herzegovina,23164.0,Agriculture (Central Government),,,,,,
21,20,Botswana,23165.0,"Agriculture, Recurrent (Central Government)",,,,,,
22,21,Brazil,23166.0,"Agriculture, Capital (Central Government)",,,,,,
23,26,Brunei Darussalam,23167.0,Forestry (Central Government),,,,,,
24,27,Bulgaria,23168.0,"Forestry, Recurrent (Central Government)",,,,,,
25,233,Burkina Faso,23169.0,"Forestry, Capital (Central Government)",,,,,,
26,29,Burundi,23170.0,Fishing (Central Government),,,,,,
27,35,Cabo Verde,23171.0,"Fishing, Recurrent (Central Government)",,,,,,
28,115,Cambodia,23172.0,"Fishing, Capital (Central Government)",,,,,,
29,33,Canada,23173.0,"R&D Agriculture, forestry, fishing (Central Government)",,,,,,
30,37,Central African Republic,,,,,,,,
31,40,Chile,,,,,,,,
32,41,"China, mainland",,,,,,,,
33,44,Colombia,,,,,,,,
34,46,Congo,,,,,,,,
35,47,Cook Islands,,,,,,,,
36,48,Costa Rica,,,,,,,,
37,107,Côte d'Ivoire,,,,,,,,
38,98,Croatia,,,,,,,,
39,50,Cyprus,,,,,,,,
40,167,Czechia,,,,,,,,
41,250,Democratic Republic of the Congo,,,,,,,,
42,54,Denmark,,,,,,,,
43,55,Dominica,,,,,,,,
44,56,Dominican Republic,,,,,,,,
45,58,Ecuador,,,,,,,,
46,59,Egypt,,,,,,,,
47,60,El Salvador,,,,,,,,
48,61,Equatorial Guinea,,,,,,,,
49,63,Estonia,,,,,,,,
50,209,Eswatini,,,,,,,,
51,238,Ethiopia,,,,,,,,
52,66,Fiji,,,,,,,,
53,67,Finland,,,,,,,,
54,68,France,,,,,,,,
55,75,Gambia,,,,,,,,
56,73,Georgia,,,,,,,,
57,79,Germany,,,,,,,,
58,81,Ghana,,,,,,,,
59,84,Greece,,,,,,,,
60,86,Grenada,,,,,,,,
61,89,Guatemala,,,,,,,,
62,90,Guinea,,,,,,,,
63,175,Guinea-Bissau,,,,,,,,
64,91,Guyana,,,,,,,,
65,95,Honduras,,,,,,,,
66,97,Hungary,,,,,,,,
67,99,Iceland,,,,,,,,
68,100,India,,,,,,,,
69,101,Indonesia,,,,,,,,
70,102,Iran (Islamic Republic of),,,,,,,,
71,104,Ireland,,,,,,,,
72,105,Israel,,,,,,,,
73,106,Italy,,,,,,,,
74,109,Jamaica,,,,,,,,
75,110,Japan,,,,,,,,
76,112,Jordan,,,,,,,,
77,108,Kazakhstan,,,,,,,,
78,114,Kenya,,,,,,,,
79,83,Kiribati,,,,,,,,
80,118,Kuwait,,,,,,,,
81,113,Kyrgyzstan,,,,,,,,
82,120,Lao People's Democratic Republic,,,,,,,,
83,119,Latvia,,,,,,,,
84,121,Lebanon,,,,,,,,
85,122,Lesotho,,,,,,,,
86,123,Liberia,,,,,,,,
87,126,Lithuania,,,,,,,,
88,256,Luxembourg,,,,,,,,
89,129,Madagascar,,,,,,,,
90,130,Malawi,,,,,,,,
91,131,Malaysia,,,,,,,,
92,132,Maldives,,,,,,,,
93,133,Mali,,,,,,,,
94,134,Malta,,,,,,,,
95,127,Marshall Islands,,,,,,,,
96,137,Mauritius,,,,,,,,
97,138,Mexico,,,,,,,,
98,145,Micronesia (Federated States of),,,,,,,,
99,141,Mongolia,,,,,,,,
100,273,Montenegro,,,,,,,,
101,143,Morocco,,,,,,,,
102,144,Mozambique,,,,,,,,
103,28,Myanmar,,,,,,,,
104,147,Namibia,,,,,,,,
105,148,Nauru,,,,,,,,
106,149,Nepal,,,,,,,,
107,150,Netherlands,,,,,,,,
108,153,New Caledonia,,,,,,,,
109,156,New Zealand,,,,,,,,
110,157,Nicaragua,,,,,,,,
111,158,Niger,,,,,,,,
112,159,Nigeria,,,,,,,,
113,154,North Macedonia,,,,,,,,
114,162,Norway,,,,,,,,
115,221,Oman,,,,,,,,
116,165,Pakistan,,,,,,,,
117,180,Palau,,,,,,,,
118,299,Palestine,,,,,,,,
119,166,Panama,,,,,,,,
120,168,Papua New Guinea,,,,,,,,
121,169,Paraguay,,,,,,,,
122,170,Peru,,,,,,,,
123,171,Philippines,,,,,,,,
124,173,Poland,,,,,,,,
125,174,Portugal,,,,,,,,
126,179,Qatar,,,,,,,,
127,117,Republic of Korea,,,,,,,,
128,146,Republic of Moldova,,,,,,,,
129,183,Romania,,,,,,,,
130,185,Russian Federation,,,,,,,,
131,184,Rwanda,,,,,,,,
132,188,Saint Kitts and Nevis,,,,,,,,
133,189,Saint Lucia,,,,,,,,
134,191,Saint Vincent and the Grenadines,,,,,,,,
135,244,Samoa,,,,,,,,
136,192,San Marino,,,,,,,,
137,193,Sao Tome and Principe,,,,,,,,
138,194,Saudi Arabia,,,,,,,,
139,195,Senegal,,,,,,,,
140,272,Serbia,,,,,,,,
141,196,Seychelles,,,,,,,,
142,197,Sierra Leone,,,,,,,,
143,200,Singapore,,,,,,,,
144,199,Slovakia,,,,,,,,
145,198,Slovenia,,,,,,,,
146,25,Solomon Islands,,,,,,,,
147,202,South Africa,,,,,,,,
148,277,South Sudan,,,,,,,,
149,203,Spain,,,,,,,,
150,38,Sri Lanka,,,,,,,,
151,276,Sudan,,,,,,,,
152,207,Suriname,,,,,,,,
153,210,Sweden,,,,,,,,
154,211,Switzerland,,,,,,,,
155,212,Syrian Arab Republic,,,,,,,,
156,216,Thailand,,,,,,,,
157,176,Timor-Leste,,,,,,,,
158,217,Togo,,,,,,,,
159,220,Trinidad and Tobago,,,,,,,,
160,222,Tunisia,,,,,,,,
161,223,Turkey,,,,,,,,
162,226,Uganda,,,,,,,,
163,230,Ukraine,,,,,,,,
164,225,United Arab Emirates,,,,,,,,
165,229,United Kingdom,,,,,,,,
166,215,United Republic of Tanzania,,,,,,,,
167,231,United States of America,,,,,,,,
168,234,Uruguay,,,,,,,,
169,235,Uzbekistan,,,,,,,,
170,155,Vanuatu,,,,,,,,
171,236,Venezuela (Bolivarian Republic of),,,,,,,,
172,237,Viet Nam,,,,,,,,
173,249,Yemen,,,,,,,,
174,251,Zambia,,,,,,,,
175,181,Zimbabwe,,,,,,,,
