,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,6600.0,Country area,5110.0,Area,1961.0,1961.0,1000 ha,W
1,3,Albania,6601.0,Land area,72151.0,Carbon stock in living biomass,1962.0,1962.0,million tonnes,Q
2,4,Algeria,6602.0,Agriculture,,,1963.0,1963.0,,Fm
3,5,American Samoa,6610.0,Agricultural land,,,1964.0,1964.0,,Fc
4,6,Andorra,6620.0,Cropland,,,1965.0,1965.0,,F
5,7,Angola,6621.0,Arable land,,,1966.0,1966.0,,I
6,258,Anguilla,6630.0,Land under temporary crops,,,1967.0,1967.0,,E
7,8,Antigua and Barbuda,6640.0,Land with temporary fallow,,,1968.0,1968.0,,A
8,9,Argentina,6650.0,Land under permanent crops,,,1969.0,1969.0,,
9,1,Armenia,6655.0,Land under perm. meadows and pastures,,,1970.0,1970.0,,
10,22,Aruba,6659.0,Perm. meadows & pastures - Nat. growing,,,1971.0,1971.0,,
11,10,Australia,6663.0,Forestry,,,1972.0,1972.0,,
12,11,Austria,6646.0,Forest land,,,1973.0,1973.0,,
13,52,Azerbaijan,6714.0,Primary Forest,,,1974.0,1974.0,,
14,12,Bahamas,6717.0,Other naturally regenerated forest,,,1975.0,1975.0,,
15,13,Bahrain,6716.0,Planted Forest,,,1976.0,1976.0,,
16,16,Bangladesh,6670.0,Other land,,,1977.0,1977.0,,
17,14,Barbados,6690.0,Land area equipped for irrigation,,,1978.0,1978.0,,
18,57,Belarus,6611.0,Agriculture area actually irrigated,,,1979.0,1979.0,,
19,255,Belgium,6671.0,Agriculture area under organic agric.,,,1980.0,1980.0,,
20,15,Belgium-Luxembourg,6672.0,Agriculture area certified organic,,,1981.0,1981.0,,
21,23,Belize,6633.0,Land under temp. meadows and pastures,,,1982.0,1982.0,,
22,53,Benin,6680.0,Inland waters,,,1983.0,1983.0,,
23,17,Bermuda,6773.0,Coastal waters,,,1984.0,1984.0,,
24,18,Bhutan,6694.0,Cropland area actually irrigated,,,1985.0,1985.0,,
25,19,Bolivia (Plurinational State of),6668.0,Cropland area under organic agric.,,,1986.0,1986.0,,
26,80,Bosnia and Herzegovina,6669.0,Cropland area certified organic,,,1987.0,1987.0,,
27,20,Botswana,6656.0,Perm. meadows & pastures - Cultivated,,,1988.0,1988.0,,
28,21,Brazil,6762.0,Land used for aquaculture,,,1989.0,1989.0,,
29,239,British Virgin Islands,6657.0,Perm. meadows & pastures area actually irrig.,,,1990.0,1990.0,,
30,26,Brunei Darussalam,6649.0,Land under protective cover,,,1991.0,1991.0,,
31,27,Bulgaria,6681.0,Perm. meadows & pastures area under organic agric.,,,1992.0,1992.0,,
32,233,Burkina Faso,6616.0,Land area actually irrigated,,,1993.0,1993.0,,
33,29,Burundi,6664.0,Cropland area under conventional tillage,,,1994.0,1994.0,,
34,35,Cabo Verde,6665.0,Cropland area under conservation tillage,,,1995.0,1995.0,,
35,115,Cambodia,6666.0,Cropland area under zero or no tillage,,,1996.0,1996.0,,
36,32,Cameroon,6775.0,Farm buildings & farmyards,,,1997.0,1997.0,,
37,33,Canada,6682.0,Perm. meadows & pastures area certified organic,,,1998.0,1998.0,,
38,36,Cayman Islands,6767.0,Inland waters used for aquac. or holding facilities,,,1999.0,1999.0,,
39,37,Central African Republic,6643.0,Exclusive Economic Zone (EEZ),,,2000.0,2000.0,,
40,39,Chad,6641.0,Coastal waters used for aquac. or holding facilities,,,2001.0,2001.0,,
41,259,Channel Islands,6642.0,Coastal waters used for capture fisheries,,,2002.0,2002.0,,
42,40,Chile,6644.0,EEZ used for aquac. or holding facilities,,,2003.0,2003.0,,
43,351,China,6771.0,Inland waters used for capture fisheries,,,2004.0,2004.0,,
44,96,"China, Hong Kong SAR",6645.0,EEZ used for capture fisheries,,,2005.0,2005.0,,
45,128,"China, Macao SAR",,,,,2006.0,2006.0,,
46,41,"China, mainland",,,,,2007.0,2007.0,,
47,214,"China, Taiwan Province of",,,,,2008.0,2008.0,,
48,44,Colombia,,,,,2009.0,2009.0,,
49,45,Comoros,,,,,2010.0,2010.0,,
50,46,Congo,,,,,2011.0,2011.0,,
51,47,Cook Islands,,,,,2012.0,2012.0,,
52,48,Costa Rica,,,,,2013.0,2013.0,,
53,107,Côte d'Ivoire,,,,,2014.0,2014.0,,
54,98,Croatia,,,,,2015.0,2015.0,,
55,49,Cuba,,,,,2016.0,2016.0,,
56,50,Cyprus,,,,,2017.0,2017.0,,
57,167,Czechia,,,,,,,,
