Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
165,25,Solomon Islands,,,,,,,,
166,201,Somalia,,,,,,,,
167,202,South Africa,,,,,,,,
168,277,South Sudan,,,,,,,,
169,203,Spain,,,,,,,,
170,38,Sri Lanka,,,,,,,,
171,276,Sudan,,,,,,,,
172,206,Sudan (former),,,,,,,,
173,207,Suriname,,,,,,,,
174,210,Sweden,,,,,,,,
175,211,Switzerland,,,,,,,,
176,212,Syrian Arab Republic,,,,,,,,
177,208,Tajikistan,,,,,,,,
178,216,Thailand,,,,,,,,
179,176,Timor-Leste,,,,,,,,
180,217,Togo,,,,,,,,
181,220,Trinidad and Tobago,,,,,,,,
182,222,Tunisia,,,,,,,,
183,223,Turkey,,,,,,,,
184,213,Turkmenistan,,,,,,,,
185,226,Uganda,,,,,,,,
186,230,Ukraine,,,,,,,,
187,225,United Arab Emirates,,,,,,,,
188,229,United Kingdom,,,,,,,,
189,215,United Republic of Tanzania,,,,,,,,
190,231,United States of America,,,,,,,,
191,240,United States Virgin Islands,,,,,,,,
192,234,Uruguay,,,,,,,,
193,228,USSR,,,,,,,,
194,235,Uzbekistan,,,,,,,,
195,155,Vanuatu,,,,,,,,
196,236,Venezuela (Bolivarian Republic of),,,,,,,,
197,237,Viet Nam,,,,,,,,
198,243,Wallis and Futuna Islands,,,,,,,,
199,249,Yemen,,,,,,,,
200,248,Yugoslav SFR,,,,,,,,
201,251,Zambia,,,,,,,,
202,181,Zimbabwe,,,,,,,,
203,5000,World,,,,,,,,
204,5100,Africa,,,,,,,,
205,5101,Eastern Africa,,,,,,,,
206,5102,Middle Africa,,,,,,,,
207,5103,Northern Africa,,,,,,,,
208,5104,Southern Africa,,,,,,,,
209,5105,Western Africa,,,,,,,,
210,5200,Americas,,,,,,,,
211,5203,Northern America,,,,,,,,
212,5204,Central America,,,,,,,,
213,5206,Caribbean,,,,,,,,
214,5207,South America,,,,,,,,
215,5300,Asia,,,,,,,,
216,5301,Central Asia,,,,,,,,
217,5302,Eastern Asia,,,,,,,,
218,5303,Southern Asia,,,,,,,,
219,5304,South-Eastern Asia,,,,,,,,
220,5305,Western Asia,,,,,,,,
221,5400,Europe,,,,,,,,
222,5401,Eastern Europe,,,,,,,,
223,5402,Northern Europe,,,,,,,,
224,5403,Southern Europe,,,,,,,,
225,5404,Western Europe,,,,,,,,
226,5500,Oceania,,,,,,,,
227,5501,Australia and New Zealand,,,,,,,,
228,5502,Melanesia,,,,,,,,
229,5503,Micronesia,,,,,,,,
230,5504,Polynesia,,,,,,,,
231,5706,European Union,,,,,,,,
232,5801,Least Developed Countries,,,,,,,,
233,5802,Land Locked Developing Countries,,,,,,,,
234,5803,Small Island Developing States,,,,,,,,
235,5815,Low Income Food Deficit Countries,,,,,,,,
236,5817,Net Food Importing Developing Countries,,,,,,,,
237,5848,Annex I countries,,,,,,,,
238,5849,Non-Annex I countries,,,,,,,,
239,5873,OECD,,,,,,,,
