Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
62,84,Greece,,,,,,,,
63,89,Guatemala,,,,,,,,
64,90,Guinea,,,,,,,,
65,91,Guyana,,,,,,,,
66,95,Honduras,,,,,,,,
67,97,Hungary,,,,,,,,
68,99,Iceland,,,,,,,,
69,100,India,,,,,,,,
70,101,Indonesia,,,,,,,,
71,102,Iran (Islamic Republic of),,,,,,,,
72,103,Iraq,,,,,,,,
73,105,Israel,,,,,,,,
74,106,Italy,,,,,,,,
75,109,Jamaica,,,,,,,,
76,110,Japan,,,,,,,,
77,108,Kazakhstan,,,,,,,,
78,114,Kenya,,,,,,,,
79,113,Kyrgyzstan,,,,,,,,
80,119,Latvia,,,,,,,,
81,121,Lebanon,,,,,,,,
82,124,Libya,,,,,,,,
83,126,Lithuania,,,,,,,,
84,256,Luxembourg,,,,,,,,
85,129,Madagascar,,,,,,,,
86,130,Malawi,,,,,,,,
87,131,Malaysia,,,,,,,,
88,132,Maldives,,,,,,,,
89,133,Mali,,,,,,,,
90,134,Malta,,,,,,,,
91,127,Marshall Islands,,,,,,,,
92,137,Mauritius,,,,,,,,
93,138,Mexico,,,,,,,,
94,141,Mongolia,,,,,,,,
95,143,Morocco,,,,,,,,
96,144,Mozambique,,,,,,,,
97,28,Myanmar,,,,,,,,
98,147,Namibia,,,,,,,,
99,148,Nauru,,,,,,,,
100,149,Nepal,,,,,,,,
101,150,Netherlands,,,,,,,,
102,153,New Caledonia,,,,,,,,
103,157,Nicaragua,,,,,,,,
104,158,Niger,,,,,,,,
105,159,Nigeria,,,,,,,,
106,154,North Macedonia,,,,,,,,
107,162,Norway,,,,,,,,
108,221,Oman,,,,,,,,
109,165,Pakistan,,,,,,,,
110,166,Panama,,,,,,,,
111,168,Papua New Guinea,,,,,,,,
112,169,Paraguay,,,,,,,,
113,170,Peru,,,,,,,,
114,171,Philippines,,,,,,,,
115,173,Poland,,,,,,,,
116,174,Portugal,,,,,,,,
117,117,Republic of Korea,,,,,,,,
118,146,Republic of Moldova,,,,,,,,
119,183,Romania,,,,,,,,
120,185,Russian Federation,,,,,,,,
121,184,Rwanda,,,,,,,,
122,188,Saint Kitts and Nevis,,,,,,,,
123,189,Saint Lucia,,,,,,,,
124,244,Samoa,,,,,,,,
125,194,Saudi Arabia,,,,,,,,
126,195,Senegal,,,,,,,,
127,272,Serbia,,,,,,,,
128,186,Serbia and Montenegro,,,,,,,,
129,196,Seychelles,,,,,,,,
130,199,Slovakia,,,,,,,,
131,198,Slovenia,,,,,,,,
132,202,South Africa,,,,,,,,
133,203,Spain,,,,,,,,
134,38,Sri Lanka,,,,,,,,
135,276,Sudan,,,,,,,,
136,206,Sudan (former),,,,,,,,
137,207,Suriname,,,,,,,,
138,210,Sweden,,,,,,,,
139,211,Switzerland,,,,,,,,
140,212,Syrian Arab Republic,,,,,,,,
141,208,Tajikistan,,,,,,,,
142,216,Thailand,,,,,,,,
143,217,Togo,,,,,,,,
144,219,Tonga,,,,,,,,
145,220,Trinidad and Tobago,,,,,,,,
146,222,Tunisia,,,,,,,,
147,223,Turkey,,,,,,,,
148,226,Uganda,,,,,,,,
149,230,Ukraine,,,,,,,,
150,229,United Kingdom,,,,,,,,
151,215,United Republic of Tanzania,,,,,,,,
152,231,United States of America,,,,,,,,
153,234,Uruguay,,,,,,,,
154,235,Uzbekistan,,,,,,,,
155,236,Venezuela (Bolivarian Republic of),,,,,,,,
156,237,Viet Nam,,,,,,,,
157,249,Yemen,,,,,,,,
158,251,Zambia,,,,,,,,
159,181,Zimbabwe,,,,,,,,
160,5000,World,,,,,,,,
161,5100,Africa,,,,,,,,
162,5101,Eastern Africa,,,,,,,,
163,5102,Middle Africa,,,,,,,,
164,5103,Northern Africa,,,,,,,,
165,5104,Southern Africa,,,,,,,,
166,5105,Western Africa,,,,,,,,
167,5200,Americas,,,,,,,,
168,5203,Northern America,,,,,,,,
169,5204,Central America,,,,,,,,
170,5206,Caribbean,,,,,,,,
171,5207,South America,,,,,,,,
172,5300,Asia,,,,,,,,
173,5301,Central Asia,,,,,,,,
174,5302,Eastern Asia,,,,,,,,
175,5303,Southern Asia,,,,,,,,
176,5304,South-Eastern Asia,,,,,,,,
177,5305,Western Asia,,,,,,,,
178,5400,Europe,,,,,,,,
179,5401,Eastern Europe,,,,,,,,
180,5402,Northern Europe,,,,,,,,
181,5403,Southern Europe,,,,,,,,
182,5404,Western Europe,,,,,,,,
183,5500,Oceania,,,,,,,,
184,5501,Australia and New Zealand,,,,,,,,
185,5502,Melanesia,,,,,,,,
186,5503,Micronesia,,,,,,,,
187,5504,Polynesia,,,,,,,,
188,5706,European Union,,,,,,,,
189,5801,Least Developed Countries,,,,,,,,
190,5802,Land Locked Developing Countries,,,,,,,,
191,5803,Small Island Developing States,,,,,,,,
192,5815,Low Income Food Deficit Countries,,,,,,,,
193,5817,Net Food Importing Developing Countries,,,,,,,,
194,5873,OECD,,,,,,,,
