Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,767.0,Cotton lint,432.0,Gross Production Index Number (2004-2006 = 100),1961.0,1961.0,Int. $,Fc
1,3,Albania,329.0,Cottonseed,434.0,Gross per capita Production Index Number (2004-2006 = 100),1962.0,1962.0,,
2,4,Algeria,1770.0,"Meat indigenous, total",436.0,Net Production Index Number (2004-2006 = 100),1963.0,1963.0,,
3,5,American Samoa,1780.0,"Milk,Total",438.0,Net per capita Production Index Number (2004-2006 = 100),1964.0,1964.0,,
4,7,Angola,1732.0,"Oilcrops, Oil Equivalent",,,1965.0,1965.0,,
5,8,Antigua and Barbuda,1720.0,"Roots and Tubers,Total",,,1966.0,1966.0,,
6,9,Argentina,1724.0,"Sugar, raw",,,1967.0,1967.0,,
7,1,Armenia,1739.0,Vegetables and Fruit Primary,,,1968.0,1968.0,,
8,10,Australia,2051.0,Agriculture (PIN),,,1969.0,1969.0,,
9,11,Austria,1717.0,"Cereals,Total",,,1970.0,1970.0,,
10,52,Azerbaijan,2041.0,Crops (PIN),,,1971.0,1971.0,,
11,12,Bahamas,2054.0,Food (PIN),,,1972.0,1972.0,,
12,13,Bahrain,2044.0,Livestock (PIN),,,1973.0,1973.0,,
13,16,Bangladesh,2057.0,Non Food (PIN),,,1974.0,1974.0,,
14,14,Barbados,257.0,"Oil, palm",,,1975.0,1975.0,,
15,57,Belarus,256.0,Palm kernels,,,1976.0,1976.0,,
16,255,Belgium,,,,,1977.0,1977.0,,
17,23,Belize,,,,,1978.0,1978.0,,
18,53,Benin,,,,,1979.0,1979.0,,
19,17,Bermuda,,,,,1980.0,1980.0,,
20,18,Bhutan,,,,,1981.0,1981.0,,
21,19,Bolivia (Plurinational State of),,,,,1982.0,1982.0,,
22,80,Bosnia and Herzegovina,,,,,1983.0,1983.0,,
23,20,Botswana,,,,,1984.0,1984.0,,
24,21,Brazil,,,,,1985.0,1985.0,,
25,239,British Virgin Islands,,,,,1986.0,1986.0,,
26,26,Brunei Darussalam,,,,,1987.0,1987.0,,
27,27,Bulgaria,,,,,1988.0,1988.0,,
28,233,Burkina Faso,,,,,1989.0,1989.0,,
29,29,Burundi,,,,,1990.0,1990.0,,
30,35,Cabo Verde,,,,,1991.0,1991.0,,
31,115,Cambodia,,,,,1992.0,1992.0,,
32,32,Cameroon,,,,,1993.0,1993.0,,
33,33,Canada,,,,,1994.0,1994.0,,
34,36,Cayman Islands,,,,,1995.0,1995.0,,
35,37,Central African Republic,,,,,1996.0,1996.0,,
36,39,Chad,,,,,1997.0,1997.0,,
37,40,Chile,,,,,1998.0,1998.0,,
38,351,China,,,,,1999.0,1999.0,,
39,96,"China, Hong Kong SAR",,,,,2000.0,2000.0,,
40,128,"China, Macao SAR",,,,,2001.0,2001.0,,
41,41,"China, mainland",,,,,2002.0,2002.0,,
42,214,"China, Taiwan Province of",,,,,2003.0,2003.0,,
43,44,Colombia,,,,,2004.0,2004.0,,
44,45,Comoros,,,,,2005.0,2005.0,,
45,46,Congo,,,,,2006.0,2006.0,,
46,47,Cook Islands,,,,,2007.0,2007.0,,
47,48,Costa Rica,,,,,2008.0,2008.0,,
48,107,Côte d'Ivoire,,,,,2009.0,2009.0,,
49,98,Croatia,,,,,2010.0,2010.0,,
50,49,Cuba,,,,,2011.0,2011.0,,
51,50,Cyprus,,,,,2012.0,2012.0,,
52,167,Czechia,,,,,2013.0,2013.0,,
53,116,Democratic People's Republic of Korea,,,,,2014.0,2014.0,,
54,250,Democratic Republic of the Congo,,,,,2015.0,2015.0,,
55,54,Denmark,,,,,2016.0,2016.0,,
56,72,Djibouti,,,,,,,,
57,55,Dominica,,,,,,,,
58,56,Dominican Republic,,,,,,,,
59,58,Ecuador,,,,,,,,
60,59,Egypt,,,,,,,,
61,60,El Salvador,,,,,,,,
62,61,Equatorial Guinea,,,,,,,,
63,178,Eritrea,,,,,,,,
64,63,Estonia,,,,,,,,
65,238,Ethiopia,,,,,,,,
66,65,Falkland Islands (Malvinas),,,,,,,,
67,64,Faroe Islands,,,,,,,,
68,66,Fiji,,,,,,,,
69,67,Finland,,,,,,,,
70,68,France,,,,,,,,
71,69,French Guiana,,,,,,,,
72,70,French Polynesia,,,,,,,,
73,74,Gabon,,,,,,,,
74,75,Gambia,,,,,,,,
75,73,Georgia,,,,,,,,
76,79,Germany,,,,,,,,
77,81,Ghana,,,,,,,,
78,84,Greece,,,,,,,,
79,85,Greenland,,,,,,,,
80,86,Grenada,,,,,,,,
81,87,Guadeloupe,,,,,,,,
82,88,Guam,,,,,,,,
83,89,Guatemala,,,,,,,,
84,90,Guinea,,,,,,,,
85,175,Guinea-Bissau,,,,,,,,
86,91,Guyana,,,,,,,,
87,93,Haiti,,,,,,,,
88,95,Honduras,,,,,,,,
89,97,Hungary,,,,,,,,
90,99,Iceland,,,,,,,,
91,100,India,,,,,,,,
92,101,Indonesia,,,,,,,,
93,102,Iran (Islamic Republic of),,,,,,,,
94,103,Iraq,,,,,,,,
95,104,Ireland,,,,,,,,
96,105,Israel,,,,,,,,
97,106,Italy,,,,,,,,
98,109,Jamaica,,,,,,,,
99,110,Japan,,,,,,,,
100,112,Jordan,,,,,,,,
101,108,Kazakhstan,,,,,,,,
102,114,Kenya,,,,,,,,
103,83,Kiribati,,,,,,,,
104,118,Kuwait,,,,,,,,
105,113,Kyrgyzstan,,,,,,,,
106,120,Lao People's Democratic Republic,,,,,,,,
107,119,Latvia,,,,,,,,
108,121,Lebanon,,,,,,,,
109,122,Lesotho,,,,,,,,
110,123,Liberia,,,,,,,,
111,124,Libya,,,,,,,,
112,125,Liechtenstein,,,,,,,,
113,126,Lithuania,,,,,,,,
114,256,Luxembourg,,,,,,,,
115,129,Madagascar,,,,,,,,
116,130,Malawi,,,,,,,,
117,131,Malaysia,,,,,,,,
118,132,Maldives,,,,,,,,
119,133,Mali,,,,,,,,
120,134,Malta,,,,,,,,
121,127,Marshall Islands,,,,,,,,
122,135,Martinique,,,,,,,,
123,136,Mauritania,,,,,,,,
124,137,Mauritius,,,,,,,,
125,138,Mexico,,,,,,,,
126,145,Micronesia (Federated States of),,,,,,,,
127,141,Mongolia,,,,,,,,
128,273,Montenegro,,,,,,,,
129,142,Montserrat,,,,,,,,
130,143,Morocco,,,,,,,,
131,144,Mozambique,,,,,,,,
132,28,Myanmar,,,,,,,,
133,147,Namibia,,,,,,,,
134,148,Nauru,,,,,,,,
135,149,Nepal,,,,,,,,
136,150,Netherlands,,,,,,,,
137,151,Netherlands Antilles (former),,,,,,,,
