Unnamed: 0,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
138,153,New Caledonia,,,,,,,,
139,156,New Zealand,,,,,,,,
140,157,Nicaragua,,,,,,,,
141,158,Niger,,,,,,,,
142,159,Nigeria,,,,,,,,
143,160,Niue,,,,,,,,
144,162,Norway,,,,,,,,
145,299,Occupied Palestinian Territory,,,,,,,,
146,221,Oman,,,,,,,,
147,165,Pakistan,,,,,,,,
148,166,Panama,,,,,,,,
149,168,Papua New Guinea,,,,,,,,
150,169,Paraguay,,,,,,,,
151,170,Peru,,,,,,,,
152,171,Philippines,,,,,,,,
153,173,Poland,,,,,,,,
154,174,Portugal,,,,,,,,
155,177,Puerto Rico,,,,,,,,
156,179,Qatar,,,,,,,,
157,117,Republic of Korea,,,,,,,,
158,146,Republic of Moldova,,,,,,,,
159,182,Réunion,,,,,,,,
160,183,Romania,,,,,,,,
161,185,Russian Federation,,,,,,,,
162,184,Rwanda,,,,,,,,
163,188,Saint Kitts and Nevis,,,,,,,,
164,189,Saint Lucia,,,,,,,,
165,190,Saint Pierre and Miquelon,,,,,,,,
166,191,Saint Vincent and the Grenadines,,,,,,,,
167,244,Samoa,,,,,,,,
168,193,Sao Tome and Principe,,,,,,,,
169,194,Saudi Arabia,,,,,,,,
170,195,Senegal,,,,,,,,
171,272,Serbia,,,,,,,,
172,186,Serbia and Montenegro,,,,,,,,
173,196,Seychelles,,,,,,,,
174,197,Sierra Leone,,,,,,,,
175,200,Singapore,,,,,,,,
176,199,Slovakia,,,,,,,,
177,198,Slovenia,,,,,,,,
178,25,Solomon Islands,,,,,,,,
179,201,Somalia,,,,,,,,
180,202,South Africa,,,,,,,,
181,203,Spain,,,,,,,,
182,38,Sri Lanka,,,,,,,,
183,206,Sudan (former),,,,,,,,
184,207,Suriname,,,,,,,,
185,209,Swaziland,,,,,,,,
186,210,Sweden,,,,,,,,
187,211,Switzerland,,,,,,,,
188,212,Syrian Arab Republic,,,,,,,,
189,208,Tajikistan,,,,,,,,
190,216,Thailand,,,,,,,,
191,154,The former Yugoslav Republic of Macedonia,,,,,,,,
192,176,Timor-Leste,,,,,,,,
193,217,Togo,,,,,,,,
194,218,Tokelau,,,,,,,,
195,219,Tonga,,,,,,,,
196,220,Trinidad and Tobago,,,,,,,,
197,222,Tunisia,,,,,,,,
198,223,Turkey,,,,,,,,
199,213,Turkmenistan,,,,,,,,
200,227,Tuvalu,,,,,,,,
201,226,Uganda,,,,,,,,
202,230,Ukraine,,,,,,,,
203,225,United Arab Emirates,,,,,,,,
204,229,United Kingdom,,,,,,,,
205,215,United Republic of Tanzania,,,,,,,,
206,231,United States of America,,,,,,,,
207,240,United States Virgin Islands,,,,,,,,
208,234,Uruguay,,,,,,,,
209,235,Uzbekistan,,,,,,,,
210,155,Vanuatu,,,,,,,,
211,236,Venezuela (Bolivarian Republic of),,,,,,,,
212,237,Viet Nam,,,,,,,,
213,243,Wallis and Futuna Islands,,,,,,,,
214,205,Western Sahara,,,,,,,,
215,249,Yemen,,,,,,,,
216,251,Zambia,,,,,,,,
217,181,Zimbabwe,,,,,,,,
218,5000,World,,,,,,,,
219,5100,Africa,,,,,,,,
220,5101,Eastern Africa,,,,,,,,
221,5102,Middle Africa,,,,,,,,
222,5103,Northern Africa,,,,,,,,
223,5104,Southern Africa,,,,,,,,
224,5105,Western Africa,,,,,,,,
225,5200,Americas,,,,,,,,
226,5203,Northern America,,,,,,,,
227,5204,Central America,,,,,,,,
228,5206,Caribbean,,,,,,,,
229,5207,South America,,,,,,,,
230,5300,Asia,,,,,,,,
231,5301,Central Asia,,,,,,,,
232,5302,Eastern Asia,,,,,,,,
233,5303,Southern Asia,,,,,,,,
234,5304,South-Eastern Asia,,,,,,,,
235,5305,Western Asia,,,,,,,,
236,5400,Europe,,,,,,,,
237,5401,Eastern Europe,,,,,,,,
238,5402,Northern Europe,,,,,,,,
239,5403,Southern Europe,,,,,,,,
240,5404,Western Europe,,,,,,,,
241,5500,Oceania,,,,,,,,
242,5501,Australia & New Zealand,,,,,,,,
243,5502,Melanesia,,,,,,,,
244,5503,Micronesia,,,,,,,,
245,5504,Polynesia,,,,,,,,
246,5706,European Union,,,,,,,,
247,5801,Least Developed Countries,,,,,,,,
248,5802,Land Locked Developing Countries,,,,,,,,
249,5803,Small Island Developing States,,,,,,,,
250,5815,Low Income Food Deficit Countries,,,,,,,,
251,5817,Net Food Importing Developing Countries,,,,,,,,
